country_code,country_name,source,medicine_name,active_substance,strength,package_size,dosage_form,product_no,atc_code,marketing_auth_holder,agent,shortage_start,estimated_end,notified_date,status,recommendations,scraped_at
IS,Iceland,Lyfjastofnun,Virofob,Tenofovir disoproxil succinate,245 mg,30 stk.,Filmuhúðuð tafla,470315,J05AF07,Zentiva k.s.*,,2025-10-31,2025-11-20,2025-11-03,resolved,Samheitalyf er á markaði / fáanlegt.,2026-03-12T16:36:19.619549
IS,Iceland,Lyfjastofnun,Detrusitol Retard,TOLTERODINE L-TARTRATE,4 mg,30 stk.,Hart forðahylki,007760,G04BD07,Viatris ApS,Icepharma hf.*,2025-10-30,2025-12-15,2025-11-13,resolved,Aðrar pakkningastærðir eru á markaði / fáanlegar.,2026-03-12T16:36:19.635422
IS,Iceland,Lyfjastofnun,Pergoveris,"Follitropinum alfa INN, Lutropinum alfa INN","(450 a.e. + 225 a.e.)/0,72 ml","0,72 ml","Stungulyf, lausn í áfylltum lyfjapenna",522465,G03GA30,Merck Europe B.V.*,Icepharma hf.*,2025-10-30,2026-03-31,2025-10-30,shortage,Aðrir styrkleikar eru á markaði / fáanlegir.,2026-03-12T16:36:19.639707
IS,Iceland,Lyfjastofnun,Paliperidon Krka,Paliperidonum INN,3 mg,28x1 stk.,Forðatafla,529352,N05AX13,"Krka, d.d., Novo mesto",,2025-10-30,2025-12-10,2025-09-29,resolved,Samheitalyf er á markaði / fáanlegt.,2026-03-12T16:36:19.643584
IS,Iceland,Lyfjastofnun,Purevax RCP,"Attenuated Feline Viral Rhinotracheitis(FVH F2 Strain), Feline calicivirus, strains 431 and G1, Inactivated, Feline panleucopenia virus, strain PLI IV, Live",,50 stk.,"Frostþurrkað stungulyf og leysir, dreifa",122534,QI06AH09,Boehringer Ingelheim Vetmedica GmbH*,Vistor hf,2025-10-29,2025-10-29,2025-10-25,resolved,Aðrar pakkningastærðir eru á markaði / fáanlegar.,2026-03-12T16:36:19.647625
IS,Iceland,Lyfjastofnun,Nicotinell IceMint,NICOTINE POLACRILEX,2 mg,24 stk.,Lyfjatyggigúmmí,561022,N07BA01,Dr. Reddy's Netherlands B.V.,,2025-10-29,2025-10-29,2025-10-10,resolved,"Stuttur skortur á heildsölustigi, ólíklegt að skortur hafi áhrif á lyfjanotendur.",2026-03-12T16:36:19.650592
IS,Iceland,Lyfjastofnun,Typhim Vi,Salmonella Typhi VI antigen,"25 míkróg/0,5 ml",0.5 ml,"Stungulyf, lausn",028314,J07AP03,Sanofi Winthrop Industrie,Vistor hf,2025-10-29,2025-10-29,2025-10-25,resolved,"Stuttur skortur á heildsölustigi, ólíklegt að skortur hafi áhrif á lyfjanotendur.",2026-03-12T16:36:19.654628
IS,Iceland,Lyfjastofnun,Lamictal,Lamotriginum INN,25 mg,56 stk.,Tuggu-/dreifitafla,196808,N03AX09,GlaxoSmithKline Pharma A/S,Vistor hf,2025-10-29,2025-11-03,2025-10-07,resolved,"Stuttur skortur á heildsölustigi, ólíklegt að skortur hafi áhrif á lyfjanotendur.",2026-03-12T16:36:19.660591
IS,Iceland,Lyfjastofnun,Nicotinell,Nicotinum INN,7 mg/24 klst.,7 stk.,Forðaplástur,464751,N07BA01,Dr. Reddy's Netherlands B.V.,,2025-10-29,2025-10-29,2025-08-25,resolved,Aðrar pakkningastærðir eru á markaði / fáanlegar.,2026-03-12T16:36:19.663693
IS,Iceland,Lyfjastofnun,Centyl mite með kaliumklorid,"Kalii chloridum, Bendroflumethiazidum INN","1,25 mg/573 mg",100 stk.,Filmuhúðuð tafla,128348,C03AB01,Karo Pharma AB*,Alvogen ehf.,2025-10-29,2025-11-06,2025-11-03,resolved,"Stuttur skortur á heildsölustigi, ólíklegt að skortur hafi áhrif á lyfjanotendur.",2026-03-12T16:36:19.666696
IS,Iceland,Lyfjastofnun,Inegy,"Simvastatinum INN, Ezetimibe",10/40 mg,98 stk.,Tafla,439594,C10BA02,N.V. Organon*,Vistor hf,2025-10-29,2025-10-29,2025-10-07,resolved,Samheitalyf er á markaði / fáanlegt.,2026-03-12T16:36:19.670694
IS,Iceland,Lyfjastofnun,Piperacillin/Tazobactam WH,"Piperacillinum INN natríum, Tazobactamum INN natríum","4 g/0,5 g",10 stk.,"Innrennslisstofn, lausn",562828,J01CR05,Williams & Halls ehf.,,2025-10-29,2025-11-13,2025-10-13,resolved,Ekkert sambærilegt lyf er á markaði / fáanlegt.,2026-03-12T16:36:19.673696
IS,Iceland,Lyfjastofnun,Glucophage,Metforminum INN hýdróklóríð,500 mg,100 stk.,Filmuhúðuð tafla,374231,A10BA02,Merck Santé s.a.s.*,Icepharma hf,2025-10-29,2026-01-18,2025-10-28,resolved,Samheitalyf er á markaði / fáanlegt.,2026-03-12T16:36:19.677694
IS,Iceland,Lyfjastofnun,Pentasa,Mesalazinum INN,1 g,28 stk.,Endaþarmsstíll,104760,A07EC02,Ferring Lægemidler A/S,Vistor hf,2025-10-29,2025-10-29,2025-08-22,resolved,Samheitalyf er á markaði / fáanlegt.,2026-03-12T16:36:19.677694
IS,Iceland,Lyfjastofnun,Nicotinell Mint,Nicotinum bítartrat,2 mg,144 stk.,Munnsogstafla,128129,N07BA01,Dr. Reddy's Netherlands B.V.,Artasan ehf,2025-10-29,2025-10-29,2025-10-09,resolved,Aðrar pakkningastærðir eru á markaði / fáanlegar.,2026-03-12T16:36:19.677694
IS,Iceland,Lyfjastofnun,Betmiga,Mirabegronum INN,50 mg,90 stk.,Forðatafla,409927,G04BD12,Astellas Pharma Europe B.V.,Vistor hf,2025-10-28,2025-10-28,2025-10-05,resolved,. Aðrar pakkningastærðir og samhliða innflutt lyf eru fáanleg.,2026-03-12T16:36:19.677694
IS,Iceland,Lyfjastofnun,Paracet,Paracetamolum INN,125 mg,10 stk.,Endaþarmsstíll,503078,N02BE01,Karo Pharma AS,Alvogen ehf.,2025-10-28,2025-11-06,2025-10-24,resolved,"Stuttur skortur á heildsölustigi, ólíklegt að skortur hafi áhrif á lyfjanotendur.",2026-03-12T16:36:19.677694
IS,Iceland,Lyfjastofnun,Pyzchiva,Ustekinumabum INN,45 mg,"0,5 ml","Stungulyf, lausn í áfylltri sprautu",430898,L04AC05,Samsung Bioepis NL B.V.,,2025-10-28,2025-10-28,2025-10-16,resolved,"Stuttur skortur á heildsölustigi, ólíklegt að skortur hafi áhrif á lyfjanotendur.",2026-03-12T16:36:19.693443
IS,Iceland,Lyfjastofnun,Exelon,Rivastigminum INN,"13,3 mg/24 klst.",30 stk.,Forðaplástur,153145,N06DA03,Novartis Europharm Limited*,Vistor hf,2025-10-28,2025-11-14,2025-09-17,resolved,Aðrir styrkleikar eru á markaði / fáanlegir.,2026-03-12T16:36:19.693443
IS,Iceland,Lyfjastofnun,Mydriacyl,Tropicamidum INN,10 mg/ml,15 ml,"Augndropar, lausn",143586,S01FA06,Alcon Nordic A/S,,2025-10-27,2025-10-27,2025-10-07,resolved,Ekkert sambærilegt lyf er á markaði / fáanlegt.,2026-03-12T16:36:19.693443
IS,Iceland,Lyfjastofnun,Ondansetron Bluefish,Ondansetronum INN hýdróklóríð,8 mg,30 stk.,Filmuhúðuð tafla,516972,A04AA01,Bluefish Pharmaceuticals AB,Artasan ehf,2025-10-27,2026-02-04,2025-10-17,resolved,Aðrar pakkningastærðir eru á markaði / fáanlegar.,2026-03-12T16:36:19.693443
IS,Iceland,Lyfjastofnun,Klyx,"Docusatum natricum INN, Sorbitolum",,120 ml,Endaþarmslausn,371609,A06AG10,Ferring Lægemidler A/S (F),Ferring Lægemidler A/S,2025-10-27,2025-11-24,2025-10-18,resolved,"Aðrar pakkningastærðir eru á markaði / fáanlegar. Klyx 120 ml er fáanlegt í 10 stk. pakkningu, önnur Klyx er einnig fáanlegt í 240 ml",2026-03-12T16:36:19.693443
IS,Iceland,Lyfjastofnun,Escitalopram STADA,Escitalopram oxalate,10 mg,100 stk.,Filmuhúðuð tafla,519096,N06AB10,STADA Arzneimittel AG,,2025-10-27,2025-10-31,2025-10-23,resolved,Samheitalyf er á markaði / fáanlegt.,2026-03-12T16:36:19.708616
IS,Iceland,Lyfjastofnun,Procoralan,Ivabradinum INN hýdróklóríð,5 mg,56 stk.,Filmuhúðuð tafla,041086,C01EB17,Les Laboratoires Servier*,Icepharma hf,2025-10-27,2025-11-03,2025-10-27,resolved,"Stuttur skortur á heildsölustigi, ólíklegt að skortur hafi áhrif á lyfjanotendur.",2026-03-12T16:36:19.708616
IS,Iceland,Lyfjastofnun,Striverdi Respimat,Olodaterolum INN hýdróklóríð,"2,5 míkróg",30 skammtar,Innöndunarlausn,436810,R03AC19,Boehringer Ingelheim International GmbH*,Vistor hf,2025-10-26,2025-10-26,2025-09-26,resolved,Ekki til lyf með sama ATC númer en sambærilegt lyf í sama flokki er á markaði / fáanlegt.,2026-03-12T16:36:19.718536
IS,Iceland,Lyfjastofnun,Nicotinell,Nicotinum INN,14 mg/24 klst.,21 stk.,Forðaplástur,168778,N07BA01,Dr. Reddy's Netherlands B.V.,,2025-10-26,2025-11-27,2025-10-12,resolved,Aðrar pakkningastærðir eru á markaði / fáanlegar.,2026-03-12T16:36:19.718536
IS,Iceland,Lyfjastofnun,Jakavi,Ruxolitinibum INN fosfat,20 mg,56 stk.,Tafla,461113,L01EJ01,Novartis Europharm Limited*,Vistor hf,2025-10-26,2025-11-10,2025-10-14,resolved,Aðrir styrkleikar eru á markaði / fáanlegir.,2026-03-12T16:36:19.725105
IS,Iceland,Lyfjastofnun,Lenvima,Lenvatinibum INN mesýlat,10 mg,30 stk.,Hart hylki,147902,L01EX08,Eisai GmbH,Eisai AB*,2025-10-25,2025-10-25,2025-09-16,resolved,Aðrir styrkleikar eru á markaði / fáanlegir.,2026-03-12T16:36:19.725105
IS,Iceland,Lyfjastofnun,Alutard SQ (Cat hair),Kattahár,,5 ml,"Stungulyf, dreifa",026096,V01AA11,ALK-Abelló A/S,Vistor hf,2025-10-25,2025-10-25,2025-09-25,resolved,Aðrar pakkningastærðir eru á markaði / fáanlegar.,2026-03-12T16:36:19.725105
IS,Iceland,Lyfjastofnun,SOTYKTU,Deucravacitinibum INN,6 mg,28 stk.,Filmuhúðuð tafla,488286,L04AF07,Bristol-Myers Squibb Pharma EEIG*,,2025-10-25,2025-11-06,2025-10-28,resolved,Sérpöntun / útboðslyf.,2026-03-12T16:36:19.725105
IS,Iceland,Lyfjastofnun,Sondelbay,Teriparatidum INN,20 míkróg /80 míkról,28 skammtar,"Stungulyf, lausn í áfylltum lyfjapenna",490780,H05AA02,Accord Healthcare S.L.U.,,2025-10-25,2025-12-12,2025-10-03,resolved,Samheitalyf er á markaði / fáanlegt.,2026-03-12T16:36:19.725105
IS,Iceland,Lyfjastofnun,Wellbutrin XR (Heilsa),Bupropionum INN hýdróklóríð,150 mg,30 stk.,Tafla með breyttan losunarhraða,107689,N06AX12,Heilsa ehf.,,2025-10-24,2025-11-28,2025-10-03,resolved,Samheitalyf er á markaði / fáanlegt.,2026-03-12T16:36:19.740388
IS,Iceland,Lyfjastofnun,Imodium (Heilsa),Loperamidum INN hýdróklóríð,2 mg,16 stk.,Tafla,058595,A07DA03,Heilsa ehf.,,2025-10-24,2025-10-24,2025-09-02,resolved,Til skoðunar.,2026-03-12T16:36:19.740388
IS,Iceland,Lyfjastofnun,Xtandi,Enzalutamidum INN,40 mg,112 stk.,Filmuhúðuð tafla,118153,L02BB04,Astellas Pharma Europe B.V.,Vistor hf,2025-10-24,2025-10-24,2025-10-09,resolved,"Stuttur skortur á heildsölustigi, ólíklegt að skortur hafi áhrif á lyfjanotendur.",2026-03-12T16:36:19.740388
IS,Iceland,Lyfjastofnun,Tobradex,"Dexamethasonum INN fosfat, Tobramycinum INN",,5 ml,"Augndropar, dreifa",033251,S01CA01,Novartis Healthcare A/S,Vistor hf,2025-10-24,2025-11-19,2025-10-23,resolved,Ekki til lyf með sama ATC númer en sambærilegt lyf í sama flokki er á markaði / fáanlegt. Lyf í sama ATC flokki fáanlegt en ekki sama samsetning.,2026-03-12T16:36:19.740388
IS,Iceland,Lyfjastofnun,Lantus,Insulinum glarginum INN,100 einingar/ml,3 ml,"Stungulyf, lausn í rörlykju",004746,A10AE04,Sanofi-Aventis Deutschland GmbH,Vistor hf,2025-10-23,2025-11-04,2025-10-01,resolved,Önnur lyfjaform eru á markaði / fáanleg.,2026-03-12T16:36:19.740388
IS,Iceland,Lyfjastofnun,Ibuprofen Zentiva,Ibuprofenum INN,600 mg,100 stk.,Filmuhúðuð tafla,542402,M01AE01,Zentiva k.s.*,,2025-10-23,2026-01-08,2025-10-24,resolved,Aðrar pakkningastærðir eru á markaði / fáanlegar.,2026-03-12T16:36:19.757301
IS,Iceland,Lyfjastofnun,Madopar,"Benserazidum INN hýdróklóríð, Levodopum INN","50 mg og 12,5 mg",100 stk.,Hart hylki,117564,N04BA02,Roche Pharmaceuticals A/S,Icepharma hf,2025-10-23,2025-11-04,2025-10-16,resolved,Aðrir styrkleikar og lyfjaform eru á markaði / fáanlegir.,2026-03-12T16:36:19.760685
IS,Iceland,Lyfjastofnun,Nicotinell Mint,Nicotine resinate,4 mg,24 stk.,Lyfjatyggigúmmí,082334,N07BA01,Dr. Reddy's Netherlands B.V.,Artasan ehf,2025-10-23,2025-10-23,2025-10-14,resolved,"Stuttur skortur á heildsölustigi, ólíklegt að skortur hafi áhrif á lyfjanotendur.",2026-03-12T16:36:19.760685
IS,Iceland,Lyfjastofnun,Produodopa,"Foslevodopum INN, Foscarbidopum INN",240 mg/ml +12 mg/ml,7 stk.,"Innrennslislyf, lausn",061313,N04BA07,AbbVie A/S,,2025-10-23,2025-10-23,2025-10-18,resolved,"Stuttur skortur á heildsölustigi, ólíklegt að skortur hafi áhrif á lyfjanotendur.",2026-03-12T16:36:19.760685
IS,Iceland,Lyfjastofnun,Panodil,Paracetamolum INN,500 mg,20 stk.,Filmuhúðuð tafla,409193,N02BE01,Haleon Denmark ApS,Artasan ehf,2025-10-23,2025-11-17,2025-10-10,resolved,Samheitalyf er á markaði / fáanlegt.,2026-03-12T16:36:19.760685
IS,Iceland,Lyfjastofnun,Desmopressin Zentiva,"Lactose monohydrate, Desmopressinum INN acetat",60 míkróg,100 stk.,Tungurótartafla,110095,H01BA02,Zentiva k.s.*,,2025-10-22,2025-10-24,2025-10-20,resolved,"Stuttur skortur á heildsölustigi, ólíklegt að skortur hafi áhrif á lyfjanotendur.",2026-03-12T16:36:19.760685
IS,Iceland,Lyfjastofnun,Nicotinell,Nicotinum INN,21 mg/24 klst.,21 stk.,Forðaplástur,461917,N07BA01,Dr. Reddy's Netherlands B.V.,,2025-10-22,2025-10-29,2025-10-09,resolved,Aðrar pakkningastærðir eru á markaði / fáanlegar.,2026-03-12T16:36:19.778429
IS,Iceland,Lyfjastofnun,Xerodent,"Natrii fluoridum, Acidum malicum","28,6/0,25 mg",90 stk.,Munnsogstafla,013593,A01AA30,Karo Pharma AB*,Alvogen ehf.,2025-10-22,2026-03-31,2025-09-15,shortage,Ekkert sambærilegt lyf er á markaði / fáanlegt.,2026-03-12T16:36:19.781426
IS,Iceland,Lyfjastofnun,Metojectpen,Methotrexatum INN,"12,5 mg","12,5 mg","Stungulyf, lausn í áfylltum lyfjapenna",571379,L04AX03,medac Gesellschaft für klinische Spezialpräparate GmbH,,2025-10-22,2025-10-22,2025-09-19,resolved,"Stuttur skortur á heildsölustigi, ólíklegt að skortur hafi áhrif á lyfjanotendur.",2026-03-12T16:36:19.784429
IS,Iceland,Lyfjastofnun,Klomipramin Viatris,Clomipraminum INN hýdróklóríð,25 mg,100 stk.,Filmuhúðuð tafla,118261,N06AA04,Viatris Limited,Icepharma hf,2025-10-22,2025-10-30,2025-10-09,resolved,"Stuttur skortur á heildsölustigi, ólíklegt að skortur hafi áhrif á lyfjanotendur.",2026-03-12T16:36:19.788429
IS,Iceland,Lyfjastofnun,Alutard SQ (Phleum pratense),Phleum pratense,,5 ml,"Stungulyf, dreifa",546044,V01AA02,ALK-Abelló A/S,Vistor hf,2025-10-22,2025-10-22,2025-08-22,resolved,Aðrar pakkningastærðir eru á markaði / fáanlegar.,2026-03-12T16:36:19.791429
IS,Iceland,Lyfjastofnun,Lacosamide Accord,Lacosamidum INN,100 mg,56 stk.,Filmuhúðuð tafla,082976,N03AX18,Accord Healthcare S.L.U.,,2025-10-21,2025-10-21,2025-10-08,resolved,Samheitalyf er á markaði / fáanlegt.,2026-03-12T16:36:19.793822
IS,Iceland,Lyfjastofnun,Desmopressin Zentiva,Desmopressinum INN acetat,120 míkróg,30 stk.,Tungurótartafla,193522,H01BA02,Zentiva k.s.*,,2025-10-21,2025-10-24,2025-10-20,resolved,"Stuttur skortur á heildsölustigi, ólíklegt að skortur hafi áhrif á lyfjanotendur.",2026-03-12T16:36:19.797938
IS,Iceland,Lyfjastofnun,Locoid,Hydrocortisonum INN bútýrat,1 mg/g,30 g,Smyrsli,140013,D07AB02,CHEPLAPHARM Arzneimittel GmbH,,2025-10-21,2025-10-21,2025-09-30,resolved,". Annað lyfjaform er á markaði/fáanlegt, t.d. krem.",2026-03-12T16:36:19.800942
IS,Iceland,Lyfjastofnun,Ceftriaxon Fresenius Kabi,Ceftriaxonum INN dínatríum,2 g,50 ml,"Innrennslisstofn, lausn",132384,J01DD04,Fresenius Kabi AB,,2025-10-21,2026-02-01,2025-08-22,resolved,Aðrir styrkleikar eru á markaði / fáanlegir.,2026-03-12T16:36:19.803945
IS,Iceland,Lyfjastofnun,Pregabalin Krka,Pregabalinum INN,75 mg,100 stk.,Hart hylki,397353,N02BF02,"Krka, d.d., Novo mesto",,2025-10-21,2025-12-10,2025-09-24,resolved,Samheitalyf er á markaði / fáanlegt.,2026-03-12T16:36:19.806939
IS,Iceland,Lyfjastofnun,Venlafaxin Krka,Venlafaxinum INN hýdróklóríð,75 mg,100 stk.,Hart forðahylki,057365,N06AX16,"KRKA, d.d., Novo mesto",LYFIS ehf.*,2025-10-21,2026-01-09,2025-09-24,resolved,Samheitalyf er á markaði / fáanlegt.,2026-03-12T16:36:19.810495
IS,Iceland,Lyfjastofnun,Betmiga,Mirabegronum INN,25 mg,90 stk.,Forðatafla,595198,G04BD12,Astellas Pharma Europe B.V.,Vistor hf,2025-10-21,2025-10-28,2025-10-02,resolved,Aðrar pakkningastærðir eru á markaði / fáanlegar.,2026-03-12T16:36:19.811530
IS,Iceland,Lyfjastofnun,Tadalafil Mylan,Tadalafilum INN,20 mg,8 stk.,Filmuhúðuð tafla,494533,G04BE08,Mylan Pharmaceuticals Limited,Icepharma hf.*,2025-10-20,2025-11-17,2025-09-29,resolved,Samheitalyf er á markaði / fáanlegt.,2026-03-12T16:36:19.811530
IS,Iceland,Lyfjastofnun,Norgesic 35 mg/450 mg,"Orphenadrinum INN cítrat, Paracetamolum INN",35+450 mg,30 stk.,Tafla,520759,M03BC51,Viatris ApS,Icepharma hf.*,2025-10-20,2025-10-30,2025-10-13,resolved,"Stuttur skortur á heildsölustigi, ólíklegt að skortur hafi áhrif á lyfjanotendur.",2026-03-12T16:36:19.811530
IS,Iceland,Lyfjastofnun,Solifenacin Krka,Solifenacinum INN súkkínat,5 mg,30 stk.,Filmuhúðuð tafla,545639,G04BD08,"Krka, d.d., Novo mesto",,2025-10-20,2025-12-10,2025-10-17,resolved,Samheitalyf er á markaði / fáanlegt.,2026-03-12T16:36:19.811530
IS,Iceland,Lyfjastofnun,Ozempic,Semaglutidum INN,"0,5 mg",1 stk.,"Stungulyf, lausn í áfylltum lyfjapenna",417633,A10BJ06,Novo Nordisk A/S*,Vistor hf,2025-10-20,2025-10-23,2025-09-05,resolved,"Stuttur skortur á heildsölustigi, ólíklegt að skortur hafi áhrif á lyfjanotendur.",2026-03-12T16:36:19.811530
IS,Iceland,Lyfjastofnun,Esomeprazol Actavis,Esomeprazolum INN magnesíum díhýdrat,40 mg,100 stk.,Magasýruþolin tafla,194672,A02BC05,Actavis Group PTC ehf.,Teva Pharma Iceland ehf.*,2025-10-20,2025-11-17,2025-10-22,resolved,Aðrir styrkleikar og/eða samheitalyf eru á markaði / fáanlegir.,2026-03-12T16:36:19.829524
IS,Iceland,Lyfjastofnun,Differin,Adapalenum INN,1 mg/g,60 g,Hlaup,021053,D10AD03,Galderma Nordic AB*,Icepharma hf,2025-10-20,2025-11-03,2025-09-25,resolved,Ekki til lyf með sama ATC númer en sambærilegt lyf í sama flokki er á markaði / fáanlegt.,2026-03-12T16:36:19.829524
IS,Iceland,Lyfjastofnun,Hypotron,Midodrinum INN hýdróklóríð,5 mg,100 stk.,Tafla,417898,C01CA17,Brancaster Pharma Ireland Ltd.,,2025-10-20,2025-11-04,2025-10-07,resolved,Aðrir styrkleikar eru á markaði / fáanlegir.,2026-03-12T16:36:19.829524
IS,Iceland,Lyfjastofnun,Oftagel (Heilsa),Carbomer,"2,5 mg/g","0,5 mg",Augnhlaup í stakskammtaíláti,547134,S01XA20,Heilsa ehf.,,2025-10-20,2025-10-24,2025-10-13,resolved,"Stuttur skortur á heildsölustigi, ólíklegt að skortur hafi áhrif á lyfjanotendur.",2026-03-12T16:36:19.829524
IS,Iceland,Lyfjastofnun,Paratabs,Paracetamolum INN,500 mg,100 stk.,Filmuhúðuð tafla,102173,N02BE01,Teva B.V.*,Teva Pharma Iceland ehf.*,2025-10-19,2025-12-19,2025-09-19,resolved,Samheitalyf er á markaði / fáanlegt.,2026-03-12T16:36:19.829524
IS,Iceland,Lyfjastofnun,Nicotinell Mint,Nicotine resinate,2 mg,204 stk.,Lyfjatyggigúmmí,374077,N07BA01,Dr. Reddy's Netherlands B.V.,Artasan ehf,2025-10-18,2025-10-29,2025-10-09,resolved,Aðrir styrkleikar og lyfjaform eru á markaði / fáanlegir.,2026-03-12T16:36:19.843523
IS,Iceland,Lyfjastofnun,Synjardy,"Empagliflozinum INN, Metforminum INN hýdróklóríð","12,5 mg/1000 mg",60 x 1 stk.,Filmuhúðuð tafla,455266,A10BD20,Boehringer Ingelheim International GmbH*,Vistor hf,2025-10-18,2025-10-18,2025-09-19,resolved,Aðrar pakkningastærðir eru á markaði / fáanlegar.,2026-03-12T16:36:19.843523
IS,Iceland,Lyfjastofnun,Nicotinell Mint,Nicotinum bítartrat,1 mg,36 stk.,Munnsogstafla,124356,N07BA01,Dr. Reddy's Netherlands B.V.,Artasan ehf,2025-10-17,2025-10-29,2025-10-09,resolved,Aðrar pakkningastærðir eru á markaði / fáanlegar.,2026-03-12T16:36:19.843523
IS,Iceland,Lyfjastofnun,Tresiba,Insulinum degludecum INN,100 einingar/ ml,3 ml,"Stungulyf, lausn í áfylltum lyfjapenna",484846,A10AE06,Novo Nordisk A/S*,Vistor hf,2025-10-17,2025-10-17,2025-09-02,resolved,Samheitalyf er á markaði / fáanlegt.,2026-03-12T16:36:19.843523
IS,Iceland,Lyfjastofnun,Tasigna,Nilotinibum INN hýdróklóríð,150 mg,112 stk.,Hart hylki,523758,L01EA03,Novartis Europharm Limited*,Vistor hf,2025-10-17,2025-10-17,2025-09-18,resolved,"Stuttur skortur á heildsölustigi, ólíklegt að skortur hafi áhrif á lyfjanotendur.",2026-03-12T16:36:19.859617
IS,Iceland,Lyfjastofnun,Symtuza,Blanda,800 mg/150 mg/200 mg/10 mg,30 stk.,Filmuhúðuð tafla,400134,J05AR22,Janssen-Cilag International NV*,Vistor hf,2025-10-17,2025-10-17,2025-09-18,resolved,Ekkert sambærilegt lyf er á markaði / fáanlegt.,2026-03-12T16:36:19.859617
IS,Iceland,Lyfjastofnun,Olanzapin Actavis,Olanzapinum INN,5 mg,28 stk.,Filmuhúðuð tafla,118043,N05AH03,Actavis Group PTC ehf.,Teva Pharma Iceland ehf.*,2025-10-16,2025-12-31,2025-08-29,resolved,Aðrar pakkningastærðir eru á markaði / fáanlegar.,2026-03-12T16:36:19.859617
IS,Iceland,Lyfjastofnun,Esomeprazol Actavis,Esomeprazolum INN magnesíum díhýdrat,40 mg,28 stk.,Magasýruþolin tafla,167905,A02BC05,Actavis Group PTC ehf.,Teva Pharma Iceland ehf.*,2025-10-16,2026-01-15,2025-08-29,resolved,Aðrir styrkleikar og/eða samheitalyf eru á markaði / fáanlegir.,2026-03-12T16:36:19.859617
IS,Iceland,Lyfjastofnun,Presmin,Losartanum INN kalíum,50 mg,98 stk.,Filmuhúðuð tafla,103651,C09CA01,Alvogen ehf.,,2025-10-15,2026-01-02,2025-09-29,resolved,Samheitalyf er á markaði / fáanlegt.,2026-03-12T16:36:19.859617
IS,Iceland,Lyfjastofnun,Lipistad,Atorvastatin INN kalsíum tríhýdrat,80 mg,100 stk.,Filmuhúðuð tafla,053304,C10AA05,STADA Arzneimittel AG,,2025-10-15,2025-11-06,2025-10-13,resolved,Aðrir styrkleikar og/eða samheitalyf eru á markaði / fáanlegir.,2026-03-12T16:36:19.875419
IS,Iceland,Lyfjastofnun,Oracea,Doxycyclinum INN,40 mg,56 stk.,Hart hylki með breyttan losunarhraða,029800,J01AA02,Galderma Nordic AB*,Icepharma hf,2025-10-15,2025-10-20,2025-10-14,resolved,"Stuttur skortur á heildsölustigi, ólíklegt að skortur hafi áhrif á lyfjanotendur.",2026-03-12T16:36:19.878895
IS,Iceland,Lyfjastofnun,Flagyl,Metronidazolum INN,500 mg,10 stk.,Leggangastíll,151217,G01AF01,FIDIA Farmaceutici S.p.A.*,,2025-10-15,2025-10-15,2025-06-03,resolved,Ekki til lyf með sama ATC númer en sambærilegt lyf í sama flokki er á markaði / fáanlegt.,2026-03-12T16:36:19.881937
IS,Iceland,Lyfjastofnun,Erelzi,Etanerceptum INN,25 mg,"0,5 ml","Stungulyf, lausn í áfylltri sprautu",075145,L04AB01,Sandoz GmbH*,,2025-10-15,2025-11-04,2025-10-17,resolved,Aðrir styrkleikar eru á markaði / fáanlegir.,2026-03-12T16:36:19.884935
IS,Iceland,Lyfjastofnun,Maxalt Smelt,Rizatriptanum INN benzóat,10 mg,18 stk.,Frostþurrkuð tafla,527132,N02CC04,N.V. Organon*,Vistor hf,2025-10-15,2025-10-29,2025-09-23,resolved,Samheitalyf er á markaði / fáanlegt.,2026-03-12T16:36:19.887937
IS,Iceland,Lyfjastofnun,Dexdor,Dexmedetomidinum INN hýdróklóríð,100 míkróg/ml,2 ml,"Innrennslisþykkni, lausn",390699,N05CM18,Orion Corporation,Vistor hf,2025-10-15,2025-10-15,2025-09-13,resolved,Til skoðunar.,2026-03-12T16:36:19.891903
IS,Iceland,Lyfjastofnun,Flagyl,Metronidazolum INN,400 mg,30 stk.,Filmuhúðuð tafla,163246,P01AB01,FIDIA Farmaceutici S.p.A.*,,2025-10-15,2025-10-15,2025-06-03,resolved,Samheitalyf er á markaði / fáanlegt.,2026-03-12T16:36:19.893902
IS,Iceland,Lyfjastofnun,Dailiport,Tacrolimusum INN mónohýdrat,5 mg,50x1 stk.,Hart forðahylki,040982,L04AD02,Sandoz A/S,,2025-10-15,2025-10-15,2025-09-27,resolved,"Stuttur skortur á heildsölustigi, ólíklegt að skortur hafi áhrif á lyfjanotendur.",2026-03-12T16:36:19.893902
IS,Iceland,Lyfjastofnun,Travatan,Travoprostinum INN,40 míkróg/ml,"2,5 ml","Augndropar, lausn",517180,S01EE04,Novartis Europharm Limited*,Vistor hf,2025-10-15,2025-10-15,2025-09-14,resolved,Aðrar pakkningastærðir eru á markaði / fáanlegar.,2026-03-12T16:36:19.893902
IS,Iceland,Lyfjastofnun,SmofKabiven Perifer,Blanda,,1206 ml,"Innrennslislyf, fleyti",154706,B05BA10,Fresenius Kabi AB,Vistor hf,2025-10-15,2025-10-15,2025-09-26,resolved,Aðrar pakkningastærðir eru á markaði / fáanlegar.,2026-03-12T16:36:19.893902
