country_code,country_name,source,medicine_name,active_substance,strength,package_size,product_no,atc_code,marketing_auth_holder,shortage_start,estimated_end,status,reason,alternative,scraped_at
HU,Hungary,OGYEI,IRPRESTAN 150 mg filmtabletta,irbesartan,,30 X   - buborékcsomagolásban,OGYI-T-21064/06,C09CA04,Actavis Group PTC ehf.,2025-09-23,2026-03-15,shortage,Megnövekedett igény,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.142141
HU,Hungary,OGYEI,IRPRESTAN 300 mg filmtabletta,irbesartan,,30 X   - buborékcsomagolásban,OGYI-T-21064/10,C09CA04,Actavis Group PTC ehf.,2025-09-08,2026-07-01,shortage,Gyártási gond,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.142141
HU,Hungary,OGYEI,"IRPRESTAN HCT 150 mg/12,5 mg filmtabletta",irbesartan;hydrochlorothiazide,,30 X   - buborékcsomagolásban,OGYI-T-21614/02,C09DA04,Actavis Group PTC ehf.,2024-09-18,,shortage,Gyártási gond,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.142141
HU,Hungary,OGYEI,"IRPRESTAN HCT 300 mg/12,5 mg filmtabletta",irbesartan;hydrochlorothiazide,,30 X   - buborékcsomagolásban,OGYI-T-21614/06,C09DA04,Actavis Group PTC ehf.,2025-05-19,,shortage,Piaci megfontolások,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.143138
HU,Hungary,OGYEI,IRPRESTAN HCT 300 mg/25 mg filmtabletta,irbesartan;hydrochlorothiazide,,30 X   - buborékcsomagolásban,OGYI-T-21614/10,C09DA04,Actavis Group PTC ehf.,2025-07-29,,shortage,Piaci megfontolások,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.143138
HU,Hungary,OGYEI,ISODEX 50 mg/ml oldatos infúzió,glucose monohydrate,,1 X 100 ml mûanyag zsákban,OGYI-T-03503/02,B05BA03,Teva Gyógyszergyár Zrt.,2024-03-20,,shortage,Gyártási gond,Kontingens,2026-03-13T23:10:54.143138
HU,Hungary,OGYEI,ISODEX 50 mg/ml oldatos infúzió,glucose monohydrate,,1 X 500 ml mûanyag zsákban,OGYI-T-03503/04,B05BA03,Teva Gyógyszergyár Zrt.,2024-02-20,,shortage,Gyártási gond,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.143138
HU,Hungary,OGYEI,Ibandronsav Teva 150 mg filmtabletta,ibandronic acid,,1 X   - buborékcsomagolásban,EU/1/10/642/003,M05BA06,Teva B.V.,2023-11-28,2026-10-31,shortage,Gyártási gond,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.143138
HU,Hungary,OGYEI,Ilaris 150 mg por oldatos injekcióhoz,canakinumab,,1 X  - injekciós üvegben,EU/1/09/564/001,L04AC08,Novartis Europharm Limited,2018-05-30,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.143138
HU,Hungary,OGYEI,Imbruvica 140 mg kemény kapszula,Ibrutinib,,120 X   - HDPE tartályban,EU/1/14/945/002,L01XE27,Janssen-Cilag International NV,2024-09-03,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más gyógyszerformában elérhetõ,2026-03-13T23:10:54.143138
HU,Hungary,OGYEI,Imvanex szuszpenziós injekció,vakcina (virális),,20 X 0.5 ml injekciós üvegben,EU/1/13/855/001,J07BX,Bavarian Nordic A/S,2022-09-09,,shortage,Hivatalbóli megállapítás,Kontingens,2026-03-13T23:10:54.143138
HU,Hungary,OGYEI,Insuman Basal 100 NE/ml szuszpenziós injekció patronban,insulin human,,5 X 3 ml,EU/1/97/030/035,A10AC01,sanofi-aventis Deutschland GmbH,2022-02-03,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.143138
HU,Hungary,OGYEI,Insuman Basal SoloStar 100 NE/ml szuszpenziós injekció elõretöltött injekciós tollban,insulin human,,5 X 3 ml elõretöltött injekciós tollban,EU/1/97/030/148,A10AC01,sanofi-aventis Deutschland GmbH,2023-05-31,,shortage,Forgalmazás megszüntetése,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.144143
HU,Hungary,OGYEI,Insuman Comb 25 100 NE/ml szuszpenziós injekció patronban,insulin human,,5 X 3 ml,EU/1/97/030/045,A10AD01,sanofi-aventis Deutschland GmbH,2022-02-01,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.144143
HU,Hungary,OGYEI,Insuman Comb 25 SoloStar 100 NE/ml szuszpenziós injekció elõretöltött injekciós tollban,insulin human,,5 X 3 ml elõretöltött injekciós tollban,EU/1/97/030/160,A10AD01,sanofi-aventis Deutschland GmbH,2023-05-31,,shortage,Forgalmazás megszüntetése,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.144143
HU,Hungary,OGYEI,Insuman Comb 50 100 NE/ml szuszpenziós injekció patronban,insulin human,,5 X 3 ml,EU/1/97/030/050,A10AD01,sanofi-aventis Deutschland GmbH,2023-02-20,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.144143
HU,Hungary,OGYEI,Insuman Rapid 100 NE/ml oldatos injekció patronban,insulin human,,5 X 3 ml -,EU/1/97/030/030,A10AB01,sanofi-aventis Deutschland GmbH,2022-02-01,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.144143
HU,Hungary,OGYEI,Insuman Rapid Solostar 100 NE/ml oldatos injekció elõretöltött injekciós tollban,insulin human,,5 X 3  ml elõretöltött injekciós tollban,EU/1/97/030/142,A10AB01,sanofi-aventis Deutschland GmbH,2023-05-31,,shortage,Forgalmazás megszüntetése,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.144143
HU,Hungary,OGYEI,Integrilin 2 mg/ml oldatos injekció,eptifibatide,,1 X 10 ml injekciós üvegben,EU/1/99/109/002,B01AC16,GlaxoSmithKline (Ireland) Ltd.,2024-09-19,,shortage,Piaci megfontolások,Egyedi import,2026-03-13T23:10:54.144143
HU,Hungary,OGYEI,Irbesartan Zentiva 150 mg filmtabletta,irbesartan,,28 X   - buborékcsomagolásban,EU/1/06/376/023,C09CA04,"Zentiva, k.s.",2025-03-12,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más hatáserõsségben elérhetõ,2026-03-13T23:10:54.144143
HU,Hungary,OGYEI,Irbesartan Zentiva 300 mg filmtabletta,irbesartan,,28 X   - buborékcsomagolásban,EU/1/06/376/029,C09CA04,"Zentiva, k.s.",2026-01-12,,shortage,Piaci megfontolások,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.144143
HU,Hungary,OGYEI,JUZIMETTE 50 mg/1000 mg filmtabletta,sitagliptin;metformin hydrochloride,,56 X   - buborékcsomagolásban,OGYI-T-23950/11,A10BD07,Richter Gedeon Nyrt.,2023-08-11,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.145140
HU,Hungary,OGYEI,Janumet 50 mg/1000 mg filmtabletta,sitagliptin;metformin,,56 X   -,EU/1/08/455/010,A10BD07,Merck Sharp & Dohme BV,2024-02-15,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.145140
HU,Hungary,OGYEI,Jevtana 60 mg koncentrátum és oldószer oldatos infúzióhoz,Cabazitaxel,,1 X   - injekciós üvegben,EU/1/11/676/001,L01CD04,sanofi-aventis groupe,2025-09-03,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.145140
HU,Hungary,OGYEI,KABIVEN emulziós infúzió,amino acids;lipids;electrolits;glucose,,3 X 2566 ml Biofine zsákban,OGYI-T-08356/08,B05BA10,"Fresenius Kabi AB, Uppsala",2011-11-01,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.145140
HU,Hungary,OGYEI,KABIVEN emulziós infúzió,amino acids;lipids;electrolits;glucose,,4 X 1026 ml Excel zsákban,OGYI-T-08356/01,B05BA10,"Fresenius Kabi AB, Uppsala",2011-11-01,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.145140
HU,Hungary,OGYEI,KALDYUM 600 mg retard kemény kapszula,potassium chloride,,100 X   - üvegben,OGYI-T-05297/02,A12BA01,Egis Gyógyszergyár Zrt.,2019-12-17,2027-12-31,shortage,Piaci megfontolások,Azonos hatóanyag más gyógyszerformában elérhetõ,2026-03-13T23:10:54.145140
HU,Hungary,OGYEI,KAPIDIN 20 mg filmtabletta,lercanidipine hydrochloride,,56 X   - buborékcsomagolásban,OGYI-T-24018/20,C08CA13,"Zentiva, k.s.",2026-02-06,2026-03-18,shortage,Gyártási gond,Ugyanaz a gyógyszer más hatáserõsségben elérhetõ,2026-03-13T23:10:54.145140
HU,Hungary,OGYEI,KETILEPT 100 mg filmtabletta,quetiapine,,60 X   - buborékcsomagolásban,OGYI-T-20056/07,N05AH04,Egis Gyógyszergyár Zrt.,2016-03-31,2027-12-31,shortage,Gyártási gond,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.145140
HU,Hungary,OGYEI,KETILEPT 200 mg filmtabletta,quetiapine,,60 X   - buborékcsomagolásban,OGYI-T-20056/15,N05AH04,Egis Gyógyszergyár Zrt.,2016-03-31,2027-12-31,shortage,Gyártási gond,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.146138
HU,Hungary,OGYEI,KETILEPT 300 mg filmtabletta,quetiapine,,60 X   - buborékcsomagolásban,OGYI-T-20056/19,N05AH04,Egis Gyógyszergyár Zrt.,2016-03-31,2027-12-31,shortage,Gyártási gond,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.146138
HU,Hungary,OGYEI,KETILEPT PROLONG 200 mg retard tabletta,quetiapine,,60 X   - buborékcsomagolásban,OGYI-T-20056/34,N05AH04,Egis Gyógyszergyár Zrt.,2025-09-15,2026-03-31,shortage,Gyártási gond,Ugyanaz a gyógyszer más hatáserõsségben elérhetõ,2026-03-13T23:10:54.146138
HU,Hungary,OGYEI,KETILEPT PROLONG 300 mg retard tabletta,quetiapine,,60 X   - buborékcsomagolásban,OGYI-T-20056/39,N05AH04,Egis Gyógyszergyár Zrt.,2025-09-15,2026-03-31,shortage,Gyártási gond,Ugyanaz a gyógyszer más hatáserõsségben elérhetõ,2026-03-13T23:10:54.146138
HU,Hungary,OGYEI,KETILEPT PROLONG 400 mg retard tabletta,quetiapine,,60 X   - buborékcsomagolásban,OGYI-T-20056/44,N05AH04,Egis Gyógyszergyár Zrt.,2025-09-15,2026-03-31,shortage,Gyártási gond,Ugyanaz a gyógyszer más hatáserõsségben elérhetõ,2026-03-13T23:10:54.146138
HU,Hungary,OGYEI,KONAKION 10 mg/1 ml oldatos injekció,Phytomenadione,,5 X 1 ml ampulla,OGYI-T-04204/02,B02BA01,Cheplapharm Arzneimittel GmbH,2019-05-01,,shortage,Gyártási gond,Kontingens,2026-03-13T23:10:54.146138
HU,Hungary,OGYEI,"KONAKION 2 mg/0,2 ml paediatric oldatos injekció",Phytomenadione,,5 X 0.2 ml ampulla,OGYI-T-04204/03,B02BA01,Cheplapharm Arzneimittel GmbH,2019-05-01,,shortage,Gyártási gond,Kontingens,2026-03-13T23:10:54.146138
HU,Hungary,OGYEI,Kaletra 200 mg/50 mg filmtabletta,lopinavir;ritonavir,,120 X   - HDPE tartályban,EU/1/01/172/004,J05AR10,AbbVie Deutschland GmbH & Co. KG,2019-07-30,,shortage,Gyártási gond,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.146138
HU,Hungary,OGYEI,Keppra 250 mg filmtabletta,levetiracetam,,100 X   - -,EU/1/00/146/005,N03AX14,UCB Pharma S.A.,2017-05-31,,shortage,Gyártási gond,Ugyanaz a gyógyszer más gyógyszerformában elérhetõ,2026-03-13T23:10:54.146138
HU,Hungary,OGYEI,Keppra 500 mg filmtabletta,levetiracetam,,120 X   - -,EU/1/00/146/012,N03AX14,UCB Pharma S.A.,2017-05-31,,shortage,Gyártási gond,Ugyanaz a gyógyszer más gyógyszerformában elérhetõ,2026-03-13T23:10:54.146138
HU,Hungary,OGYEI,"Komboglyze  2,5 mg/850 mg filmtabletta",saxagliptin;metformin hydrochloride,,60 X   - buborékcsomagolásban,EU/1/11/731/003,A10BD10,AstraZeneca AB,2022-12-31,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.147288
HU,Hungary,OGYEI,"Komboglyze 2,5 mg/1000 mg filmtabletta",saxagliptin;metformin hydrochloride,,60 X   - buborékcsomagolásban,EU/1/11/731/009,A10BD10,AstraZeneca AB,2022-12-31,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.147288
HU,Hungary,OGYEI,LACTASE rágótabletta,tilactase,,100 X   - buborékcsomagolásban,OGYI-T-08220/02,A09AA04,Strathmann GmbH&Co.KG,2024-12-20,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.147288
HU,Hungary,OGYEI,LAIS RAGWEED I szájnyálkahártyán alkalmazott tabletta,allergén kivonat,,10 X 25 AE buborékcsomagolásban,OGYI-T-10100/01,V01AA02,Lofarma SpA,2025-01-14,,shortage,Piaci megfontolások,Egyedi import,2026-03-13T23:10:54.147288
HU,Hungary,OGYEI,LAIS RAGWEED M szájnyálkahártyán alkalmazott tabletta,allergén kivonat,,30 X   - buborékcsomagolásban,OGYI-T-10101/01,V01AA02,Lofarma SpA,2025-01-14,,shortage,Piaci megfontolások,Egyedi import,2026-03-13T23:10:54.147288
HU,Hungary,OGYEI,LAMOTRIGIN-TEVA  25 mg tabletta,lamotrigine,,30 X   - buborékcsomagolásban,OGYI-T-20157/01,N03AX09,Teva Gyógyszergyár Zrt.,2026-01-19,,shortage,Gyártási gond,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-03-13T23:10:54.147288
HU,Hungary,OGYEI,LAXAMED 5 mg gyomornedv-ellenálló tabletta,bisacodyl,,30 X   - buborékcsomagolásban,OGYI-T-23803/01,A06AB02,Medico Uno Pharmaceuticals SE,2025-09-29,2026-04-30,shortage,Gyártási gond,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.147288
HU,Hungary,OGYEI,LECICARBON GYERMEK végbélkúp,sodium hydrogen carbonate;sodium dihydrogen phosphate dihydrate,,10 X   - fóliacsík,OGYI-T-21804/01,A06AX02,athenstaedt GmbH&Co KG,2025-10-27,2026-06-30,shortage,Gyártási gond,Kontingens,2026-03-13T23:10:54.147288
HU,Hungary,OGYEI,LEFLUNOMID SANDOZ 10 mg filmtabletta,leflunomide,,30 X   - HDPE tartályban,OGYI-T-21604/02,L04AA13,Sandoz Hungária Kft.,2026-01-05,2026-04-02,shortage,Megnövekedett igény,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.148285
HU,Hungary,OGYEI,LENALIDOMIDE GRINDEKS 10 mg kemény kapszula,lenalidomide,,21 X   - buborékcsomagolásban,OGYI-T-23591/08,L04AX04,Grindeks AS,2025-08-13,,shortage,Szállítási vagy raktározási gondok,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.148285
HU,Hungary,OGYEI,LENALIDOMIDE GRINDEKS 15 mg kemény kapszula,lenalidomide,,21 X   - buborékcsomagolásban,OGYI-T-23591/10,L04AX04,Grindeks AS,2025-08-19,,shortage,Szállítási vagy raktározási gondok,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.148285
HU,Hungary,OGYEI,LENALIDOMIDE PHARMASCIENCE 10 mg kemény kapszula,lenalidomide,,21 X   - buborékcsomagolásban,OGYI-T-23730/02,L04AX04,Pharmascience International Ltd.,2025-07-10,,shortage,Piaci megfontolások,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-03-13T23:10:54.148285
HU,Hungary,OGYEI,LENALIDOMIDE PHARMASCIENCE 15 mg kemény kapszula,lenalidomide,,21 X   - buborékcsomagolásban,OGYI-T-23730/04,L04AX04,Pharmascience International Ltd.,2025-01-15,,shortage,Szállítási vagy raktározási gondok,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-03-13T23:10:54.148285
HU,Hungary,OGYEI,LENALIDOMIDE PHARMASCIENCE 25 mg kemény kapszula,lenalidomide,,21 X   - buborékcsomagolásban,OGYI-T-23730/06,L04AX04,Pharmascience International Ltd.,2025-08-01,,shortage,Piaci megfontolások,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-03-13T23:10:54.148285
HU,Hungary,OGYEI,LENALIDOMIDE ZENTIVA 10 mg kemény kapszula,lenalidomide,,21 X   - buborékcsomagolásban,OGYI-T-24041/06,L04AX04,"Zentiva, k.s.",2025-07-28,,shortage,Piaci megfontolások,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.148285
HU,Hungary,OGYEI,LENALIDOMIDE ZENTIVA 15 mg kemény kapszula,lenalidomide,,21 X   - buborékcsomagolásban,OGYI-T-24041/07,L04AX04,"Zentiva, k.s.",2025-10-16,,shortage,Piaci megfontolások,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.148285
HU,Hungary,OGYEI,LENALIDOMIDE ZENTIVA 25 mg kemény kapszula,lenalidomide,,21 X   - buborékcsomagolásban,OGYI-T-24041/09,L04AX04,"Zentiva, k.s.",2025-07-28,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.148285
HU,Hungary,OGYEI,"LENDORMIN 0,25 mg tabletta",brotizolam,,10 X   - buborékcsomagolásban,OGYI-T-02276/01,N05CD09,Boehringer Ingelheim International GmbH,2012-06-10,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.149284
HU,Hungary,OGYEI,LERCATON 10 mg filmtabletta,lercanidipine,,28 X   - buborékcsomagolásban,OGYI-T-08077/03,C08CA13,Berlin-Chemie AG Menarini Group,2024-08-08,2034-12-31,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.149284
HU,Hungary,OGYEI,LERTAZIN 5 mg filmtabletta,levocetirizine,,7 X   - buborékcsomagolásban,OGYI-T-20511/04,R06AE09,"Krka d.d.,",2021-10-01,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.149284
HU,Hungary,OGYEI,LEUCO-SCINT készlet radioaktív gyógyszerkészítményhez,exametazime,,3 X   - injekciós üvegben,OGYI-T-08734/01,V09AA02,Medi-Radiopharma Kft.,2025-01-20,,shortage,"Hatóanyag, vagy egyéb alapanyag ellátási probléma","Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-03-13T23:10:54.149284
HU,Hungary,OGYEI,LEUCOVORIN PHARMACENTER 10 mg/ml oldatos injekció,calcium folinate,,1 X 100 mg/10 ml injekciós üvegben,OGYI-T-22805/01,V03AF03,Pharmacenter Europe Kft.,2025-06-12,,shortage,Gyártási gond,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-03-13T23:10:54.149284
HU,Hungary,OGYEI,LEUCOVORIN PHARMACENTER 10 mg/ml oldatos injekció,calcium folinate,,1 X 500 mg/50 ml injekciós üvegben,OGYI-T-22805/07,V03AF03,Pharmacenter Europe Kft.,2025-06-12,,shortage,Gyártási gond,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-03-13T23:10:54.149284
HU,Hungary,OGYEI,LEUCOVORIN-TEVA 10 mg/ml oldatos injekció,calcium folinate,,1 X 10 ml injekciós üvegben,OGYI-T-05072/03,V03AF03,Teva Gyógyszergyár Zrt.,2022-03-24,,shortage,Megnövekedett igény,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-03-13T23:10:54.149284
HU,Hungary,OGYEI,LEUCOVORIN-TEVA 10 mg/ml oldatos injekció,calcium folinate,,1 X 20 ml injekciós üvegben,OGYI-T-05072/05,V03AF03,Teva Gyógyszergyár Zrt.,2016-06-01,,shortage,Gyártási gond,Kontingens,2026-03-13T23:10:54.150287
HU,Hungary,OGYEI,LEUCOVORIN-TEVA 10 mg/ml oldatos injekció,calcium folinate,,1 X 50 ml injekciós üvegben,OGYI-T-05072/09,V03AF03,Teva Gyógyszergyár Zrt.,2024-11-05,,shortage,Gyártási gond,Kontingens,2026-03-13T23:10:54.150287
HU,Hungary,OGYEI,"LEUPRORELIN SANDOZ 3,6 mg implantátum",leuprorelin,,1 X   - elõretöltött fecskendõben,OGYI-T-21283/01,L02AE02,Sandoz Hungária Kft.,2020-09-08,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más hatáserõsségben elérhetõ,2026-03-13T23:10:54.150287
HU,Hungary,OGYEI,"LEVODOPA/CARBIDOPA/ENTACAPONE TEVA  75 mg/18,75 mg/200 mg filmtabletta",levodopa;carbidopa;entacapone,,100 X   - HDPE tartályban,OGYI-T-22709/05,N04BA03,Teva Gyógyszergyár Zrt.,2024-12-19,,shortage,Piaci megfontolások,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.150287
HU,Hungary,OGYEI,LI-PRI 25 mg/g + 25 mg/g krém,prilocaine;lidocaine,,1 X 5 g Al tubusban,OGYI-T-23417/02,N01BB20,Kéri Pharma Hungary Kft.,2025-10-20,2026-06-30,shortage,Gyártási gond,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.150287
HU,Hungary,OGYEI,LIKACIN 250 mg/ml oldatos injekció,amikacin,,50 X 2 ml injekciós üvegben,OGYI-T-01188/01,J01GB06,Lisapharma S.p.A.,2025-03-31,2026-06-30,shortage,Szállítási vagy raktározási gondok,Egyedi import,2026-03-13T23:10:54.150287
HU,Hungary,OGYEI,LIPOBASE krém,paraffin,,1 X 100 g Al tubusban,OGYI-T-05059/01,D02AX,Karo Pharma AB,2025-10-15,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.151289
HU,Hungary,OGYEI,LISIDIPIN  10 mg/5 mg tabletta,lisinopril;amlodipine,,30 X   - buborékcsomagolásban,OGYI-T-23772/02,C09BB03,Teva B.V.,2026-02-02,2026-03-15,shortage,Gyártási gond,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.151289
HU,Hungary,OGYEI,LISINOPRIL GRINDEKS 10 mg tabletta,lisinopril,,30 X   - buborékcsomagolásban,OGYI-T-24197/10,C09AA03,Grindeks AS,2025-02-04,,shortage,Szállítási vagy raktározási gondok,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.151289
HU,Hungary,OGYEI,LISINOPRIL GRINDEKS 20 mg tabletta,lisinopril,,30 X   - buborékcsomagolásban,OGYI-T-24197/17,C09AA03,Grindeks AS,2025-02-04,,shortage,Szállítási vagy raktározási gondok,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.151289
HU,Hungary,OGYEI,LISOPRESS  5 mg tabletta,lisinopril,,28 X   - buborékcsomagolásban,OGYI-T-04916/01,C09AA03,Richter Gedeon Nyrt.,2026-03-03,2026-03-31,shortage,Gyártási gond,Ugyanaz a gyógyszer más hatáserõsségben elérhetõ,2026-03-13T23:10:54.151289
HU,Hungary,OGYEI,"LIVIAL 2,5 mg tabletta",tibolone,,1 X 28 - buborékcsomagolásban,OGYI-T-20953/01,G03CX01,Organon Hungary Kft.,2018-07-27,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.151289
HU,Hungary,OGYEI,"LOCERYL 2,5 mg/g krém",amorolfine,,1 X 20 g Al tubusban,OGYI-T-04122/02,D01AE16,Galderma International,2014-04-18,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.151289
HU,Hungary,OGYEI,LOCOID 1 mg/g krém,hydrocortisone butyrate,,1 X 15 g tubusban,OGYI-T-05070/03,D07AB02,Cheplapharm Arzneimittel GmbH,2020-03-10,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.151289
HU,Hungary,OGYEI,LOCOID LIPOCREAM 1 mg/g krém,hydrocortisone butyrate,,1 X 15 g tubusban,OGYI-T-05070/06,D07AB02,Cheplapharm Arzneimittel GmbH,2020-03-10,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.152286
HU,Hungary,OGYEI,LOLISEPT FORTE 3 mg/ml szájnyálkahártyán alkalmazott spray,benzydamine hydrochloride,,1 X 88 adag HDPE tartályban,OGYI-T-23137/06,R02AX03,Goodwill Pharma Nyrt.,2025-09-30,2026-06-30,shortage,Piaci megfontolások,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-03-13T23:10:54.152286
HU,Hungary,OGYEI,LORANXIL 1 mg filmtabletta,lorazepam,,30 X   - buborékcsomagolásban,OGYI-T-22438/02,N05BA06,Meditop Gyógyszeripari Kft.,2026-02-16,2026-04-30,shortage,Adminisztratív okok,Ugyanaz a gyógyszer más hatáserõsségben elérhetõ,2026-03-13T23:10:54.152286
HU,Hungary,OGYEI,LORATADIN-RATIOPHARM 10 mg tabletta,loratadine,,20 X   - buborékcsomagolásban,OGYI-T-08793/01,R06AX13,Teva Gyógyszergyár Zrt.,2015-08-01,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más gyógyszerformában elérhetõ,2026-03-13T23:10:54.152286
HU,Hungary,OGYEI,LOSARTAN KRKA  50 mg filmtabletta,losartan,,30 X   - buborékcsomagolásban,OGYI-T-22063/08,C09CA01,"Krka d.d.,",2020-05-14,,shortage,Piaci megfontolások,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.152286
HU,Hungary,OGYEI,LOSARTAN KRKA 100 mg filmtabletta,losartan,,30 X   - buborékcsomagolásban,OGYI-T-22063/14,C09CA01,"Krka d.d.,",2020-05-14,,shortage,Piaci megfontolások,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.152286
