country_code,country_name,source,medicine_name,active_substance,active_substance_lt,strength,dosage_form,atc_code,product_no,marketing_auth_holder,status,scraped_at,prk
LT,Lithuania,VVKT,Brirem,Ticagrelor,Tikagreloras,90 mg,plėvele dengtos tabletės,B01AC24,LT/1/24/5552/007,Remedica Ltd.,shortage,2026-07-23T11:41:58.342205,97446
LT,Lithuania,VVKT,Cetirizine LIVSANE [Cetirizine pxgpharma],Cetirizine,Cetirizino dihidrochloridas,10 mg,plėvele dengtos tabletės,R06AE07,LT/1/24/5332/007,PXG Pharma GmbH,shortage,2026-07-23T11:41:58.342207,26298
LT,Lithuania,VVKT,Razarxo,Rivaroxaban,Rivaroksabanas,20 mg,plėvele dengtos tabletės,B01AF01,LT/1/24/5344/013,TAD Pharma GmbH,shortage,2026-07-23T11:41:58.342208,100153
LT,Lithuania,VVKT,detralex,"Diosmin, combinations",Mikronizuota ir išgryninta flavonoidų frakcija (Diosminas/Hesperidinas),500 mg (450 mg/50 mg),plėvele dengtos tabletės,C05CA53,LT/L/10/0026/001,UAB Lex ano,shortage,2026-07-23T11:41:58.342210,
LT,Lithuania,VVKT,Betadine,Povidone-iodine,"Povidonas, joduotas",100 mg/ml,odos tirpalas,D08AG02,LT/L/25/2557/001,UAB Niromed,shortage,2026-07-23T11:41:58.342211,1295
LT,Lithuania,VVKT,Dexmedetomidine Kalceks,Dexmedetomidine,Deksmedetomidinas,100 µg/ml,koncentratas infuziniam tirpalui,N05CM18,LT/L/24/2065/004,Rx vaistinė,shortage,2026-07-23T11:41:58.342214,
LT,Lithuania,VVKT,VISIPAQUE,Iodixanol,Jodiksanolis,652 mg/ml,injekcinis tirpalas,V08AB09,LT/L/19/1143/004,UAB Adeofarma,shortage,2026-07-23T11:41:58.342215,41629
LT,Lithuania,VVKT,Dapagliflozin STADA,Dapagliflozin,Dapagliflozinas,5 mg,plėvele dengtos tabletės,A10BK01,LT/1/26/5943/013,STADA Arzneimittel AG,shortage,2026-07-23T11:41:58.342217,104760
LT,Lithuania,VVKT,Colecalciferol Inteli,Colecalciferol,Kolekalciferolis,25000 TV,minkštosios kapsulės,A11CC05,LT/1/26/6056/002,UAB Inteli Generics Nord,shortage,2026-07-23T11:41:58.342219,140244
LT,Lithuania,VVKT,Ruxolitinib Sandoz,ruxolitinib,Ruksolitinibas,10 mg,tabletės,L01EJ01,LT/1/26/6050/010,Sandoz d.d.,shortage,2026-07-23T11:41:58.342220,150843
LT,Lithuania,VVKT,Pantoprazol BIJON,Pantoprazole,Pantoprazolas,20 mg,skrandyje neirios tabletės,A02BC02,LT/L/21/1483/003,UAB BIJON medica,shortage,2026-07-23T11:41:58.342222,52272
LT,Lithuania,VVKT,Razarxo,Rivaroxaban,Rivaroksabanas,15 mg,plėvele dengtos tabletės,B01AF01,LT/1/24/5343/016,TAD Pharma GmbH,shortage,2026-07-23T11:41:58.342223,100145
LT,Lithuania,VVKT,Xaboplax,Rivaroxaban,Rivaroksabanas,15 mg,plėvele dengtos tabletės,B01AF01,LT/1/23/5287/002,Sandoz d.d.,shortage,2026-07-23T11:41:58.342224,100145
LT,Lithuania,VVKT,Sacubitril/Valsartan Teva,Valsartan and sacubitril,Sakubitrilas/Valsartanas,49 mg/51 mg,plėvele dengtos tabletės,C09DX04,LT/1/26/5946/007,Teva GmbH,shortage,2026-07-23T11:41:58.342226,132098
LT,Lithuania,VVKT,Xaboplax,Rivaroxaban,Rivaroksabanas,10 mg,plėvele dengtos tabletės,B01AF01,LT/1/23/5286/008,Sandoz d.d.,shortage,2026-07-23T11:41:58.342227,88862
LT,Lithuania,VVKT,Tolvecom,"telmisartan, amlodipine and hydrochlorothiazide",Telmisartanas/Amlodipinas/Hidrochlorotiazidas,"80 mg/5 mg/12,5 mg",tabletės,C09DX08,LT/1/24/5346/001,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.342228,
LT,Lithuania,VVKT,Perindopril arginine/indapamide/amlodipine Krka,"Perindopril, amlodipine and indapamide",Perindoprilio argininas/Indapamidas/Amlodipinas,"10 mg/2,5 mg/10 mg",tabletės,C09BX01,LT/1/24/5458/002,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.342230,123781
LT,Lithuania,VVKT,Colistina Atb,Colistin,Kolistimetato natrio druska,1000000 TV,milteliai injekciniam ar infuziniam tirpalui,J01XB01,LT/L/26/3437/002,UAB Ideal Trade Links,shortage,2026-07-23T11:41:58.342231,102318
LT,Lithuania,VVKT,KARDATUXAN,Rivaroxaban,Rivaroksabanas,15 mg,plėvele dengtos tabletės,B01AF01,LT/1/22/5041/012,Gedeon Richter Plc,shortage,2026-07-23T11:41:58.342232,100145
LT,Lithuania,VVKT,Colhot,"Paracetamol, combinations excl. psycholeptics",Paracetamolis/Fenilefrino hidrochloridas/Askorbo rūgštis,300 mg/5 mg/20 mg,milteliai geriamajam tirpalui paketėlyje,N02BE51,LT/1/23/5195/004,Perrigo Poland Sp. z o.o.,shortage,2026-07-23T11:41:58.342237,
LT,Lithuania,VVKT,ERNYOM,Perindopril,tert-butilamino perindoprilis,4 mg,tabletės,C09AA04,LT/L/25/2465/001,UAB Niromed,shortage,2026-07-23T11:41:58.342238,29076
LT,Lithuania,VVKT,Perindopril arginine/amlodipine Krka,Perindopril and amlodipine,Perindoprilio argininas/Amlodipinas,10 mg/5 mg,tabletės,C09BB04,LT/1/22/4891/005,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.342240,123404
LT,Lithuania,VVKT,Pitipix,Pitavastatin,Pitavastatinas,4 mg,plėvele dengtos tabletės,C10AA08,LT/1/24/5545/017,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.342241,
LT,Lithuania,VVKT,Linagliptin/Metformin STADA,Metformin and linagliptin,Linagliptinas/Metformino hidrochloridas,"2,5 mg/1000 mg",plėvele dengtos tabletės,A10BD11,LT/1/24/5539/014,STADA Arzneimittel AG,shortage,2026-07-23T11:41:58.342242,102776
LT,Lithuania,VVKT,Azitrox,Azithromycin,Azitromicinas,500 mg,plėvele dengtos tabletės,J01FA10,LT/L/14/0235/001,UAB Lex ano,shortage,2026-07-23T11:41:58.342243,115002
LT,Lithuania,VVKT,Atorvastatin TevaPharm,Atorvastatin,Atorvastatinas,60 mg,plėvele dengtos tabletės,C10AA05,LT/1/24/5604/011,Teva B.V.,shortage,2026-07-23T11:41:58.342245,
LT,Lithuania,VVKT,Atorvastatin TevaPharm,Atorvastatin,Atorvastatinas,80 mg,plėvele dengtos tabletės,C10AA05,LT/1/24/5605/019,Teva B.V.,shortage,2026-07-23T11:41:58.342246,
LT,Lithuania,VVKT,Bisramex,ramipril and bisoprolol,Ramiprilis/Bizoprololio fumaratas,10 mg/5 mg,kietosios kapsulės,C09BX05,LT/1/25/5751/004,Teva B.V.,shortage,2026-07-23T11:41:58.342248,
LT,Lithuania,VVKT,Linagliptin/Metformin STADA,Metformin and linagliptin,Linagliptinas/Metformino hidrochloridas,"2,5 mg/1000 mg",plėvele dengtos tabletės,A10BD11,LT/1/24/5539/028,STADA Arzneimittel AG,shortage,2026-07-23T11:41:58.342249,102776
LT,Lithuania,VVKT,Pediaven NN2,Combinations,"Alaninas/Argininas/Asparto rūgštis/Acetilcisteinas/Glutamo rūgštis/Glicinas/Histidinas/Izoleucinas/Leucinas/Lizinas, monohidratas/Metioninas/Fenilalaninas/Prolinas/Serinas/Taurinas/Treoninas/Triptofanas/Tirozinas/Valinas/Kalio-divandenilio fosfatas/Kalio hidroksidas/Gliukozė, monohidratas/Kalcio gliukonatas monohidratas/Magnio laktatas dihidratas/Natrio chloridas/Cinko acetatas dihidratas/Vario sulfatas pentahidratas/Natrio fluoridas/Seleno dioksidas/Mangano chloridas tetrahidratas/Kalio jodidas/Chromo chloridas heksahidratas","0,41 g/0,27 g/0,27 g/0,094 g/0,46 g/0,14 g/0,14 g/0,2 g/0,46 g/0,4 g/0,08 g/0,18 g/0,36 g/0,25 g/0,02 g/0,23 g/0,09 g/0,03 g/0,23 g/0,31 g/0,11 g/27,5 g/0,86 g/0,098 g/0,29 mg/1,93 mg/0,26 mg/49,7 µg/7,4 µg/5,4 µg/3,3 µg/3,8 µg/250 ml",infuzinis tirpalas,A01AA30,LT/1/14/3632/001,Fresenius Kabi Polska Sp.z.o.o.,shortage,2026-07-23T11:41:58.342251,
LT,Lithuania,VVKT,Desmopressin Sumar,Desmopressin,Desmopresinas,120 µg,poliežuvinės tabletės,H01BA02,LT/1/23/5210/004,Sumar Pharma ehf,shortage,2026-07-23T11:41:58.342252,225436
LT,Lithuania,VVKT,Activelle,Norethisterone and estrogen,Estradiolis/Noretisterono acetatas,"1 mg/0,5 mg",plėvele dengtos tabletės,G03FA01,LT/L/12/0121/001,"Lex ano, UAB",shortage,2026-07-23T11:41:58.342253,50954
LT,Lithuania,VVKT,Doloxital,Fentanyl,Fentanilis,50 µg/val.,transderminis pleistras,N02AB03,LT/L/25/2859/001,UAB Niromed,shortage,2026-07-23T11:41:58.342254,
LT,Lithuania,VVKT,Ibandronic Acid Aurovitas,Ibandronic acid,Ibandrono rūgštis,150 mg,plėvele dengtos tabletės,M05BA06,LT/L/25/2845/002,UAB Niromed,shortage,2026-07-23T11:41:58.342255,79685
LT,Lithuania,VVKT,Ibuprofen Zentiva,Ibuprofen,Ibuprofenas,400 mg,plėvele dengtos tabletės,M01AE01,LT/1/22/4976/005,Zentiva k.s.,shortage,2026-07-23T11:41:58.342258,27278
LT,Lithuania,VVKT,Escitalopram Grindeks,Escitalopram,Escitalopramas,20 mg,plėvele dengtos tabletės,N06AB10,LT/1/23/5201/006,AS Grindeks,shortage,2026-07-23T11:41:58.342259,74977
LT,Lithuania,VVKT,Valkubit,Valsartan and sacubitril,Sakubitrilas/Valsartanas,49 mg/51 mg,plėvele dengtos tabletės,C09DX04,LT/1/26/5956/017,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.342261,132098
LT,Lithuania,VVKT,PENTASA,Mesalazine,Mesalazinas,1 g,pailginto atpalaidavimo granulės,A07EC02,LT/L/25/2888/001,UAB Niromed,shortage,2026-07-23T11:41:58.342262,101257
LT,Lithuania,VVKT,Sacubitril/Valsartan Polpharma,Valsartan and sacubitril,Sakubitrilas/Valsartanas,24 mg/26 mg,plėvele dengtos tabletės,C09DX04,LT/1/26/5966/003,Pharmaceutical Works POLPHARMA S.A.,shortage,2026-07-23T11:41:58.342263,132071
LT,Lithuania,VVKT,Perindopril arginine/amlodipine Krka,Perindopril and amlodipine,Perindoprilio argininas/Amlodipinas,5 mg/10 mg,tabletės,C09BB04,LT/1/22/4890/006,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.342265,123390
LT,Lithuania,VVKT,Tacrolimus Accord,Tacrolimus,Takrolimuzas,1 mg/g,tepalas,D11AH01,LT/L/26/3327/002,UAB Niromed,shortage,2026-07-23T11:41:58.342266,67652
LT,Lithuania,VVKT,Pazopanib Viatris,pazopanib,Pazopanibas,200 mg,plėvele dengtos tabletės,L01EX03,LT/1/24/5424/011,Viatris Limited,shortage,2026-07-23T11:41:58.342267,95265
LT,Lithuania,VVKT,Terbinafin Actavis,Terbinafine,Terbinafinas,250 mg,tabletės,D01BA02,LT/L/23/1858/003,UAB Ideal Trade Links,shortage,2026-07-23T11:41:58.342268,34010
LT,Lithuania,VVKT,Adixemin,Lisdexamfetamine,Lisdeksamfetamino dimezilatas,20 mg,kietosios kapsulės,N06BA12,LT/1/23/5135/002,STADA Arzneimittel AG,shortage,2026-07-23T11:41:58.342270,198382
LT,Lithuania,VVKT,Lansoprol,Lansoprazole,Lansoprazolas,30 mg,skrandyje neirios kietosios kapsulės,A02BC03,LT/L/25/3090/002,UAB Niromed,shortage,2026-07-23T11:41:58.342271,79391
LT,Lithuania,VVKT,Itraconazol Actavis,Itraconazole,Itrakonazolas,100 mg,kietosios kapsulės,J02AC02,LT/L/24/2166/001,UAB Ideal Trade Links,shortage,2026-07-23T11:41:58.342273,32336
LT,Lithuania,VVKT,Fraxiparine,Nadroparin,Nadroparino kalcio druska,"5700 anti-Xa TV/0,6 ml",injekcinis tirpalas,B01AB06,LT/L/21/1583/001,UAB Lex ano,shortage,2026-07-23T11:41:58.342274,32166
LT,Lithuania,VVKT,Eratia,Piperacillin and beta-lactamase inhibitor,Piperacilinas/Tazobaktamas,4000 mg/500 mg,milteliai infuziniam tirpalui,J01CR05,LT/1/26/6004/001,Medochemie Ltd.,shortage,2026-07-23T11:41:58.342275,37133
LT,Lithuania,VVKT,Turcer,Combinations,Tikagreloras/Acetilsalicilo rūgštis,90 mg/50 mg,kietosios kapsulės,A01AA30,LT/1/25/5931/005,Zentiva k.s.,shortage,2026-07-23T11:41:58.342277,
LT,Lithuania,VVKT,Varesta,Vortioxetine,Vortioksetinas,15 mg,plėvele dengtos tabletės,N06AX26,LT/1/24/5462/005,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.342278,120774
LT,Lithuania,VVKT,Tolvecom,"telmisartan, amlodipine and hydrochlorothiazide",Telmisartanas/Amlodipinas/Hidrochlorotiazidas,"80 mg/10 mg/12,5 mg",tabletės,C09DX08,LT/1/24/5347/004,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.342279,
LT,Lithuania,VVKT,Valsacor,Valsartan,Valsartanas,320 mg,plėvele dengtos tabletės,C09CA03,LT/L/15/0278/003,UAB Lex ano,shortage,2026-07-23T11:41:58.342302,82821
LT,Lithuania,VVKT,Bisoprolol/Perindopril arginine Krka [Balutar],Perindopril and bisoprolol,Bizoprololio fumaratas/Perindoprilio argininas,10 mg/10 mg,plėvele dengtos tabletės,C09BX02,LT/1/25/5839/010,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.342304,
LT,Lithuania,VVKT,Razarxo,Rivaroxaban,Rivaroksabanas,20 mg,plėvele dengtos tabletės,B01AF01,LT/1/24/5344/005,TAD Pharma GmbH,shortage,2026-07-23T11:41:58.342305,100153
LT,Lithuania,VVKT,Colecalciferol Inteli,Colecalciferol,Kolekalciferolis,50000 TV,minkštosios kapsulės,A11CC05,LT/1/26/6057/001,UAB Inteli Generics Nord,shortage,2026-07-23T11:41:58.342306,140252
LT,Lithuania,VVKT,Iohexol Wogen,Iohexol,Joheksolis,755 mg/ml,injekcinis tirpalas,V08AB02,LT/L/26/3433/001,UAB Lex ano,shortage,2026-07-23T11:41:58.342307,22152
LT,Lithuania,VVKT,Casodex,Bicalutamide,Bikalutamidas,150 mg,plėvele dengtos tabletės,L02BB03,LT/L/26/3394/001,UAB Niromed,shortage,2026-07-23T11:41:58.342308,86614
LT,Lithuania,VVKT,Aripiprazol Xiromed,Aripiprazole,Aripiprazolas,15 mg,tabletės,N05AX12,LT/L/23/2009/001,UAB Lex ano,shortage,2026-07-23T11:41:58.342310,75256
LT,Lithuania,VVKT,Ceftriaxone Venus Pharma,Ceftriaxone,Ceftriaksonas,1 g,milteliai injekciniam ar infuziniam tirpalui,J01DD04,LT/1/23/5292/003,Venus Pharma GmbH,shortage,2026-07-23T11:41:58.342312,69884
LT,Lithuania,VVKT,Axigalu,sitagliptin and dapagliflozin,Sitagliptinas/Dapagliflozinas,100 mg/10 mg,plėvele dengtos tabletės,A10BD29,LT/1/25/5781/011,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.342315,
LT,Lithuania,VVKT,Atorvastatin TevaPharm,Atorvastatin,Atorvastatinas,60 mg,plėvele dengtos tabletės,C10AA05,LT/1/24/5604/001,Teva B.V.,shortage,2026-07-23T11:41:58.342317,
LT,Lithuania,VVKT,Myrlosar Comp,Losartan and diuretics,Losartano kalio druska/Hidrochlorotiazidas,100 mg/25 mg,plėvele dengtos tabletės,C09DA01,LT/L/25/2309/003,UAB Niromed,shortage,2026-07-23T11:41:58.342318,69302
LT,Lithuania,VVKT,Modylan [Aporiak],Apixaban,Apiksabanas,5 mg,plėvele dengtos tabletės,B01AF02,LT/1/24/5550/013,Egis Pharmaceuticals PLC,shortage,2026-07-23T11:41:58.342320,
LT,Lithuania,VVKT,Ivermectin Orion,Ivermectin,Ivermektinas,3 mg,tabletės,P02CF01,LT/1/25/5877/001,Orion Corporation,shortage,2026-07-23T11:41:58.342321,69515
LT,Lithuania,VVKT,Capecitabine Zentiva k.s.,Capecitabine,Kapecitabinas,150 mg,plėvele dengtos tabletės,L01BC06,LT/1/24/5522/001,Zentiva k.s.,shortage,2026-07-23T11:41:58.342323,59358
LT,Lithuania,VVKT,Meropenem Atb,Meropenem,Meropenemas,1000 mg,milteliai injekciniam ar infuziniam tirpalui,J01DH02,LT/L/26/3446/002,UAB Ideal Trade Links,shortage,2026-07-23T11:41:58.342324,94838
LT,Lithuania,VVKT,Rivaroxaban Orion,Rivaroxaban,Rivaroksabanas,20 mg,plėvele dengtos tabletės,B01AF01,LT/1/23/5198/004,Orion Corporation,shortage,2026-07-23T11:41:58.342326,100153
LT,Lithuania,VVKT,Sitagliptin/Metformin hydrochloride GeneriNobel,Metformin and sitagliptin,Sitagliptinas/Metformino hidrochloridas,50 mg/1000 mg,plėvele dengtos tabletės,A10BD07,LT/1/25/5700/004,GeneriNobel GmbH,shortage,2026-07-23T11:41:58.342327,218154
LT,Lithuania,VVKT,Bosutinib MSN,bosutinib,Bozutinibas,400 mg,plėvele dengtos tabletės,L01EA04,LT/1/25/5759/002,MSN Labs Europe Limited,shortage,2026-07-23T11:41:58.342328,151041
LT,Lithuania,VVKT,Rivaroxaban Polpharma,Rivaroxaban,Rivaroksabanas,15 mg,kietosios kapsulės,B01AF01,LT/1/24/5518/004,Pharmaceutical Works POLPHARMA S.A.,shortage,2026-07-23T11:41:58.342330,
LT,Lithuania,VVKT,Fingolimod Remedica,Fingolimod,Fingolimodas,"0,5 mg",kietosios kapsulės,L04AE01,LT/1/24/5372/003,Remedica Ltd.,shortage,2026-07-23T11:41:58.342332,100129
LT,Lithuania,VVKT,Ticagrelor Accord,Ticagrelor,Tikagreloras,90 mg,plėvele dengtos tabletės,B01AC24,LT/1/25/5677/004,Accord Healthcare B.V.,shortage,2026-07-23T11:41:58.342333,97446
LT,Lithuania,VVKT,Lymerexo,Metformin and linagliptin,Linagliptinas/Metforminas,"2,5 mg/850 mg",plėvele dengtos tabletės,A10BD11,LT/1/26/6032/010,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.342334,102768
LT,Lithuania,VVKT,Provami,Other topical products for joint and muscular pain,"Uplandinių taukių (Symphytum × uplandicum) žolės skystasis ekstraktas (0,5–0,7:1)","0,1 g/g",kremas,,LT/1/24/5399/001,Dr. Theiss Naturwaren GmbH,shortage,2026-07-23T11:41:58.342336,
LT,Lithuania,VVKT,Cabazitaxel Fresenius Kabi,Cabazitaxel,Kabazitakselis,20 mg/ml,koncentratas infuziniam tirpalui,L01CD04,LT/1/22/5031/001,Fresenius Kabi Polska Sp.z.o.o.,shortage,2026-07-23T11:41:58.342337,208973
LT,Lithuania,VVKT,Irsamla,Vortioxetine,Vortioksetinas,5 mg,plėvele dengtos tabletės,N06AX26,LT/1/24/5414/001,Egis Pharmaceuticals PLC,shortage,2026-07-23T11:41:58.342338,120731
LT,Lithuania,VVKT,Meropenem Anfarm,Meropenem,Meropenemas,1000 mg,milteliai injekciniam ar infuziniam tirpalui,J01DH02,LT/L/15/0300/001,"UAB ""Eletis Medica""",shortage,2026-07-23T11:41:58.342339,94838
LT,Lithuania,VVKT,Lacosamide Grindeks,Lacosamide,Lakozamidas,150 mg,plėvele dengtos tabletės,N03AX18,LT/1/25/5890/002,AS Grindeks,shortage,2026-07-23T11:41:58.342340,89044
LT,Lithuania,VVKT,NOVYNETTE,Desogestrel and ethinylestradiol,Dezogestrelis/Etinilestradiolis,150 µg/20 µg,plėvele dengtos tabletės,G03AA09,LT/L/11/0041/001,UAB Lex ano,shortage,2026-07-23T11:41:58.342342,
LT,Lithuania,VVKT,Enzalutamide Sandoz,Enzalutamide,Enzalutamidas,80 mg,plėvele dengtos tabletės,L02BB04,LT/1/23/5240/004,Sandoz d.d.,shortage,2026-07-23T11:41:58.342343,
LT,Lithuania,VVKT,Ondansetron STADA Arzneimittel AG,Ondansetron,Ondansetronas,4 mg,burnoje disperguojamos tabletės,A04AA01,LT/1/25/5784/005,STADA Arzneimittel AG,shortage,2026-07-23T11:41:58.342345,49905
LT,Lithuania,VVKT,Dapagliflozin Polpharma,Dapagliflozin,Dapagliflozinas,10 mg,plėvele dengtos tabletės,A10BK01,LT/1/23/5159/004,Zakłady Farmaceutyczne POLPHARMA S.A.,shortage,2026-07-23T11:41:58.342346,104779
LT,Lithuania,VVKT,Vabinxo,Valsartan and diuretics,Valsartanas/Indapamidas,"80 mg/1,5 mg",modifikuoto atpalaidavimo tabletės,C09DA03,LT/1/25/5680/008,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.342349,
LT,Lithuania,VVKT,Nilotinib Zentiva,nilotinib,Nilotinibas,150 mg,kietosios kapsulės,L01EA03,LT/1/24/5515/003,Zentiva k.s.,shortage,2026-07-23T11:41:58.342350,230715
LT,Lithuania,VVKT,Epixust,Epinephrine,Adrenalinas,300 µg,injekcinis tirpalas užpildytame švirkštiklyje,C01CA24,LT/1/26/6029/001,Viatris Healthcare Limited,shortage,2026-07-23T11:41:58.342351,145262
LT,Lithuania,VVKT,ILPIO,Telmisartan and diuretics,Telmisartanas/Indapamidas,"80 mg/2,5 mg",tabletės,C09DA07,LT/1/25/5845/006,PRO. MED. CS Praha a.s.,shortage,2026-07-23T11:41:58.342353,
LT,Lithuania,VVKT,Gribero,Dabigatran etexilate,Dabigatranas eteksilatas,150 mg,kietosios kapsulės,B01AE07,LT/1/23/5251/004,Sandoz d.d.,shortage,2026-07-23T11:41:58.342355,98361
LT,Lithuania,VVKT,Ondansetron Kabi,Ondansetron,Ondansetronas,"0,08 mg/ml",infuzinis tirpalas,A04AA01,LT/1/23/5166/002,Fresenius Kabi Polska Sp.z.o.o.,shortage,2026-07-23T11:41:58.342357,217654
LT,Lithuania,VVKT,Perindopril arginine/amlodipine Krka,Perindopril and amlodipine,Perindoprilio argininas/Amlodipinas,5 mg/5 mg,tabletės,C09BB04,LT/1/22/4889/005,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.342358,123382
LT,Lithuania,VVKT,LENIZAK,Tramadol and dexketoprofen,Tramadolio hidrochloridas/Deksketoprofenas,75 mg/25 mg,plėvele dengtos tabletės,N02AJ14,LT/L/25/2661/001,UAB Niromed,shortage,2026-07-23T11:41:58.342360,
LT,Lithuania,VVKT,Dimethyl fumarate ALIUD,Dimethyl fumarate,Dimetilfumaratas,120 mg,skrandyje neirios kietosios kapsulės,L04AX07,LT/1/25/5761/006,STADA Arzneimittel AG,shortage,2026-07-23T11:41:58.342361,117870
LT,Lithuania,VVKT,Daxanlo,Dabigatran etexilate,Dabigatranas eteksilatas,75 mg,kietosios kapsulės,B01AE07,LT/1/23/5277/001,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.342363,86983
LT,Lithuania,VVKT,Ranogelan,Ranolazine,Ranolazinas,750 mg,pailginto atpalaidavimo tabletės,C01EB18,LT/1/22/4983/002,G.L. Pharma GmbH,shortage,2026-07-23T11:41:58.342364,
LT,Lithuania,VVKT,DIAPREL MR,Gliclazide,Gliklazidas,60 mg,modifikuoto atpalaidavimo tabletės,A10BB09,LT/L/13/0182/001,UAB Tojaris projektai,shortage,2026-07-23T11:41:58.342365,141925
LT,Lithuania,VVKT,Mitaclau,Desmopressin,Desmopresinas,60 µg,poliežuvinės tabletės,H01BA02,LT/1/23/5226/004,UAB Norameda,shortage,2026-07-23T11:41:58.342367,
LT,Lithuania,VVKT,Edoxaban Polpharma,Edoxaban,Edoksabanas,15 mg,plėvele dengtos tabletės,B01AF03,LT/1/26/5950/007,Zakłady Farmaceutyczne POLPHARMA S.A.,shortage,2026-07-23T11:41:58.342368,128171
LT,Lithuania,VVKT,Ropivacaine hydrochloride Kabi,Ropivacaine,Ropivakaino hidrochloridas,5 mg/ml,injekcinis tirpalas,N01BB09,LT/1/22/5004/002,Fresenius Kabi Polska Sp.z.o.o.,shortage,2026-07-23T11:41:58.342369,
LT,Lithuania,VVKT,Adimuplan,Sitagliptin,Sitagliptinas,50 mg,plėvele dengtos tabletės,A10BH01,LT/1/21/4724/006,Sandoz d.d.,shortage,2026-07-23T11:41:58.342370,218111
LT,Lithuania,VVKT,Engerix B,"Hepatitis B, purified antigen",Hepatito B paviršinis antigenas,"10 µg/0,5 ml",injekcinė suspensija užpildytame švirkšte,J07BC01,LT/L/23/1810/001,UAB Lex ano,shortage,2026-07-23T11:41:58.342372,58327
LT,Lithuania,VVKT,Sitagliptin/Metformin hydrochloride Grindeks,Metformin and sitagliptin,Sitagliptinas/Metformino hidrochloridas,50 mg/850 mg,plėvele dengtos tabletės,A10BD07,LT/1/22/4944/004,AS Grindeks,shortage,2026-07-23T11:41:58.342376,218162
LT,Lithuania,VVKT,Ibravix [Kivenul],"Paracetamol, combinations excl. psycholeptics",Ibuprofenas/Paracetamolis,200 mg/500 mg,plėvele dengtos tabletės,N02BE51,LT/1/24/5570/005,Sandoz d.d.,shortage,2026-07-23T11:41:58.342378,218421
LT,Lithuania,VVKT,Cilostazol LEK-AM,Cilostazol,Cilostazolas,100 mg,tabletės,B01AC23,LT/L/25/2451/001,UAB Niromed,shortage,2026-07-23T11:41:58.342379,
LT,Lithuania,VVKT,Ventoline,Salbutamol,Salbutamolis,"2,5 mg/2,5 ml",purškiamasis įkvepiamasis tirpalas,R03AC02,LT/L/22/1670/001,UAB Lex ano,shortage,2026-07-23T11:41:58.342380,27847
LT,Lithuania,VVKT,Valkubit,Valsartan and sacubitril,Sakubitrilas/Valsartanas,24 mg/26 mg,plėvele dengtos tabletės,C09DX04,LT/1/26/5955/011,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.342381,132071
LT,Lithuania,VVKT,Enzalutamide Hexal,Enzalutamide,Enzalutamidas,40 mg,plėvele dengtos tabletės,L02BB04,LT/1/24/5505/004,Sandoz d.d.,shortage,2026-07-23T11:41:58.342383,148903
LT,Lithuania,VVKT,Penicilina G sodica,Benzylpenicillin,Benzilpenicilinas,1000000 TV,milteliai injekciniam ar infuziniam tirpalui,J01CE01,LT/L/15/0301/001,"Corpus Medica, UAB",shortage,2026-07-23T11:41:58.342384,19402
LT,Lithuania,VVKT,Sacubitril/Valsartan Teva,Valsartan and sacubitril,Sakubitrilas/Valsartanas,24 mg/26 mg,plėvele dengtos tabletės,C09DX04,LT/1/26/5945/002,Teva GmbH,shortage,2026-07-23T11:41:58.342385,132071
LT,Lithuania,VVKT,Voxsill braškių skonio,Dichlorobenzyl alcohol,"Amilmetakrezolis/2,4-dichlorobenzilo alkoholis","0,6 mg/1,2 mg",kietosios pastilės,R02AA03,LT/1/26/6007/003,Mapaex Consumer Healthcare (Ireland) Private Limited,shortage,2026-07-23T11:41:58.342387,72893
LT,Lithuania,VVKT,Zoloft,Sertraline,Sertralinas,50 mg,plėvele dengtos tabletės,N06AB06,LT/L/24/2220/001,UAB Niromed,shortage,2026-07-23T11:41:58.342388,39403
LT,Lithuania,VVKT,Linagliptin/Metformin STADA,Metformin and linagliptin,Linagliptinas/Metformino hidrochloridas,"2,5 mg/850 mg",plėvele dengtos tabletės,A10BD11,LT/1/24/5538/003,STADA Arzneimittel AG,shortage,2026-07-23T11:41:58.342390,102768
LT,Lithuania,VVKT,Magvit B6,Magnesium lactate,Magnio laktatas dihidratas/Piridoksinas,470 mg/5 mg,dengtos tabletės,A12CC06,LT/L/12/0080/001,"Lex ano, UAB",shortage,2026-07-23T11:41:58.342391,115606
