country_code,country_name,source,medicine_name,active_substance,active_substance_lt,strength,dosage_form,atc_code,product_no,marketing_auth_holder,status,scraped_at,prk
LT,Lithuania,VVKT,Perindopril arginine/Indapamide/Amlodipine Teva,"Perindopril, amlodipine and indapamide",Perindoprilio argininas/Indapamidas/Amlodipinas,"10 mg/2,5 mg/5 mg",plėvele dengtos tabletės,C09BX01,LT/1/24/5585/003,Teva B.V.,shortage,2026-07-23T11:41:58.349084,123773
LT,Lithuania,VVKT,Melbek FORT,Meloxicam,Meloksikamas,15 mg,tabletės,M01AC06,LT/L/26/3112/002,UAB Niromed,shortage,2026-07-23T11:41:58.349085,47481
LT,Lithuania,VVKT,Nytyka,nintedanib,Nintedanibas,150 mg,minkštosios kapsulės,L01EX09,LT/1/24/5320/002,UAB Norameda,shortage,2026-07-23T11:41:58.349086,127329
LT,Lithuania,VVKT,Dapagliflozin Polpharma,Dapagliflozin,Dapagliflozinas,5 mg,plėvele dengtos tabletės,A10BK01,LT/1/23/5158/002,Zakłady Farmaceutyczne POLPHARMA S.A.,shortage,2026-07-23T11:41:58.349087,104760
LT,Lithuania,VVKT,Pitipix,Pitavastatin,Pitavastatinas,2 mg,plėvele dengtos tabletės,C10AA08,LT/1/24/5544/003,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.349088,
LT,Lithuania,VVKT,Gelomyrtol forte,Expectorants,"Išgrynintų eukaliptų,saldžiųjų apelsinų,mirtų,citrinų eterinių aliejų mišinio (66:32:1:1)distiliatas",300 mg,skrandyje neirios minkštosios kapsulės,,LT/L/19/0894/001,UAB Lex ano,shortage,2026-07-23T11:41:58.349090,
LT,Lithuania,VVKT,Irsamla,Vortioxetine,Vortioksetinas,20 mg,plėvele dengtos tabletės,N06AX26,LT/1/24/5417/002,Egis Pharmaceuticals PLC,shortage,2026-07-23T11:41:58.349091,120758
LT,Lithuania,VVKT,SINEMET CR,Levodopa and decarboxylase inhibitor,Karbidopa/Levodopa,50 mg/200 mg,modifikuoto atpalaidavimo tabletės,N04BA02,LT/L/21/1620/001,UAB Lex ano,shortage,2026-07-23T11:41:58.349092,31445
LT,Lithuania,VVKT,Priligy,Dapoxetine,Dapoksetinas,60 mg,plėvele dengtos tabletės,G04BX14,LT/L/25/2838/002,UAB Niromed,shortage,2026-07-23T11:41:58.349093,106445
LT,Lithuania,VVKT,Ezetimibe/Atorvastatin STADA,Atorvastatin and ezetimibe,Ezetimibas/Atorvastatinas,10 mg/20 mg,plėvele dengtos tabletės,C10BA05,LT/1/24/5350/010,STADA Arzneimittel AG,shortage,2026-07-23T11:41:58.349094,122807
LT,Lithuania,VVKT,Tradexera,Tramadol and dexketoprofen,Deksketoprofenas/Tramadolio hidrochloridas,75 mg/25 mg,plėvele dengtos tabletės,N02AJ14,LT/1/25/5732/010,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.349095,
LT,Lithuania,VVKT,Cilostazol Aristo,Cilostazol,Cilostazolas,100 mg,tabletės,B01AC23,LT/L/25/3107/003,UAB Niromed,shortage,2026-07-23T11:41:58.349096,
LT,Lithuania,VVKT,Ranolazine STADA,Ranolazine,Ranolazinas,750 mg,pailginto atpalaidavimo tabletės,C01EB18,LT/1/22/4980/003,STADA Arzneimittel AG,shortage,2026-07-23T11:41:58.349098,
LT,Lithuania,VVKT,Aforbe,Formoterol and beclometasone,Beklometazono dipropionatas/Formoterolio fumaratas dihidratas,200 µg/6 µg/spūsnyje,suslėgtasis įkvepiamasis tirpalas,R03AK08,LT/1/22/5738/002,Viatris Limited,shortage,2026-07-23T11:41:58.349099,129100
LT,Lithuania,VVKT,Igzelymas,Combinations,Tikagreloras/Acetilsalicilo rūgštis,90 mg/50 mg,kietosios kapsulės,A01AA30,LT/1/25/5932/002,Viatris Healthcare Limited,shortage,2026-07-23T11:41:58.349101,
LT,Lithuania,VVKT,Ezetimiba Aristo,Ezetimibe,Ezetimibas,10 mg,tabletės,C10AX09,LT/L/25/2957/001,UAB Niromed,shortage,2026-07-23T11:41:58.349102,70645
LT,Lithuania,VVKT,Xaboplax,Rivaroxaban,Rivaroksabanas,20 mg,plėvele dengtos tabletės,B01AF01,LT/1/23/5288/001,Sandoz d.d.,shortage,2026-07-23T11:41:58.349103,100153
LT,Lithuania,VVKT,Komprevo,Metformin and linagliptin,Linagliptinas/Metformino hidrochloridas,"2,5 mg/850 mg",plėvele dengtos tabletės,A10BD11,LT/1/26/6060/001,Egis Pharmaceuticals PLC,shortage,2026-07-23T11:41:58.349104,102768
LT,Lithuania,VVKT,Ezetimibe Olpha,Ezetimibe,Ezetimibas,10 mg,tabletės,C10AX09,LT/1/26/6021/003,Olpha AS,shortage,2026-07-23T11:41:58.349105,70645
LT,Lithuania,VVKT,Apixaban Zentiva k.s.,Apixaban,Apiksabanas,"1,25 mg/ml",geriamoji suspensija,B01AF02,LT/1/26/6020/003,Zentiva k.s.,shortage,2026-07-23T11:41:58.349106,
LT,Lithuania,VVKT,Lansoprol,Lansoprazole,Lansoprazolas,30 mg,skrandyje neirios kietosios kapsulės,A02BC03,LT/L/25/3090/001,UAB Niromed,shortage,2026-07-23T11:41:58.349107,79391
LT,Lithuania,VVKT,Edoxaban TAD,Edoxaban,Edoksabanas,30 mg,plėvele dengtos tabletės,B01AF03,LT/1/24/5577/017,TAD Pharma GmbH,shortage,2026-07-23T11:41:58.349108,128198
LT,Lithuania,VVKT,Ultravist,Iopromide,Jopromidas,623 mg/ml,injekcinis ar infuzinis tirpalas,V08AB05,LT/L/15/0264/003,UAB Adeofarma,shortage,2026-07-23T11:41:58.349109,
LT,Lithuania,VVKT,Nesyrgy,Nevibolol and amlodipine,Nebivololis/Amlodipinas,5 mg/10 mg,plėvele dengtos tabletės,C07FB12,LT/L/26/3365/002,UAB Niromed,shortage,2026-07-23T11:41:58.349110,
LT,Lithuania,VVKT,Nilotinib Viatris,nilotinib,Nilotinibas,200 mg,kietosios kapsulės,L01EA03,LT/1/24/5540/002,Viatris Limited,shortage,2026-07-23T11:41:58.349111,230723
LT,Lithuania,VVKT,Zentasta,Atorvastatin and ezetimibe,Ezetimibas/Atorvastatinas,10 mg/40 mg,tabletės,C10BA05,LT/L/23/1825/001,UAB Lex ano,shortage,2026-07-23T11:41:58.349113,122815
LT,Lithuania,VVKT,Osmetil,Methylphenidate,Metilfenidato hidrochloridas,18 mg,pailginto atpalaidavimo tabletės,N06BA04,LT/1/25/5919/003,UAB Exeltis Baltics,shortage,2026-07-23T11:41:58.349114,68004
LT,Lithuania,VVKT,Feremazol,Letrozole,Letrozolas,"2,5 mg",plėvele dengtos tabletės,L02BG04,LT/1/23/5300/007,Remedica Ltd.,shortage,2026-07-23T11:41:58.349115,47724
LT,Lithuania,VVKT,Sildenafil STADA,Sildenafil,Sildenafilis,50 mg,plėvele dengtos tabletės,G04BE03,LT/1/24/5324/002,STADA Arzneimittel AG,shortage,2026-07-23T11:41:58.349116,51071
LT,Lithuania,VVKT,Delianda,Edoxaban,Edoksabanas,60 mg,plėvele dengtos tabletės,B01AF03,LT/1/24/5573/002,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.349117,128201
LT,Lithuania,VVKT,ARTIZIA,Gestodene and ethinylestradiol,Gestodenas/Etinilestradiolis,75 µg/20 µg,dengtos tabletės,G03AA10,LT/L/17/0460/001,UAB Lex ano,shortage,2026-07-23T11:41:58.349118,42889
LT,Lithuania,VVKT,Clemastinum Hasco,Clemastine,Klemastinas,1 mg,tabletės,R06AA04,LT/L/19/1084/001,UAB Lex ano,shortage,2026-07-23T11:41:58.349119,7560
LT,Lithuania,VVKT,Desloratadine STADA,Desloratadine,Desloratadinas,5 mg,plėvele dengtos tabletės,R06AX27,LT/1/25/5808/004,STADA Arzneimittel AG,shortage,2026-07-23T11:41:58.349120,59021
LT,Lithuania,VVKT,Alsemora,Memantine,Memantino hidrochloridas,20 mg,plėvele dengtos tabletės,N06DX01,LT/1/26/5994/005,AS Grindeks,shortage,2026-07-23T11:41:58.349121,87912
LT,Lithuania,VVKT,Sanergy Spinal,Bupivacaine,Bupivakainas,5 mg/ml,injekcinis tirpalas,N01BB01,LT/L/26/3265/001,UAB Rx pharma,shortage,2026-07-23T11:41:58.349124,39349
LT,Lithuania,VVKT,BLEO-cell,Bleomycin,Bleomicinas,15000 TV,milteliai injekciniam tirpalui,L01DC01,LT/L/21/1515/001,UAB Lex ano,shortage,2026-07-23T11:41:58.349125,69310
LT,Lithuania,VVKT,Natriumklorid Noridem,"Solvents and diluting agents, incl. irrigating solutions",Natrio chloridas,9 mg/ml,tirpiklis parenteriniam vartojimui,,LT/L/26/3252/001,UAB Niromed,shortage,2026-07-23T11:41:58.349126,
LT,Lithuania,VVKT,Xaboplax,Rivaroxaban,Rivaroksabanas,10 mg,plėvele dengtos tabletės,B01AF01,LT/1/23/5286/017,Sandoz d.d.,shortage,2026-07-23T11:41:58.349127,88862
LT,Lithuania,VVKT,Atropine sulfate Basi,Atropine,Atropino sulfatas,1 mg/ml,injekcinis tirpalas,A03BA01,LT/1/25/5675/003,"Laboratórios Basi-Indústria Farmacêutica, S.A.",shortage,2026-07-23T11:41:58.349128,112283
LT,Lithuania,VVKT,Rizegmef,Dapagliflozin,Dapagliflozinas,10 mg,plėvele dengtos tabletės,A10BK01,LT/1/26/6023/004,Sandoz d.d.,shortage,2026-07-23T11:41:58.349129,104779
LT,Lithuania,VVKT,Arcoxia,Etoricoxib,Etorikoksibas,60 mg,plėvele dengtos tabletės,M01AH05,LT/L/25/2380/003,UAB Niromed,shortage,2026-07-23T11:41:58.349131,66745
LT,Lithuania,VVKT,Eltrombopag Sandoz,Eltrombopag,Eltrombopagas,50 mg,plėvele dengtos tabletės,B02BX05,LT/1/25/5735/003,Sandoz d.d.,shortage,2026-07-23T11:41:58.349132,93971
LT,Lithuania,VVKT,Simulect,Basiliximab,Baziliksimabas,20 mg,milteliai ir tirpiklis injekciniam ar infuziniam tirpalui,L04AC02,EU/1/98/084/001,UAB Lex ano,shortage,2026-07-23T11:41:58.349133,51330
LT,Lithuania,VVKT,Casodex,Bicalutamide,Bikalutamidas,50 mg,plėvele dengtos tabletės,L02BB03,LT/L/26/3393/001,UAB Niromed,shortage,2026-07-23T11:41:58.349134,42005
LT,Lithuania,VVKT,Vabinxo,Valsartan and diuretics,Valsartanas/Indapamidas,"160 mg/1,5 mg",modifikuoto atpalaidavimo tabletės,C09DA03,LT/1/24/5472/012,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.349135,
LT,Lithuania,VVKT,Lacosamide Grindeks,Lacosamide,Lakozamidas,100 mg,plėvele dengtos tabletės,N03AX18,LT/1/25/5889/003,AS Grindeks,shortage,2026-07-23T11:41:58.349136,217875
LT,Lithuania,VVKT,Verapamil Teva,Verapamil,Verapamilio hidrochloridas,40 mg,plėvele dengtos tabletės,C08DA01,LT/L/25/2936/003,UAB Ideal Trade Links,shortage,2026-07-23T11:41:58.349140,
LT,Lithuania,VVKT,Eltrombopag Sandoz,Eltrombopag,Eltrombopagas,"12,5 mg",plėvele dengtos tabletės,B02BX05,LT/1/25/5733/009,Sandoz d.d.,shortage,2026-07-23T11:41:58.349141,
LT,Lithuania,VVKT,Sumatriptan Bluefish,Sumatriptan,Sumatriptanas,50 mg,tabletės,N02CC01,LT/L/26/3253/003,UAB Niromed,shortage,2026-07-23T11:41:58.349142,41378
LT,Lithuania,VVKT,Bosutinib MSN,bosutinib,Bozutinibas,100 mg,plėvele dengtos tabletės,L01EA04,LT/1/25/5758/005,MSN Labs Europe Limited,shortage,2026-07-23T11:41:58.349143,106070
LT,Lithuania,VVKT,Pantoprazole Kalceks,Pantoprazole,Pantoprazolas,40 mg,milteliai injekciniam tirpalui,A02BC02,LT/1/23/5189/001,AS KALCEKS,shortage,2026-07-23T11:41:58.349144,50482
LT,Lithuania,VVKT,Xonvea,"Doxylamine, combinations",Doksilamino-vandenilio sukcinatas/Piridoksino hidrochloridas,10 mg/10 mg,skrandyje neirios tabletės,R06AA59,LT/1/22/5018/001,UAB Exeltis Baltics,shortage,2026-07-23T11:41:58.349145,204358
LT,Lithuania,VVKT,Lynxaram,Linagliptin,Linagliptinas,5 mg,plėvele dengtos tabletės,A10BH05,LT/1/25/5809/033,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.349146,101125
LT,Lithuania,VVKT,Mexdagry,Metformin and dapagliflozin,Dapagliflozinas/Metformino hidrochloridas,5 mg/850 mg,plėvele dengtos tabletės,A10BD15,LT/1/25/5827/002,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.349147,115525
LT,Lithuania,VVKT,Dimethyl fumarate ALIUD,Dimethyl fumarate,Dimetilfumaratas,120 mg,skrandyje neirios kietosios kapsulės,L04AX07,LT/1/25/5761/007,STADA Arzneimittel AG,shortage,2026-07-23T11:41:58.349148,117870
LT,Lithuania,VVKT,Rivaroxaban Grindeks,Rivaroxaban,Rivaroksabanas,15 mg,plėvele dengtos tabletės,B01AF01,LT/1/25/5815/003,AS Grindeks,shortage,2026-07-23T11:41:58.349149,100145
LT,Lithuania,VVKT,Rivaroxaban Farmak,Rivaroxaban,Rivaroksabanas,15 mg,plėvele dengtos tabletės,B01AF01,LT/1/22/5089/001,Farmak International Sp. z o.o.,shortage,2026-07-23T11:41:58.349150,100145
LT,Lithuania,VVKT,Liraglutide Zentiva,liraglutide,Liragliutidas,6 mg/ml,injekcinis tirpalas užpildytame švirkštiklyje,A10BJ02,LT/1/25/5686/002,Zentiva k.s.,shortage,2026-07-23T11:41:58.349151,151203
LT,Lithuania,VVKT,Edoxaban Polpharma,Edoxaban,Edoksabanas,30 mg,plėvele dengtos tabletės,B01AF03,LT/1/26/5951/016,Pharmaceutical Works POLPHARMA S.A.,shortage,2026-07-23T11:41:58.349152,128198
LT,Lithuania,VVKT,Rivaroxaban Siromed,Rivaroxaban,Rivaroksabanas,20 mg,plėvele dengtos tabletės,B01AF01,LT/1/25/5818/001,UAB NVT,shortage,2026-07-23T11:41:58.349153,100153
LT,Lithuania,VVKT,Nexmezol,Esomeprazole,Ezomeprazolas,20 mg,skrandyje neirios tabletės,A02BC05,LT/L/22/1677/002,UAB Lex ano,shortage,2026-07-23T11:41:58.349154,57851
LT,Lithuania,VVKT,Ezetimibe/Atorvastatin STADA,Atorvastatin and ezetimibe,Ezetimibas/Atorvastatinas,10 mg/80 mg,plėvele dengtos tabletės,C10BA05,LT/1/24/5352/008,STADA Arzneimittel AG,shortage,2026-07-23T11:41:58.349155,
LT,Lithuania,VVKT,Xaboplax,Rivaroxaban,Rivaroksabanas,20 mg,plėvele dengtos tabletės,B01AF01,LT/1/23/5288/017,Sandoz d.d.,shortage,2026-07-23T11:41:58.349156,100153
LT,Lithuania,VVKT,Oxacilina Atb,Oxacillin,Oksacilinas,1 g,milteliai injekciniam tirpalui,J01CF04,LT/L/26/3306/001,UAB Ideal Trade Links,shortage,2026-07-23T11:41:58.349157,
LT,Lithuania,VVKT,Selexipag STADA,Selexipag,Seleksipagas,1600 µg,plėvele dengtos tabletės,B01AC27,LT/1/25/5907/002,STADA Arzneimittel AG,shortage,2026-07-23T11:41:58.349158,134325
LT,Lithuania,VVKT,Enzalutamide Sandoz,Enzalutamide,Enzalutamidas,40 mg,plėvele dengtos tabletės,L02BB04,LT/1/23/5239/005,Sandoz d.d.,shortage,2026-07-23T11:41:58.349159,148903
LT,Lithuania,VVKT,Modylan [Aporiak],Apixaban,Apiksabanas,"2,5 mg",plėvele dengtos tabletės,B01AF02,LT/1/24/5549/013,Egis Pharmaceuticals PLC,shortage,2026-07-23T11:41:58.349160,99066
LT,Lithuania,VVKT,Valkubit,Valsartan and sacubitril,Sakubitrilas/Valsartanas,97 mg/103 mg,plėvele dengtos tabletės,C09DX04,LT/1/26/5957/004,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.349161,132101
LT,Lithuania,VVKT,Rivaroxaban Grindeks,Rivaroxaban,Rivaroksabanas,15 mg,plėvele dengtos tabletės,B01AF01,LT/1/25/5815/004,AS Grindeks,shortage,2026-07-23T11:41:58.349162,100145
LT,Lithuania,VVKT,Atorvastatin TevaPharm,Atorvastatin,Atorvastatinas,30 mg,plėvele dengtos tabletės,C10AA05,LT/1/24/5602/018,Teva B.V.,shortage,2026-07-23T11:41:58.349163,
LT,Lithuania,VVKT,Enzalutamide Sandoz,Enzalutamide,Enzalutamidas,40 mg,plėvele dengtos tabletės,L02BB04,LT/1/23/5239/004,Sandoz d.d.,shortage,2026-07-23T11:41:58.349164,148903
LT,Lithuania,VVKT,Mometasonfuroat Aristo,Mometasone,Mometazono furoatas,50 µg/dozėje,nosies purškalas (suspensija),R01AD09,LT/L/26/3400/002,UAB Niromed,shortage,2026-07-23T11:41:58.349165,52434
LT,Lithuania,VVKT,Silseq,"Adapalene, combinations",Adapalenas/Benzoilo peroksidas su vandeniu,1 mg/25 mg/g,gelis,D10AD53,LT/1/25/5730/001,Egis Pharmaceuticals PLC,shortage,2026-07-23T11:41:58.349166,148695
LT,Lithuania,VVKT,Myrlosar Comp,Losartan and diuretics,Losartano kalio druska/Hidrochlorotiazidas,100 mg/25 mg,plėvele dengtos tabletės,C09DA01,LT/L/25/2309/002,UAB Niromed,shortage,2026-07-23T11:41:58.349167,69302
LT,Lithuania,VVKT,Sitagliptin/Metformin Zentiva,Metformin and sitagliptin,Sitagliptinas/Metformino hidrochloridas,50 mg/850 mg,plėvele dengtos tabletės,A10BD07,LT/1/24/5558/001,Zentiva k.s.,shortage,2026-07-23T11:41:58.349170,218162
LT,Lithuania,VVKT,Ticagrelor Teva,Ticagrelor,Tikagreloras,90 mg,plėvele dengtos tabletės,B01AC24,LT/1/23/5302/016,Teva B.V.,shortage,2026-07-23T11:41:58.349171,97446
LT,Lithuania,VVKT,Dapagliflozin/Metformin Polpharma,Metformin and dapagliflozin,Dapagliflozinas/Metformino hidrochloridas,5 mg/850 mg,plėvele dengtos tabletės,A10BD15,LT/1/24/5606/010,Pharmaceutical Works POLPHARMA S.A.,shortage,2026-07-23T11:41:58.349172,115525
LT,Lithuania,VVKT,Pomalidomide Grindeks,Pomalidomide,Pomalidomidas,4 mg,kietosios kapsulės,L04AX06,LT/1/24/5642/004,AS GRINDEKS,shortage,2026-07-23T11:41:58.349173,107549
LT,Lithuania,VVKT,ITRACONAZOL GENERIS,Itraconazole,Itrakonazolas,100 mg,kietosios kapsulės,J02AC02,LT/L/25/2323/003,UAB Niromed,shortage,2026-07-23T11:41:58.349175,32336
LT,Lithuania,VVKT,Beclometasone/Formoterol Genetic,Formoterol and beclometasone,Beklometazono dipropionatas/Formoterolio fumaratas dihidratas,100 µg/6 µg/spūsnyje,suslėgtasis įkvepiamasis tirpalas,R03AK08,LT/1/24/5653/002,Genetic S.p.A.,shortage,2026-07-23T11:41:58.349176,84778
LT,Lithuania,VVKT,Dabigatran etexilate Sandoz [Dabigatran etexilate Polpharma],Dabigatran etexilate,Dabigatranas eteksilatas,110 mg,kietosios kapsulės,B01AE07,LT/1/24/5592/004,Sandoz d.d.,shortage,2026-07-23T11:41:58.349177,86991
LT,Lithuania,VVKT,Bisoprolol/Perindopril arginine Krka [Balutar],Perindopril and bisoprolol,Bizoprololio fumaratas/Perindoprilio argininas,5 mg/5 mg,plėvele dengtos tabletės,C09BX02,LT/1/25/5836/001,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.349178,
LT,Lithuania,VVKT,Carzan,Candesartan,Kandesartano cileksetilas,16 mg,tabletės,C09CA06,LT/L/22/1665/002,UAB Lex ano,shortage,2026-07-23T11:41:58.349179,48410
LT,Lithuania,VVKT,LIDOCAINE AGUETTANT,Lidocaine,Lidokaino hidrochloridas,20 mg/ml,injekcinis tirpalas,N01BB02,LT/L/25/2729/002,UAB Niromed,shortage,2026-07-23T11:41:58.349180,167967
LT,Lithuania,VVKT,Rytmonorm,Propafenone,Propafenono hidrochloridas,300 mg,plėvele dengtos tabletės,C01BC03,LT/L/12/0086/003,UAB Lex ano,shortage,2026-07-23T11:41:58.349181,26034
LT,Lithuania,VVKT,Dimethyl fumarate Zentiva,Dimethyl fumarate,Dimetilfumaratas,240 mg,skrandyje neirios kietosios kapsulės,L04AX07,LT/1/23/5121/002,Zentiva k.s.,shortage,2026-07-23T11:41:58.349182,117889
LT,Lithuania,VVKT,Sitagliptin GeneriNobel,Sitagliptin,Sitagliptinas,25 mg,plėvele dengtos tabletės,A10BH01,LT/1/25/5696/007,GeneriNobel GmbH,shortage,2026-07-23T11:41:58.349183,218103
LT,Lithuania,VVKT,Piracetam-EGIS,Piracetam,Piracetamas,800 mg,plėvele dengtos tabletės,N06BX03,LT/L/16/0440/001,UAB Lex ano,shortage,2026-07-23T11:41:58.349184,6548
LT,Lithuania,VVKT,Cinnabsin N,Cinnabaris trit. D3/Hydrastis trit. D3/Kalium bichromicum trit. D3/Echinacea trit. D1,Cinnabaris trit. D3/Hydrastis trit. D3/Kalium bichromicum trit. D3/Echinacea trit. D1,25 mg/25 mg/25 mg/25 mg,tabletės,,LT/L/25/2402/001,UAB Niromed,shortage,2026-07-23T11:41:58.349186,
LT,Lithuania,VVKT,Rivaroxaban STADA,Rivaroxaban,Rivaroksabanas,15 mg,plėvele dengtos tabletės,B01AF01,LT/1/22/5067/015,STADA Arzneimittel AG,shortage,2026-07-23T11:41:58.349187,100145
LT,Lithuania,VVKT,Perindopril arginine/amlodipine/indapamide Krka,"Perindopril, amlodipine and indapamide",Perindoprilio argininas/Amlodipinas/Indapamidas,"7 mg/5 mg/2,5 mg",tabletės,C09BX01,LT/1/25/5729/005,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.349188,
LT,Lithuania,VVKT,Gamanea,Gabapentin,Gabapentinas,100 mg,kietosios kapsulės,N02BF01,LT/1/25/5822/003,G.L. Pharma GmbH,shortage,2026-07-23T11:41:58.349189,52817
LT,Lithuania,VVKT,Sildenafil STADA AG,Sildenafil,Sildenafilis,25 mg,kramtomosios tabletės,G04BE03,LT/1/25/5664/002,STADA Arzneimittel AG,shortage,2026-07-23T11:41:58.349190,
LT,Lithuania,VVKT,Myrlosar Comp,Losartan and diuretics,Losartano kalio druska/Hidrochlorotiazidas,"50 mg/12,5 mg",plėvele dengtos tabletės,C09DA01,LT/L/25/2308/002,UAB Niromed,shortage,2026-07-23T11:41:58.349191,69299
LT,Lithuania,VVKT,Nurofen Orange,Ibuprofen,Ibuprofenas,100 mg,kramtomosios minkštosios kapsulės,M01AE01,LT/1/16/4016/012,Reckitt Benckiser (Poland) S.A.,shortage,2026-07-23T11:41:58.349192,
LT,Lithuania,VVKT,Senebra,Colecalciferol,Kolekalciferolis,50000 TV,minkštosios kapsulės,A11CC05,LT/1/23/5265/004,Teva B.V.,shortage,2026-07-23T11:41:58.349194,140252
LT,Lithuania,VVKT,Ticagrelor Teva,Ticagrelor,Tikagreloras,90 mg,plėvele dengtos tabletės,B01AC24,LT/1/23/5302/004,Teva B.V.,shortage,2026-07-23T11:41:58.349195,97446
LT,Lithuania,VVKT,Edoxaban Accord [Edoxaban Tiefenbacher],Edoxaban,Edoksabanas,15 mg,plėvele dengtos tabletės,B01AF03,LT/1/25/5804/002,Accord Healthcare B.V.,shortage,2026-07-23T11:41:58.349196,128171
LT,Lithuania,VVKT,Perindopril arginine/indapamide Krka,Perindopril and diuretics,Perindoprilio argininas/Indapamidas,"5 mg/1,25 mg",tabletės,C09BA04,LT/1/22/4876/004,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.349197,85146
LT,Lithuania,VVKT,Sitagliptin/Metformin hydrochloride Teva,Metformin and sitagliptin,Sitagliptinas/Metformino hidrochloridas,50 mg/850 mg,plėvele dengtos tabletės,A10BD07,LT/1/22/4938/002,Teva GmbH,shortage,2026-07-23T11:41:58.349198,218162
LT,Lithuania,VVKT,Paroxetine Teva,Paroxetine,Paroksetinas,20 mg,plėvele dengtos tabletės,N06AB05,LT/1/24/5423/001,Teva B.V.,shortage,2026-07-23T11:41:58.349199,
LT,Lithuania,VVKT,Gentamicin Krka,Gentamicin,Gentamicinas,80 mg/2 ml,injekcinis ar infuzinis tirpalas,J01GB03,LT/L/20/1201/001,UAB Adeofarma,shortage,2026-07-23T11:41:58.349200,5495
LT,Lithuania,VVKT,Sitagliptin/Metformin hydrochloride Teva,Metformin and sitagliptin,Sitagliptinas/Metformino hidrochloridas,50 mg/1000 mg,plėvele dengtos tabletės,A10BD07,LT/1/22/4939/005,Teva GmbH,shortage,2026-07-23T11:41:58.349201,218154
LT,Lithuania,VVKT,Celecoxib Inteli,Celecoxib,Celekoksibas,100 mg,kietosios kapsulės,M01AH01,LT/1/23/5115/006,UAB Inteli Generics Nord,shortage,2026-07-23T11:41:58.349202,58998
LT,Lithuania,VVKT,Gabapentine Amarox,Gabapentin,Gabapentinas,100 mg,kietosios kapsulės,N02BF01,LT/L/25/2878/001,UAB Niromed,shortage,2026-07-23T11:41:58.349203,52817
LT,Lithuania,VVKT,Ibuprofen Catalent,Ibuprofen,Ibuprofenas,400 mg,minkštosios kapsulės,M01AE01,LT/1/22/4997/002,Catalent Germany Eberbach GmbH,shortage,2026-07-23T11:41:58.349204,69248
LT,Lithuania,VVKT,Blobet,Metoprolol,Metoprololio sukcinatas,95 mg,pailginto atpalaidavimo tabletės,C07AB02,LT/1/24/5495/004,Zentiva k.s.,shortage,2026-07-23T11:41:58.349205,
LT,Lithuania,VVKT,Apixaban Viatris Pharma,Apixaban,Apiksabanas,5 mg,plėvele dengtos tabletės,B01AF02,LT/1/25/5812/014,Viatris Limited,shortage,2026-07-23T11:41:58.349206,105678
LT,Lithuania,VVKT,Rizegmef,Dapagliflozin,Dapagliflozinas,5 mg,plėvele dengtos tabletės,A10BK01,LT/1/26/6022/001,Sandoz d.d.,shortage,2026-07-23T11:41:58.349207,104760
LT,Lithuania,VVKT,Zevesin,Solifenacin,Solifenacino sukcinatas,5 mg,plėvele dengtos tabletės,G04BD08,LT/L/25/2598/002,UAB Ideal Trade Links,shortage,2026-07-23T11:41:58.349208,75337
LT,Lithuania,VVKT,Cyclophosphamide Accord Healthcare,Cyclophosphamide,Ciklofosfamidas,200 mg/ml,koncentratas injekciniam ar infuziniam tirpalui,L01AA01,LT/1/24/5497/006,Accord Healthcare B.V.,shortage,2026-07-23T11:41:58.349209,
LT,Lithuania,VVKT,Dutasteride Inteli,Dutasteride,Dutasteridas,"0,5 mg",minkštosios kapsulės,G04CB02,LT/1/22/4994/005,UAB Inteli Generics Nord,shortage,2026-07-23T11:41:58.349210,68195
LT,Lithuania,VVKT,detralex,"Diosmin, combinations",Mikronizuota ir išgryninta flavonoidų frakcija (Diosminas/Hesperidinas),500 mg,plėvele dengtos tabletės,C05CA53,LT/L/25/2561/001,UAB Nemuno vaistinė,shortage,2026-07-23T11:41:58.349211,
LT,Lithuania,VVKT,Rivaroxaban Orion,Rivaroxaban,Rivaroksabanas,15 mg,plėvele dengtos tabletės,B01AF01,LT/1/23/5197/003,Orion Corporation,shortage,2026-07-23T11:41:58.349212,100145
LT,Lithuania,VVKT,Aciclovir Olikla,Aciclovir,Acikloviras,250 mg,milteliai infuziniam tirpalui,J05AB01,LT/L/20/1336/001,UAB Limedika,shortage,2026-07-23T11:41:58.349215,45276
LT,Lithuania,VVKT,Remberix,Etoricoxib,Etorikoksibas,120 mg,plėvele dengtos tabletės,M01AH05,LT/1/24/5485/019,Zakłady Farmaceutyczne POLPHARMA S.A.,shortage,2026-07-23T11:41:58.349216,66761
