country_code,country_name,source,medicine_name,active_substance,strength,package_size,product_no,atc_code,authorisation_number,marketing_auth_holder,shortage_start,estimated_end,actual_end,status,reason,impact,scraped_at
BE,Belgium,FAMHP,Quetiapine Retard Teva 50 mg tabl. verl. afgifte 100,Quetiapine,,,3562212,N05AH04 Quetiapine,BE413463,Teva Pharma Belgium SA-NV,2025-11-17,2026-03-23,,unavailable,Toegenomen vraag,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.516300
BE,Belgium,FAMHP,Arexvy inj. susp. (pdr. + susp.) i.m. flac. 120 µg + 0.5 ml,"Recombinant Respiratory Syncytial Virus Pre-fusion F Protein, Adjuvanted with AS01E ",,,4710224,J07BX05 Respiratory Syncytial Virus Vaccines,EU/1/23/1740/001,GlaxoSmithKline Biologicals SA-NV,2025-11-17,2026-04-15,,unavailable,Toegenomen vraag,Invoer door de apotheker mogelijk,2026-03-12T15:52:43.516300
BE,Belgium,FAMHP,Perindopril/Amlodipine Krka 10 mg - 5 mg tabl. 90,"Amlodipine, Perindopril",,,4623856,C09BB04 Perindopril and Amlodipine,BE595662,KRKA d.d. Novo mesto d.d.,2025-11-13,2026-04-13,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.516300
BE,Belgium,FAMHP,Olmesartan Krka 40 mg filmomh. tabl. 98,Olmesartan Medoxomil,,,3528767,C09CA08 Olmesartan Medoxomil,BE498497,KRKA d.d. Novo mesto d.d.,2025-11-13,2026-03-13,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.516300
BE,Belgium,FAMHP,Prostin E2 3 mg vagin. tabl. 4,Dinoprostone,,,0131136,G02AD02 Dinoprostone,BE135457,Pfizer SA-NV,2025-11-12,2026-08-03,,unavailable,Hulpstof niet beschikbaar,Aanpassing van de behandeling mogelijk,2026-03-12T15:52:43.516300
BE,Belgium,FAMHP,Tilcotil 20 mg filmomh. tabl. 60,Tenoxicam,,,0458117,M01AC02 Tenoxicam,BE138555,Viatris Healthcare SA-NV,2025-11-10,2026-04-24,,unavailable,Vertraging in de productie,Aanpassing van de behandeling mogelijk,2026-03-12T15:52:43.516300
BE,Belgium,FAMHP,Influvac inj. susp. s.c./i.m. voorgev. spuit 1 dosis (0.5 ml) (2025-2026),"Influenzavirus A-H1N1 surface antigen , Influenzavirus A-H3N2 surface antigen , Influenzavirus B surface antigen ",,,4877874,"J07BB02 Influenza, Inactivated, Split Virus Or Surface Antigen",BE662891,Viatris Healthcare SA-NV,2025-11-10,2026-08-01,,unavailable,Toegenomen vraag,Eén of twee alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.516300
BE,Belgium,FAMHP,Zolmitriptan ODIS Viatris 5 mg orodisp. tabl. 12,Zolmitriptan,,,2893741,N02CC03 Zolmitriptan,BE393863,Viatris GX BV-SRL,2025-11-10,2026-03-25,,unavailable,Andere reden,Aanpassing van de behandeling mogelijk,2026-03-12T15:52:43.516300
BE,Belgium,FAMHP,Pramipexole Viatris  0.18 mg tabl. 100,Pramipexole,,,2789501,N04BC05 Pramipexole,BE376162,Viatris GX BV-SRL,2025-11-07,2026-08-26,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.516300
BE,Belgium,FAMHP,Sumatriptan Viatris  100 mg filmomh. tabl. 24,Sumatriptan,,,3412616,N02CC01 Sumatriptan,BE281741,Viatris GX BV-SRL,2025-11-07,2026-04-15,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.516300
BE,Belgium,FAMHP,Olmesartan Sandoz 20 mg filmomh. tabl. 98,Olmesartan Medoxomil,,,3467016,C09CA08 Olmesartan Medoxomil,BE494017,Sandoz SA-NV,2025-11-07,2026-05-01,,unavailable,Toegenomen vraag,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.516300
BE,Belgium,FAMHP,Aqua Sterop 2 ml parent. oplosm. i.m./i.v./s.c. amp. 100 x 2 ml,Water for Injection,,,1846252,"V07AB Solvents and Diluting Agents, Incl. Irrigating Solutions",BE232504,Laboratoires Sterop SA-NV,2025-11-06,2026-07-31,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.516300
BE,Belgium,FAMHP,Clopidogrel Viatris 75 mg filmomh. tabl. 30,Clopidogrel ,,,4413969,B01AC04 Clopidogrel,EU/1/09/568/004,Viatris Ltd.,2025-11-06,2027-01-27,,unavailable,Toegenomen vraag,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.516300
BE,Belgium,FAMHP,Docetaxel Eugia  20 mg/ml inf. opl. (conc.) i.v. flac. 1 ml,Docetaxel,,,2756799,L01CD02 Docetaxel,BE378716,Eugia Pharma (Malta) Ltd.,2025-11-06,2026-03-31,,unavailable,Andere reden,Eén of twee alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.516834
BE,Belgium,FAMHP,Kenacort-A 10 10 mg/ml inj. susp. i.derm./i.artic. flac. 5 ml,Triamcinolone Acetonide,,,0117093,H02AB08 Triamcinolone,BE049156,Bristol-Myers Squibb Belgium SA-NV,2025-11-06,2026-04-30,,unavailable,Vertraging in de productie,Aanpassing van de behandeling mogelijk,2026-03-12T15:52:43.516834
BE,Belgium,FAMHP,RenuTend inj. susp. i.laes. flac. 1 dosis (1 ml),"Tesrivetcel, Tenogenic primed equine allogeneic peripheral blood-derived mesenchymal stem cells (tpMSCs) ",,,4571360,QM09AX90 Equine Stem Cells,EU/2/22/282/001,Boehringer Ingelheim Vetmedica GmbH,2025-11-06,2026-06-22,,unavailable,Andere reden,-,2026-03-12T15:52:43.516834
BE,Belgium,FAMHP,Teriflunomide Viatris 14 mg filmomh. tabl. 28 (28 x 1) UD,Teriflunomide ,,,4638144,L04AK02 Teriflunomide,EU/1/22/1698/003,Mylan Pharmaceuticals Ltd.,2025-11-03,2026-03-25,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.516834
BE,Belgium,FAMHP,Nimbex 2 mg/ml inj./inf. opl. i.v. amp. 5 x 10 ml,Cisatracurium,,,1260157,M03AC11 Cisatracurium,BE174711,Aspen Pharma Trading Ltd.,2025-11-03,2026-09-14,,unavailable,Andere reden,Onder evaluatie,2026-03-12T15:52:43.516834
BE,Belgium,FAMHP,Shotaflor voor runderen 300 mg/ml inj. opl. i.m./s.c. flac. 250 ml,Florfenicol,,,2769396,QJ01BA90 Florfenicol,BE-V363605,Virbac S.A.,2025-11-03,2026-04-28,,unavailable,Vertraging in de productie,-,2026-03-12T15:52:43.516834
BE,Belgium,FAMHP,Isaderm Vet 5 mg/g - 1 mg/g gel 15 g,"Betamethasone, Fusidic Acid",,,3166998,QD07CC01 Betamethasone and Antibiotics,BE-V458880,Dechra Veterinary Products A/S,2025-11-03,2026-03-27,,unavailable,Vertraging in de productie,-,2026-03-12T15:52:43.516834
BE,Belgium,FAMHP,Arti-Cell Forte inj. susp. i.artic. flac. 1 ml + 1 ml,Chondrogenic induced equine allogeneic peripheral blood-derived mesenchymal stem cells,,,3956208,QM09AX90 Equine Stem Cells,EU/2/18/228/001,Boehringer Ingelheim Vetmedica GmbH,2025-11-03,2026-07-27,,unavailable,Andere reden,-,2026-03-12T15:52:43.516834
BE,Belgium,FAMHP,Ampiclox Quick Release 75 mg/3 g - 200 mg/3 g i.mamm. susp. voorgev. inj. 24 x 3 g,"Ampicillin , Cloxacillin ",,,1384023,QJ51CF02 Cloxacillin,BE-V095645,Zoetis Belgium SA-NV,2025-10-31,2026-05-15,,unavailable,Vertraging in de productie,-,2026-03-12T15:52:43.516834
BE,Belgium,FAMHP,Omnitrope 10 mg/1.5 ml (Abacus Medicine) inj. opl. s.c. patr. 10 x 1.5 ml SurePal 10,Somatropin,,,4165510,H01AC01 Somatropin,EU/1/06/332/018,Abacus Medicine a.s.,2025-10-30,2026-11-02,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.516834
BE,Belgium,FAMHP,Omnitrope 5 mg/1.5 ml (Abacus Medicine) inj. opl. s.c. patr. 5 x 1.5 ml SurePal 5,Somatropin,,,4166856,H01AC01 Somatropin,EU/1/06/332/014,Abacus Medicine a.s.,2025-10-30,2026-11-02,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.516834
BE,Belgium,FAMHP,Omnitrope 5 mg/1.5 ml (Abacus Medicine) inj. opl. s.c. patr. 10 x 1.5 ml SurePal 5,Somatropin,,,4166864,H01AC01 Somatropin,EU/1/06/332/015,Abacus Medicine a.s.,2025-10-30,2026-11-02,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.516834
BE,Belgium,FAMHP,Venlafaxin Retard Sandoz 75 mg harde caps. verl. afgifte 98,Venlafaxine,,,4263224,N06AX16 Venlafaxine,BE541120,Sandoz SA-NV,2025-10-29,2026-03-15,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.516834
BE,Belgium,FAMHP,Levorichter 30 0.03 mg - 0.15 mg omh. tabl. 3 x 21,"Ethinylestradiol, Levonorgestrel",,,1625516,G03AA07 Levonorgestrel and Ethinylestradiol,BE285232,Gedeon Richter Plc,2025-10-29,2026-03-13,,unavailable,"Logistieke problemen (transport, douane, ...)",Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.516834
BE,Belgium,FAMHP,Cosacthen 0.25 mg/ml inj. opl. i.m./i.v. flac. 1 ml,Tetracosactide,,,4227070,QH01AA02 Tetracosactide,BE-V557920,Dechra Regulatory B.V.,2025-10-28,2026-04-15,,unavailable,Vertraging in de productie,-,2026-03-12T15:52:43.516834
BE,Belgium,FAMHP,Pregabaline Teva 25 mg harde caps. 100 x 1 UD,Pregabalin,,,4843991,N02BF02 Pregabalin,BE475502,Teva Pharma Belgium SA-NV,2025-10-28,2026-04-06,,unavailable,Toegenomen vraag,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.516834
BE,Belgium,FAMHP,Memantine Sandoz 10 mg filmomh. tabl. 98,Memantine,,,3059961,N06DX01 Memantine,BE439144,Sandoz SA-NV,2025-10-27,2026-03-20,,unavailable,Vertraging in de productie,Eén of twee alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.516834
BE,Belgium,FAMHP,Quetiapine Retard Teva 50 mg (Orifarm) tabl. verl. afgifte 100,Quetiapine ,,,4799664,N05AH04 Quetiapine,2444PI0109F003,Orifarm a.s.,2025-10-27,2026-03-31,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.516834
BE,Belgium,FAMHP,Aqua Sterop 50 ml parent. oplosm. i.v. flac. 50 ml,Water for Injection,,,0862243,"V07AB Solvents and Diluting Agents, Incl. Irrigating Solutions",BE103311,Laboratoires Sterop SA-NV,2025-10-23,2026-12-31,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.516834
BE,Belgium,FAMHP,Topiramate EG 25 mg filmomh. tabl. 100,Topiramate,,,2572691,N03AX11 Topiramate,BE324685,EG SA-NV,2025-10-22,2026-04-03,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.516834
BE,Belgium,FAMHP,Ezetimibe/Simvastatine Viatris 10 mg - 40 mg tabl. 98,"Simvastatin, Ezetimibe",,,3733243,C10BA02 Simvastatin and Ezetimibe,BE474373,Viatris GX BV-SRL,2025-10-21,2026-07-27,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.517365
BE,Belgium,FAMHP,Meloxoral 1.5 mg/ml or. susp. 125 ml,Meloxicam,,,2951549,QM01AC06 Meloxicam,EU/2/10/111/003,Dechra Regulatory B.V.,2025-10-20,2026-05-01,,unavailable,Andere reden,-,2026-03-12T15:52:43.517365
BE,Belgium,FAMHP,Nimbex 2 mg/ml inj./inf. opl. i.v. amp. 5 x 5 ml,Cisatracurium,,,1260140,M03AC11 Cisatracurium,BE174727,Aspen Pharma Trading Ltd.,2025-10-20,2026-07-17,,unavailable,Andere reden,Onder evaluatie,2026-03-12T15:52:43.517365
BE,Belgium,FAMHP,Magnesium Sulfate Kalceks 100 mg/ml inj./inf. opl. i.m./i.v./s.c. amp. 10 x 10 ml,Magnesium Sulfate Heptahydrate,,,4613089,A12CC02 Magnesium Sulfate,BE548364,Kalceks a.s.,2025-10-17,2026-03-27,,unavailable,Vertraging in de vrijgave van het eindproduct,Invoer door de firma mogelijk (geneesmiddel binnenkort beschikbaar),2026-03-12T15:52:43.517365
BE,Belgium,FAMHP,Ruxience 500 mg inf. opl. (conc.) i.v. flac. 50 ml,Rituximab,,,4178885,L01FA01 Rituximab,EU/1/20/1431/002,Pfizer Europe MA E.E.I.G.,2025-10-14,2026-03-31,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.517365
BE,Belgium,FAMHP,Ruxience 100 mg inf. opl. (conc.) i.v. flac. 10 ml,Rituximab,,,4178877,L01FA01 Rituximab,EU/1/20/1431/001,Pfizer Europe MA E.E.I.G.,2025-10-14,2026-03-31,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.517365
BE,Belgium,FAMHP,Efavirenz/Emtricitabine/Tenofovir Disoproxil Krka 600 mg - 200 mg - 245 mg (Abacus Medicine) filmomh. tabl. 30,"Efavirenz, Emtricitabine, Tenofovir Disoproxil ",,,4204475,"J05AR06 Emtricitabine, Tenofovir Disoproxil and Efavirenz",EU/1/17/1263/001,Abacus Medicine a.s.,2025-10-10,2026-10-31,,unavailable,Andere reden,Eén of twee alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.517365
BE,Belgium,FAMHP,Efavirenz/Emtricitabine/Tenofovir Disoproxil Mylan 600 mg - 200 mg - 245 mg (Abacus Medicine) filmomh. tabl. 90 (3 x 30),"Efavirenz, Emtricitabine, Tenofovir Disoproxil ",,,4204434,"J05AR06 Emtricitabine, Tenofovir Disoproxil and Efavirenz",EU/1/17/1222/002,Abacus Medicine a.s.,2025-10-10,2026-10-31,,unavailable,Andere reden,Eén of twee alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.517365
BE,Belgium,FAMHP,Efavirenz/Emtricitabine/Tenofovir Disoproxil Mylan 600 mg - 200 mg - 245 mg (Abacus Medicine) filmomh. tabl. 30,"Efavirenz, Emtricitabine, Tenofovir Disoproxil ",,,4204426,"J05AR06 Emtricitabine, Tenofovir Disoproxil and Efavirenz",EU/1/17/1222/001,Abacus Medicine a.s.,2025-10-10,2026-10-31,,unavailable,Andere reden,Eén of twee alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.517365
BE,Belgium,FAMHP,Aclasta 5 mg/100 ml (Abacus Medicine) inf. opl. i.v. flac. 100 ml,Zoledronic Acid ,,,4132213,M05BA08 Zoledronic Acid,EU/1/05/308/001,Abacus Medicine a.s.,2025-10-10,2026-12-31,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.517365
BE,Belgium,FAMHP,Dogminth 24g 7.5 mg/g or. pasta 24 g,Pyrantel ,,,0037077,QP52AF02 Pyrantel,BE-V105506,Zoetis Belgium SA-NV,2025-10-10,2026-04-30,,unavailable,Vertraging in de productie,-,2026-03-12T15:52:43.517365
BE,Belgium,FAMHP,NeoRecormon 10 000 IE (Abacus Medicine) inj. opl. s.c./i.v. voorgev. spuit 6 x 0.6 ml,Epoetin Beta,,,4680054,B03XA01 Erythropoietin,EU/1/97/031/036,Abacus Medicine a.s.,2025-10-10,2026-12-31,,unavailable,Andere reden,Eén of twee alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.517365
BE,Belgium,FAMHP,NeoRecormon 5 000 IE (Abacus Medicine) inj. opl. s.c./i.v. voorgev. spuit 6 x 0.3 ml,Epoetin Beta,,,4577771,B03XA01 Erythropoietin,EU/1/97/031/034,Abacus Medicine a.s.,2025-10-10,2026-12-31,,unavailable,Andere reden,Aanpassing van de behandeling mogelijk,2026-03-12T15:52:43.517365
BE,Belgium,FAMHP,Nimatek 100 mg/ml inj. opl. i.m./i.v./s.c. flac. 10 ml,Ketamine,,,3120060,QN01AX03 Ketamine,BE-V439546,Dechra Regulatory B.V.,2025-10-09,2026-12-31,,unavailable,Andere reden,-,2026-03-12T15:52:43.517365
BE,Belgium,FAMHP,Fibclot 1.5 g inj./inf. opl. (pdr. + oplosm.) i.v. flac. 1.5 g + 100 ml,Human Fibrinogen Humain,,,3613163,"B02BB01 Fibrinogen, Human",BE489955,Laboratoire français du Fractionnement et des Biotechnologies S.A.,2025-10-09,2027-01-31,,unavailable,Vertraging in de productie,Invoer door de firma mogelijk,2026-03-12T15:52:43.517365
BE,Belgium,FAMHP,Tamsulosine Retard Sandoz 0.4 mg (Impexeco) tabl. verl. afgifte 200,Tamsulosin,,,3603453,G04CA02 Tamsulosin,1549PI0295F003,Impexeco SA-NV,2025-10-08,2026-04-30,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.517365
BE,Belgium,FAMHP,Xanax Retard 1 mg (Impexeco) tabl. verl. afgifte 30,Alprazolam,,,2868941,N05BA12 Alprazolam,1549PI0355F003,Impexeco SA-NV,2025-10-08,2026-04-30,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.517365
BE,Belgium,FAMHP,Xanax Retard 0.5 mg (Impexeco) tabl. verl. afgifte 30,Alprazolam,,,2868933,N05BA12 Alprazolam,1549PI0354F003,Impexeco SA-NV,2025-10-08,2026-04-30,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.517365
BE,Belgium,FAMHP,Pregabalin AB 25 mg harde caps. 100,Pregabalin,,,4609384,N02BF02 Pregabalin,BE600346,Aurobindo SA-NV,2025-10-08,2026-04-15,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.517365
BE,Belgium,FAMHP,Perindopril/Indapamide/Amlodipine Teva 10 mg - 2.5 mg - 10 mg filmomh. tabl. 90,"Perindopril , Indapamide , Amlodipine ",,,4867065,"C09BX01 Perindopril, Amlodipine and Indapamide",BE663166,Teva B.V.,2025-10-06,2026-04-07,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.517897
BE,Belgium,FAMHP,Risperidone Teva 25 mg inj. susp. verl. afgifte (pdr. + oplosm.) i.m. flac. + voorgev. spuit 25 mg + 2 ml,Risperidone,,,4516787,N05AX08 Risperidone,BE574924,Teva Pharma Belgium SA-NV,2025-10-03,2027-05-05,,unavailable,Vertraging in de productie,Eén of twee alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.517897
BE,Belgium,FAMHP,Proxylaz 20 mg/ml inj. opl. i.m./i.v./s.c. flac. 25 ml,Xylazine,,,1203199,QN05CM92 Xylazine,BE-V166591,Prodivet Pharmaceuticals SA-NV,2025-10-01,2026-05-31,,unavailable,Terugroeping,-,2026-03-12T15:52:43.517897
BE,Belgium,FAMHP,Proxylaz 20 mg/ml inj. opl. i.m./i.v./s.c. flac. 50 ml,Xylazine,,,1519370,QN05CM92 Xylazine,BE-V166591,Prodivet Pharmaceuticals SA-NV,2025-10-01,2026-05-31,,unavailable,Terugroeping,-,2026-03-12T15:52:43.517897
BE,Belgium,FAMHP,Physio Sterop 450 mg/50 ml parent. oplosm. i.v. flac. 50 ml,Sodium Chloride,,,0862326,"V07AB Solvents and Diluting Agents, Incl. Irrigating Solutions",0301S 0099F012,Laboratoires Sterop SA-NV,2025-09-29,2026-12-31,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.517897
BE,Belgium,FAMHP,Vetivex Ringer Lactate inf. opl. i.v. 2 x 5000 ml,"Potassium Chloride, Sodium Chloride, Sodium Lactate, Calcium Chloride ",,,3772910,QB05BB01 Electrolytes,BE-V442032,Dechra Regulatory B.V.,2025-09-29,2026-12-31,,unavailable,Vertraging in de productie,-,2026-03-12T15:52:43.517897
BE,Belgium,FAMHP,Daphne 2 mg - 0.035 mg omh. tabl. 13 x 21,"Ethinylestradiol, Cyproterone acetate",,,2394062,G03HB01 Cyproterone and Estrogen,BE263751,Ceres Pharma SA-NV,2025-09-26,2026-03-15,,unavailable,Vertraging in de productie,Eén of twee alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.517897
BE,Belgium,FAMHP,Noradrenaline (Norepinephrine) Kalceks 1 mg/ml inf. opl. (conc.) i.v. amp. 10 x 4 ml,Norepinephrine,,,4770608,C01CA03 Norepinephrine,BE564897,Kalceks a.s.,2025-09-26,2026-03-27,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.517897
BE,Belgium,FAMHP,Ophtocycline 10 mg/g oogzalf 5 g,Chlortetracycline,,,3787066,QS01AA02 Chlortetracycline,BE-V515102,Dechra Regulatory B.V.,2025-09-23,2026-12-31,,unavailable,Terugroeping,-,2026-03-12T15:52:43.517897
BE,Belgium,FAMHP,"Gasvormige Medische Zuurstof, Air Liquide Santé International 100 % medicin. gas (samengep.) gascilinder (geïntegr. red. vent.) 2 l",Oxygen,,,4006763,V03AN01 Oxygen,BE537822,Air Liquide Santé International S.A.,2025-09-19,2026-06-30,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.517897
BE,Belgium,FAMHP,Cedium Chlorhexidini Alcoholicus Azorubine 0.5 % cut. opl. 250 ml,Chlorhexidine Digluconate,,,2683043,D08AC Biguanides and Amidines,BE351522,Laboratoria Qualiphar SA-NV,2025-09-17,2026-04-03,,unavailable,Andere reden,Aanpassing van de behandeling mogelijk,2026-03-12T15:52:43.517897
BE,Belgium,FAMHP,Scintimun 1 mg kit voor radiofarm. prep. i.v. flac. 2 x 1 mg + 2 x 3 mg,Besilesomab,,,4834446,V09HA03 Technetium (99mTc) Antigranulocyte Antibody,EU/1/09/602/002,Telix Innovations SA-NV,2025-09-17,2026-06-26,,unavailable,Werkzaam bestanddeel niet beschikbaar,Aanpassing van de behandeling mogelijk,2026-03-12T15:52:43.517897
BE,Belgium,FAMHP,Paracetamol Sandoz 1 g tabl. 120,Paracetamol,,,3073277,N02BE01 Paracetamol,BE436861,Sandoz SA-NV,2025-09-16,2026-04-15,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.517897
BE,Belgium,FAMHP,Quetiapine Retard Teva 400 mg tabl. verl. afgifte 100,Quetiapine,,,2929578,N05AH04 Quetiapine,BE413524,Teva Pharma Belgium SA-NV,2025-09-16,2026-03-23,,unavailable,Toegenomen vraag,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.517897
BE,Belgium,FAMHP,Quetiapine AB 50 mg tabl. verl. afgifte 60,Quetiapine ,,,4653614,N05AH04 Quetiapine,BE660788,Aurobindo SA-NV,2025-09-16,2026-04-15,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.517897
BE,Belgium,FAMHP,Valdispert Sleep omh. tabl. 40,"Passiflora incarnata L., Herb, Dry Extract, EtOH, 50, 5-7_1, Valeriana officinalis L., Root, Dry Extract, Ethanol, 70, 3-6_1",,,3020906,V03AB16,BE-TU445103,Vemedia Manufacturing B.V.,2025-09-15,2026-04-10,,unavailable,Vertraging in de productie,Aanpassing van de behandeling mogelijk (niet-levensnoodzakelijk geneesmiddel),2026-03-12T15:52:43.517897
BE,Belgium,FAMHP,Felodipine EG Retard 10 mg tabl. verl. afgifte 100,Felodipine,,,3907938,C08CA02 Felodipine,BE238077,EG SA-NV,2025-09-15,2026-03-27,,unavailable,Vertraging in de productie,Aanpassing van de behandeling mogelijk,2026-03-12T15:52:43.518435
BE,Belgium,FAMHP,Deferasirox Accord 90 mg filmomh. tabl. 90 (90 x 1) UD,Deferasirox,,,4486056,V03AC03 Deferasirox,EU/1/19/1412/004,Accord Healthcare S.L.U.,2025-09-15,2026-03-31,,unavailable,Hulpstof niet beschikbaar,Eén of twee alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.518435
BE,Belgium,FAMHP,Olanzapine Teva 5 mg filmomh. tabl. 28,Olanzapine,,,3049186,N05AH03 Olanzapine,EU/1/07/427/004,Teva B.V.,2025-09-12,2026-08-17,,unavailable,Toegenomen vraag,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.518435
BE,Belgium,FAMHP,Daylette 0.02 mg - 3 mg filmomh. tabl. 6 x 28 (24 + 4),"Drospirenone, Ethinylestradiol, Placebo ",,,3026143,G03AA12 Drospirenone and Ethinylestradiol,BE414766,Gedeon Richter Plc,2025-09-12,2026-03-13,,unavailable,"Logistieke problemen (transport, douane, ...)",Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.518435
BE,Belgium,FAMHP,Clindamycin Sandoz 300 mg harde caps. 32,Clindamycin,,,3046117,J01FF01 Clindamycin,BE381902,Sandoz SA-NV,2025-09-11,2026-03-13,,unavailable,"Logistieke problemen (transport, douane, ...)",Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.518435
BE,Belgium,FAMHP,Lenalidomide Mylan 20 mg harde caps. 21 (21 x 1) UD,Lenalidomide,,,4413944,L04AX04 Lenalidomide,EU/1/20/1490/015,Mylan Pharmaceuticals Ltd.,2025-09-10,2026-04-01,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.518435
BE,Belgium,FAMHP,Lenalidomide Mylan 7.5 mg harde caps. 21 (21 x 1) UD,Lenalidomide,,,4413910,L04AX04 Lenalidomide,EU/1/20/1490/008,Mylan Pharmaceuticals Ltd.,2025-09-10,2026-04-08,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.518435
BE,Belgium,FAMHP,Lenalidomide Mylan 2.5 mg harde caps. 21 (21 x 1) UD,Lenalidomide,,,4413894,L04AX04 Lenalidomide,EU/1/20/1490/003,Mylan Pharmaceuticals Ltd.,2025-09-10,2026-04-01,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.518435
BE,Belgium,FAMHP,Elisaexeltis 2 mg - 0.035 mg omh. tabl. 6 x 21,"Ethinylestradiol, Cyproterone acetate",,,2216208,G03HB01 Cyproterone and Estrogen,BE239181,Exeltis Germany GmbH,2025-09-04,2026-06-30,,unavailable,Vertraging in de productie,Eén of twee alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.518435
BE,Belgium,FAMHP,Physio Sterop 900 mg/100 ml parent. oplosm. i.v. flac. 100 ml,Sodium Chloride,,,0862334,"V07AB Solvents and Diluting Agents, Incl. Irrigating Solutions",0301S 0094F012,Laboratoires Sterop SA-NV,2025-09-03,2026-12-31,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.518435
BE,Belgium,FAMHP,Aripiprazole Mylan Pharma 15 mg tabl. 98,Aripiprazole,,,4148805,N05AX12 Aripiprazole,EU/1/15/1005/009,Mylan Pharmaceuticals Ltd.,2025-09-01,2026-04-27,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.518435
