country_code,country_name,source,medicine_name,active_substance,strength,package_size,atc_code,dosage_form,status,shortage_start,estimated_end,shortage_reason,manufacturer,company,registration_no,scraped_at
SA,Saudi Arabia,SFDA,DOCETAXEL EBEWE 10 mg/ml concentration For Solution For Infusion,DOCETAXEL,,6,L01CD02,,Currently in Shortage,2025-12-11,2025-11-19,Commercial /Manufacturing Issue,EBEWE PHARMA,Sandoz Limited Trading,1001244699,2026-03-19T14:47:58.920359
SA,Saudi Arabia,SFDA,DOCETAXEL EBEWE 10 mg/ml concentration For Solution For Infusion,DOCETAXEL,,6,L01CD02,,Currently in Shortage,2025-12-11,2025-11-19,Commercial /Manufacturing Issue,EBEWE PHARMA,Sandoz Limited Trading,1001244700,2026-03-19T14:47:58.922993
SA,Saudi Arabia,SFDA,LORANO 10MG TABLETS,LORATADINE,,6,R06AX13,,Currently in Shortage,2025-12-11,2025-11-19,Commercial /Manufacturing Issue,Laboratorios Syva S.A.U.,Sandoz Limited Trading,2807222356,2026-03-19T14:47:58.924979
SA,Saudi Arabia,SFDA,STANDACILLIN 1G VIAL WITH SOLVENT,AMPICILLIN,,6,J01CR01,,Currently in Shortage,2025-12-11,2025-11-19,Commercial /Manufacturing Issue,SANDOZ,Sandoz Limited Trading,41-116-88,2026-03-19T14:47:58.927981
SA,Saudi Arabia,SFDA,STANDACILLIN 500MG INJ WITH SOLVENT,AMPICILLIN,,6,J01CR01,,Currently in Shortage,2025-12-11,2025-11-19,Commercial /Manufacturing Issue,SANDOZ,Sandoz Limited Trading,40-116-88,2026-03-19T14:47:58.930981
SA,Saudi Arabia,SFDA,AMLOHOPE 10 mg/10 mg Capsule,"RAMIPRIL,AMLODIPINE BESILATE",,6,C09AA05,,Currently in Shortage,2025-12-11,2025-11-19,Commercial /Manufacturing Issue,EGIS PHARMACEUTICALS PLC,Sandoz Limited Trading,0905233611,2026-03-19T14:47:58.934061
SA,Saudi Arabia,SFDA,ZOFRAN MELT 4MG ORAL LYOPHILISATE TABLET,ONDANSETRON,,6,A04AA01,,Currently in Shortage,2025-12-11,2025-11-19,Commercial /Manufacturing Issue,CATALENT,Sandoz Limited Trading,8-5773-23,2026-03-19T14:47:58.936077
SA,Saudi Arabia,SFDA,MEKTOVI,BINIMETINIB,,6,L01EE03,,Currently in Shortage,2025-12-11,2025-11-19,Commercial /Manufacturing Issue,Almac Pharma Services Limited,Pfizer Saudi Trading,0705233595,2026-03-19T14:47:58.939059
SA,Saudi Arabia,SFDA,MEMENTA 10 mg film-coated tablet,MEMANTINE HYDROCHLORIDE,,6,N06DX01,,Currently in Shortage,2025-12-11,2025-11-19,Commercial /Manufacturing Issue,TABUK PHARMACEUTICAL MANUFACTURING CO.,"Farouk, Maamoun Tamer & CO",1-666-16,2026-03-19T14:47:58.941059
SA,Saudi Arabia,SFDA,Calciumfolinat Sandoz 10MG-ML VIAL,FOLINIC ACID,,6,,,Currently in Shortage,2025-12-11,2025-11-19,Commercial /Manufacturing Issue,HAUPT PHARMA WOLFRATSHAUSEN GMBH,Sandoz Limited Trading,131-116-23,2026-03-19T14:47:58.943057
SA,Saudi Arabia,SFDA,KOATE DVI 1000 IU VIAL,OMFILOCTOCOG ALFA,,22,B02BD02,,Currently in Shortage,2025-04-02,2025-11-19,Commercial /Manufacturing Issue,GRIFOLS THERAPEUTICS LLC,Abdulrehman Algosaibi G.T.C.,6-228-10,2026-03-19T14:47:58.945057
SA,Saudi Arabia,SFDA,KOATE DVI 500 IU VIAL,OMFILOCTOCOG ALFA,,27,B02BD02,,Currently in Shortage,2024-03-09,2025-11-19,Commercial /Manufacturing Issue,GRIFOLS THERAPEUTICS LLC,Abdulrehman Algosaibi G.T.C.,1501268918,2026-03-19T14:47:58.948058
SA,Saudi Arabia,SFDA,KOATE DVI 250 IU VIAL,OMFILOCTOCOG ALFA,,22,B02BD02,,Currently in Shortage,2025-04-02,2025-11-19,Commercial /Manufacturing Issue,GRIFOLS THERAPEUTICS LLC,Abdulrehman Algosaibi G.T.C.,1501268917,2026-03-19T14:47:58.951059
SA,Saudi Arabia,SFDA,ZITHROMAX 500 MG POWDER FOR IV INFUSION,AZITHROMYCIN,,6,J01FA10,,Currently in Shortage,2025-12-11,2025-11-19,Global Shortage,PHARMACIA UPJOHN,"Farouk, Maamoun Tamer & CO",2003257114,2026-03-19T14:47:58.954059
SA,Saudi Arabia,SFDA,DETRUSITOL 2 mg tablet,TOLTERODINE TARTRATE,,6,G04BD07,,Currently in Shortage,2025-12-11,2025-11-19,MAH/Agent changed,PFIZER,Viatris Arabia Limited,2903233440,2026-03-19T14:47:58.957057
SA,Saudi Arabia,SFDA,ALBUTEIN 20% SOLN. FOR INJ,ALBUMIN HUMAN,,37,B05AA01,,Currently in Shortage,2023-07-11,2025-11-19,Global Shortage,GRIFOLS BIOLOGICALS,Abdulrehman Algosaibi G.T.C.,1706257572,2026-03-19T14:47:58.959054
SA,Saudi Arabia,SFDA,PROLASTIN®-C,ALPHA.1-PROTEINASE INHIBITOR HUMAN,,39,,,Currently in Shortage,2023-09-14,2025-11-19,Commercial /Manufacturing Issue,GRIFOLS THERAPEUTICS LLC,Abdulrehman Algosaibi G.T.C.,1403257070,2026-03-19T14:47:58.963057
SA,Saudi Arabia,SFDA,FLEBOGAMMA 5% DIF SOLUTION FOR INFUSION,NORMAL HUMAN IMMUNOGLOBULIN,,63,,,Currently in Shortage,2021-01-09,2025-11-19,Commercial /Manufacturing Issue,INSTITUTO GRIFOLS,Abdulrehman Algosaibi G.T.C.,2305222050,2026-03-19T14:47:58.965056
SA,Saudi Arabia,SFDA,AMLOHOPE 5 mg/5 mg Capsule,"RAMIPRIL,AMLODIPINE BESILATE",,6,C09AA05,,Currently in Shortage,2025-12-11,2025-11-19,Commercial /Manufacturing Issue,EGIS PHARMACEUTICALS PLC,Sandoz Limited Trading,0905233609,2026-03-19T14:47:58.971065
SA,Saudi Arabia,SFDA,AMLOHOPE 10 mg/5 mg Capsule,"RAMIPRIL,AMLODIPINE BESILATE",,6,C09AA05,,Currently in Shortage,2025-12-11,2025-11-19,Commercial /Manufacturing Issue,EGIS PHARMACEUTICALS PLC,Sandoz Limited Trading,0905233603,2026-03-19T14:47:58.974058
SA,Saudi Arabia,SFDA,AMLOHOPE 5 mg/10 mg Capsule,"RAMIPRIL,AMLODIPINE BESILATE",,6,C09AA05,,Currently in Shortage,2025-12-11,2025-11-19,Commercial /Manufacturing Issue,EGIS PHARMACEUTICALS PLC,Sandoz Limited Trading,0905233610,2026-03-19T14:47:58.976058
SA,Saudi Arabia,SFDA,ADRIBLASTINA 50MG/25ML VIAL,DOXORUBICIN HYDROCHLORIDE,,6,L01DB01,,Currently in Shortage,2025-12-11,2025-11-19,Commercial /Manufacturing Issue,Zydus Hospira Oncology Private Limited ZHOPL,"Farouk, Maamoun Tamer & CO",7-5669-22,2026-03-19T14:47:58.978057
SA,Saudi Arabia,SFDA,ADRIBLASTINA 10MG/5ML VIAL,DOXORUBICIN HYDROCHLORIDE,,6,L01DB01,,Currently in Shortage,2025-12-11,2025-11-19,Commercial /Manufacturing Issue,Zydus Hospira Oncology Private Limited ZHOPL,"Farouk, Maamoun Tamer & CO",6-5669-22,2026-03-19T14:47:58.980056
SA,Saudi Arabia,SFDA,Fylibix,DASATINIB,,6,L01EA02,,Currently in Shortage,2025-11-13,2025-11-19,Commercial /Manufacturing Issue,REMEDICA,Sandoz Limited Trading,2203233408,2026-03-19T14:47:58.985065
SA,Saudi Arabia,SFDA,CEFAJECT 500 mg IM,CEFTRIAXONE,,6,J01DD04,,Currently in Shortage,2025-12-11,2025-11-19,Commercial /Manufacturing Issue,TABUK PHARMACEUTICAL MANUFACTURING CO.,"Farouk, Maamoun Tamer & CO",2107222324,2026-03-19T14:47:58.988066
SA,Saudi Arabia,SFDA,Fylibix,DASATINIB,,6,L01EA02,,Currently in Shortage,2025-11-13,2025-11-19,Commercial /Manufacturing Issue,REMEDICA,Sandoz Limited Trading,2203233407,2026-03-19T14:47:58.992065
SA,Saudi Arabia,SFDA,Fylibix,DASATINIB,,6,L01EA02,,Currently in Shortage,2025-12-11,2025-11-19,Commercial /Manufacturing Issue,REMEDICA,Sandoz Limited Trading,2203233406,2026-03-19T14:47:58.994065
SA,Saudi Arabia,SFDA,DETRUSITOL RETARD 4 mg capsule,TOLTERODINE TARTRATE,,6,G04BD07,,Currently in Shortage,2025-12-11,2025-11-19,MAH/Agent changed,PFIZER,Viatris Arabia Limited,2605222073,2026-03-19T14:47:58.996066
SA,Saudi Arabia,SFDA,CEFAJECT 500 mg IV,CEFTRIAXONE,,6,J01DD04,,Currently in Shortage,2025-12-11,2025-11-19,Commercial /Manufacturing Issue,TABUK PHARMACEUTICAL MANUFACTURING CO.,"Farouk, Maamoun Tamer & CO",2107222325,2026-03-19T14:47:58.997574
SA,Saudi Arabia,SFDA,GLATIJECT,GLATIRAMER,,12,L03AX13,,Currently in Shortage,2025-09-11,2025-11-19,Commercial /Manufacturing Issue,Gland Pharma Limited,SPIMACO,1310258417,2026-03-19T14:47:59.000588
SA,Saudi Arabia,SFDA,INFLABAN 12.5MG SUPP.,DICLOFENAC SODIUM,,36,M01AB05,,Currently in Shortage,2023-01-01,2025-11-18,Commercial /Manufacturing Issue,APM,Abdulrehman Algosaibi G.T.C.,90-119-98,2026-03-19T14:47:59.003581
SA,Saudi Arabia,SFDA,"METHOTREXATE ""EBEWE"" 100MG-ML VIAL",METHOTREXATE,,6,L04AX03,,Currently in Shortage,2025-11-13,2025-11-18,Commercial /Manufacturing Issue,EBEWE PHARMA,Sandoz Limited Trading,9-355-01,2026-03-19T14:47:59.005584
SA,Saudi Arabia,SFDA,MEGION 1GM I.V - I.M INJECTION,CEFTRIAXONE,,6,J01DD04,,Currently in Shortage,2025-12-11,2025-11-18,Commercial /Manufacturing Issue,THE ARAB PESTICIDES & VETERINARY DRUGS MANUFACTURING (MOBEDCO),Sandoz Limited Trading,72-116-07,2026-03-19T14:47:59.007581
SA,Saudi Arabia,SFDA,MEGION 0.5GM I.V INJECTION,CEFTRIAXONE,,6,J01DD04,,Currently in Shortage,2025-12-11,2025-11-18,Commercial /Manufacturing Issue,Zoetis Inc.,Sandoz Limited Trading,71-116-07,2026-03-19T14:47:59.009579
SA,Saudi Arabia,SFDA,DARZALEX 400 mg per 20 ml,DARATUMUMAB,,6,L01FC01,,Currently in Shortage,2025-12-11,2025-11-18,Commercial /Manufacturing Issue,JANSSEN-CILAG,"Farouk, Maamoun Tamer & CO",0602233214,2026-03-19T14:47:59.010580
SA,Saudi Arabia,SFDA,Erelzi,ETANERCEPT,,6,L04AB01,,Currently in Shortage,2025-12-11,2025-11-18,Commercial /Manufacturing Issue,SANDOZ,Sandoz Limited Trading,1809245929,2026-03-19T14:47:59.012579
SA,Saudi Arabia,SFDA,Tyruko,NATALIZUMAB,,6,L04AG03,,Currently in Shortage,2025-12-11,2025-11-18,Commercial /Manufacturing Issue,Patheon Italia S.P.A.,"Farouk, Maamoun Tamer & CO",2904257312,2026-03-19T14:47:59.013580
SA,Saudi Arabia,SFDA,YUPELRI 175 mcg / 3 ml,REVEFENACIN,,3,,,Currently in Shortage,2025-11-17,2025-11-18,Commercial /Manufacturing Issue,The Ritedose Corporation,Viatris Arabia Limited,0908222440,2026-03-19T14:47:59.014579
SA,Saudi Arabia,SFDA,XELJANZ 5 mg film-coated tablet,TOFACITINIB,,6,L04AF01,,Currently in Shortage,2025-12-11,2025-11-18,Commercial /Manufacturing Issue,PFIZER,"Farouk, Maamoun Tamer & CO",0409234121,2026-03-19T14:47:59.016587
SA,Saudi Arabia,SFDA,ZEROX 200MG-5ML POWDER FOR ORAL SUSP.,AZITHROMYCIN,,25,J01FA10,,Currently in Shortage,2024-01-01,2025-11-18,Commercial /Manufacturing Issue,The Arab Pharmaceutical Manufacturing PSC Sult,Abdulrehman Algosaibi G.T.C.,168-172-09,2026-03-19T14:47:59.018585
SA,Saudi Arabia,SFDA,ZEROX 200MG-5ML POWDER FOR ORAL SUSP.,AZITHROMYCIN,,25,J01FA10,,Currently in Shortage,2023-01-01,2025-11-18,Commercial /Manufacturing Issue,The Arab Pharmaceutical Manufacturing PSC Sult,Abdulrehman Algosaibi G.T.C.,167-172-09,2026-03-19T14:47:59.020582
SA,Saudi Arabia,SFDA,ZEROX 500MG F.C. TABLETS,AZITHROMYCIN,,36,J01FA10,,Currently in Shortage,2023-01-01,2025-11-18,Commercial /Manufacturing Issue,Hikma Pharmaceuticals PLC,Abdulrehman Algosaibi G.T.C.,2104221970,2026-03-19T14:47:59.022584
SA,Saudi Arabia,SFDA,ZEROX 500MG F.C. TABLETS,AZITHROMYCIN,,36,J01FA10,,Currently in Shortage,2023-01-01,2025-11-18,Commercial /Manufacturing Issue,Hikma Pharmaceuticals PLC,Abdulrehman Algosaibi G.T.C.,162-172-08,2026-03-19T14:47:59.025583
SA,Saudi Arabia,SFDA,VANCO 500 mg powder for solution for injection or infusion,VANCOMYCIN,,5,J01XA01,,Currently in Shortage,2025-01-06,2025-11-17,Commercial /Manufacturing Issue,Hikma Farmaceutica,Jazeera Pharmaceutical Industries (JPI),2501221643,2026-03-19T14:47:59.027582
SA,Saudi Arabia,SFDA,BETATEN 25MG F.C. TABLETS,ATENOLOL,,4,C07AB03,,Currently in Shortage,2025-12-11,2025-11-17,Commercial /Manufacturing Issue,NATIONAL PHARMACEUTICAL INDUSTRIES CO,ZIMMO TRADING ESTABLISHMENT,2907245694,2026-03-19T14:47:59.030579
SA,Saudi Arabia,SFDA,Pretava,PRALIDOXIME CHLORIDE,,34,,,Currently in Shortage,2023-01-05,2025-11-17,Commercial /Manufacturing Issue,HIKMA ITALIA SPA,Jazeera Pharmaceutical Industries (JPI),1201221585,2026-03-19T14:47:59.032585
SA,Saudi Arabia,SFDA,GRANITRON 3MG-3ML SOLUTION FOR Injection,GRANISETRON,,46,A04AA02,,Currently in Shortage,2022-01-05,2025-11-17,Commercial /Manufacturing Issue,Hikma Pharmaceuticals PLC,Jazeera Pharmaceutical Industries (JPI),134-334-10,2026-03-19T14:47:59.035585
SA,Saudi Arabia,SFDA,FEVADOL FAST 500MG TABLETS,"SODIUM BICARBONATE,PARACETAMOL",,12,N02BE01,,Currently in Shortage,2025-09-11,2025-11-16,Commercial /Manufacturing Issue,SPIMACO,SPIMACO,1306233792,2026-03-19T14:47:59.037584
SA,Saudi Arabia,SFDA,ZIMAX 250MG CAP.,AZITHROMYCIN,,12,J01FA10,,Currently in Shortage,2025-09-11,2025-11-16,Commercial /Manufacturing Issue,SPIMACO,SPIMACO,2001268964,2026-03-19T14:47:59.038584
SA,Saudi Arabia,SFDA,KLACID 500MG IV POWDER FOR INJECTION,CLARITHROMYCIN,,6,J01FA09,,Currently in Shortage,2025-09-11,2025-11-16,Commercial /Manufacturing Issue,FAMAR,"Farouk, Maamoun Tamer & CO",4-5484-21,2026-03-19T14:47:59.042410
SA,Saudi Arabia,SFDA,Erelzi,ETANERCEPT,,6,L04AB01,,Currently in Shortage,2025-09-11,2025-11-16,Commercial /Manufacturing Issue,SANDOZ,Sandoz Limited Trading,1809245930,2026-03-19T14:47:59.043419
SA,Saudi Arabia,SFDA,DICLOMAX 25MG TAB,DICLOFENAC SODIUM,,50,M01AB05,,Currently in Shortage,2022-01-01,2025-11-16,Commercial /Manufacturing Issue,Jazeera Pharmaceutical Industries (JPI),Jazeera Pharmaceutical Industries (JPI),0807245493,2026-03-19T14:47:59.045416
SA,Saudi Arabia,SFDA,AMARYL 6 mg tablet,GLIMEPIRIDE,,14,A10BB12,,Currently in Shortage,2025-11-10,2025-11-16,Commercial /Manufacturing Issue,sanofi-aventis,"Farouk, Maamoun Tamer & CO",53-23-16,2026-03-19T14:47:59.046415
SA,Saudi Arabia,SFDA,ADRIBLASTINA 10MG/5ML VIAL,DOXORUBICIN HYDROCHLORIDE,,41,L01DB01,,Currently in Shortage,2023-07-25,2025-11-16,Commercial /Manufacturing Issue,Zydus Hospira Oncology Private Limited ZHOPL,"Farouk, Maamoun Tamer & CO",6-5669-22,2026-03-19T14:47:59.047415
SA,Saudi Arabia,SFDA,ADRIBLASTINA 50MG/25ML VIAL,DOXORUBICIN HYDROCHLORIDE,,41,L01DB01,,Currently in Shortage,2023-07-25,2025-11-16,Commercial /Manufacturing Issue,Zydus Hospira Oncology Private Limited ZHOPL,"Farouk, Maamoun Tamer & CO",7-5669-22,2026-03-19T14:47:59.050560
SA,Saudi Arabia,SFDA,ALVANCO 1000MG POW. FOR INFUSION,VANCOMYCIN,,12,J01XA01,,Currently in Shortage,2025-09-11,2025-11-16,Commercial /Manufacturing Issue,"Sofarimex Indústria Química e Farmacêutica, S.A..",SPIMACO,1208258011,2026-03-19T14:47:59.052560
SA,Saudi Arabia,SFDA,PANADOL SOLUBLE 500MG TAB,PARACETAMOL,,13,N02BE01,,Currently in Shortage,2025-06-11,2025-11-16,Commercial /Manufacturing Issue,THE ARAB PESTICIDES & VETERINARY DRUGS MANUFACTURING (MOBEDCO),SAUDI INTERNATIONAL TRADING COMPANY LTD (SITCO),3006222293,2026-03-19T14:47:59.055560
SA,Saudi Arabia,SFDA,Voricet,VORICONAZOLE,,10,J02AC03,,Currently in Shortage,2025-07-14,2025-11-16,Commercial /Manufacturing Issue,LEK PHARMACEUTICALS D.D.,Sandoz Limited Trading,2311211352,2026-03-19T14:47:59.057556
SA,Saudi Arabia,SFDA,Cefepime Amarox,CEFEPIME HYDROCHLORIDE,,6,J01DE01,,Currently in Shortage,2025-05-11,2025-11-16,MAH/Agent changed,Jodas Expoim Pvt Ltd,"Farouk, Maamoun Tamer & CO",1312211467,2026-03-19T14:47:59.060557
SA,Saudi Arabia,SFDA,Rolitac XL,TACROLIMUS,,10,L04AD02,,Currently in Shortage,2025-07-14,2025-11-16,Commercial /Manufacturing Issue,Novartis Pharmaceutical Manufacturing LLC,Sandoz Limited Trading,1205233635,2026-03-19T14:47:59.062554
SA,Saudi Arabia,SFDA,Rolitac XL,TACROLIMUS,,10,L04AD02,,Currently in Shortage,2025-07-14,2025-11-16,Commercial /Manufacturing Issue,Novartis Pharmaceutical Manufacturing LLC,Sandoz Limited Trading,1205233637,2026-03-19T14:47:59.064812
SA,Saudi Arabia,SFDA,Cisplatin 1 mg/ml VIAL,CISPLATIN,,2,L01XA01,,Currently in Shortage,2025-11-11,2025-11-16,Regulations Related Issue,INTAS PHARMACEUTICALS LIMITED,ZIMMO TRADING ESTABLISHMENT,1901256680,2026-03-19T14:47:59.066824
SA,Saudi Arabia,SFDA,Voricet,VORICONAZOLE,,6,J02AC03,,Currently in Shortage,2025-12-11,2025-11-14,Commercial /Manufacturing Issue,Sandoz Private Limited,Sandoz Limited Trading,0905233606,2026-03-19T14:47:59.069809
SA,Saudi Arabia,SFDA,ONDA 2 mg/ml Solution for Injection,ONDANSETRON,,42,A04AA01,,Currently in Shortage,2024-01-30,2025-11-13,MAH/Agent changed,VIANEX S.A (Plant A),AL HOBAIL MEDICAL OFFICE COMPANY LTD.,1206233785,2026-03-19T14:47:59.070807
SA,Saudi Arabia,SFDA,RETARPEN 1.2MEGA U.WITH SOLVENT,BENZATHINE PENICILLIN,,6,J01CE08,,Currently in Shortage,2025-12-11,2025-11-13,Global Shortage,SANDOZ,Sandoz Limited Trading,16-116-83,2026-03-19T14:47:59.072815
SA,Saudi Arabia,SFDA,EMDITIL 500MG Film-coated TABLET,CEFUROXIME AXETIL,,7,J01DC02,,Currently in Shortage,2025-06-11,2025-11-13,Regulations Related Issue,Pharma International Co.,ZIMMO TRADING ESTABLISHMENT,1506222215,2026-03-19T14:47:59.073810
SA,Saudi Arabia,SFDA,ZEGA 150 MG CAPSULE,PREGABALIN,,41,N02BF02,,Currently in Shortage,2022-01-11,2025-11-13,Commercial /Manufacturing Issue,Pharma International Co.,ZIMMO TRADING ESTABLISHMENT,2601233184,2026-03-19T14:47:59.075809
SA,Saudi Arabia,SFDA,ZEGA 75 MG CAPSULE,PREGABALIN,,41,N02BF02,,Currently in Shortage,2022-01-11,2025-11-13,Commercial /Manufacturing Issue,Pharma International Co.,ZIMMO TRADING ESTABLISHMENT,0703233337,2026-03-19T14:47:59.076809
SA,Saudi Arabia,SFDA,NEUPRO 6 mg/24 hrs Transdermal Patches,ROTIGOTINE,,6,,,Currently in Shortage,2025-09-11,2025-11-13,Commercial /Manufacturing Issue,LTS LOHMANN Therapie-Systeme,"Farouk, Maamoun Tamer & CO",1302244916,2026-03-19T14:47:59.078811
SA,Saudi Arabia,SFDA,CAMPTO 100MG-5ML VIAL FOR I.V INFUSION,IRINOTECAN,,6,L01CE02,,Currently in Shortage,2025-12-11,2025-11-13,Commercial /Manufacturing Issue,Zydus Hospira Oncology Private Limited ZHOPL,Pfizer Saudi Trading,1303257044,2026-03-19T14:47:59.079807
SA,Saudi Arabia,SFDA,INFLUVAC VACCINE,"A/Victoria/2570/2019 (H1N1)pdm09- like virus,A/Darwin/9/2021 (H3N2)-like virus,B/Austria/1359417/2021 (B/Victoria lineage)-like virus",,6,,,Currently in Shortage,2025-11-13,2025-11-13,Commercial /Manufacturing Issue,ABBOTT BIOLOGICALS,"Farouk, Maamoun Tamer & CO",1-728-96,2026-03-19T14:47:59.081812
SA,Saudi Arabia,SFDA,ZOFRAN MELT 8MG ORAL LYOPHILISATE TABLET,ONDANSETRON,,6,A04AA01,,Currently in Shortage,2025-12-11,2025-11-13,Commercial /Manufacturing Issue,CATALENT,Sandoz Limited Trading,2706245453,2026-03-19T14:47:59.083820
SA,Saudi Arabia,SFDA,CIPROHEXAL 250MG F.C. TABLETS,CIPROFLOXACIN,,6,J01MA02,,Currently in Shortage,2025-11-13,2025-11-13,MAH/Agent changed,HEXAL,Sandoz Limited Trading,2807222362,2026-03-19T14:47:59.085822
SA,Saudi Arabia,SFDA,CIPROHEXAL 500MG F.C. TABLETS,CIPROFLOXACIN,,6,J01MA02,,Currently in Shortage,2025-11-13,2025-11-13,MAH/Agent changed,HEXAL,Sandoz Limited Trading,2807222359,2026-03-19T14:47:59.088822
SA,Saudi Arabia,SFDA,ZITHROMAX 200MG-5ML SUSP.AFTER RECONSTIT,AZITHROMYCIN,,6,J01FA10,,Currently in Shortage,2025-12-11,2025-11-13,Commercial /Manufacturing Issue,PFIZER SAUDI LIMITED,"Farouk, Maamoun Tamer & CO",1010222701,2026-03-19T14:47:59.090823
SA,Saudi Arabia,SFDA,ZITHROMAX 200MG-5ML SUSP.AFTER RECONSTIT,AZITHROMYCIN,,6,J01FA10,,Currently in Shortage,2025-12-11,2025-11-13,Commercial /Manufacturing Issue,PFIZER SAUDI LIMITED,"Farouk, Maamoun Tamer & CO",1010222700,2026-03-19T14:47:59.092818
SA,Saudi Arabia,SFDA,ZITHROMAX 250MG CAPS,AZITHROMYCIN,,6,J01FA10,,Currently in Shortage,2025-12-11,2025-11-13,Commercial /Manufacturing Issue,PFIZER SAUDI LIMITED,"Farouk, Maamoun Tamer & CO",7-892-13,2026-03-19T14:47:59.095818
SA,Saudi Arabia,SFDA,FARMARUBICIN 10MG/5ML INJECTION,EPIRUBICIN HYDROCHLORIDE,,6,L01DB03,,Currently in Shortage,2025-12-11,2025-11-13,Commercial /Manufacturing Issue,PFIZER PERTH PTY LIMITED,"Farouk, Maamoun Tamer & CO",1-5381-19,2026-03-19T14:47:59.097816
SA,Saudi Arabia,SFDA,FARMARUBICIN 50MG/25ML VIAL,EPIRUBICIN HYDROCHLORIDE,,6,L01DB03,,Currently in Shortage,2025-12-11,2025-11-13,Commercial /Manufacturing Issue,PFIZER PERTH PTY LIMITED,"Farouk, Maamoun Tamer & CO",2-5381-19,2026-03-19T14:47:59.100487
SA,Saudi Arabia,SFDA,ZITHROMAX 250MG CAPS,AZITHROMYCIN,,6,J01FA10,,Currently in Shortage,2025-12-11,2025-11-13,Commercial /Manufacturing Issue,PFIZER SAUDI LIMITED,"Farouk, Maamoun Tamer & CO",8-892-13,2026-03-19T14:47:59.102012
SA,Saudi Arabia,SFDA,BELARA 0.03MG/2MG F.C.TABLET,"CHLORMADINONE,ETHINYLESTRADIOL",,6,G03AA07,,Currently in Shortage,2025-01-11,2025-11-13,Commercial /Manufacturing Issue,GEDEON RICHTER PLC.,SAUDI INTERNATIONAL TRADING COMPANY LTD (SITCO),2104257259,2026-03-19T14:47:59.103569
SA,Saudi Arabia,SFDA,Xofax,DEFERASIROX,,12,V03AC03,,Currently in Shortage,2025-09-11,2025-12-11,Commercial /Manufacturing Issue,PHARMATHEN INTERNATIONAL,SPIMACO,2601233179,2026-03-19T14:47:59.104574
SA,Saudi Arabia,SFDA,Xofax,DEFERASIROX,,12,V03AC03,,Currently in Shortage,2025-09-11,2025-12-11,Commercial /Manufacturing Issue,PHARMATHEN INTERNATIONAL,SPIMACO,2601233180,2026-03-19T14:47:59.106574
SA,Saudi Arabia,SFDA,Xofax,DEFERASIROX,,12,V03AC03,,Currently in Shortage,2025-09-11,2025-12-11,Commercial /Manufacturing Issue,PHARMATHEN INTERNATIONAL,SPIMACO,2601233181,2026-03-19T14:47:59.107575
SA,Saudi Arabia,SFDA,Apriva,APREMILAST,,31,L04AA32,,Currently in Shortage,2023-01-08,2025-12-11,Commercial /Manufacturing Issue,Jazeera Pharmaceutical Industries (JPI),Jazeera Pharmaceutical Industries (JPI),2609211078,2026-03-19T14:47:59.108574
SA,Saudi Arabia,SFDA,DABITRAN,DABIGATRAN ETEXILATE,,13,B01AE07,,Currently in Shortage,2025-04-15,2025-12-11,Commercial /Manufacturing Issue,Hetero Labs Limited Unit – III,Saudi Amarox,18-5362-20,2026-03-19T14:47:59.110574
SA,Saudi Arabia,SFDA,Xelobine,Capecitabine,,15,L01BC06,,Currently in Shortage,2025-05-02,2025-12-11,Commercial /Manufacturing Issue,Hetero Labs Limited Unit – V,Saudi Amarox,2202210536,2026-03-19T14:47:59.111574
SA,Saudi Arabia,SFDA,Tadil,TADALAFIL,,13,G04BE08,,Currently in Shortage,2025-04-20,2025-12-11,Commercial /Manufacturing Issue,Hetero Labs Limited Unit – III,Saudi Amarox,2112200350,2026-03-19T14:47:59.112575
SA,Saudi Arabia,SFDA,Rolitac XL,TACROLIMUS,,10,L04AD02,,Currently in Shortage,2025-07-14,2025-12-11,Commercial /Manufacturing Issue,Novartis Pharmaceutical Manufacturing LLC,Sandoz Limited Trading,1205233636,2026-03-19T14:47:59.113576
SA,Saudi Arabia,SFDA,VEXAL XR 150 MG EXTENDED RELEASE CAPSULE,VENLAFAXINE HYDROCHLORIDE,,11,N06AX16,,Currently in Shortage,2025-01-04,2025-12-11,Commercial /Manufacturing Issue,PHARMATHEN INTERNATIONAL,Jazeera Pharmaceutical Industries (JPI),141-334-11,2026-03-19T14:47:59.115580
SA,Saudi Arabia,SFDA,Geuvid,VILDAGLIPTIN,,12,A10BH02,,Currently in Shortage,2025-05-13,2025-12-11,Commercial /Manufacturing Issue,Hetero Labs Limited Unit – V,Saudi Amarox,1912223024,2026-03-19T14:47:59.117577
SA,Saudi Arabia,SFDA,Geuvid,VILDAGLIPTIN,,12,A10BH02,,Currently in Shortage,2025-05-13,2025-12-11,Commercial /Manufacturing Issue,Hetero Labs Limited Unit – V,Saudi Amarox,1912223025,2026-03-19T14:47:59.118577
SA,Saudi Arabia,SFDA,Rolitac XL,TACROLIMUS,,10,L04AD02,,Currently in Shortage,2025-07-14,2025-12-11,Commercial /Manufacturing Issue,Novartis Pharmaceutical Manufacturing LLC,Sandoz Limited Trading,1205233638,2026-03-19T14:47:59.120576
