country_code,country_name,source,medicine_name,active_substance,strength,package_size,atc_code,dosage_form,status,shortage_start,estimated_end,shortage_reason,manufacturer,company,registration_no,scraped_at
SA,Saudi Arabia,SFDA,LIXIANA 15 mg film coted tablet,EDOXABAN TOSILATE,,50,B01AF03,,Currently in Shortage,2022-06-10,2025-12-28,Commercial /Manufacturing Issue,SAJA-SAUDI ARABIAN JAPANESE PHARMACEUTICAL CO,Saudi Arabian Japanese Pharmaceutical Co. Ltd.,1209234185,2026-03-19T14:47:58.366606
SA,Saudi Arabia,SFDA,HARNAL 0.4MG MODIFIED RELEASE CAPSULES,TAMSULOSIN HYDROCHLORIDE,,61,G04CA02,,Currently in Shortage,2021-11-22,2025-12-28,Commercial /Manufacturing Issue,SAJA-SAUDI ARABIAN JAPANESE PHARMACEUTICAL CO,Saudi Arabian Japanese Pharmaceutical Co. Ltd.,0909245890,2026-03-19T14:47:58.369689
SA,Saudi Arabia,SFDA,IRSOTAN 300 mg Film Coated Tablet,IRBESARTAN,,6,C09CA04,,Currently in Shortage,2025-01-11,2025-12-25,Commercial /Manufacturing Issue,MEDOCHEMIE LTD.,AJA PHARMACEUTICAL INDUSTRIES,10-972-17,2026-03-19T14:47:58.370719
SA,Saudi Arabia,SFDA,Dermacom,"NYSTATIN,NEOMYCIN SULFATE,GRAMICIDIN,TRIAMCINOLONE ACETONIDE",,12,D01AA01,,Currently in Shortage,2025-02-12,2025-12-25,Commercial /Manufacturing Issue,SPIMACO,SPIMACO,2210258461,2026-03-19T14:47:58.372716
SA,Saudi Arabia,SFDA,Borvix,BORTEZOMIB,,60,L01XG01,,Currently in Shortage,2021-01-12,2025-12-25,Commercial /Manufacturing Issue,Qilu Pharmaceutical Hainan Co Ltd,Cigalah Group,2412200362,2026-03-19T14:47:58.373716
SA,Saudi Arabia,SFDA,Dermacom,"NYSTATIN,NEOMYCIN SULFATE,GRAMICIDIN,TRIAMCINOLONE ACETONIDE",,12,D01AA01,,Currently in Shortage,2025-02-12,2025-12-25,Commercial /Manufacturing Issue,SPIMACO,SPIMACO,2210258462,2026-03-19T14:47:58.374716
SA,Saudi Arabia,SFDA,PENTAGLOBIN AMP I.V,PLASMA PROTEIN FRACTION,,52,B06AC01,,Currently in Shortage,2022-01-08,2025-12-25,Global Shortage,BIOTEST,Cigalah Group,2009234228,2026-03-19T14:47:58.375717
SA,Saudi Arabia,SFDA,Squadaion,BENDAMUSTINE HYDROCHLORIDE,,45,L01AA09,,Currently in Shortage,2023-01-03,2025-12-25,Commercial /Manufacturing Issue,Mylan Laboratories Limited,Viatris Arabia Limited,0411211258,2026-03-19T14:47:58.376716
SA,Saudi Arabia,SFDA,VALPOHARDT 100 mg/ml solution for injection or infusion,VALPROATE SODIUM,,35,,,Currently in Shortage,2023-01-08,2025-12-25,Commercial /Manufacturing Issue,CP PHARMACEUTICAL Ltd,Abdulrehman Algosaibi G.T.C.,2403257140,2026-03-19T14:47:58.377733
SA,Saudi Arabia,SFDA,ELIVE,ENTECAVIR,,8,J05AF10,,Currently in Shortage,2025-08-31,2025-12-24,Commercial /Manufacturing Issue,AJA PHARMACEUTICAL INDUSTRIES,AJA PHARMACEUTICAL INDUSTRIES,2704221994,2026-03-19T14:47:58.379716
SA,Saudi Arabia,SFDA,LIDOCAINE 5 % OINTMENT,LIDOCAINE HYDROCHLORIDE,,39,N01BB02,,Currently in Shortage,2023-10-09,2025-12-24,Commercial /Manufacturing Issue,Gulf Pharmaceutical Industries (Julphar),Cigalah Group,2201269004,2026-03-19T14:47:58.380715
SA,Saudi Arabia,SFDA,LEXEK 125MG-5ML SUSP,CEFALEXIN,,58,J01DB01,,Currently in Shortage,2022-01-02,2025-12-24,Commercial /Manufacturing Issue,Gulf Pharmaceutical Industries (Julphar),Cigalah Group,0307257696,2026-03-19T14:47:58.381722
SA,Saudi Arabia,SFDA,SUPLASYN 20MG/2ML INJECTION,SODIUM HYALURONATE,,47,,,Currently in Shortage,2023-01-01,2025-12-24,Commercial /Manufacturing Issue,Mylan Institutional,Viatris Arabia Limited,1-768-20,2026-03-19T14:47:58.383731
SA,Saudi Arabia,SFDA,OCTANATE 250IU VIAL,HUMAN COAGULATION FACTOR VIII,,30,,,Currently in Shortage,2024-06-26,2025-12-24,Commercial /Manufacturing Issue,OCTAPHARMA,Faisal Musaed El Seif Saudi Pharmaceutical Co.,2410234379,2026-03-19T14:47:58.385729
SA,Saudi Arabia,SFDA,Tyrox,ERLOTINIB,,60,L01EB02,,Currently in Shortage,2021-01-12,2025-12-24,Commercial /Manufacturing Issue,REMEDICA,Cigalah Group,2611200297,2026-03-19T14:47:58.387762
SA,Saudi Arabia,SFDA,RISEK,OMEPRAZOLE,,60,A02BC01,,Currently in Shortage,2021-01-12,2025-12-24,Commercial /Manufacturing Issue,Gulf Pharmaceutical Industries (Julphar),Cigalah Group,138-186-01,2026-03-19T14:47:58.388761
SA,Saudi Arabia,SFDA,Sapropterin Amarox,SAPROPTERIN,,6,A16AX07,,Currently in Shortage,2025-09-12,2025-12-24,Commercial /Manufacturing Issue,M/s Annora Pharma Private Limited,Saudi Amarox,1709245925,2026-03-19T14:47:58.389766
SA,Saudi Arabia,SFDA,BUTALIN 2 mg tablet,SALBUTAMOL,,24,R03AC02,,Currently in Shortage,2024-12-24,2025-12-24,Commercial /Manufacturing Issue,Gulf Pharmaceutical Industries (Julphar),Cigalah Group,2608210987,2026-03-19T14:47:58.390766
SA,Saudi Arabia,SFDA,ATOXIA 120 mg Film-coated Tablet,Etoricoxib,,55,M01AH05,,Currently in Shortage,2022-09-05,2025-12-24,Commercial /Manufacturing Issue,UNITED PHARMACEUTICAL COMPANY,Cigalah Group,3-5286-19,2026-03-19T14:47:58.391765
SA,Saudi Arabia,SFDA,JULPHACEF 1GM I.M.-I.V. INJECTION,CEFRADINE,,60,,,Currently in Shortage,2021-01-12,2025-12-23,Commercial /Manufacturing Issue,Gulf Pharmaceutical Industries (Julphar),Cigalah Group,0805257364,2026-03-19T14:47:58.392728
SA,Saudi Arabia,SFDA,Catabina,Capecitabine,,12,L01BC06,,Currently in Shortage,2025-12-22,2025-12-23,Commercial /Manufacturing Issue,SPIMACO,SPIMACO,0706210768,2026-03-19T14:47:58.394741
SA,Saudi Arabia,SFDA,TENOVAS,TENOFOVIR DISOPROXIL,,8,J05AF07,,Currently in Shortage,2025-12-22,2025-12-23,Commercial /Manufacturing Issue,Alrai Pharmaceutical industry Co. (L.L.C),ZIMMO TRADING ESTABLISHMENT,0111222857,2026-03-19T14:47:58.396640
SA,Saudi Arabia,SFDA,Tenovas,TENOFOVIR DISOPROXIL,,8,J05AF07,,Currently in Shortage,2025-12-22,2025-12-23,Commercial /Manufacturing Issue,Alrai Pharmaceutical industry Co. (L.L.C),ZIMMO TRADING ESTABLISHMENT,0111222856,2026-03-19T14:47:58.397149
SA,Saudi Arabia,SFDA,VALDATIN 50MG TABLET,VILDAGLIPTIN,,12,A10BH02,,Currently in Shortage,2025-12-22,2025-12-23,Commercial /Manufacturing Issue,SPIMACO,SPIMACO,1007257742,2026-03-19T14:47:58.398189
SA,Saudi Arabia,SFDA,TOBI PODHALER 28MG,TOBRAMYCIN,,7,J01GB01,,Currently in Shortage,2025-12-16,2025-12-22,Commercial /Manufacturing Issue,NOVARTIS,Viatris Arabia Limited,3-5480-20,2026-03-19T14:47:58.400158
SA,Saudi Arabia,SFDA,SUTEXA 12.5MG CAPSULE,SUNITINIB,,60,L01EX01,,Currently in Shortage,2021-01-12,2025-12-22,Commercial /Manufacturing Issue,Combino Pharm (Malta) Ltd,Cigalah Group,2804257295,2026-03-19T14:47:58.402160
SA,Saudi Arabia,SFDA,SUTEXA 25MG CAPSULE,SUNITINIB,,60,L01EX01,,Currently in Shortage,2021-01-12,2025-12-22,Commercial /Manufacturing Issue,Combino Pharm (Malta) Ltd,Cigalah Group,2804257293,2026-03-19T14:47:58.404156
SA,Saudi Arabia,SFDA,SUTEXA 50MG CAPSULE,SUNITINIB,,60,L01EX01,,Currently in Shortage,2021-01-12,2025-12-22,Commercial /Manufacturing Issue,Combino Pharm (Malta) Ltd,Cigalah Group,2804257291,2026-03-19T14:47:58.405192
SA,Saudi Arabia,SFDA,LEVITRA 20MG TABLET,VARDENAFIL,,1,G04BE09,,Currently in Shortage,2025-01-12,2025-12-22,Commercial /Manufacturing Issue,Merial,SAUDI INTERNATIONAL TRADING COMPANY LTD (SITCO),1506233814,2026-03-19T14:47:58.406189
SA,Saudi Arabia,SFDA,PRIMOCEF 0.5 GM I.M- I.V VIAL,CEFOTAXIME,,54,J01DD01,,Currently in Shortage,2022-06-30,2025-12-22,Commercial /Manufacturing Issue,Gulf Pharmaceutical Industries (Julphar),Cigalah Group,151-186-01,2026-03-19T14:47:58.407189
SA,Saudi Arabia,SFDA,Idacio,ADALIMUMAB,,7,L04AB04,,Currently in Shortage,2025-01-07,2025-12-22,Commercial /Manufacturing Issue,MERCK SERONO SPA,Faisal Musaed El Seif Saudi Pharmaceutical Co.,1507210881,2026-03-19T14:47:58.408191
SA,Saudi Arabia,SFDA,PANTOMAX 20MG E.C. TABLETS,PANTOPRAZOLE,,33,A02BC02,,Currently in Shortage,2023-06-06,2025-12-22,Commercial /Manufacturing Issue,SAUDI PHARMACEUTICAL INDUSTRIES,Saudi Arabian Japanese Pharmaceutical Co. Ltd.,29-370-06,2026-03-19T14:47:58.410191
SA,Saudi Arabia,SFDA,PANTOMAX 20MG E.C. TABLETS,PANTOPRAZOLE,,33,A02BC02,,Currently in Shortage,2023-06-06,2025-12-22,Commercial /Manufacturing Issue,SAUDI PHARMACEUTICAL INDUSTRIES,Saudi Arabian Japanese Pharmaceutical Co. Ltd.,28-370-06,2026-03-19T14:47:58.411189
SA,Saudi Arabia,SFDA,ASMADIL SYRUP,SALBUTAMOL,,40,R03AC02,,Currently in Shortage,2023-08-24,2025-12-22,Commercial /Manufacturing Issue,APM,Abdulrehman Algosaibi G.T.C.,68-119-90,2026-03-19T14:47:58.412855
SA,Saudi Arabia,SFDA,Sesmo,ESOMEPRAZOLE MAGNESIUM,,23,A02BC05,,Currently in Shortage,2024-09-07,2025-12-21,Regulations Related Issue,SAJA-SAUDI ARABIAN JAPANESE PHARMACEUTICAL CO,"Farouk, Maamoun Tamer & CO",2805245372,2026-03-19T14:47:58.413896
SA,Saudi Arabia,SFDA,Sesmo,ESOMEPRAZOLE MAGNESIUM,,23,A02BC05,,Currently in Shortage,2024-09-07,2025-12-21,Regulations Related Issue,SAJA-SAUDI ARABIAN JAPANESE PHARMACEUTICAL CO,"Farouk, Maamoun Tamer & CO",2805245370,2026-03-19T14:47:58.414900
SA,Saudi Arabia,SFDA,Sesmo,ESOMEPRAZOLE MAGNESIUM,,23,A02BC05,,Currently in Shortage,2024-09-07,2025-12-21,Regulations Related Issue,SAJA-SAUDI ARABIAN JAPANESE PHARMACEUTICAL CO,"Farouk, Maamoun Tamer & CO",2805245373,2026-03-19T14:47:58.415895
SA,Saudi Arabia,SFDA,Sesmo,ESOMEPRAZOLE MAGNESIUM,,23,A02BC05,,Currently in Shortage,2024-09-07,2025-12-21,Regulations Related Issue,SAJA-SAUDI ARABIAN JAPANESE PHARMACEUTICAL CO,"Farouk, Maamoun Tamer & CO",2805245369,2026-03-19T14:47:58.417869
SA,Saudi Arabia,SFDA,AMOXIPLUS 1.2GM Powder for injection,"AMOXICILLIN,CLAVULANIC ACID",,27,J01CA04,,Currently in Shortage,2024-04-22,2025-12-21,MAH/Agent changed,ANTIBIOTIC S.E,Cigalah Group,1309234199,2026-03-19T14:47:58.419865
SA,Saudi Arabia,SFDA,AMPIPLUS 1.5GM POWDER FOR INGECTION,"AMPICILLIN,SULBACTAM",,54,J01CR01,,Currently in Shortage,2022-01-01,2025-12-21,MAH/Agent changed,ANTIBIOTIC S.E,Cigalah Group,1005233628,2026-03-19T14:47:58.421896
SA,Saudi Arabia,SFDA,TWINZOL EYE DROPS,"DORZOLAMIDE,TIMOLOL MALEATE",,37,,,Currently in Shortage,2023-01-11,2025-12-21,Regulations Related Issue,Orchidia Pharmaceutical Industries,SAUDI ARABIAN DRUG STORE COMPANY,1806257580,2026-03-19T14:47:58.422894
SA,Saudi Arabia,SFDA,LOXAMOX 250MG/50ML SOL. FOR IV INFUSION,LEVOFLOXACIN,,55,J01MA12,,Currently in Shortage,2022-09-05,2025-12-18,Commercial /Manufacturing Issue,MS Pharma,Cigalah Group,0110246001,2026-03-19T14:47:58.423894
SA,Saudi Arabia,SFDA,Calprime,PARICALCITOL,,12,H05BX02,,Currently in Shortage,2025-12-16,2025-12-18,Commercial /Manufacturing Issue,SPIMACO,SPIMACO,0112258697,2026-03-19T14:47:58.424894
SA,Saudi Arabia,SFDA,SALURIN 5MG-5ML SYRUP,FUROSEMIDE,,83,C03CA01,,Currently in Shortage,2020-01-01,2025-12-18,Commercial /Manufacturing Issue,Gulf Pharmaceutical Industries (Julphar),Cigalah Group,0501268858,2026-03-19T14:47:58.425898
SA,Saudi Arabia,SFDA,SALINAL 42MG CHEWABLE TAB,SIMETHICONE,,71,,,Currently in Shortage,2021-01-01,2025-12-18,Commercial /Manufacturing Issue,Gulf Pharmaceutical Industries (Julphar),Cigalah Group,0801268890,2026-03-19T14:47:58.426896
SA,Saudi Arabia,SFDA,CLAMUDEX,Bicalutamide,,63,L02BB03,,Currently in Shortage,2021-12-09,2025-12-18,Commercial /Manufacturing Issue,Kocak Farma İlac Ve Kimya Sanayi A.S.,Cigalah Group,84-5286-21,2026-03-19T14:47:58.428894
SA,Saudi Arabia,SFDA,PENTAGLOBIN,PLASMA PROTEIN FRACTION,,52,B06AC01,,Currently in Shortage,2022-01-08,2025-12-18,Global Shortage,Laboratories Biove,Cigalah Group,2009234227,2026-03-19T14:47:58.428894
SA,Saudi Arabia,SFDA,PENTAGLOBIN,PLASMA PROTEIN FRACTION,,52,B06AC01,,Currently in Shortage,2022-01-08,2025-12-18,Global Shortage,Bremer Pharma GMBH,Cigalah Group,2009234226,2026-03-19T14:47:58.430601
SA,Saudi Arabia,SFDA,PROFINAL 200MG TAB,IBUPROFEN,,62,M01AE01,,Currently in Shortage,2021-01-10,2025-12-18,Regulations Related Issue,Gulf Pharmaceutical Industries (Julphar),Cigalah Group,0307257689,2026-03-19T14:47:58.431642
SA,Saudi Arabia,SFDA,JULMENTIN 2X. 1000MG TABLETS,"AMOXICILLIN,CLAVULANIC ACID",,62,J01CA04,,Currently in Shortage,2021-01-10,2025-12-18,Regulations Related Issue,Gulf Pharmaceutical Industries (Julphar),Cigalah Group,1407257750,2026-03-19T14:47:58.433611
SA,Saudi Arabia,SFDA,3V TABLETS,"PYRIDOXINE,THIAMINE,CYANOCOBALAMIN",,62,,,Currently in Shortage,2021-01-10,2025-12-18,Regulations Related Issue,Gulf Pharmaceutical Industries (Julphar),Cigalah Group,0805257367,2026-03-19T14:47:58.436610
SA,Saudi Arabia,SFDA,Tyrox,ERLOTINIB,,59,L01EB02,,Currently in Shortage,2022-01-01,2025-12-17,Commercial /Manufacturing Issue,REMEDICA,Cigalah Group,2611200296,2026-03-19T14:47:58.437649
SA,Saudi Arabia,SFDA,Apisal,SODIUM CHLORIDE,,3,B05CB01,,Currently in Shortage,2025-01-12,2025-12-17,Commercial /Manufacturing Issue,Amman Pharmaceutical Industries (API),Salehiya Trading Co.,2110258451,2026-03-19T14:47:58.438643
SA,Saudi Arabia,SFDA,CURACNE 10MG SOFT GELATIN CAPSULE,ISOTRETINOIN,,54,D10BA01,,Currently in Shortage,2022-06-27,2025-12-17,Commercial /Manufacturing Issue,CATALENT,Cigalah Group,2407257844,2026-03-19T14:47:58.439609
SA,Saudi Arabia,SFDA,APICARPINE 4% EYE DROPS,PILOCARPINE HYDROCHLORIDE,,12,S01EB01,,Currently in Shortage,2025-01-12,2025-12-17,Commercial /Manufacturing Issue,Amman Pharmaceutical Industries (API),Salehiya Trading Co.,7-290-98,2026-03-19T14:47:58.441641
SA,Saudi Arabia,SFDA,V-2 CAPS,"PHOSPHORUS,CALCIUM PHOSPHATE,MAGNESIUM OXIDE,POTASSIUM IODIDE,ZINC OXIDE,MANGANESE,COPPER,SODIUM MOLYBDATE,BIOTIN,NICOTINAMIDE,ASCORBIC ACID,CYANOCOBALAMIN,PYRIDOXINE (VITAMIN B6),RIBOFLAVIN (VITAMIN B2),THIAMINE,TOCOPHEROL,GINSENG,FERROUS FUMARATE,MAGNESIUM SULFATE,CHOLECALCIFEROL,FOLIC ACID,CALCIUM PANTOTHENATE,PHOSPHOLIPIDS",,6,,,Currently in Shortage,2025-11-12,2025-12-16,Commercial /Manufacturing Issue,PHARCO PHARMACEUTICAL,ZIMMO TRADING ESTABLISHMENT,7-206-94,2026-03-19T14:47:58.442641
SA,Saudi Arabia,SFDA,Lexek 500MG CAPS,CEFALEXIN,,55,J01DB01,,Currently in Shortage,2022-01-05,2025-12-16,Commercial /Manufacturing Issue,Gulf Pharmaceutical Industries (Julphar),Cigalah Group,0501268854,2026-03-19T14:47:58.443642
SA,Saudi Arabia,SFDA,MUCUM 30MG TABLETS,AMBROXOL HYDROCHLORIDE,,54,R02AD05,,Currently in Shortage,2022-06-30,2025-12-16,Commercial /Manufacturing Issue,Gulf Pharmaceutical Industries (Julphar),Cigalah Group,3004233563,2026-03-19T14:47:58.445642
SA,Saudi Arabia,SFDA,Voriole,VORICONAZOLE,,5,J02AC03,,Currently in Shortage,2025-01-12,2025-12-16,Commercial /Manufacturing Issue,MSN LABORATORIES PRIVATE LIMITED,Boston Oncology Arabia,0304221905,2026-03-19T14:47:58.445642
SA,Saudi Arabia,SFDA,FONTAX 20 mg film-coated tablet,TADALAFIL,,6,G04BE08,,Currently in Shortage,2025-01-11,2025-12-16,Commercial /Manufacturing Issue,MEDOCHEMIE LTD,AJA PHARMACEUTICAL INDUSTRIES,1012258764,2026-03-19T14:47:58.447277
SA,Saudi Arabia,SFDA,CARDEX PLUS 5/12.5 mg F.C TABLETS,"HYDROCHLOROTHIAZIDE,BISOPROLOL FUMARATE",,36,,,Currently in Shortage,2023-01-12,2025-12-16,Commercial /Manufacturing Issue,TABUK PHARMACEUTICAL MANUFACTURING CO.,SAUDI INTERNATIONAL TRADING COMPANY LTD (SITCO),1809234221,2026-03-19T14:47:58.448316
SA,Saudi Arabia,SFDA,BETASONE 500MCG TAB,BETAMETHASONE SODIUM PHOSPHATE,,62,D07AC01,,Currently in Shortage,2021-01-10,2025-12-15,Regulations Related Issue,Gulf Pharmaceutical Industries (Julphar),Cigalah Group,5-186-95,2026-03-19T14:47:58.451286
SA,Saudi Arabia,SFDA,NEOXIDIL 2% SOLN.,MINOXIDIL,,7,D11AX01,,Currently in Shortage,2025-12-14,2025-12-15,Regulations Related Issue,Interchemie Werken ‘De Adelaar’ Eesti AS,Galderma Arabia,1-274-97,2026-03-19T14:47:58.453282
SA,Saudi Arabia,SFDA,ADOL ALLERGY SINUS 325MG-2MG-30MG CAPLET,"PARACETAMOL,PSEUDOEPHEDRINE HYDROCHLORIDE,CHLORPHENIRAMINE MALEATE",,62,N02BE01,,Currently in Shortage,2021-01-10,2025-12-15,Regulations Related Issue,Gulf Pharmaceutical Industries (Julphar),Cigalah Group,0801268888,2026-03-19T14:47:58.454364
SA,Saudi Arabia,SFDA,NINLARO 2.3 mg Hard Capsule,IXAZOMIB CITRATE,,59,L01XG03,,Currently in Shortage,2022-01-03,2025-12-15,Commercial /Manufacturing Issue,HAUPT PHARMA AMAREG GmbH,Abdulrehman Algosaibi G.T.C.,1001244701,2026-03-19T14:47:58.455355
SA,Saudi Arabia,SFDA,Diva,"DROSPINENONE,ETHINYLESTRADIOL",,34,G03AA07,,Currently in Shortage,2023-11-06,2025-12-15,Commercial /Manufacturing Issue,"LABORATORIOS LEON FARMA, S.A.",Abdulrehman Algosaibi G.T.C.,1012200319,2026-03-19T14:47:58.456356
SA,Saudi Arabia,SFDA,KAPTIN SUSP,"KAOLIN,PECTIN",,62,,,Currently in Shortage,2021-01-10,2025-12-15,Regulations Related Issue,Gulf Pharmaceutical Industries (Julphar),Cigalah Group,0308222395,2026-03-19T14:47:58.457354
SA,Saudi Arabia,SFDA,LOJOUR 5MG\5ML SYRUP,LORATADINE,,62,R06AX13,,Currently in Shortage,2021-01-10,2025-12-15,Regulations Related Issue,Gulf Pharmaceutical Industries (Julphar),Cigalah Group,0509234139,2026-03-19T14:47:58.458322
SA,Saudi Arabia,SFDA,MIKOSTAT 100000U CREAM,NYSTATIN,,62,D01AA01,,Currently in Shortage,2021-01-10,2025-12-15,Regulations Related Issue,Gulf Pharmaceutical Industries (Julphar),Cigalah Group,0501268855,2026-03-19T14:47:58.460355
SA,Saudi Arabia,SFDA,MIXAVIT TAB,MULTIVITAMINS,,62,B05XC,,Currently in Shortage,2021-01-10,2025-12-15,Regulations Related Issue,Gulf Pharmaceutical Industries (Julphar),Cigalah Group,0901233079,2026-03-19T14:47:58.461355
SA,Saudi Arabia,SFDA,MODODOM 10MG F.C. TABLETS,DOMPERIDONE,,62,A03FA03,,Currently in Shortage,2021-01-10,2025-12-15,Regulations Related Issue,Gulf Pharmaceutical Industries (Julphar),Cigalah Group,0901233078,2026-03-19T14:47:58.462321
SA,Saudi Arabia,SFDA,MUCOLYTE SYRUP,BROMHEXINE,,62,R05CB02,,Currently in Shortage,2021-01-10,2025-12-15,Regulations Related Issue,Gulf Pharmaceutical Industries (Julphar),Cigalah Group,1807222305,2026-03-19T14:47:58.462321
SA,Saudi Arabia,SFDA,NASIVIN DROPS 0.025%,OXYMETAZOLINE,,62,R01AA05,,Currently in Shortage,2021-01-10,2025-12-15,Regulations Related Issue,Gulf Pharmaceutical Industries (Julphar),Cigalah Group,28-186-87,2026-03-19T14:47:58.463889
SA,Saudi Arabia,SFDA,NASIVIN DROPS 0.05%,OXYMETAZOLINE,,62,R01AA05,,Currently in Shortage,2021-01-10,2025-12-15,Regulations Related Issue,Gulf Pharmaceutical Industries (Julphar),Cigalah Group,27-186-87,2026-03-19T14:47:58.465896
SA,Saudi Arabia,SFDA,XYLOLIN 0.05%CHILD NASAL SPRAY,XYLOMETAZOLINE HYDROCHLORIDE,,38,R01AA07,,Currently in Shortage,2023-01-10,2025-12-15,Regulations Related Issue,Gulf Pharmaceutical Industries (Julphar),Cigalah Group,91-186-99,2026-03-19T14:47:58.467901
SA,Saudi Arabia,SFDA,UROXIN 400MG TAB,NORFLOXACIN,,62,J01MA06,,Currently in Shortage,2021-01-10,2025-12-15,Regulations Related Issue,Gulf Pharmaceutical Industries (Julphar),Cigalah Group,103-186-99,2026-03-19T14:47:58.469896
SA,Saudi Arabia,SFDA,DEFRA 120MG DELAYED RELEASE CAPSULES,Dimethyl Fumarate,,60,L04AX07,,Currently in Shortage,2021-01-12,2025-12-15,Commercial /Manufacturing Issue,Macleods Pharmaceuticals Ltd.,Cigalah Group,0308257913,2026-03-19T14:47:58.471935
SA,Saudi Arabia,SFDA,DEFRA 240MG DELAYED RELEASE CAPSULES,Dimethyl Fumarate,,60,L04AX07,,Currently in Shortage,2021-01-12,2025-12-15,Commercial /Manufacturing Issue,Macleods Pharmaceuticals Ltd.,Cigalah Group,0308257912,2026-03-19T14:47:58.472930
SA,Saudi Arabia,SFDA,GEBTIN,GEMCITABINE,,60,L01BC05,,Currently in Shortage,2021-01-12,2025-12-15,Commercial /Manufacturing Issue,Jiangsu Hengrui Pharmaceuticals Co Ltd,Cigalah Group,72-5286-20,2026-03-19T14:47:58.473896
SA,Saudi Arabia,SFDA,GEBTIN,GEMCITABINE,,60,L01BC05,,Currently in Shortage,2021-01-12,2025-12-15,Commercial /Manufacturing Issue,Jiangsu Hengrui Pharmaceuticals Co Ltd,Cigalah Group,73-5286-20,2026-03-19T14:47:58.474932
SA,Saudi Arabia,SFDA,MUCUM 15MG-5ML SYRUP,AMBROXOL HYDROCHLORIDE,,60,R02AD05,,Currently in Shortage,2021-01-12,2025-12-15,Commercial /Manufacturing Issue,Gulf Pharmaceutical Industries (Julphar),Cigalah Group,0509234140,2026-03-19T14:47:58.475929
SA,Saudi Arabia,SFDA,FOLICRON SR CAPSULE,"FERROUS SULFATE,FOLIC ACID",,60,,,Currently in Shortage,2021-01-12,2025-12-15,Regulations Related Issue,Gulf Pharmaceutical Industries (Julphar),Cigalah Group,303-186-20,2026-03-19T14:47:58.476928
SA,Saudi Arabia,SFDA,Rinvoq,UPADACITINIB,,6,L04AF03,,Currently in Shortage,2025-09-12,2025-12-15,Commercial /Manufacturing Issue,AbbVie Ireland,"Farouk, Maamoun Tamer & CO",0812223001,2026-03-19T14:47:58.477929
SA,Saudi Arabia,SFDA,ESPADA 20MG F.C TABLETS,MEMANTINE HYDROCHLORIDE,,55,N06DX01,,Currently in Shortage,2022-09-05,2025-12-15,Commercial /Manufacturing Issue,UNITED PHARMACEUTICAL COMPANY,Cigalah Group,63-5286-20,2026-03-19T14:47:58.479898
SA,Saudi Arabia,SFDA,DAKTARIN POWDER 2%,MICONAZOLE NITRATE,,53,D01AC02,,Currently in Shortage,2022-03-07,2025-12-15,Commercial /Manufacturing Issue,LUSOMEDICAMENTA,Cigalah Group,12-6-81,2026-03-19T14:47:58.480926
SA,Saudi Arabia,SFDA,GYNO-DAKTARIN 1200MG VAGINAL CAPSULE,MICONAZOLE NITRATE,,53,D01AC02,,Currently in Shortage,2022-03-07,2025-12-15,Global Shortage,CATALENT,Cigalah Group,2-280-08,2026-03-19T14:47:58.481929
SA,Saudi Arabia,SFDA,STUGERON 25MG TAB,CINNARIZINE,,41,N07CA02,,Currently in Shortage,2023-09-07,2025-12-15,Commercial /Manufacturing Issue,LUSOMEDICAMENTA,Cigalah Group,93-6-03,2026-03-19T14:47:58.482938
SA,Saudi Arabia,SFDA,ADOL,PARACETAMOL,,51,N02BE01,,Currently in Shortage,2022-01-09,2025-12-15,Commercial /Manufacturing Issue,Gulf-Pharmaceutical-Industries-(Julphar),Cigalah Group,306-186-21,2026-03-19T14:47:58.485978
SA,Saudi Arabia,SFDA,ADOL,PARACETAMOL,,51,N02BE01,,Currently in Shortage,2022-01-09,2025-12-15,Commercial /Manufacturing Issue,Gulf-Pharmaceutical-Industries-(Julphar),Cigalah Group,307-186-21,2026-03-19T14:47:58.487969
SA,Saudi Arabia,SFDA,Dandaxa,TADALAFIL,,50,G04BE08,,Currently in Shortage,2022-01-10,2025-12-15,Commercial /Manufacturing Issue,GULF PHARMACEUTICAL INDUSTIRES- JULPHAR,Cigalah Group,2001268958,2026-03-19T14:47:58.488967
SA,Saudi Arabia,SFDA,RISPERDAL 3MG TAB,RISPERIDONE,,47,N05AX08,,Currently in Shortage,2023-01-25,2025-12-15,Commercial /Manufacturing Issue,JANSSEN-CILAG,Cigalah Group,67-6-97,2026-03-19T14:47:58.489969
SA,Saudi Arabia,SFDA,DUROGESIC TTS 75 Ug-HOUR,FENTANYL,,119,N02AB03,,Currently in Shortage,2017-01-01,2025-12-15,Commercial /Manufacturing Issue,JANSSEN PHARMACEUTICA N.V.,Cigalah Group,84-6-99,2026-03-19T14:47:58.490967
SA,Saudi Arabia,SFDA,MEPHAQUIN LACTAB,MEFLOQUINE,,42,P01BC02,,Currently in Shortage,2023-01-06,2025-12-15,Commercial /Manufacturing Issue,Alfasan International BV,Cigalah Group,1-222-93,2026-03-19T14:47:58.492301
SA,Saudi Arabia,SFDA,Propylthiouracil MACLEODS,PROPYLTHIOURACIL,,6,H03BA02,,Currently in Shortage,2025-01-07,2025-12-15,Commercial /Manufacturing Issue,Macleods Pharmaceuticals Ltd.,AL HOBAIL MEDICAL OFFICE COMPANY LTD.,2404245202,2026-03-19T14:47:58.494043
