country_code,country_name,source,medicine_name,active_substance,strength,package_size,product_no,enr,atc_code,shortage_start,estimated_end,status,reason,meldungsart,mah,scraped_at,prk
DE,Germany,BfArM,"Urapidil AL 60 mg Hartkapseln, retardiert",Urapidil,,,14214354,2198961,C02CA06,2026-09-16,2026-10-01,shortage,Sonstige,Erstmeldung,ALIUD PHARMA GmbH,2026-09-23T20:53:05.492502,
DE,Germany,BfArM,"Urapidil AL 60 mg Hartkapseln, retardiert",Urapidil,,,14214360,2198961,C02CA06,2026-09-16,2026-10-01,shortage,Sonstige,Erstmeldung,ALIUD PHARMA GmbH,2026-09-23T20:53:05.492543,
DE,Germany,BfArM,Bronchospray Autohaler,Salbutamolsulfat,,,7820781,2141202,R03AC02,2026-01-16,2027-02-01,shortage,Sonstige,Änderungsmeldung,JensonR+ (Ireland) Limited,2026-09-23T20:53:05.492585,
DE,Germany,BfArM,Arsentrioxid STADA 1 mg/ml Konzentrat zur Herstellung einer Infusionslösung,Arsen(III)-oxid,,,17205367,2202947,L01XX27,2025-05-19,2026-10-05,shortage,Produktionsproblem,Änderungsmeldung,STADAPHARM GmbH,2026-09-23T20:53:05.492626,216380
DE,Germany,BfArM,Aprepitant STADA 125 mg Hartkapseln,Aprepitant,,,16662134,2205366,A04AD12,2025-02-17,2026-10-19,shortage,Produktionsproblem,Änderungsmeldung,STADAPHARM GmbH,2026-09-23T20:53:05.492675,75825
DE,Germany,BfArM,Aprepitant STADA 125 mg und 80 mg Hartkapseln,Aprepitant,,,16662140,2205252,A04AD12,2024-08-05,2026-10-19,shortage,Produktionsproblem,Änderungsmeldung,STADAPHARM GmbH,2026-09-23T20:53:05.492719,
DE,Germany,BfArM,Dexa-Ophtal,Dexamethasondihydrogenphosphat-Dinatrium (Ph.Eur.),,,2935410,0024816,S01BA01,2026-09-21,2026-12-31,shortage,Produktionsproblem,Erstmeldung,Dr. Gerhard Mann chem.-pharm. Fabrik Gesellschaft mit beschränkter Haftung,2026-09-23T20:53:05.492762,214892
DE,Germany,BfArM,Floxal 3 mg/ml Augentropfen,Ofloxacin,,,3820927,2115583,S01AE01,2026-09-21,2026-10-30,shortage,Produktionsproblem,Erstmeldung,Dr. Gerhard Mann chem.-pharm. Fabrik Gesellschaft mit beschränkter Haftung,2026-09-23T20:53:05.492804,220582
DE,Germany,BfArM,Miochol-E Pulver und Lösungsmittel zur Herstellung einer Instillationslösung zur intraokularen Anwendung,Acetylcholinchlorid,,,1084648,0309602,S01EB09,2026-05-15,2027-01-15,shortage,Produktionsproblem,Änderungsmeldung,Dr. Gerhard Mann chem.-pharm. Fabrik Gesellschaft mit beschränkter Haftung,2026-09-23T20:53:05.492844,23930
DE,Germany,BfArM,Escitalopram-Micro Labs 15 mg Filmtabletten,Escitalopramoxalat,,,11695962,2186906,N06AB10,2026-09-10,2026-10-22,shortage,Sonstige,Erstmeldung,Micro Labs GmbH,2026-09-23T20:53:05.492886,85081
DE,Germany,BfArM,Escitalopram-Micro Labs 20 mg Filmtabletten,Escitalopramoxalat,,,11695979,2186907,N06AB10,2026-07-06,2026-10-09,shortage,Sonstige,Änderungsmeldung,Micro Labs GmbH,2026-09-23T20:53:05.492932,74977
DE,Germany,BfArM,Escitalopram-Micro Labs 20 mg Filmtabletten,Escitalopramoxalat,,,11695991,2186907,N06AB10,2026-07-06,2026-10-09,shortage,Sonstige,Änderungsmeldung,Micro Labs GmbH,2026-09-23T20:53:05.492980,74977
DE,Germany,BfArM,Escitalopram-Micro Labs 10 mg Filmtabletten,Escitalopramoxalat,,,11695904,2186905,N06AB10,2026-07-03,2026-10-22,shortage,Sonstige,Änderungsmeldung,Micro Labs GmbH,2026-09-23T20:53:05.493022,74969
DE,Germany,BfArM,Escitalopram-Micro Labs 10 mg Filmtabletten,Escitalopramoxalat,,,11695910,2186905,N06AB10,2026-07-03,2026-10-22,shortage,Sonstige,Änderungsmeldung,Micro Labs GmbH,2026-09-23T20:53:05.493067,74969
DE,Germany,BfArM,Escitalopram-Micro Labs 10 mg Filmtabletten,Escitalopramoxalat,,,11695927,2186905,N06AB10,2026-07-03,2026-10-22,shortage,Sonstige,Änderungsmeldung,Micro Labs GmbH,2026-09-23T20:53:05.493108,74969
DE,Germany,BfArM,Telmisartan Micro Labs 20 mg Tabletten,Telmisartan,,,13881321,2198054,C09CA07,2026-02-18,2026-10-06,shortage,Sonstige,Änderungsmeldung,Micro Labs GmbH,2026-09-23T20:53:05.493149,57509
DE,Germany,BfArM,Escitalopram-Micro Labs 5 mg Filmtabletten,Escitalopramoxalat,,,11695896,2186904,N06AB10,2026-06-30,2026-10-09,shortage,Sonstige,Änderungsmeldung,Micro Labs GmbH,2026-09-23T20:53:05.493189,97802
DE,Germany,BfArM,Pantoprazol-Micro Labs 40 mg magensaftresistente Tabletten,Pantoprazol-Natrium-Sesquihydrat,,,10516704,2179977,A02BC02,2026-07-03,2026-09-25,shortage,Sonstige,Änderungsmeldung,Micro Labs GmbH,2026-09-23T20:53:05.493234,43044
DE,Germany,BfArM,Pantoprazol-Micro Labs 40 mg magensaftresistente Tabletten,Pantoprazol-Natrium-Sesquihydrat,,,10516710,2179977,A02BC02,2026-07-03,2026-09-25,shortage,Sonstige,Änderungsmeldung,Micro Labs GmbH,2026-09-23T20:53:05.493276,43044
DE,Germany,BfArM,Pantoprazol-Micro Labs 40 mg magensaftresistente Tabletten,Pantoprazol-Natrium-Sesquihydrat,,,17378458,2179977,A02BC02,2026-07-03,2026-09-25,shortage,Sonstige,Änderungsmeldung,Micro Labs GmbH,2026-09-23T20:53:05.493316,43044
DE,Germany,BfArM,Pantoprazol-Micro Labs 40 mg magensaftresistente Tabletten,Pantoprazol-Natrium-Sesquihydrat,,,17378464,2179977,A02BC02,2026-07-03,2026-09-25,shortage,Sonstige,Änderungsmeldung,Micro Labs GmbH,2026-09-23T20:53:05.493361,43044
DE,Germany,BfArM,Pantoprazol-Micro Labs 40 mg magensaftresistente Tabletten,Pantoprazol-Natrium-Sesquihydrat,,,17378470,2179977,A02BC02,2026-07-03,2026-09-25,shortage,Sonstige,Änderungsmeldung,Micro Labs GmbH,2026-09-23T20:53:05.493402,43044
DE,Germany,BfArM,Pantoprazol-Micro Labs 40 mg magensaftresistente Tabletten,Pantoprazol-Natrium-Sesquihydrat,,,18874024,2179977,A02BC02,2026-07-03,2026-09-25,shortage,Sonstige,Änderungsmeldung,Micro Labs GmbH,2026-09-23T20:53:05.493448,43044
DE,Germany,BfArM,"Amitriptylin Micro Labs 22,1 mg Filmtabletten",Amitriptylinhydrochlorid,,,16531739,2201945,N06AA09,2026-03-26,2026-10-09,shortage,Sonstige,Änderungsmeldung,Micro Labs GmbH,2026-09-23T20:53:05.493494,
DE,Germany,BfArM,"Amitriptylin Micro Labs 22,1 mg Filmtabletten",Amitriptylinhydrochlorid,,,16531745,2201945,N06AA09,2026-03-26,2026-10-09,shortage,Sonstige,Änderungsmeldung,Micro Labs GmbH,2026-09-23T20:53:05.493549,7854
DE,Germany,BfArM,"Amitriptylin Micro Labs 22,1 mg Filmtabletten",Amitriptylinhydrochlorid,,,16531751,2201945,N06AA09,2026-03-26,2026-10-09,shortage,Sonstige,Änderungsmeldung,Micro Labs GmbH,2026-09-23T20:53:05.493590,7854
DE,Germany,BfArM,"Amitriptylin Micro Labs 88,38 mg Filmtabletten",Amitriptylinhydrochlorid,,,16531886,2201948,N06AA09,2026-08-14,2026-10-09,shortage,Sonstige,Änderungsmeldung,Micro Labs GmbH,2026-09-23T20:53:05.493633,
DE,Germany,BfArM,"Amitriptylin Micro Labs 88,38 mg Filmtabletten",Amitriptylinhydrochlorid,,,16531892,2201948,N06AA09,2026-08-14,2026-10-09,shortage,Sonstige,Änderungsmeldung,Micro Labs GmbH,2026-09-23T20:53:05.493674,
DE,Germany,BfArM,"Amitriptylin Micro Labs 88,38 mg Filmtabletten",Amitriptylinhydrochlorid,,,16531900,2201948,N06AA09,2026-08-14,2026-10-09,shortage,Sonstige,Änderungsmeldung,Micro Labs GmbH,2026-09-23T20:53:05.493714,
DE,Germany,BfArM,"Amitriptylin Micro Labs 44,19 mg Filmtabletten",Amitriptylinhydrochlorid,,,16531774,2201946,N06AA09,2026-08-14,2026-10-09,shortage,Sonstige,Änderungsmeldung,Micro Labs GmbH,2026-09-23T20:53:05.493754,7862
DE,Germany,BfArM,"Amitriptylin Micro Labs 44,19 mg Filmtabletten",Amitriptylinhydrochlorid,,,16531780,2201946,N06AA09,2026-08-14,2026-10-09,shortage,Sonstige,Änderungsmeldung,Micro Labs GmbH,2026-09-23T20:53:05.493793,7862
DE,Germany,BfArM,"Moxifloxacin Micro Labs 5 mg/ml Augentropfen, Lösung",Moxifloxacinhydrochlorid (Ph.Eur.) ((mit Angaben zum Wasser-Gehalt (1:x))),,,16385657,2199474,S01AE07,2026-08-25,2026-10-09,shortage,Sonstige,Änderungsmeldung,Micro Labs GmbH,2026-09-23T20:53:05.493833,221031
DE,Germany,BfArM,Gabapentin-Micro Labs 800 mg Filmtabletten,Gabapentin,,,10517187,2183414,N02BF01,2026-03-19,2026-10-05,shortage,Sonstige,Änderungsmeldung,Micro Labs GmbH,2026-09-23T20:53:05.493876,57568
DE,Germany,BfArM,Gabapentin-Micro Labs 800 mg Filmtabletten,Gabapentin,,,10517193,2183414,N02BF01,2026-03-19,2026-10-05,shortage,Sonstige,Änderungsmeldung,Micro Labs GmbH,2026-09-23T20:53:05.493916,57568
DE,Germany,BfArM,Palonosetron Fresenius Kabi 250 Mikrogramm Injektionslösung,Palonosetronhydrochlorid,,,14240239,2195306,A04AA05,2026-08-17,2026-10-07,shortage,Produktionsproblem,Änderungsmeldung,Fresenius Kabi Deutschland GmbH,2026-09-23T20:53:05.493957,
DE,Germany,BfArM,Dexahexal 4 mg,Dexamethasondihydrogenphosphat-Dinatrium (Ph.Eur.),,,1276891,2150745,H02AB02,2026-02-12,2026-12-31,shortage,Sonstige,Änderungsmeldung,H e x a l  Aktiengesellschaft,2026-09-23T20:53:05.493996,75108
DE,Germany,BfArM,Cefuroxim - 1 A Pharma 125 mg/5 ml Granulat zur Herstellung einer Suspension zum Einnehmen,Cefuroximaxetil,,,18168705,2122755,J01DC02,2026-07-14,2026-11-13,shortage,Sonstige,Änderungsmeldung,1 A Pharma GmbH,2026-09-23T20:53:05.494036,
DE,Germany,BfArM,"BisoHEXAL plus 5/12,5",Bisoprololfumarat (Ph.Eur.); Hydrochlorothiazid,,,2426625,2146827,C07BB07,2026-02-19,2026-12-18,shortage,Sonstige,Änderungsmeldung,H e x a l  Aktiengesellschaft,2026-09-23T20:53:05.494076,39527
DE,Germany,BfArM,Abirateron HEXAL 1000 mg Filmtabletten,Abirateronacetat,,,17560536,7000245,L02BX03,2026-01-21,2026-11-06,shortage,Sonstige,Änderungsmeldung,H e x a l  Aktiengesellschaft,2026-09-23T20:53:05.494116,216526
DE,Germany,BfArM,Abirateron HEXAL 1000 mg Filmtabletten,Abirateronacetat,,,17560571,7000245,L02BX03,2026-01-21,2026-11-06,shortage,Sonstige,Änderungsmeldung,H e x a l  Aktiengesellschaft,2026-09-23T20:53:05.494160,216526
DE,Germany,BfArM,Amineurin 10,Amitriptylinhydrochlorid,,,3634314,2109768,N06AA09,2026-06-10,2026-10-07,shortage,Sonstige,Änderungsmeldung,H e x a l  Aktiengesellschaft,2026-09-23T20:53:05.494203,7846
DE,Germany,BfArM,Amineurin 10,Amitriptylinhydrochlorid,,,3634320,2109768,N06AA09,2026-06-10,2026-10-07,shortage,Sonstige,Änderungsmeldung,H e x a l  Aktiengesellschaft,2026-09-23T20:53:05.494243,7846
DE,Germany,BfArM,Amineurin 10,Amitriptylinhydrochlorid,,,3634337,2109768,N06AA09,2026-06-10,2026-10-07,shortage,Sonstige,Änderungsmeldung,H e x a l  Aktiengesellschaft,2026-09-23T20:53:05.494286,7846
DE,Germany,BfArM,Quetiapin - 1 A Pharma 600 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,16536292,2205901,N05AH04,2024-11-06,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,1 A Pharma GmbH,2026-09-23T20:53:05.494328,
DE,Germany,BfArM,Quetiapin - 1 A Pharma 600 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,16536300,2205901,N05AH04,2024-11-06,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,1 A Pharma GmbH,2026-09-23T20:53:05.494370,
DE,Germany,BfArM,Quetiapin - 1 A Pharma 600 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,16536317,2205901,N05AH04,2024-11-06,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,1 A Pharma GmbH,2026-09-23T20:53:05.494412,
DE,Germany,BfArM,Quetiapin - 1 A Pharma 50 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,10071892,2195200,N05AH04,2024-10-31,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,1 A Pharma GmbH,2026-09-23T20:53:05.494457,84182
DE,Germany,BfArM,Quetiapin - 1 A Pharma 50 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,10071900,2195200,N05AH04,2024-10-31,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,1 A Pharma GmbH,2026-09-23T20:53:05.494498,84182
DE,Germany,BfArM,Quetiapin - 1 A Pharma 50 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,10071917,2195200,N05AH04,2024-10-31,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,1 A Pharma GmbH,2026-09-23T20:53:05.494541,84182
DE,Germany,BfArM,Quetiapin HEXAL 50 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,9637609,2190547,N05AH04,2024-11-09,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,H e x a l  Aktiengesellschaft,2026-09-23T20:53:05.494582,84182
DE,Germany,BfArM,Quetiapin HEXAL 50 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,9637615,2190547,N05AH04,2024-11-09,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,H e x a l  Aktiengesellschaft,2026-09-23T20:53:05.494622,84182
DE,Germany,BfArM,Quetiapin HEXAL 50 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,9637621,2190547,N05AH04,2024-11-09,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,H e x a l  Aktiengesellschaft,2026-09-23T20:53:05.494666,84182
DE,Germany,BfArM,Quetiapin HEXAL 400 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,9637756,2190551,N05AH04,2024-11-20,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,H e x a l  Aktiengesellschaft,2026-09-23T20:53:05.494706,84212
DE,Germany,BfArM,Quetiapin - 1 A Pharma 400 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,9947215,2195204,N05AH04,2025-01-31,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,1 A Pharma GmbH,2026-09-23T20:53:05.494747,84212
DE,Germany,BfArM,Quetiapin - 1 A Pharma 400 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,9947238,2195204,N05AH04,2025-01-31,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,1 A Pharma GmbH,2026-09-23T20:53:05.494787,84212
DE,Germany,BfArM,Quetiapin - 1 A Pharma 400 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,9947244,2195204,N05AH04,2025-01-31,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,1 A Pharma GmbH,2026-09-23T20:53:05.494828,84212
DE,Germany,BfArM,Quetiapin HEXAL 300 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,9637710,2190550,N05AH04,2024-12-07,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,H e x a l  Aktiengesellschaft,2026-09-23T20:53:05.494869,84204
DE,Germany,BfArM,Quetiapin HEXAL 300 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,9637727,2190550,N05AH04,2024-12-07,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,H e x a l  Aktiengesellschaft,2026-09-23T20:53:05.494909,84204
DE,Germany,BfArM,Quetiapin HEXAL 300 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,9637733,2190550,N05AH04,2024-12-07,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,H e x a l  Aktiengesellschaft,2026-09-23T20:53:05.494950,84204
DE,Germany,BfArM,Quetiapin - 1 A Pharma 300 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,9947161,2195203,N05AH04,2024-11-30,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,1 A Pharma GmbH,2026-09-23T20:53:05.494989,84204
DE,Germany,BfArM,Quetiapin - 1 A Pharma 300 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,9947178,2195203,N05AH04,2024-11-30,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,1 A Pharma GmbH,2026-09-23T20:53:05.495028,84204
DE,Germany,BfArM,Quetiapin - 1 A Pharma 300 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,9947184,2195203,N05AH04,2024-11-30,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,1 A Pharma GmbH,2026-09-23T20:53:05.495069,84204
DE,Germany,BfArM,Quetiapin HEXAL 200 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,9637673,2190549,N05AH04,2024-12-17,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,H e x a l  Aktiengesellschaft,2026-09-23T20:53:05.495114,84190
DE,Germany,BfArM,Quetiapin HEXAL 200 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,9637696,2190549,N05AH04,2024-12-17,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,H e x a l  Aktiengesellschaft,2026-09-23T20:53:05.495156,84190
DE,Germany,BfArM,Quetiapin HEXAL 200 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,9637704,2190549,N05AH04,2024-12-17,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,H e x a l  Aktiengesellschaft,2026-09-23T20:53:05.495196,84190
DE,Germany,BfArM,Quetiapin - 1 A Pharma 200 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,9947126,2195202,N05AH04,2024-12-14,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,1 A Pharma GmbH,2026-09-23T20:53:05.495237,84190
DE,Germany,BfArM,Quetiapin - 1 A Pharma 200 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,9947149,2195202,N05AH04,2024-12-14,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,1 A Pharma GmbH,2026-09-23T20:53:05.495286,84190
DE,Germany,BfArM,Quetiapin - 1 A Pharma 200 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,9947155,2195202,N05AH04,2024-12-14,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,1 A Pharma GmbH,2026-09-23T20:53:05.495327,84190
DE,Germany,BfArM,Quetiapin HEXAL 150 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,9637644,2190548,N05AH04,2024-12-18,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,H e x a l  Aktiengesellschaft,2026-09-23T20:53:05.495367,94757
DE,Germany,BfArM,Quetiapin HEXAL 150 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,9637650,2190548,N05AH04,2024-12-18,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,H e x a l  Aktiengesellschaft,2026-09-23T20:53:05.495406,94757
DE,Germany,BfArM,Quetiapin HEXAL 150 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,9637667,2190548,N05AH04,2024-12-18,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,H e x a l  Aktiengesellschaft,2026-09-23T20:53:05.495447,94757
DE,Germany,BfArM,Quetiapin - 1 A Pharma 150 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,11192037,2195201,N05AH04,2024-12-14,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,1 A Pharma GmbH,2026-09-23T20:53:05.495486,94757
DE,Germany,BfArM,Quetiapin - 1 A Pharma 150 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,11192043,2195201,N05AH04,2024-12-14,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,1 A Pharma GmbH,2026-09-23T20:53:05.495526,94757
DE,Germany,BfArM,Quetiapin - 1 A Pharma 150 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,11192066,2195201,N05AH04,2024-12-14,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,1 A Pharma GmbH,2026-09-23T20:53:05.495566,94757
DE,Germany,BfArM,Oxcarbazepin - 1 A Pharma 60 mg/ml Suspension zum Einnehmen,Oxcarbazepin,,,9318413,2178617,N03AF02,2025-05-09,2026-11-30,shortage,Sonstige,Änderungsmeldung,1 A Pharma GmbH,2026-09-23T20:53:05.495606,70483
DE,Germany,BfArM,Levetiracetam - 1 A Pharma 1500 mg Filmtabletten,Levetiracetam,,,16396342,2205267,N03AX14,2025-11-25,2026-11-30,shortage,Sonstige,Änderungsmeldung,1 A Pharma GmbH,2026-09-23T20:53:05.495645,
DE,Germany,BfArM,Atomoxe - 1 A Pharma 60 mg Hartkapseln,Atomoxetinhydrochlorid,,,14352470,2196159,N06BA09,2024-07-31,2026-10-15,shortage,Sonstige,Änderungsmeldung,1 A Pharma GmbH,2026-09-23T20:53:05.495688,76740
DE,Germany,BfArM,Atomoxe - 1 A Pharma 60 mg Hartkapseln,Atomoxetinhydrochlorid,,,14352487,2196159,N06BA09,2024-07-31,2026-10-15,shortage,Sonstige,Änderungsmeldung,1 A Pharma GmbH,2026-09-23T20:53:05.495727,76740
DE,Germany,BfArM,Atomoxe - 1 A Pharma 25 mg Hartkapseln,Atomoxetinhydrochlorid,,,14352257,2196157,N06BA09,2024-07-31,2026-11-30,shortage,Sonstige,Änderungsmeldung,1 A Pharma GmbH,2026-09-23T20:53:05.495769,
DE,Germany,BfArM,Atomoxe - 1 A Pharma 25 mg Hartkapseln,Atomoxetinhydrochlorid,,,14352292,2196157,N06BA09,2024-07-31,2026-11-30,shortage,Sonstige,Änderungsmeldung,1 A Pharma GmbH,2026-09-23T20:53:05.495823,
DE,Germany,BfArM,Atomoxe - 1 A Pharma 25 mg Hartkapseln,Atomoxetinhydrochlorid,,,14352435,2196157,N06BA09,2024-07-31,2026-11-30,shortage,Sonstige,Änderungsmeldung,1 A Pharma GmbH,2026-09-23T20:53:05.495864,
DE,Germany,BfArM,Atomoxe - 1 A Pharma 18 mg Hartkapseln,Atomoxetinhydrochlorid,,,14352234,2196156,N06BA09,2024-07-31,2026-11-30,shortage,Sonstige,Änderungsmeldung,1 A Pharma GmbH,2026-09-23T20:53:05.495904,76716
DE,Germany,BfArM,Atomoxe - 1 A Pharma 10 mg Hartkapseln,Atomoxetinhydrochlorid,,,14352211,2196155,N06BA09,2024-07-31,2026-11-30,shortage,Sonstige,Änderungsmeldung,1 A Pharma GmbH,2026-09-23T20:53:05.495952,76708
DE,Germany,BfArM,Atomoxe - 1 A Pharma 10 mg Hartkapseln,Atomoxetinhydrochlorid,,,14352228,2196155,N06BA09,2024-07-31,2026-11-30,shortage,Sonstige,Änderungsmeldung,1 A Pharma GmbH,2026-09-23T20:53:05.495992,76708
