country_code,country_name,source,medicine_name,active_substance,strength,dosage_form,package_size,package_description,atc_code,marketing_auth_holder,reporter,status,reason,parallel_export_ban,legal_basis,healthcare_notice,basg_note,shortage_start,estimated_end,scraped_at
AT,Austria,BASG,Sildenafil Viatris 50 mg Filmtabletten,SILDENAFIL CITRAT,50 mg,Filmtablette,4 Stück,4 Stück (PVC/Al- Blister),G04BE03,"Upjohn EESV, Rivium Westlaan 142, 2909 LD Capelle Aan Den Ijssel, Niederlande","Upjohn EESV, Rivium Westlaan 142, 2909 LD Capelle Aan Den Ijssel, Niederlande",verfügbar,Verzögerung bei der Auslieferung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.205717
AT,Austria,BASG,Sildenafil Viatris 50 mg Filmtabletten,SILDENAFIL CITRAT,50 mg,Filmtablette,24 Stück,24 Stück (PVC/Al- Blister),G04BE03,"Upjohn EESV, Rivium Westlaan 142, 2909 LD Capelle Aan Den Ijssel, Niederlande","Upjohn EESV, Rivium Westlaan 142, 2909 LD Capelle Aan Den Ijssel, Niederlande",verfügbar,Verzögerung bei der Auslieferung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.205717
AT,Austria,BASG,Cefotaxim-MIP 1 g - Pulver zur Herstellung einer Injektions- oder Infusionslösung,CEFOTAXIM NATRIUM,1 g,,10 Stück,10 Durchstechflachen aus Glas,J01DD01,"MIP Pharma Austria GmbH, Maria-Theresien-Straße 7/II, 6020 Innsbruck, Österreich","MIP Pharma Austria GmbH, Maria-Theresien-Straße 7/II, 6020 Innsbruck, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Geplant,,,,2026-03-13T22:11:16.205717
AT,Austria,BASG,Holoxan 2 g - Trockensubstanz zur Injektionsbereitung,IFOSFAMID,2 g,Pulver zur Herstellung einer Infusionslösung,1 Stück,"1 Stück Glasdurchstechflasche (Typ III, farblos) mit Bromobutyl  Gummistopfen  mit 1 g / 2 g Trockensubstanz",L01AA06,"Baxter Healthcare GmbH, Stella-Klein-Löw-Weg 15, 1020 Wien, Österreich","Baxter Healthcare GmbH, Stella-Klein-Löw-Weg 15, 1020 Wien, Österreich",eingeschränkt verfügbar,Kapazitätsengpässe bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Geplant,,,,2026-03-13T22:11:16.205717
AT,Austria,BASG,"MyRing 0,120 mg/0,015 mg pro 24 Stunden vaginales Wirkstofffreisetzungssystem","ETHINYLESTRADIOL, ETONOGESTREL","0,120/0,015 mg/24 h",vaginales Wirkstofffreisetzungssystem,1 Stück,Beutel mit einem MyRing. Der Beutel besteht aus Aluminiumfolie mit einer Innenbeschichtung aus LDPE und einer Außenbeschichtung aus Polyethylenterephthalat (PET). Er ist je nach Land wiederverschlie,G02BB01,"Gynial GmbH, Ungargasse 37/4/1, 1030 Wien, Österreich","Gynial GmbH, Ungargasse 37/4/1, 1030 Wien, Österreich",Nicht verfügbar,Verzögerung bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.205717
AT,Austria,BASG,"MyRing 0,120 mg/0,015 mg pro 24 Stunden vaginales Wirkstofffreisetzungssystem","ETHINYLESTRADIOL, ETONOGESTREL","0,120/0,015 mg/24 h",vaginales Wirkstofffreisetzungssystem,6 Stück,Beutel mit einem MyRing. Der Beutel besteht aus Aluminiumfolie mit einer Innenbeschichtung aus LDPE und einer Außenbeschichtung aus Polyethylenterephthalat (PET). Er ist je nach Land wiederverschlie,G02BB01,"Gynial GmbH, Ungargasse 37/4/1, 1030 Wien, Österreich","Gynial GmbH, Ungargasse 37/4/1, 1030 Wien, Österreich",Nicht verfügbar,Verzögerung bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.205717
AT,Austria,BASG,"MyRing 0,120 mg/0,015 mg pro 24 Stunden vaginales Wirkstofffreisetzungssystem","ETHINYLESTRADIOL, ETONOGESTREL","0,120/0,015 mg/24 h",vaginales Wirkstofffreisetzungssystem,3 Stück,Beutel mit einem MyRing. Der Beutel besteht aus Aluminiumfolie mit einer Innenbeschichtung aus LDPE und einer Außenbeschichtung aus Polyethylenterephthalat (PET). Er ist je nach Land wiederverschlie,G02BB01,"Gynial GmbH, Ungargasse 37/4/1, 1030 Wien, Österreich","Gynial GmbH, Ungargasse 37/4/1, 1030 Wien, Österreich",Nicht verfügbar,Verzögerung bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.205717
AT,Austria,BASG,"Risperidon ""ratiopharm""  1 mg  - Filmtabletten",RISPERIDON,1 mg,Filmtablette,10 Stück,10 Stück (PVC/PVDC/Al-Blister),N05AX08,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",Nicht verfügbar,Verzögerung bei der Auslieferung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.205717
AT,Austria,BASG,"Risperidon ""ratiopharm""  1 mg  - Filmtabletten",RISPERIDON,1 mg,Filmtablette,60 Stück,60 Stück (PVC/PVDC/Al-Blister),N05AX08,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",verfügbar,Verzögerung bei der Auslieferung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.205717
AT,Austria,BASG,Aprepitant Accord 125 mg Hartkapseln,APREPITANT,125 mg,Hartkapsel,5 Stück,-	5 Aluminiumblisterpackungen mit je einer 125-mg-Hartkapsel,A04AD12,"Accord Healthcare B.V., Winthontlaan 200, 3526 KV Utrecht, Niederlande","Accord Healthcare B.V., Winthontlaan 200, 3526 KV Utrecht, Niederlande",Nicht verfügbar,Verzögerung bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.205717
AT,Austria,BASG,Amlodipin ratiopharm 5 mg Tabletten,AMLODIPIN BESILAT,5 mg,Tablette,30 Stück,30 Tabletten (PVC/PVdC-Alu-Blister),C08CA01,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",Nicht verfügbar,Verzögerung bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.205717
AT,Austria,BASG,Anidulafungin ratiopharm 100 mg Pulver für ein Konzentrat zur Herstellung einer Infusionslösung,ANIDULAFUNGIN,100 mg,Pulver für ein Konzentrat zur Herstellung einer Infusionslösung,1 Stück,Durchstechflasche aus Typ-1-Glas mit einem Butylkautschuk-Stopfen und Alluminum Metal Kappe mit einer polypropylen Platte,J02AX06,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",Nicht verfügbar,Regulatorische Änderungen,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.205717
AT,Austria,BASG,Bactroban - Nasensalbe,CALCIUM MUPIROCINAT DIHYDRAT,,Nasensalbe,3 g,Aluminiumtube innenlackiert mit Schraubverschluss aus Polyethylen mit 3 g Salbe,D06AX09,"Glaxosmithkline Pharma GmbH, Wienerbergstraße 7, 1100 Wien, Österreich","Glaxosmithkline Pharma GmbH, Wienerbergstraße 7, 1100 Wien, Österreich",Nicht verfügbar,Verzögerung bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.205717
AT,Austria,BASG,Intratect 50 g/l Infusionslösung,IMMUNGLOBULIN,50 g/l,Infusionslösung,1 Stück,1 Durchstechflasche mit 1 g in 20 ml Lösung,J06BA02,"Biotest Pharma GmbH, Landsteinerstraße 5, 63303 Dreieich, Federal Republic of Germany","BASG, Landsteinerstraße 5, 63303 Dreieich, Federal Republic of Germany",verfügbar gemäß §4 (1),Verknappung des Wirkstoffes,Ja,§4 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,"Es handelt sich hierbei um ein Verfahren gemäß § 4 Abs. 1 der Verordnung über die Sicherstellung der Arzneimittelversorgung. Der Bedarf der Patientinnen und Patienten im Inland kann mit dieser Arzneispezialität nicht gedeckt werden, obwohl nach Angaben des Zulassungsinhabers keine Einschränkung der Vertriebsfähigkeit vorliegt.",,,2026-03-13T22:11:16.205717
AT,Austria,BASG,Intratect 50 g/l Infusionslösung,IMMUNGLOBULIN,50 g/l,Infusionslösung,1 Stück,1 Durchstechflasche mit 10 g in 200 ml Lösung,J06BA02,"Biotest Pharma GmbH, Landsteinerstraße 5, 63303 Dreieich, Federal Republic of Germany","BASG, Landsteinerstraße 5, 63303 Dreieich, Federal Republic of Germany",verfügbar gemäß §4 (1),Verknappung des Wirkstoffes,Ja,§4 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,"Es handelt sich hierbei um ein Verfahren gemäß § 4 Abs. 1 der Verordnung über die Sicherstellung der Arzneimittelversorgung. Der Bedarf der Patientinnen und Patienten im Inland kann mit dieser Arzneispezialität nicht gedeckt werden, obwohl nach Angaben des Zulassungsinhabers keine Einschränkung der Vertriebsfähigkeit vorliegt.",,,2026-03-13T22:11:16.205717
AT,Austria,BASG,Intratect 50 g/l Infusionslösung,IMMUNGLOBULIN,50 g/l,Infusionslösung,1 Stück,1 Durchstechflasche mit 5 g in 100 ml Lösung,J06BA02,"Biotest Pharma GmbH, Landsteinerstraße 5, 63303 Dreieich, Federal Republic of Germany","BASG, Landsteinerstraße 5, 63303 Dreieich, Federal Republic of Germany",verfügbar gemäß §4 (1),Verknappung des Wirkstoffes,Ja,§4 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,"Es handelt sich hierbei um ein Verfahren gemäß § 4 Abs. 1 der Verordnung über die Sicherstellung der Arzneimittelversorgung. Der Bedarf der Patientinnen und Patienten im Inland kann mit dieser Arzneispezialität nicht gedeckt werden, obwohl nach Angaben des Zulassungsinhabers keine Einschränkung der Vertriebsfähigkeit vorliegt.",,,2026-03-13T22:11:16.205717
AT,Austria,BASG,Intratect 50 g/l Infusionslösung,IMMUNGLOBULIN,50 g/l,Infusionslösung,1 Stück,"1 Durchstechflasche mit 2,5 g in 50 ml Lösung",J06BA02,"Biotest Pharma GmbH, Landsteinerstraße 5, 63303 Dreieich, Federal Republic of Germany","BASG, Landsteinerstraße 5, 63303 Dreieich, Federal Republic of Germany",verfügbar gemäß §4 (1),Verknappung des Wirkstoffes,Ja,§4 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,"Es handelt sich hierbei um ein Verfahren gemäß § 4 Abs. 1 der Verordnung über die Sicherstellung der Arzneimittelversorgung. Der Bedarf der Patientinnen und Patienten im Inland kann mit dieser Arzneispezialität nicht gedeckt werden, obwohl nach Angaben des Zulassungsinhabers keine Einschränkung der Vertriebsfähigkeit vorliegt.",,,2026-03-13T22:11:16.205717
AT,Austria,BASG,Edronax 4 mg - Tabletten,REBOXETIN MESILAT,4 mg,Tablette,60 Stück,60 Stück in undurchsichtigen Aluminium-PVDC/PVC-PVDC-Blistern,N06AX18,"Pfizer Corporation Austria Ges.m.b.H., Floridsdorfer Hauptstraße 1, 1210 Wien, Österreich","Pfizer Corporation Austria Ges.m.b.H., Floridsdorfer Hauptstraße 1, 1210 Wien, Österreich",Nicht verfügbar,Verzögerung bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.205717
AT,Austria,BASG,Edronax 4 mg - Tabletten,REBOXETIN MESILAT,4 mg,Tablette,20 Stück,20 Stück in undurchsichtigen Aluminium-PVDC/PVC-PVDC-Blistern,N06AX18,"Pfizer Corporation Austria Ges.m.b.H., Floridsdorfer Hauptstraße 1, 1210 Wien, Österreich","Pfizer Corporation Austria Ges.m.b.H., Floridsdorfer Hauptstraße 1, 1210 Wien, Österreich",Nicht verfügbar,Verzögerung bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.205717
AT,Austria,BASG,NovoSeven 5 mg (250 kIE) - Pulver und Lösungsmittel zur Herstellung einer Injektionslösung,"GERINNUNGSFAKTOR VIIa, REKOMBINANT - EPTACOG ALFA (AKTIVIERT)",5 mg (250 kIE),Pulver und Lösungsmittel zur Herstellung einer Injektionslösung,1 Stück,"Pulver in Durchstechflasche(Glas - 250 kIE); Lösungsmittel in Durchstechflasche(Glas - 5,2ml)",B02BD08,"Novo Nordisk A/S, Novo Alle 1, 2880 Bagsvaerd, Kingdom of Denmark","Novo Nordisk A/S, Novo Alle 1, 2880 Bagsvaerd, Kingdom of Denmark",eingeschränkt verfügbar,Kapazitätsengpässe bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.205717
AT,Austria,BASG,"Lanitop 0,2 mg - Ampullen",METILDIGOXIN,,Injektionslösung,5 Stück,5 x 2 ml,C01AA08,"Herbrand PharmaChemicals GmbH, Brambachstraße 31, 77723 Gengenbach, Federal Republic of Germany","Herbrand PharmaChemicals GmbH, Brambachstraße 31, 77723 Gengenbach, Federal Republic of Germany",Nicht verfügbar,Verknappung des Wirkstoffes,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.205717
AT,Austria,BASG,Duloxetin Sandoz 60 mg - magensaftresistente Hartkapseln,DULOXETIN HYDROCHLORID,60 mg,magensaftresistente Hartkapsel,30 Stück,30 Kapseln in  PVC/PE/PCTFE/AL-Blister oder PA/AL/PVC/AL-Blister,N06AX21,"Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich","Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich",verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.205717
AT,Austria,BASG,Duloxetin Sandoz 60 mg - magensaftresistente Hartkapseln,DULOXETIN HYDROCHLORID,60 mg,magensaftresistente Hartkapsel,14 Stück,14 Kapseln in  PVC/PE/PCTFE/AL-Blister oder PA/AL/PVC/AL-Blister,N06AX21,"Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich","Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.205717
AT,Austria,BASG,Aprepitant Sandoz 125 mg – Hartkapseln,APREPITANT,125 mg,Hartkapsel,5 Stück,5 Aluminium-OPA-Alu/PVC Blister mit jeweils einer 125-mg-Hartkapsel,A04AD12,"Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich","Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.205717
AT,Austria,BASG,Amlodipin/Valsartan Actavis 10 mg/160 mg Filmtabletten,"AMLODIPIN BESILAT, VALSARTAN",10/160 mg/mg,Filmtablette,30 Stück,PVC/PVDC-AL-Blisterpackung,C09DB01,"Actavis Group PTC ehf., Dalshraun 1, 220 Hafnarfjördur, Republic of Iceland","Actavis Group PTC ehf., Dalshraun 1, 220 Hafnarfjördur, Republic of Iceland",Nicht verfügbar,Verzögerung bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.205717
AT,Austria,BASG,"Ropivacain-HCl B. Braun 7,5 mg/ml Injektionslösung",ROPIVACAIN HYDROCHLORID,"7,5 mg/ml",Injektionslösung,20 Stück,20 x 20 ml Stück (Polyethylen (LDPE) Ampullen),N01BB09,"B. Braun Melsungen AG, Carl-Braun-Straße 1, 34212 Melsungen, Federal Republic of Germany","B. Braun Melsungen AG, Carl-Braun-Straße 1, 34212 Melsungen, Federal Republic of Germany",Nicht verfügbar,Erhöhter Mehrbedarf,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.205717
AT,Austria,BASG,"Ropivacain-HCl B. Braun 7,5 mg/ml Injektionslösung",ROPIVACAIN HYDROCHLORID,"7,5 mg/ml",Injektionslösung,20 Stück,20 x 10 ml Stück (Polyethylen (LDPE) Ampullen),N01BB09,"B. Braun Melsungen AG, Carl-Braun-Straße 1, 34212 Melsungen, Federal Republic of Germany","B. Braun Melsungen AG, Carl-Braun-Straße 1, 34212 Melsungen, Federal Republic of Germany",verfügbar,Erhöhter Mehrbedarf,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.205717
AT,Austria,BASG,Budo-San 2 mg/Sprühstoß - Rektalschaum,BUDESONID,2 mg/Sprühstoß,Rektalschaum,1 Stück,1 Stück (Druckbehältnis),A07EA06,"Dr. Falk Pharma GmbH, Leinenweberstraße 5, 79108 Freiburg Im Breisgau, Federal Republic of Germany","Dr. Falk Pharma GmbH, Leinenweberstraße 5, 79108 Freiburg Im Breisgau, Federal Republic of Germany",eingeschränkt verfügbar,Erhöhter Mehrbedarf,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,Verbringung von Ware aus Vertragsparteien des Europäischen Wirtschaftsraumes (EWR) unter Einhaltung der Bestimmungen des Arzneiwareneinfuhrgesetzes 2010 möglich.,,,2026-03-13T22:11:16.205717
AT,Austria,BASG,ViroMed 200 mg - Tabletten,ACICLOVIR,200 mg,Tablette,25 Stück,25 Stück in PVC/Alu-Blister,J05AB01,"S.MED Handels GmbH, Zachgasse 1, 1220 Wien, Österreich","S.MED Handels GmbH, Zachgasse 1, 1220 Wien, Österreich",Nicht verfügbar,Vorübergehende Einstellung des Inverkehrbringens,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.205717
AT,Austria,BASG,Rapifen 1 mg - Ampullen,ALFENTANIL HYDROCHLORID,,Injektionslösung,5 Stück,5 x 2 ml,N01AH02,"Piramal Critical Care B.V., Rouboslaan 32, 2252 TR Voorschoten, Niederlande","Piramal Critical Care B.V., Rouboslaan 32, 2252 TR Voorschoten, Niederlande",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.205717
AT,Austria,BASG,"Amlodipin/Valsartan/HCT Sandoz 5 mg/160 mg/12,5 mg – Filmtabletten","AMLODIPIN BESILAT, HYDROCHLOROTHIAZID, VALSARTAN","5/160/12,5 mg",Filmtablette,28 Stück,"PVC/PVDC/Alu, n/a",C09DX01,"Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich","Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.205717
AT,Austria,BASG,Quetiapin neuraxpharm 400 mg Retardtabletten,QUETIAPIN FUMARAT,400 mg,Retardtablette,10 Stück,10 Tabletten in weiß-opake PVC/PCTFE//Aluminium-Blisterpackung,N05AH04,"neuraxpharm Arzneimittel GmbH, Elisabeth-Selbert-Straße 23, 40764 Langenfeld (Rheinland), Federal Republic of Germany","neuraxpharm Arzneimittel GmbH, Elisabeth-Selbert-Straße 23, 40764 Langenfeld (Rheinland), Federal Republic of Germany",Nicht verfügbar,Qualitätsprobleme bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.205717
AT,Austria,BASG,Quetiapin neuraxpharm 400 mg Retardtabletten,QUETIAPIN FUMARAT,400 mg,Retardtablette,60 Stück,60 Tabletten in weiß-opake PVC/PCTFE//Aluminium-Blisterpackung,N05AH04,"neuraxpharm Arzneimittel GmbH, Elisabeth-Selbert-Straße 23, 40764 Langenfeld (Rheinland), Federal Republic of Germany","neuraxpharm Arzneimittel GmbH, Elisabeth-Selbert-Straße 23, 40764 Langenfeld (Rheinland), Federal Republic of Germany",Nicht verfügbar,Qualitätsprobleme bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.205717
AT,Austria,BASG,Tardyferon Fol Retardtabletten,"FOLSÄURE, EISEN(II)-SULFAT, GETROCKNETES",,Retardtablette,30 Stück,30 Stück,B03AD03,"Pierre Fabre Pharma GmbH, Neuer Messplatz 5, 79108 Freiburg Im Breisgau, Federal Republic of Germany","Pierre Fabre Pharma GmbH, Neuer Messplatz 5, 79108 Freiburg Im Breisgau, Federal Republic of Germany",eingeschränkt verfügbar,Verzögerung bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.205717
AT,Austria,BASG,"Shingrix Pulver und Suspension zur Herstellung einer Injektionssuspension, Herpes-Zoster-Impfstoff (rekombinant, adjuvantiert)","VARICELLA ZOSTERVIRUS (AUSZUG, PRODUKTE)",,Pulver und Suspension zur Herstellung einer Injektionssuspension,1 Stück,"1 Stück - Pulver für 1 Dosis in einer Durchstechflasche (Glas Typ I) mit Stopfen (Butylgummi), Suspension für 1 Dosis in einer Durchstechflasche (Glas Typ I) mit Stopfen (Butylgummi)",J07BK03,"N.V. GlaxoSmithKline Biologicals S.A., Rue De L'Institut 89, 1330 Rixensart, Kingdom of Belgium","N.V. GlaxoSmithKline Biologicals S.A., Rue De L'Institut 89, 1330 Rixensart, Kingdom of Belgium",eingeschränkt verfügbar,Erhöhter Mehrbedarf,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.205717
AT,Austria,BASG,"Renvela 0,8 g Pulver zur Herstellung einer Suspension zum Einnehmen",SEVELAMERCARBONAT,"0,8 g",Pulver zur Herstellung einer Suspension zum Einnehmen,90 Stück,"90 Stück Beutel aus Ethylen-Methacrylsäure-Copolymer, Polyester, Polyethylen niedriger Dichte und Aluminiumfolie mit Heißsiegel.",V03AE02,"Sanofi Winthrop Industrie, 82 Avenue Raspail -, 94250 Gentilly, French Republic","Sanofi Winthrop Industrie, 82 Avenue Raspail -, 94250 Gentilly, French Republic",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.205717
AT,Austria,BASG,"Efectin ER 150 mg Hartkapseln, retardiert",VENLAFAXIN HYDROCHLORID,150 mg,"Hartkapsel, retardiert",30 Stück,30 Kapseln (PVC/Al-Folie Blisterpackung),N06AX16,"Upjohn EESV, Rivium Westlaan 142, 2909 LD Capelle Aan Den Ijssel, Niederlande","Upjohn EESV, Rivium Westlaan 142, 2909 LD Capelle Aan Den Ijssel, Niederlande",Nicht verfügbar,Verzögerung bei der Auslieferung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.205717
AT,Austria,BASG,"Efectin ER 150 mg Hartkapseln, retardiert",VENLAFAXIN HYDROCHLORID,150 mg,"Hartkapsel, retardiert",10 Stück,10 Kapseln (PVC/Al-Folie Blisterpackung),N06AX16,"Upjohn EESV, Rivium Westlaan 142, 2909 LD Capelle Aan Den Ijssel, Niederlande","Upjohn EESV, Rivium Westlaan 142, 2909 LD Capelle Aan Den Ijssel, Niederlande",verfügbar,Verzögerung bei der Auslieferung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.205717
AT,Austria,BASG,Ziprasidon Krka 20 mg Hartkapseln,ZIPRASIDONHYDROGENSULFAT DIHYDRAT,20 mg,Hartkapsel,60 Stück,60 Stück (Blister),N05AE04,"KRKA d.d. Novo Mesto, Smarjeska Cesta 6, 8501 Novo Mesto, Slowenien","KRKA d.d. Novo Mesto, Smarjeska Cesta 6, 8501 Novo Mesto, Slowenien",Nicht verfügbar,Verzögerung bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.205717
AT,Austria,BASG,Ziprasidon Krka 20 mg Hartkapseln,ZIPRASIDONHYDROGENSULFAT DIHYDRAT,20 mg,Hartkapsel,30 Stück,30 Stück (Blister),N05AE04,"KRKA d.d. Novo Mesto, Smarjeska Cesta 6, 8501 Novo Mesto, Slowenien","KRKA d.d. Novo Mesto, Smarjeska Cesta 6, 8501 Novo Mesto, Slowenien",verfügbar,Verzögerung bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.205717
AT,Austria,BASG,Cefepim-MIP 1 g Pulver zur Herstellung einer Injektions-/Infusionslösung,CEFEPIMDIHYDROCHLORID,1 g,,10 Stück,"10 x in farblosen 15-ml-Durchstechflaschen aus Glas (Typ I) geliefert, die ein weißes bis gelbbraunes Pulver enthalten und mit einem Bromobutyl-Gummistopfen und einem Flip-Off-Deckel verschlossen sin",J01DE01,"MIP Pharma GmbH, Kirkeler Straße 41, 66440 Blieskastel, Federal Republic of Germany","MIP Pharma GmbH, Kirkeler Straße 41, 66440 Blieskastel, Federal Republic of Germany",Nicht verfügbar,Verzögerung bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Geplant,,,,2026-03-13T22:11:16.205717
AT,Austria,BASG,"Tamsulosin Sandoz retard 0,4 mg - Kapseln",TAMSULOSIN HYDROCHLORID,"0,4 mg",Hartkapsel mit veränderter Wirkstofffreisetzung,30 Stück,30 Stück PVC/PE/PVDC/Aluminium-Blister,G04CA02,"Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich","Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.205717
AT,Austria,BASG,"Tamsulosin Sandoz retard 0,4 mg - Kapseln",TAMSULOSIN HYDROCHLORID,"0,4 mg",Hartkapsel mit veränderter Wirkstofffreisetzung,10 Stück,10 Stück PVC/PE/PVDC/Aluminium-Blister,G04CA02,"Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich","Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich",verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.205717
