country_code,country_name,source,medicine_name,active_substance,strength,package_size,dosage_form,atc_code,marketing_auth_holder,product_no,company_name,registration_number,manufacturer,status,source_status,disruption_type,reason,shortage_start,estimated_end,last_updated,mitigation_prh,mitigation_npra,alternatives,scraped_at,prk
MY,Malaysia,NPRA,Panadol Cold+Flu-D Caplet,1) Chlorpheniramine Maleate 2) Paracetamol 3) Phenylephrine HCl,1) 2mg 2) 500mg 3) 5mg,,Tablet,N02BE51,Haleon Malaysia Sdn Bhd,MAL11080002ARZ,Haleon Malaysia Sdn Bhd,MAL11080002ARZ,Sterling Drug (Malaya) Sdn. Bhd.,resolved,Resolved,Discontinuation,Voluntary withdrawal - no longer in Malaysian market,2025-11-12,,2026-09-22,PRH has not proposed any mitigation plan.,Registered alternative products are available NPRA notes: 1. The registration of this product has been terminated. 2. This notification will remain published until 12 November 2026.,"CPM, PCM, PE_1st 3 Feb 2026.pdf",2026-09-22T14:27:48.443291,
MY,Malaysia,NPRA,DBL® Irinotecan Injection Concentrate 20mg/ml,Irinotecan Hydrochloride,20mg/ml,,Concentrate for solution for injection,L01XX19,Hospira (Malaysia) Sdn. Bhd.,MAL06100574ARZ,Hospira (Malaysia) Sdn. Bhd.,MAL06100574ARZ,"Zydus Hospira Oncology Private Limited (ZHOPL),",resolved,Resolved,Discontinuation,"The licence is withdrawn due to a change in the Product Registration Holder (PRH), as Hospira (Malaysia) Sdn. Bhd. will be ceasing operations.",2025-12-09,,2026-09-22,"The new PRH, Pfizer (Malaysia) Sdn. Bhd., already has a registered product containing the same active ingredient.",Registered alternative products are available 21 August 2026 Note: Notification will published one (1) year from the supply impact start date (9 December 2026).,Irinotecan Alternatives,2026-09-22T14:27:48.443291,
MY,Malaysia,NPRA,Panadol Cold+Flu-ND Caplet,1. Paracetamol 2. Phenylephrine HCL,1. 500mg 2. 5mg,,TABLET,N02BE51,Haleon Malaysia Sdn Bhd,MAL09062126ACRZ,Haleon Malaysia Sdn Bhd,MAL09062126ACRZ,Aspen Pharma Pty Ltd,resolved,Resolved,Discontinuation,Reduced demand,2024-12-31,,2026-09-22,"The product registration status is maintained, and local marketing may be resumed if there is future demand.","No medicine shortage is anticipated. 10 March 2026 Notes: As the discontinuation report was submitted on 10 March 2026, this notification will remain published until 31 December 2026.",,2026-09-22T14:27:48.443291,
MY,Malaysia,NPRA,Panadol C Tablet,1. Paracetamol 2. Pseudoephedrine hydrochloride,1. 500mg 2. 30mg,,Tablet,,Haleon Malaysia Sdn Bhd,MAL19950231AZ,Haleon Malaysia Sdn Bhd,MAL19950231AZ,Sterling Drug (Malaya) Sdn. Bhd.,resolved,Resolved,Discontinuation,Reduced demand,2018-12-31,,2026-09-22,"The product registration status is maintained, and local marketing may be resumed if there is future demand.","No medicine shortage is anticipated. 10 March 2026 Notes: As the discontinuation report was submitted on 10 March 2026, this notification will remain published until 31 December 2026.",,2026-09-22T14:27:48.443291,
MY,Malaysia,NPRA,ONGLYZA TABLET 5MG,SAXAGLIPTIN HYDROCHLORIDE,5mg,,Tablet,A10BH03,ASTRAZENECA SDN. BHD. (69730X),MAL20102020ARZ,ASTRAZENECA SDN. BHD. (69730X),MAL20102020ARZ,AstraZeneca Pharmaceuticals LP.,resolved,Resolved,Discontinuation,Voluntary withdrawal- commercial reasons,2026-01-22,,2026-09-22,"PRH only mentions other products containing combination saxagliptin, namely Kombiglyze XR Tablet 5/1000 mg containing (saxagliptin/ metformin;MAL11115004AZ) and Qtern 5 mg/10 mg Film-Coated Tablets containing (saxagliptin/ dapagliflozin; MAL19016095ARZ), remain available in Malaysia.",No registered alternative product is available for this product’s single active ingredient. Doctors are advised to ensure patients receive suitable alternative treatment based on their clinical judgement. 24 August 2026 Note: Notification will published one (1) year from the supply impact start date (22 January 2027).,,2026-09-22T14:27:48.443291,91812
MY,Malaysia,NPRA,MINIRIN NASAL SPRAY 0.1MG/ML (RTS),Desmopressin Acetate,0.1mg/ml,,Spray,H01BA02,Ferring Sdn. Bhd,MAL19984346ARZ,Ferring Sdn. Bhd,MAL19984346ARZ,FERRING GMBH,resolved,Resolved,Discontinuation,Voluntary withdrawal,2026-02-05,,2026-09-22,Alternative medicines are available proposed by PRH: 1. Minirin Oral Lyophilisate for sublingual 60mcg [MAL17107075ACRZ] 2. Minirin Oral Lyophilisate for sublingual 120mcg [MAL17107076ACRZ] 3. Minirin Injection 4mcg/ml [MAL19890565ARZ] 4. Minirin Tablet 0.1mg [MAL19950096ARZ],Registered alternative products are available 24 August 2026 Note: Notification will published one (1) year from the supply impact start date (5 February 2027).,Desmopressin Alternatives,2026-09-22T14:27:48.443291,
MY,Malaysia,NPRA,Urispas 200 Tablet,Flavoxate Hydrochloride,200 mg,,Tablet,G04BD02,DCH AURIGA (MALAYSIA) SDN BHD,MAL20033669AZ,DCH AURIGA (MALAYSIA) SDN BHD,MAL20033669AZ,Recordati,resolved,Resolved,Discontinuation,Voluntary withdrawal,2026-02-20,,2026-09-22,PRH has not proposed any mitigation plan.,Registered alternative products are available. 24 August 2026 Note: Notification will published one (1) year from the supply impact start date (20 February 2027).,Flavoxate Alternatives,2026-09-22T14:27:48.443291,15032
MY,Malaysia,NPRA,TULIP 40 MG FILM-COATED TABLET,ATORVASTATIN CALCIUM,40MG,,TABLET,C10AA05,SANDOZ PRODUCTS MALAYSIA SDN BHD,MAL09072769ACZ,SANDOZ PRODUCTS MALAYSIA SDN BHD,MAL09072769ACZ,NOVARTIS PHARMACEUTICAL MANUFACTURING LLC,resolved,Resolved,Discontinuation,Business decision,2026-02-20,,2026-09-22,Alternative is available proposed by PRH [i.e. Rotaqor Film Coated Tablet 40mg (MAL24096053AZ)],Registered alternative products are available . 24 August 2026 Note: Notification will published one (1) year from the supply impact start date (20 February 2027).,Atorvastatin Alternatives,2026-09-22T14:27:48.443291,98620
MY,Malaysia,NPRA,Praluent 75 mg solution for injection in pre-filled pen,Alirocumab,75mg,,Pre Filled Pen,C10AX14,Sanofi-Aventis (Malaysia) Sdn. Bhd.,MAL17065009AZ,Sanofi-Aventis (Malaysia) Sdn. Bhd.,MAL17065009AZ,Sanofi Winthrop Industrie,resolved,Resolved,Discontinuation,Voluntary withdrawal,2026-02-23,,2026-09-22,PRH proposed other LDL lowering treatments such as statins and ezetimibe and other PCSK9 inhibitors,No registered alternative product is available for this product’s active ingredient. Doctors are advised to ensure patients receive suitable alternative treatment based on their clinical judgement. 24 August 2026 Note: Notification will published one (1) year from the supply impact start date (23 February 2027).,,2026-09-22T14:27:48.443291,131326
MY,Malaysia,NPRA,Minox 2% Topical Solution (Regular Strength),Minoxidil,2% w/v,,Liquid,D11AX01,KOTRA PHARMA (M) SDN. BHD.,MAL16025038AZ,KOTRA PHARMA (M) SDN. BHD.,MAL16025038AZ,KOTRA PHARMA (M) SDN. BHD.,resolved,Resolved,Discontinuation,Reduced demand,2026-02-26,,2026-09-22,"There is another product containing the same active ingredient but with a different strength, Minox 5% Topical Solution (Extra Strength) (MAL16025045AZ), remains available in the market.",Registered alternative products are available 24 August 2026 Note: Notification will published one (1) year from the supply impact start date (27 February 2027).,Minoxidil Alternatives,2026-09-22T14:27:48.443291,24643
MY,Malaysia,NPRA,Andexxa 200mg Powder for Solution for Infusion,Andexanet Alfa,200mg,,Powder for Solution for Injection,V03AB38,ASTRAZENECA SDN. BHD. (69730X),MAL24116035ACRZ,ASTRAZENECA SDN. BHD. (69730X),MAL24116035ACRZ,Alexion Pharma International Operations Limited,resolved,Resolved,Discontinuation,Voluntary withdrawal,2026-03-27,,2026-09-22,This product has not been marketed in Malaysia.,No registered alternative product is available for this product’s active ingredient. Doctors are advised to ensure patients receive suitable alternative treatment based on their clinical judgement. 06 April 2026 Note: Notification will published one (1) year from the supply impact start date (27 March 2027).,,2026-09-22T14:27:48.443291,198528
MY,Malaysia,NPRA,FORXIGA 5MG FILM-COATED TABLET,Dapagliflozin Propanediol Monohydrate,Dapagliflozin propanediol 6.150mg ≃ dapagliflozin 5mg,,TABLET,A10BX09,ASTRAZENECA SDN. BHD. (69730X),MAL14015013ARZ,ASTRAZENECA SDN. BHD. (69730X),MAL14015013ARZ,AstraZeneca Pharmaceuticals LP,resolved,Resolved,Discontinuation,Voluntary withdrawal,2026-03-27,,2026-09-22,PRH has not proposed any mitigation plan.,Registered alternative products are available 06 April 2026 Note: Notification will published one (1) year from the supply impact start date (27 March 2027).,Dapagliflozin shortage_1st 260406.pdf,2026-09-22T14:27:48.443291,
MY,Malaysia,NPRA,Calquence Hard Capsules 100mg,Acalabrutinib,100mg,,Hard Capsule,L01EL02,AstraZeneca Sdn. Bhd.,MAL21106005AZ,AstraZeneca Sdn. Bhd.,MAL21106005AZ,AstraZeneca AB,resolved,Resolved,Discontinuation,Voluntary withdrawal,2026-03-27,,2026-09-22,Calquence Film-Coated Tablet (MAL24106012AZ) is currently marketed in Malaysia,Registered alternative products are available 06 April 2026 Note: Notification will published one (1) year from the supply impact start date (27 March 2027).,Refer Mitigation Plan by PRH for shortage status (column N),2026-09-22T14:27:48.443291,222267
MY,Malaysia,NPRA,CANCIDAS INJECTION 50MG/VIAL,caspofungin acetate,50mg,,Injection,J02AX04,Merck Sharp Dohme (Malaysia) Sdn. Bhd.,MAL09011482ACZ,Merck Sharp Dohme (Malaysia) Sdn. Bhd.,MAL09011482ACZ,"FAREVA Mirabel, France",resolved,Resolved,Discontinuation,Voluntary withdrawal,2026-03-27,,2026-09-22,PRH has not proposed any mitigation plan.,No registered alternative product is available for this product’s single active ingredient. Doctors are advised to ensure patients receive suitable alternative treatment based on their clinical judgement. 24 August 2026 Note: Notification will published one (1) year from the supply impact start date (27 March 2027).,,2026-09-22T14:27:48.443291,70300
MY,Malaysia,NPRA,Cymbalta 30mg,Duloxetine Hydrochloride,30mg,,Capsule,N06AX21,Zuellig Pharma Sdn. Bhd.,MAL05092473ARZ,Zuellig Pharma Sdn. Bhd.,MAL05092473ARZ,LILLY DEL CARIBE INC,resolved,Resolved,Discontinuation,Strategic business decision,2026-03-27,,2026-09-22,There are other alternatives available,Registered alternative products are available 20 July 2026 Note: Notification will published one (1) year from the supply impact start date (20 April 2027).,Duloxetine discontinuation_1st 260505.pdf,2026-09-22T14:27:48.443291,79057
MY,Malaysia,NPRA,Cymbalta 60mg,Duloxetine Hydrochloride,60mg,,Capsule,N06AX21,Zuellig Pharma Sdn.Bhd,MAL05092474ARZ,Zuellig Pharma Sdn.Bhd,MAL05092474ARZ,LILLY DEL CARIBE INC,resolved,Resolved,Discontinuation,Strategic business decision,2026-03-27,,2026-09-22,There are other alternatives available,Registered alternative products are available 20 July 2026 Note: Notification will published one (1) year from the supply impact start date (20 April 2027).,Duloxetine discontinuation_1st 260505.pdf,2026-09-22T14:27:48.443291,79065
MY,Malaysia,NPRA,Prozac 20mg,Fluoxetine Hydrochloride,20mg,,Capsule,N06AB03,Zuellig Pharma Sdn. Bhd.,MAL07031127ACZ,Zuellig Pharma Sdn. Bhd.,MAL07031127ACZ,PATHEON FRANCE S.A.,resolved,Resolved,Discontinuation,Strategic business decision,2026-03-27,,2026-09-22,There are other alternatives available,Registered alternative products are available 20 July 2026 Note: Notification will published one (1) year from the supply impact start date (20 April 2027).,Fluoxetine discontinuation_1st 260505.pdf,2026-09-22T14:27:48.443291,28444
MY,Malaysia,NPRA,Risperdal Consta 25mg,Risperidone,25mg,,Granules/ Powder,N05AX08,Johnson & Johnson Sdn. Bhd.,MAL20041156AZ,Johnson & Johnson Sdn. Bhd.,MAL20041156AZ,"Cilag AG Hochstarsse 201, CH-8205 Schaffhausen, Switzerland",resolved,Resolved,Discontinuation,Commercial's decision,2026-04-07,,2026-09-22,There are other alternatives available,Registered alternative products are available 20 July 2026 Note: Notification will published one (1) year from the supply impact start date (29 April 2027).,Risperidone discontinuation_1st 260505.pdf,2026-09-22T14:27:48.443291,
MY,Malaysia,NPRA,Risperdal Consta 37.5mg,Risperidone,37.5mg,,Granules/ Powder,N05AX08,Johnson & Johnson Sdn. Bhd.,MAL20041157AZ,Johnson & Johnson Sdn. Bhd.,MAL20041157AZ,"Cilag AG Hochstarsse 201, CH-8205 Schaffhausen, Switzerland",resolved,Resolved,Discontinuation,Commercial's decision,2026-04-07,,2026-09-22,There are other alternatives available,Registered alternative products are available 20 July 2026 Note: Notification will published one (1) year from the supply impact start date (29 April 2027).,Risperidone discontinuation_1st 260505.pdf,2026-09-22T14:27:48.443291,
MY,Malaysia,NPRA,Risperdal Consta 50mg,Risperidone,50mg,,Granules/ Powder,N05AX08,Johnson & Johnson Sdn. Bhd.,MAL20041158AZ,Johnson & Johnson Sdn. Bhd.,MAL20041158AZ,"Cilag AG Hochstarsse 201, CH-8205 Schaffhausen, Switzerland",resolved,Resolved,Discontinuation,Commercial's decision,2026-04-07,,2026-09-22,There are other alternatives available,Registered alternative products are available 20 July 2026 Note: Notification will published one (1) year from the supply impact start date (29 April 2027).,Risperidone discontinuation_1st 260505.pdf,2026-09-22T14:27:48.443291,
MY,Malaysia,NPRA,"Bevespi Aerosphere 7.2 / 5.0 micrograms pressurised inhalation, suspension",1. Glycopyrronium bromide 2. Formoterol fumarate dihydrate,1. 9mcg ≃ Glycopyrronium 7.2mcg 2. 5mcg,,Inhaler,R03AL07,ASTRAZENECA SDN. BHD. (69730X),MAL19056104AZ,ASTRAZENECA SDN. BHD. (69730X),MAL19056104AZ,AstraZeneca Dunkerque Production,resolved,Resolved,Discontinuation,Voluntary withdrawal,2026-07-17,,2026-09-22,"PRH has suggested Breztri Aerosphere 160/7.2/5 micrograms/Actuation, Pressurised Inhalation, Suspension (MAL24096022AZ) as alternative",Registered alternative products are available 21 July 2026 Note: Notification will published one (1) year from the supply impact start date (17 April 2027).,Formoterol fumarate & Glycopyrronium bromide_discontinuation 260727.pdf,2026-09-22T14:27:48.443291,200271
MY,Malaysia,NPRA,DYNORMIN TABLET 100MG,ATENOLOL,100MG,,Tablet,C07AB03,DYNAPHARM (M) SDN. BHD.,MAL19913259AZ,DYNAPHARM (M) SDN. BHD.,MAL19913259AZ,DYNAPHARM (M) SDN. BHD.,resolved,Resolved,Discontinuation,Voluntary withdrawal,2026-06-04,,2026-09-22,Company will maintain the supply of Dynormin 50mg to support therapeutic dose-equivalent alternatives.,Registered alternative products are available. 24 August 2026 Note: Notification will published one (1) year from the supply impact start date (4 June 2027).,Atenolol Alternatives,2026-09-22T14:27:48.443291,3352
MY,Malaysia,NPRA,Champix 1.0mg Film- Coated Tablets,Varenicline Tartrate,1.0mg,,Film-Coated Tablet,N07BA03,PFIZER (MALAYSIA) SDN. BHD.,MAL20081741AZ,PFIZER (MALAYSIA) SDN. BHD.,MAL20081741AZ,Pfizer Italia S.r.l.,resolved,Resolved,Discontinuation,Voluntary withdrawal,2026-06-09,,2026-09-22,PRH has not proposed any mitigation plan.,No registered alternative product is available for this product’s single active ingredient. Doctors are advised to ensure patients receive suitable alternative treatment based on their clinical judgement. NPRA notes: The registration of this product has been terminated. Notification will published one (1) year from the supply impact start date (08 June 2027).,,2026-09-22T14:27:48.443291,230073
MY,Malaysia,NPRA,Champix 0.5mg Film- Coated Tablets,Varenicline Tartrate,0.5mg,,Film- Coated Tablet,N07BA03,PFIZER(MALAYSIA) SDN. BHD.,MAL20081740AZ,PFIZER(MALAYSIA) SDN. BHD.,MAL20081740AZ,Pfizer Italia S.r.l.,resolved,Resolved,Discontinuation,Voluntary withdrawal,2026-06-09,,2026-09-22,PRH has not proposed any mitigation plan.,No registered alternative product is available for this product’s single active ingredient. Doctors are advised to ensure patients receive suitable alternative treatment based on their clinical judgement. NPRA notes: The registration of this product has been terminated. Notification will published one (1) year from the supply impact start date (08 June 2027).,,2026-09-22T14:27:48.443291,230065
MY,Malaysia,NPRA,CATAFLAM 1.5% DROPS,Diclofenac sodium,15MG,,Drops,M01AB05,Novartis Corporation (Malaysia) Sdn. Bhd.,MAL19990992ACRZ,Novartis Corporation (Malaysia) Sdn. Bhd.,MAL19990992ACRZ,"Delpharm Huningue S.A.S., 26, rue de la Chapelle 68330, FRANCE",resolved,Resolved,Discontinuation,Voluntary withdrawal,2026-06-09,,2026-09-22,Alternative medicines are available proposed by PRH: VOLTAREN TABLET 50MG (MAL19861068ARZ) VOLTAREN SUPPOSITORY 12.5MG (MAL19861075ACRZ) VOLTAREN SUPPOSITORY 25MG (MAL19861076ACRZ) VOLTAREN SUPPOSITORY 50MG (MAL19870250ACRZ) VOLTAREN SR 75MG FILM COATED TABLET (MAL19930374ARZ) VOLTAREN SR 100 TABLET (MAL19861070ARZ),No registered alternative product is available for this product’s active ingredients dosage form. Doctors are advised to ensure patients receive suitable alternative treatment based on their clinical judgement. NPRA notes: The registration of this product has been terminated. Notification will published one (1) year from the supply impact start date (08 Jun 2027).,,2026-09-22T14:27:48.443291,
MY,Malaysia,NPRA,Remethan 50 E.C. Tablet,Diclofenac sodium,50mg,,Tablet,M01AB05,Eucogen Sdn Bhd,MAL19890423AZ,Eucogen Sdn Bhd,MAL19890423AZ,Remedica Limited (CYPRUS),resolved,Resolved,Discontinuation,Commercial,2026-08-03,,2026-09-22,PRH has not proposed any mitigation plan.,Registered alternative products are available 17 August 2026 Note: The registration of this product has been terminated. Notification will published one (1) year from the supply impact start date (3 August 2027).,Diclofenac discontinuation_2nd 260821.pdf,2026-09-22T14:27:48.443291,
MY,Malaysia,NPRA,Aloja 150 (Pregabalin Capsules 150mg),Pregabalin,150mg,,Capsule,N03AX16,Mylan Healthcare Sdn. Bhd.,MAL19056025AZ,Mylan Healthcare Sdn. Bhd.,MAL19056025AZ,"Mylan Laboratories Limited, India",resolved,Resolved,Discontinuation,Voluntary withdrawal,2026-08-03,,2026-09-22,PRH has not proposed any mitigation plan.,Registered alternative products are available 18 August 2026 Note: The registration of this product has been terminated. Notification will published one (1) year from the supply impact start date (3 August 2027).,Pregabalin oral solid alternatives,2026-09-22T14:27:48.443291,
MY,Malaysia,NPRA,Aloja 75 (Pregabalin Capsules 75mg),Pregabalin,75mg,,Capsule,N03AX16,Mylan Healthcare Sdn. Bhd.,MAL19056024AZ,Mylan Healthcare Sdn. Bhd.,MAL19056024AZ,"Mylan Laboratories Limited, India",resolved,Resolved,Discontinuation,Voluntary withdrawal,2026-08-03,,2026-09-22,PRH has not proposed any mitigation plan.,Registered alternative products are available 18 August 2026 Note: The registration of this product has been terminated. Notification will published one (1) year from the supply impact start date (3 August 2027).,Pregabalin oral solid alternatives,2026-09-22T14:27:48.443291,
MY,Malaysia,NPRA,Vfend 50mg Tablet,Voriconazole,50mg,,Tablet,J02AC03,Pfizer (Malaysia) Sdn Bhd,MAL20040542AZ,Pfizer (Malaysia) Sdn Bhd,MAL20040542AZ,Pfizer Italia S.r.l.,resolved,Resolved,Discontinuation,Business decision,2026-08-03,,2026-09-22,Alternative product has been suggested,Registered alternative products are available. 26 August 2026 Note: The registration of this product has been terminated. Notification will published one (1) year from the supply impact start date (3 August 2027).,Voriconazole discontinuation_1st 260827,2026-09-22T14:27:48.443291,63592
MY,Malaysia,NPRA,Vfend Powder for Oral Suspension 40mg/ml,Voriconazole,40mg/ml,,Powder for oral suspension,J02AC03,Pfizer (M) Sdn Bhd,MAL20071669ACZ,Pfizer (M) Sdn Bhd,MAL20071669ACZ,Fareva Amboise,resolved,Resolved,Discontinuation,Business decision,2026-08-03,,2026-09-22,PRH has not proposed any mitigation plan.,Registered alternative products are available. 26 August 2026 Note: The registration of this product has been terminated. Notification will published one (1) year from the supply impact start date (3 August 2027).,Voriconazole discontinuation_1st 260827,2026-09-22T14:27:48.443291,73288
MY,Malaysia,NPRA,Tarivid Ophthalmic Solution,Ofloxacin,0.30%,,Eye Drop,S01AE01,Santen Pharma Malaysia Sdn. Bhd.,MAL20040909ARZ,Santen Pharma Malaysia Sdn. Bhd.,MAL20040909ARZ,Santen Pharmaceuticals Co Ltd (Japan),resolved,Resolved,Discontinuation,Business Decision,2026-08-03,,2026-09-22,PRH has not proposed any mitigation plan.,Registered alternative products are available. 27 August 2026 Note: The registration of this product has been terminated. Notification will published one (1) year from the supply impact start date (3 August 2027).,Ofloxacin discontinuation_1st 260903.pdf,2026-09-22T14:27:48.443291,220582
MY,Malaysia,NPRA,Feburic 80 mg film-coated tablets,Febuxostat,80mg,,Tablet,M04AA03,Astellas Pharma Malaysia Sdn Bhd,MAL16075031ACRZ,Astellas Pharma Malaysia Sdn Bhd,MAL16075031ACRZ,"Pantheon France, FRANCE",resolved,Resolved,Discontinuation,Termination of the Distribution Agreement,2026-08-19,,2026-09-22,1. Product supply discontinuation notice will be issued to clients and trade partners. 2. Generic alternatives are suggeste,Registered alternative products are available 19 August 2026 Note: The registration of this product has been terminated. Notification will published one (1) year from the supply impact start date (19 August 2027).,Febuxostat discontinuation_2nd 260818.pdf,2026-09-22T14:27:48.443291,101788
