country_code,country_name,source,medicine_name,atc_code,active_substance,dosage_form,strength,marketing_auth_holder,status,detail_url,scraped_at
EE,Estonia,RAVIMIAMET,BETAKLAV,J01CR02,amoksitsilliin +klavulaanhape,õhukese polümeerikattega tablett,500mg +125mg,KRKA tovarna zdravil d.d. Novo mesto,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=5f2636ad-8fbc-45fb-82b6-3d10fc85f0dc,2026-03-14T16:10:45.582037
EE,Estonia,RAVIMIAMET,BETALOC,C07AB02,metoprolool,süstelahus,1mg 1ml,First Pharma OÜ,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=6a931883-a75a-497e-b409-fad310892a59,2026-03-14T16:10:45.582037
EE,Estonia,RAVIMIAMET,BETASERC,N07CA01,beetahistiin,tablett,24mg,Lex Ano UAB,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=f5849a33-1cbb-4e9c-bbd7-5932b75352b2,2026-03-14T16:10:45.583040
EE,Estonia,RAVIMIAMET,BETASERC,N07CA01,beetahistiin,tablett,8mg,Viatris SIA,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=9d7a530b-0d0d-48d9-9a81-a20618c815d9,2026-03-14T16:10:45.583040
EE,Estonia,RAVIMIAMET,BICALUTAMID ACTAVIS 150MG,L02BB03,bikalutamiid,õhukese polümeerikattega tablett,150mg,Actavis Group Ptc ehf.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=fce410b2-fa5b-466c-97a1-3b2d9ba32d9b,2026-03-14T16:10:45.583040
EE,Estonia,RAVIMIAMET,BILASTINE ZENTIVA,R06AX29,bilastiin,tablett,20mg,Zentiva k.s.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=aecca0b7-111a-47fc-b3cd-e80853b037e4,2026-03-14T16:10:45.583040
EE,Estonia,RAVIMIAMET,BILOBIL INTENSE,N06DX02,hõlmikpuulehed,kõvakapsel,120mg,KRKA d.d. Novo mesto,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=6d391b7d-7d81-4cfd-a83f-0eb327afba64,2026-03-14T16:10:45.583040
EE,Estonia,RAVIMIAMET,BIMATOPROST/TIMOLOL VIATRIS,S01ED82,timolool +bimatoprost,"silmatilgad, lahus","5mg +0,3mg 1ml",Viatris Limited,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=d9465f3b-2963-476b-ab47-43aaadbb578b,2026-03-14T16:10:45.583040
EE,Estonia,RAVIMIAMET,BISACODYL GSK,A06AB02,bisakodüül,rektaalsuposiit,10mg,GlaxoSmithKline Pharmaceuticals S.A.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=5c5356bd-debc-4173-8988-cf5644169f4f,2026-03-14T16:10:45.583040
EE,Estonia,RAVIMIAMET,BISOPROLOL ACCORD,C07AB07,bisoprolool,õhukese polümeerikattega tablett,"2,5mg",Accord Healthcare B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=ed4abf01-a7ee-4e75-bc8c-bb8056015448,2026-03-14T16:10:45.583040
EE,Estonia,RAVIMIAMET,BISOPROLOL ACCORD,C07AB07,bisoprolool,õhukese polümeerikattega tablett,5mg,Accord Healthcare B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=e3b06288-674c-4f10-854e-ea02978b45ac,2026-03-14T16:10:45.583040
EE,Estonia,RAVIMIAMET,BISOPROLOL ZENTIVA,C07AB07,bisoprolool,tablett,10mg,Zentiva k.s.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=e9542896-ad04-4979-b0a7-afc20cf9d50e,2026-03-14T16:10:45.583040
EE,Estonia,RAVIMIAMET,BISOPROLOL ZENTIVA,C07AB07,bisoprolool,tablett,"2,5mg",Zentiva k.s.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=9c3ad980-200e-4e52-b3a4-eb3884d2296b,2026-03-14T16:10:45.583040
EE,Estonia,RAVIMIAMET,BISOPROLOL VITABALANS,C07AB07,bisoprolool,tablett,10mg,Vitabalans Oy,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=5d9afa73-ae27-4188-b186-f87f7a2ba208,2026-03-14T16:10:45.583040
EE,Estonia,RAVIMIAMET,BITTNERI PALSAM,V03AX81,taimsed preparaadid,suukaudne lahus,,Richard Bittner AG,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=f3f0fcd9-fe5b-4d59-84f5-f270295ccb5c,2026-03-14T16:10:45.583040
EE,Estonia,RAVIMIAMET,BIXEBRA,C01EB17,ivabradiin,õhukese polümeerikattega tablett,"7,5mg",KRKA d.d. Novo mesto,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=282deb52-33f0-4f71-9f75-ff0028de154e,2026-03-14T16:10:47.608679
EE,Estonia,RAVIMIAMET,BIXEBRA,C01EB17,ivabradiin,õhukese polümeerikattega tablett,5mg,KRKA d.d. Novo mesto,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=01bf992d-5520-4430-8561-326f7877c579,2026-03-14T16:10:47.608679
EE,Estonia,RAVIMIAMET,BLOXAZOC 25,C07AB02,metoprolool,toimeainet prolongeeritult vabastav tablett,25mg,"KRKA, d.d., Novo mesto",shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=df616a07-d218-4921-9410-ce6198284047,2026-03-14T16:10:47.608679
EE,Estonia,RAVIMIAMET,BONDULC,S01EE04,travoprost,"silmatilgad, lahus",40mcg 1ml,Actavis Group Ptc ehf.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=0a5ccab2-a88d-4f71-8a13-1e18c0f878c5,2026-03-14T16:10:47.608679
EE,Estonia,RAVIMIAMET,BOOSTRIX,J07AJ80,"läkaköha tekitaja, puhastatud antigeen +difteeria toksoid +teetanuse toksoid",süstesuspensioon süstlis,1annus +1annus +1annus 0.5ml,Glaxosmithkline Biologicals,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=f5f2c98e-1afe-4a95-aa27-80c0d8363442,2026-03-14T16:10:47.608679
EE,Estonia,RAVIMIAMET,BORTEZOMIB HOSPIRA,L01XG01,bortesomiib,süstelahuse pulber,"3,5mg",Pfizer Europe MA EEIG,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=8ec6c109-9272-4429-8ec2-706360087d65,2026-03-14T16:10:47.608679
EE,Estonia,RAVIMIAMET,BORTEZOMIB TEVA,L01XG01,bortesomiib,süstelahuse pulber,"3,5mg",Teva B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=79ee951f-60a6-47c1-ac4b-fdc998a8c430,2026-03-14T16:10:47.608679
EE,Estonia,RAVIMIAMET,BRIDION,V03AB35,sugammadeks,süstelahus,100mg 1ml,Merck Sharp & Dohme B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=d092ffbd-40fd-4a0d-91f5-c39c673c0759,2026-03-14T16:10:47.608679
EE,Estonia,RAVIMIAMET,BRIEKA,N02BF02,pregabaliin,kõvakapsel,75mg,Teva B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=f68deb91-dcf9-4d12-8ba6-263cc57bfccd,2026-03-14T16:10:47.608679
EE,Estonia,RAVIMIAMET,BRILLEVE,G03AA10,gestodeen +etünüülöstradiool,tablett,"0,075mg +0,03mg",Sandoz Pharmaceuticals d.d.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=93849bd6-a3da-433c-b8c9-d4c9b3c6bd45,2026-03-14T16:10:47.609183
EE,Estonia,RAVIMIAMET,BRILLEVE,G03AA10,gestodeen +etünüülöstradiool,tablett,"0,075mg +0,02mg",Sandoz Pharmaceuticals d.d.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=e43d0895-7720-49b5-9da2-803e9df3a9e3,2026-03-14T16:10:47.609183
EE,Estonia,RAVIMIAMET,BRINZOLAMIDE/TIMOLOL ACCORD,S01ED83,timolool +brinsolamiid,"silmatilgad, suspensioon",5mg +10mg 1ml,Accord Healthcare B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=e1201b1d-a527-4933-8349-d843674ccd49,2026-03-14T16:10:47.609183
EE,Estonia,RAVIMIAMET,BRINZOLAMIDE/TIMOLOL STADA,S01ED83,timolool +brinsolamiid,"silmatilgad, suspensioon",5mg +10mg 1ml,Stada Arzneimittel AG,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=2dc969bd-e5b6-43c8-b70c-4cc23509e59d,2026-03-14T16:10:47.609183
EE,Estonia,RAVIMIAMET,BRINZOLAMIDE/TIMOLOL ZENTIVA,S01ED83,timolool +brinsolamiid,"silmatilgad, suspensioon",5mg +10mg 1ml,Zentiva k.s.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=b0a8329f-6003-4ace-ab0d-24b5a6b8e881,2026-03-14T16:10:47.609183
EE,Estonia,RAVIMIAMET,BRUFEN,M01AE01,ibuprofeen,kihisevad graanulid,600mg,VIATRIS HEALTHCARE Limited,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=633bcc47-dc34-4b93-a1b6-bb8403440bb1,2026-03-14T16:10:47.609183
EE,Estonia,RAVIMIAMET,BRUMARE,M01AE01,ibuprofeen,kihisevad graanulid,400mg,VIATRIS HEALTHCARE Limited,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=f0ba1ae9-d518-4384-b894-5b68076c294f,2026-03-14T16:10:47.609183
EE,Estonia,RAVIMIAMET,BUDESONID SANDOZ,R01AD05,budesoniid,"ninasprei, suspensioon",50mcg 1annus,Sandoz GmbH,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=98a111eb-1ece-4796-91e0-70dd8cf138ee,2026-03-14T16:10:47.609183
EE,Estonia,RAVIMIAMET,BUDESONIDE TEVA,R03BA02,budesoniid,nebuliseeritav suspensioon,"0,5mg 2ml",Teva B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=b1a500a2-3480-4c0c-8571-5a5aac852c38,2026-03-14T16:10:47.609183
EE,Estonia,RAVIMIAMET,BYDUREON,A10BJ01,eksenatiid,toimeainet prolongeeritult vabastava süstesuspensiooni pulber ja lahusti pen-süstlis,2mg,Astrazeneca AB,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=2b65a163-ab71-44e4-a2a3-45c03a58197a,2026-03-14T16:10:47.609183
EE,Estonia,RAVIMIAMET,BYETTA,A10BJ01,eksenatiid,süstelahus pen-süstlis,10mcg 40mcl,Astrazeneca AB,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=2783931d-2053-467f-a9e7-c38c9db021a7,2026-03-14T16:10:47.609183
EE,Estonia,RAVIMIAMET,BYETTA,A10BJ01,eksenatiid,süstelahus pen-süstlis,5mcg 20mcl,Astrazeneca AB,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=105e2ce3-04b0-4df1-b096-99c92f4de1bd,2026-03-14T16:10:47.609183
EE,Estonia,RAVIMIAMET,CALCIGRAN FORTE RED,A12AX80,kaltsium +kolekaltsiferool,närimistablett,500mg +1000RÜ,Orifarm Healthcare A/S,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=078b0fce-9829-4618-9ff7-6aaf238e7806,2026-03-14T16:10:47.609183
EE,Estonia,RAVIMIAMET,CANDESARTAN ACTAVIS,C09CA06,kandesartaan,tablett,16mg,Actavis Group Ptc ehf.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=3fdd15b6-f5e9-4c8b-b332-5487771a8282,2026-03-14T16:10:47.609183
EE,Estonia,RAVIMIAMET,CANDESARTAN CILEXETIL/HYDROCHLOROTHIAZIDE TEVA,C09DA84,kandesartaan +hüdroklorotiasiid,tablett,"16mg +12,5mg",Teva Pharma B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=68cbfc8d-84cc-49aa-aee4-8fc493fd2837,2026-03-14T16:10:47.609183
EE,Estonia,RAVIMIAMET,CANDESARTAN HCT ACTAVIS,C09DA84,kandesartaan +hüdroklorotiasiid,tablett,"16mg +12,5mg",Actavis Group Ptc ehf.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=e561aa0e-5062-4dbe-995b-db0cc3cb601f,2026-03-14T16:10:47.609183
EE,Estonia,RAVIMIAMET,CARDACE COMP,C09BA84,ramipriil +hüdroklorotiasiid,tablett,"2,5mg +12,5mg",Sanofi-Aventis Groupe,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=ee71f7a8-3f50-4142-87f0-e9aa09976f4b,2026-03-14T16:10:47.609183
EE,Estonia,RAVIMIAMET,CARDACE FORTE,C09BA84,ramipriil +hüdroklorotiasiid,tablett,10mg +25mg,Sanofi-Aventis Groupe,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=2f850087-4ac4-4562-be85-9ace744d55a1,2026-03-14T16:10:47.609183
EE,Estonia,RAVIMIAMET,CARMUSTINE ACCORD,L01AD01,karmustiin,infusioonilahuse kontsentraadi pulber ja lahusti,100mg,Accord Healthcare B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=9f4ec1a8-1807-4407-8b59-5126e66f28c6,2026-03-14T16:10:47.609183
EE,Estonia,RAVIMIAMET,CASPOFUNGIN TEVA GENERICS,J02AX04,kaspofungiin,infusioonilahuse kontsentraadi pulber,50mg,Teva B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=2854f1a2-fef3-4861-8abd-e0868cd89d58,2026-03-14T16:10:47.609183
EE,Estonia,RAVIMIAMET,CATHEJELL LIDOCAIN,N01BB86,lidokaiin +kloorheksidiin,geel,"20mg +0,5mg 1g",First Pharma OÜ,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=47cc8e10-8e0e-429b-8231-ded897e97b0d,2026-03-14T16:10:47.609183
EE,Estonia,RAVIMIAMET,Catobevit,QA12CX92,butafosfaan +tsüanokobalamiin,süstelahus,"100mg +0,05mg 1ml",KRKA d.d. Novo mesto,shortage,https://www.ravimiregister.ee/Default.aspx?pv=VetRavimid.Ravim&vid=0e9ccd96-29bb-4d39-8576-733fbbd77aae,2026-03-14T16:10:47.609183
EE,Estonia,RAVIMIAMET,Catophos,QA12CX92,butafosfaan +tsüanokobalamiin,süstelahus,"100mg +0,05mg 1ml",CP-Pharma Handelsgesellschaft mbH,shortage,https://www.ravimiregister.ee/Default.aspx?pv=VetRavimid.Ravim&vid=244c05e3-974d-45f4-beec-f6669af74ae8,2026-03-14T16:10:47.610186
EE,Estonia,RAVIMIAMET,CEFEPIME NORAMEDA,J01DE01,tsefepiim,süste-/infusioonilahuse pulber,1g,Norameda UAB,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=7e264aaf-5df9-43e8-aab6-e378c8dabc74,2026-03-14T16:10:47.610186
EE,Estonia,RAVIMIAMET,CEFOTAXIME MIP 1G,J01DD01,tsefotaksiim,süste-/infusioonilahuse pulber,1g,MIP Pharma GmbH,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=686df068-5cf2-4709-9656-ba8e1881179e,2026-03-14T16:10:47.610186
EE,Estonia,RAVIMIAMET,CHAMPIX,N07BA03,varenikliin,õhukese polümeerikattega tablett,"0,5mg/1mg",Pfizer Europe MA EEIG,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=f82d247b-c715-43c2-972c-f2caade687aa,2026-03-14T16:10:47.610186
EE,Estonia,RAVIMIAMET,CHAMPIX,N07BA03,varenikliin,õhukese polümeerikattega tablett,1mg,Pfizer Europe MA EEIG,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=85a7cafc-548d-4e28-a92e-ef8d8f020bf1,2026-03-14T16:10:47.610186
EE,Estonia,RAVIMIAMET,Chorulon,QG03GA01,inimese kooriongonadotropiin,süstelahuse pulber ja lahusti,1500RÜ,Intervet International B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=VetRavimid.Ravim&vid=813ddddf-8050-43d9-bee4-6aea802686bb,2026-03-14T16:10:47.610186
EE,Estonia,RAVIMIAMET,CHRONOCARD N,V03AX81,taimsed preparaadid,kaetud tablett,80mg,Cesra Arzneimittel GmbH & Co. KG,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=77514c29-c584-4719-88cc-33a0ef2e12f1,2026-03-14T16:10:47.610186
EE,Estonia,RAVIMIAMET,CINACALCET ACCORDPHARMA,H05BX01,tsinakaltseet,õhukese polümeerikattega tablett,90mg,Accord Healthcare S.L.U.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=e664cb67-eb19-4f8b-8ea6-ba4a2654976b,2026-03-14T16:10:47.610186
EE,Estonia,RAVIMIAMET,CINACALCET ACCORDPHARMA,H05BX01,tsinakaltseet,õhukese polümeerikattega tablett,60mg,Accord Healthcare S.L.U.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=f4c02660-1ca1-420d-83c2-c09ad789522e,2026-03-14T16:10:47.610186
EE,Estonia,RAVIMIAMET,CINACALCET TEVA,H05BX01,tsinakaltseet,õhukese polümeerikattega tablett,30mg,Teva B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=333a8689-fd8d-4180-b1ed-ff94d12fb5db,2026-03-14T16:10:47.610186
EE,Estonia,RAVIMIAMET,CINACALCET TEVA,H05BX01,tsinakaltseet,õhukese polümeerikattega tablett,60mg,Teva B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=aac375d2-682b-4883-b16c-f6c6027efa08,2026-03-14T16:10:47.610186
EE,Estonia,RAVIMIAMET,CITALOPRAM ACTAVIS 20 MG,N06AB04,tsitalopraam,õhukese polümeerikattega tablett,20mg,Actavis Group Ptc ehf.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=fac4afd8-2f86-4025-8620-0e27ab7efb8f,2026-03-14T16:10:47.610186
EE,Estonia,RAVIMIAMET,CITALOPRAM ACTAVIS 40 MG,N06AB04,tsitalopraam,õhukese polümeerikattega tablett,40mg,Actavis Group Ptc ehf.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=db9be96b-f11a-4104-b24e-27819649957f,2026-03-14T16:10:47.610186
EE,Estonia,RAVIMIAMET,CITALOPRAM VITABALANS,N06AB04,tsitalopraam,õhukese polümeerikattega tablett,20mg,Vitabalans Oy,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=0ee6a487-809d-4906-84a6-abfb767fc7ea,2026-03-14T16:10:47.610186
EE,Estonia,RAVIMIAMET,CLARINASE,R01BA89,pseudoefedriin +loratadiin,toimeainet prolongeeritult vabastav tablett,240mg +10mg,Bayer UAB,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=bd16b4f1-0f26-46a2-ae8b-39347295b37d,2026-03-14T16:10:47.610186
EE,Estonia,RAVIMIAMET,CLARITHROMYCIN GRINDEKS,J01FA09,klaritromütsiin,õhukese polümeerikattega tablett,250mg,Grindeks AS,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=ad95026e-dae7-4cd3-b6be-518ec26121d1,2026-03-14T16:10:47.610186
EE,Estonia,RAVIMIAMET,CLARITHROMYCIN GRINDEKS,J01FA09,klaritromütsiin,õhukese polümeerikattega tablett,500mg,Grindeks AS,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=62504b64-229f-4d91-b976-cb1de31d247f,2026-03-14T16:10:47.610186
EE,Estonia,RAVIMIAMET,CLOPIDOGREL ACTAVIS,B01AC04,klopidogreel,õhukese polümeerikattega tablett,75mg,Actavis Group Ptc ehf.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=3a5b51b0-0bdf-407b-b5ee-492ceca074b1,2026-03-14T16:10:47.610186
EE,Estonia,RAVIMIAMET,CLOPIDOGREL SANOSWISS 75MG,B01AC04,klopidogreel,õhukese polümeerikattega tablett,75mg,Sanoswiss UAB,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=4de4ed52-308c-4419-97dc-dd82afc65638,2026-03-14T16:10:47.610186
EE,Estonia,RAVIMIAMET,COAXIL,N06AX14,tianeptiin,kaetud tablett,"12,5mg",Ideal Trade Links UAB,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=c7cf763c-28c6-4dd8-8109-d3c661587b7a,2026-03-14T16:10:49.628521
EE,Estonia,RAVIMIAMET,COAXIL,N06AX14,tianeptiin,kaetud tablett,"12,5mg",Ideal Trade Links UAB,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=f76fdc2e-b183-4bbd-9270-f8959b4d8a84,2026-03-14T16:10:49.628521
EE,Estonia,RAVIMIAMET,CO-CODAMOL,N02BE92,paratsetamool +kodeiin,tablett,500mg +8mg,Actavis Group Ptc ehf.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=56612878-1c1c-4fb6-8f93-c2e7c4899a37,2026-03-14T16:10:49.628521
EE,Estonia,RAVIMIAMET,CO-DIOVAN,C09DA82,valsartaan +hüdroklorotiasiid,õhukese polümeerikattega tablett,"80mg +12,5mg",Novartis Baltics SIA,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=109d7609-f49c-4a4b-96fd-e052ef6ebf73,2026-03-14T16:10:49.628521
EE,Estonia,RAVIMIAMET,CONCERTA,N06BA04,metüülfenidaat,toimeainet prolongeeritult vabastav tablett,54mg,Johnson & Johnson UAB,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=023a7be0-509f-43c8-964c-77caa01b9cca,2026-03-14T16:10:49.628521
EE,Estonia,RAVIMIAMET,CO-RAMICOR 5 MG/25 MG,C09BA84,ramipriil +hüdroklorotiasiid,tablett,5mg +25mg,Hexal AG,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=a782c481-33d8-4cbc-b67f-5950583e9e94,2026-03-14T16:10:49.628521
EE,Estonia,RAVIMIAMET,CORDARONE 200 MG,C01BD01,amiodaroon,tablett,200mg,Sanofi Winthrop Industrie,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=64bf7ce4-a115-4aef-adaf-d3f1868ff270,2026-03-14T16:10:49.628521
EE,Estonia,RAVIMIAMET,CORDIPIN RETARD,C08CA05,nifedipiin,toimeainet prolongeeritult vabastav tablett,20mg,KRKA d.d. Novo mesto,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=b498e69f-55ef-49d8-b7f6-24b3c89458ab,2026-03-14T16:10:49.628521
EE,Estonia,RAVIMIAMET,CORDIPIN XL,C08CA05,nifedipiin,toimeainet modifitseeritult vabastav tablett,40mg,KRKA d.d. Novo mesto,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=fb062a71-2955-4e03-8de3-3e9cfb5cf4df,2026-03-14T16:10:49.629524
EE,Estonia,RAVIMIAMET,"CORYOL 12,5 MG",C07AG02,karvedilool,tablett,"12,5mg",KRKA tovarna zdravil d.d. Novo mesto,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=d35299e1-6f77-4aa8-a498-bb1a555988bb,2026-03-14T16:10:49.629524
EE,Estonia,RAVIMIAMET,CORYOL 25 MG,C07AG02,karvedilool,tablett,25mg,KRKA tovarna zdravil d.d. Novo mesto,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=4b6ad8fc-fc68-4a0a-83d8-822c0e351e6f,2026-03-14T16:10:49.629524
EE,Estonia,RAVIMIAMET,COSENTYX,L04AC10,sekukinumab,süstelahus süstlis,150mg 1ml,Novartis Europharm Limited,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=484f5f91-75fd-4549-8d9c-7995f9b63c44,2026-03-14T16:10:49.629524
EE,Estonia,RAVIMIAMET,COVERAM,C09BB04,perindopriil +amlodipiin,tablett,5mg +10mg,Les Laboratoires Servier,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=4cf70194-074c-445d-881a-14984b9639cc,2026-03-14T16:10:49.629524
EE,Estonia,RAVIMIAMET,CRESTOR,C10AA07,rosuvastatiin,õhukese polümeerikattega tablett,5mg,Gruenenthal GmbH,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=468627be-68fc-48e9-badb-098ccc339593,2026-03-14T16:10:49.629524
EE,Estonia,RAVIMIAMET,CUTIVATE OINTMENT,D07AC17,flutikasoon,salv,50mcg 1g,GlaxoSmithKline (Ireland) Limited,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=1bd04f0a-d310-4d78-b165-6bf2fc2e92f7,2026-03-14T16:10:49.629524
EE,Estonia,RAVIMIAMET,CYMBALTA,N06AX21,duloksetiin,gastroresistentne kõvakapsel,30mg,Eli Lilly Nederland B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=6d1fa37f-5c42-4ebc-9f43-3a57642fce1b,2026-03-14T16:10:49.629524
EE,Estonia,RAVIMIAMET,CYMBALTA,N06AX21,duloksetiin,gastroresistentne kõvakapsel,60mg,Eli Lilly Nederland B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=80a896e5-b2d3-4899-9e3e-44a81075ee44,2026-03-14T16:10:49.629524
EE,Estonia,RAVIMIAMET,CYTOSAR,L01BC01,tsütarabiin,süstelahuse pulber,1000mg,Pfizer Europe MA EEIG,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=e357f6c0-ec1d-4ca6-9ea2-9e96acc45c0e,2026-03-14T16:10:49.629524
EE,Estonia,RAVIMIAMET,DABIGATRAN ETEXILATE VIATRIS,B01AE07,dabigatraaneteksilaat,kõvakapsel,150mg,Viatris Limited,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=8e3f06c7-307f-4c74-9cf8-f8dde0809db9,2026-03-14T16:10:49.629524
