country_code,country_name,source,medicine_name,atc_code,active_substance,dosage_form,strength,marketing_auth_holder,status,detail_url,scraped_at
EE,Estonia,RAVIMIAMET,DORETA,N02AJ13,tramadool +paratsetamool,õhukese polümeerikattega tablett,75mg +650mg,Ideal Trade Links UAB,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=b1f8de73-06bf-43d8-83ba-fc1602b3508c,2026-03-14T16:10:51.651026
EE,Estonia,RAVIMIAMET,DORETA,N02AJ13,tramadool +paratsetamool,õhukese polümeerikattega tablett,"37,5mg +325mg",Ideal Trade Links UAB,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=b8f5b0b7-74af-4032-92cd-d8fb81437f15,2026-03-14T16:10:51.651026
EE,Estonia,RAVIMIAMET,DORMICUM,N05CD08,midasolaam,õhukese polümeerikattega tablett,"7,5mg",Roche Eesti OÜ,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=1730feb2-ce03-4383-ab9c-20b8ac755df2,2026-03-14T16:10:51.651026
EE,Estonia,RAVIMIAMET,DOXORUBICIN ACTAVIS,L01DB01,doksorubitsiin,infusioonilahuse kontsentraat,2mg 1ml,Actavis Group PTC ehf.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=6ef1c46b-dc3d-4b0a-8c92-4e2e567f9e7d,2026-03-14T16:10:51.651026
EE,Estonia,RAVIMIAMET,DOXYCYCLIN STADA,J01AA02,doksütsükliin,tablett,100mg,Stada Arzneimittel AG,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=4d3599e6-04b9-47a5-8337-94695cc5a09d,2026-03-14T16:10:51.651026
EE,Estonia,RAVIMIAMET,DOXYCYCLINE VITABALANS,J01AA02,doksütsükliin,tablett,100mg,Vitabalans Oy,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=1de4073d-a0c2-48ee-9f62-e9c525d10f22,2026-03-14T16:10:51.651026
EE,Estonia,RAVIMIAMET,DULOXETINE SANDOZ,N06AX21,duloksetiin,gastroresistentne kõvakapsel,30mg,Sandoz Pharmaceuticals d.d.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=4843f207-8e9c-4a2e-adf6-d52d9f892070,2026-03-14T16:10:51.651026
EE,Estonia,RAVIMIAMET,DULOXETINE SANDOZ,N06AX21,duloksetiin,gastroresistentne kõvakapsel,60mg,Sandoz Pharmaceuticals d.d.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=7f82697e-2a72-4c06-969c-9257648962a8,2026-03-14T16:10:51.651026
EE,Estonia,RAVIMIAMET,DULOXGAMMA,N06AX21,duloksetiin,gastroresistentne kõvakapsel,30mg,Woerwag Pharma GmbH & Co. KG,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=33986c23-60ae-4d2f-96b4-e315e11e8e80,2026-03-14T16:10:51.652023
EE,Estonia,RAVIMIAMET,DUPLECOR,C10BX03,atorvastatiin +amlodipiin,õhukese polümeerikattega tablett,10mg +5mg,Gedeon Richter Plc.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=14434280-e2f9-4bf4-a078-a1a0fc879dd8,2026-03-14T16:10:51.652023
EE,Estonia,RAVIMIAMET,DUPLECOR,C10BX03,atorvastatiin +amlodipiin,õhukese polümeerikattega tablett,20mg +5mg,Gedeon Richter Plc.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=2fa3186c-4a6c-40e0-85d3-14a75a02b430,2026-03-14T16:10:51.652023
EE,Estonia,RAVIMIAMET,DUPLECOR,C10BX03,atorvastatiin +amlodipiin,õhukese polümeerikattega tablett,20mg +10mg,Gedeon Richter Plc.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=4b74a4b5-262b-42de-b61d-ec344c0eb574,2026-03-14T16:10:51.652023
EE,Estonia,RAVIMIAMET,DUPLECOR,C10BX03,atorvastatiin +amlodipiin,õhukese polümeerikattega tablett,10mg +10mg,Gedeon Richter Plc.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=1a3cba92-20d8-4918-8c11-3c186eaecae2,2026-03-14T16:10:51.652023
EE,Estonia,RAVIMIAMET,DUSPATALIN,A03AA04,mebeveriin,toimeainet prolongeeritult vabastav kõvakapsel,200mg,Lex Ano UAB,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=45ebda5c-7e37-4d58-bba1-ee407e7ba464,2026-03-14T16:10:51.652023
EE,Estonia,RAVIMIAMET,DUSPATALIN,A03AA04,mebeveriin,toimeainet prolongeeritult vabastav kõvakapsel,200mg,Viatris SIA,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=815b122e-39a9-49fc-ab59-de0f79edbc25,2026-03-14T16:10:51.652023
EE,Estonia,RAVIMIAMET,DUTASTERIDE/TAMSULOSIN TEVA,G04CA52,tamsulosiin +dutasteriid,kõvakapsel,"0,4mg +0,5mg",Teva B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=0bd346ec-d6fd-41f0-b6ad-0cf1fac1d75e,2026-03-14T16:10:51.652023
EE,Estonia,RAVIMIAMET,DUTASTERIDE/TAMSULOSIN VIATRIS,G04CA52,tamsulosiin +dutasteriid,kõvakapsel,"0,4mg +0,5mg",Viatris Limited,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=c847fd59-0ca6-4f82-9038-8bee8d70184d,2026-03-14T16:10:51.652023
EE,Estonia,RAVIMIAMET,DUTROZEN,G04CA52,tamsulosiin +dutasteriid,kõvakapsel,"0,4mg +0,5mg",Zentiva k.s.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=072e4b74-3027-4856-8be3-60f6eb8b89ee,2026-03-14T16:10:51.652023
EE,Estonia,RAVIMIAMET,DUTRYS,G04CB02,dutasteriid,pehmekapsel,"0,5mg","KRKA, d.d., Novo mesto",shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=f7dcff39-e35b-4f5c-b847-f0b717e51891,2026-03-14T16:10:51.652023
EE,Estonia,RAVIMIAMET,EDNYT,C09AA02,enalapriil,tablett,10mg,Gedeon Richter Plc,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=3680d010-264c-4614-acf9-01a4e7fed717,2026-03-14T16:10:51.652023
EE,Estonia,RAVIMIAMET,EDNYT,C09AA02,enalapriil,tablett,20mg,Gedeon Richter Plc.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=4c7ea261-7520-46a4-ad8a-a98bac56c909,2026-03-14T16:10:51.652023
EE,Estonia,RAVIMIAMET,EFFENTORA,N02AB03,fentanüül,bukaaltablett,200mcg,Teva B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=b31c7433-4623-4431-be65-88779f821fdb,2026-03-14T16:10:51.652023
EE,Estonia,RAVIMIAMET,ELIQUIS,B01AF02,apiksabaan,õhukese polümeerikattega tablett,"2,5mg",Bristol-Myers Squibb/Pfizer EEIG,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=5c26e96f-f118-4dee-a302-4ccfd5d63b42,2026-03-14T16:10:51.652023
EE,Estonia,RAVIMIAMET,ELONVA,G03GA09,alfakorifollitropiin,süstelahus,150mcg 0.5ml,Organon N.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=dd1cd679-35c3-4f4e-b875-20a1e8988589,2026-03-14T16:10:51.652023
EE,Estonia,RAVIMIAMET,ELONVA,G03GA09,alfakorifollitropiin,süstelahus,100mcg 0.5ml,Organon N.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=2a2bd6bd-edf5-427b-81a0-f68cce39f779,2026-03-14T16:10:51.652023
EE,Estonia,RAVIMIAMET,EMEND,A04AD12,aprepitant,kõvakapsel,125mg/80mg,Merck Sharp & Dohme B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=d5a6d10b-8635-46be-9d82-5318261db8a9,2026-03-14T16:10:51.652023
EE,Estonia,RAVIMIAMET,EMZOK,C07AB02,metoprolool,toimeainet prolongeeritult vabastav tablett,100mg,Teva B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=06ab04f5-c628-4e8c-91ee-b4e42e4b08c3,2026-03-14T16:10:51.652023
EE,Estonia,RAVIMIAMET,EMZOK,C07AB02,metoprolool,toimeainet prolongeeritult vabastav tablett,50mg,Teva B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=e05f2fc9-b4fc-473a-b7b4-17173e9da458,2026-03-14T16:10:51.652023
EE,Estonia,RAVIMIAMET,EMTRICITABINE/TENOFOVIR DISOPROXIL MYLAN,J05AR03,tenofoviirdisoproksiil +emtritsitabiin,õhukese polümeerikattega tablett,245mg +200mg,Mylan Pharmaceuticals Limited,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=258bd936-d1c5-48c3-8fe4-ab1980708b60,2026-03-14T16:10:51.652023
EE,Estonia,RAVIMIAMET,EMTRICITABINE/TENOFOVIR DISOPROXIL ZENTIVA,J05AR03,tenofoviirdisoproksiil +emtritsitabiin,õhukese polümeerikattega tablett,245mg +200mg,Zentiva k.s.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=f07cb7d2-9fb0-4f71-9c8a-d310b6c0a5bf,2026-03-14T16:10:51.652023
EE,Estonia,RAVIMIAMET,ENAP-HL,C09BA81,enalapriil +hüdroklorotiasiid,tablett,"10mg +12,5mg",KRKA tovarna zdravil d.d. Novo mesto,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=3a68af90-c255-4902-b395-c7b770a38c64,2026-03-14T16:10:51.652023
EE,Estonia,RAVIMIAMET,ENBREL,L04AB01,etanertsept,süstelahuse pulber ja lahusti,10mg,Pfizer Europe MA EEIG,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=b31630bb-75d6-47b9-8360-6369486789fa,2026-03-14T16:10:51.652023
EE,Estonia,RAVIMIAMET,ENDOXAN,L01AA01,tsüklofosfamiid,süstelahuse pulber,1g,OÜ Baxter Estonia,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=0a9c3f52-56f6-4545-bdf7-f1e1816b73f2,2026-03-14T16:10:51.653023
EE,Estonia,RAVIMIAMET,Eprinex Pour-On,QP54AA04,eprinomektiin,kriipsulahus,5mg 1ml,Boehringer Ingelheim Animal Health France,shortage,https://www.ravimiregister.ee/Default.aspx?pv=VetRavimid.Ravim&vid=3196c079-4b40-49eb-975c-bb164c1609a7,2026-03-14T16:10:51.653023
EE,Estonia,RAVIMIAMET,EPROMUL,M01AE02,naprokseen,õhukese polümeerikattega tablett,220mg,PharmaSwiss Ceska republika s.r.o.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=a161cbf6-09af-443b-a7a2-3c0c3b061227,2026-03-14T16:10:51.653023
EE,Estonia,RAVIMIAMET,EQUORAL 25 MG,L04AD01,tsüklosporiin,pehmekapsel,25mg,Teva B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=3039bdc8-2708-43d9-9dc9-9ede31704b9a,2026-03-14T16:10:51.653023
EE,Estonia,RAVIMIAMET,EQUORAL 50 MG,L04AD01,tsüklosporiin,pehmekapsel,50mg,Teva B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=7cce6343-0441-401f-bbb5-11eed9e45b3e,2026-03-14T16:10:51.653023
EE,Estonia,RAVIMIAMET,Eqvalan Duo,QP54AA82,ivermektiin +prasikvanteel,suukaudne pasta,120mg +600mg 7.74g,Boehringer Ingelheim Animal Health France,shortage,https://www.ravimiregister.ee/Default.aspx?pv=VetRavimid.Ravim&vid=0fd22c12-896c-420a-967a-1899875b957d,2026-03-14T16:10:51.653023
EE,Estonia,RAVIMIAMET,ERLOTINIB VIATRIS,L01EB02,erlotiniib,õhukese polümeerikattega tablett,100mg,Viatris Limited,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=fb762a75-d071-446a-b06a-e21e71f928f8,2026-03-14T16:10:51.653023
EE,Estonia,RAVIMIAMET,ERLOTINIB VIATRIS,L01EB02,erlotiniib,õhukese polümeerikattega tablett,150mg,Viatris Limited,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=bd4cafa9-2af7-4467-8651-622cb0e75378,2026-03-14T16:10:51.653023
EE,Estonia,RAVIMIAMET,ERSET,N06AB06,sertraliin,õhukese polümeerikattega tablett,50mg,Rivopharm Limited,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=ced95db8-38a1-422c-a63b-32a8f8880a9f,2026-03-14T16:10:51.653023
EE,Estonia,RAVIMIAMET,ERSET,N06AB06,sertraliin,õhukese polümeerikattega tablett,100mg,Rivopharm Limited,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=fe3a6bd5-1284-4456-8498-17b545761151,2026-03-14T16:10:51.653023
EE,Estonia,RAVIMIAMET,ESCADRA,A02BC05,esomeprasool,gastroresistentne kõvakapsel,40mg,KRKA tovarna zdravil d.d. Novo mesto,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=d10c1cd4-942c-4ac6-8a28-a88195527bb6,2026-03-14T16:10:51.653023
EE,Estonia,RAVIMIAMET,ESCEPRAN,L02BG06,eksemestaan,õhukese polümeerikattega tablett,25mg,KRKA d.d. Novo mesto,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=912b2cd6-b962-45e2-84d6-0484f7489009,2026-03-14T16:10:51.653023
EE,Estonia,RAVIMIAMET,ESLOREX 10 MG,N06AB10,estsitalopraam,õhukese polümeerikattega tablett,10mg,Zentiva k.s.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=f4f99f16-1cce-438e-853a-bd5b0a48c0a3,2026-03-14T16:10:51.653023
EE,Estonia,RAVIMIAMET,ESPRITAL 30,N06AX11,mirtasapiin,õhukese polümeerikattega tablett,30mg,Zentiva k.s.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=9bdd6089-de5a-479a-be00-dc471d70b92a,2026-03-14T16:10:51.653023
EE,Estonia,RAVIMIAMET,ESTROFEM,G03CA03,östradiool,õhukese polümeerikattega tablett,2mg,First Pharma OÜ,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=1bebf566-bc9c-4637-a45a-9d00c9a98b6c,2026-03-14T16:10:51.653023
EE,Estonia,RAVIMIAMET,"EZAPREV 0,088 MG",N04BC05,pramipeksool,tablett,"0,088mg",Norameda UAB,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=0ea7f96b-68ae-446a-ab3a-66f90b417b15,2026-03-14T16:10:51.653023
EE,Estonia,RAVIMIAMET,"EZAPREV 0,18 MG",N04BC05,pramipeksool,tablett,"0,18mg",Norameda UAB,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=872f572f-5364-4877-afd6-482ec62d43ec,2026-03-14T16:10:51.653023
EE,Estonia,RAVIMIAMET,"EZAPREV 0,7 MG",N04BC05,pramipeksool,tablett,"0,7mg",Norameda UAB,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=eca43e51-3976-4206-b6c9-2922a7a9237b,2026-03-14T16:10:51.653023
EE,Estonia,RAVIMIAMET,EZETIMIBE/ATORVASTATIN OLPHA,C10BA05,atorvastatiin +esetimiib,õhukese polümeerikattega tablett,20mg +10mg,Olpha AS,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=6d2c22df-9719-4dce-afa6-cbb994cdfa76,2026-03-14T16:10:53.690740
EE,Estonia,RAVIMIAMET,EZETIMIBE/ATORVASTATIN OLPHA,C10BA05,atorvastatiin +esetimiib,õhukese polümeerikattega tablett,40mg +10mg,Olpha AS,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=5861ed67-9ebd-4562-9780-d737be9ddc99,2026-03-14T16:10:53.690740
EE,Estonia,RAVIMIAMET,EZETIMIBE/ATORVASTATIN OLPHA,C10BA05,atorvastatiin +esetimiib,õhukese polümeerikattega tablett,80mg +10mg,Olpha AS,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=158947bf-1a4f-4ce1-a5b5-9cb9e888e8ce,2026-03-14T16:10:53.690740
EE,Estonia,RAVIMIAMET,ETOMIDATE-LIPURO,N01AX07,etomidaat,süsteemulsioon,2mg 1ml,B. Braun Melsungen AG,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=8cec0ebe-e88b-4d3f-90eb-bbbb32447a0a,2026-03-14T16:10:53.690740
EE,Estonia,RAVIMIAMET,ETORICOXIB ZENTIVA 120 MG,M01AH05,etorikoksiib,õhukese polümeerikattega tablett,120mg,Zentiva k.s.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=8774ae6b-9a35-4b39-906a-457fc0544f7d,2026-03-14T16:10:53.690740
EE,Estonia,RAVIMIAMET,ETORICOXIB ZENTIVA 90 MG,M01AH05,etorikoksiib,õhukese polümeerikattega tablett,90mg,Zentiva k.s.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=7fb923bb-d8be-42ba-8bdf-e9395586c8c0,2026-03-14T16:10:53.690740
EE,Estonia,RAVIMIAMET,ETORICOXIB TEVA,M01AH05,etorikoksiib,õhukese polümeerikattega tablett,60mg,Teva B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=5399e1b8-57a9-4e7c-9e8b-987e0cea54ef,2026-03-14T16:10:53.690740
EE,Estonia,RAVIMIAMET,ETORICOXIB TEVA,M01AH05,etorikoksiib,õhukese polümeerikattega tablett,90mg,Teva B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=3fafcd96-d91b-4f00-be99-62ff0c7c1090,2026-03-14T16:10:53.690740
EE,Estonia,RAVIMIAMET,ETORICOXIB TEVA,M01AH05,etorikoksiib,õhukese polümeerikattega tablett,120mg,Teva B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=7046a58b-90ba-42d7-9827-d38d6797d2d7,2026-03-14T16:10:53.691736
EE,Estonia,RAVIMIAMET,EUCREAS,A10BD08,metformiin +vildagliptiin,õhukese polümeerikattega tablett,850mg +50mg,Novartis Europharm Limited,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=8ff16abf-47ea-41e9-8e28-e6bf57e9b3c1,2026-03-14T16:10:53.691736
EE,Estonia,RAVIMIAMET,EUCREAS,A10BD08,metformiin +vildagliptiin,õhukese polümeerikattega tablett,1000mg +50mg,Novartis Europharm Limited,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=64e60865-754e-4070-b848-b8f36221f99b,2026-03-14T16:10:53.691736
EE,Estonia,RAVIMIAMET,EUVASCOR,C10BX15,atorvastatiin +perindopriil,kõvakapsel,20mg +5mg,Les Laboratoires Servier,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=9f2c75d7-56ef-43b7-840b-634e45f0e1f6,2026-03-14T16:10:53.691736
EE,Estonia,RAVIMIAMET,EUVASCOR,C10BX15,atorvastatiin +perindopriil,kõvakapsel,20mg +10mg,Les Laboratoires Servier,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=9b95f931-7cdf-4c6a-ac7f-fb00b0d9f732,2026-03-14T16:10:53.691736
EE,Estonia,RAVIMIAMET,EVERIO AIRMASTER,R03AK06,salmeterool +flutikasoon,annustatud inhalatsioonipulber,50mcg +500mcg 1mõõtannus,Zentiva k.s.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=f60c8ec1-4ff2-44da-ae54-7cdd96d45ada,2026-03-14T16:10:53.691736
EE,Estonia,RAVIMIAMET,EVERIO AIRMASTER,R03AK06,salmeterool +flutikasoon,annustatud inhalatsioonipulber,50mcg +250mcg 1mõõtannus,Zentiva k.s.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=3bd90d43-cb02-4be5-88e6-c66d7056c136,2026-03-14T16:10:53.691736
EE,Estonia,RAVIMIAMET,EVERIO AIRMASTER,R03AK06,salmeterool +flutikasoon,annustatud inhalatsioonipulber,50mcg +100mcg 1mõõtannus,Zentiva k.s.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=9a8d091b-39b9-48c3-99db-8a8555785631,2026-03-14T16:10:53.691736
EE,Estonia,RAVIMIAMET,EVEROLIMUS KRKA,L01EG02,everoliimus,tablett,10mg,KRKA tovarna zdravil d.d. Novo mesto,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=8d7b23b2-b74e-4c2a-be61-e79f9258c362,2026-03-14T16:10:53.691736
EE,Estonia,RAVIMIAMET,EVEROLIMUS KRKA,L01EG02,everoliimus,tablett,5mg,KRKA tovarna zdravil d.d. Novo mesto,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=535464a5-4ccb-4e67-9442-418759bb93c1,2026-03-14T16:10:53.691736
EE,Estonia,RAVIMIAMET,EVICEL,B02BC81,humaanfibrinogeen +humaantrombiin,koeliimilahus,2ml +2ml,Omrix Biopharmaceuticals,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=6c76f7e1-4e66-4ea5-80f4-1a094e2de008,2026-03-14T16:10:53.691736
EE,Estonia,RAVIMIAMET,EVICEL,B02BC81,humaanfibrinogeen +humaantrombiin,koeliimilahus,1ml +1ml,Omrix Biopharmaceuticals,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=d8a3c84d-68bf-444a-8799-9a27279d5d5c,2026-03-14T16:10:53.691736
EE,Estonia,RAVIMIAMET,EVOLTRA,L01BB06,klofarabiin,infusioonilahuse kontsentraat,1mg 1ml,Sanofi B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=a8105b51-665f-4236-941e-f278023d1c00,2026-03-14T16:10:53.691736
EE,Estonia,RAVIMIAMET,EVUSHELD,J06BD03,tiksagevimab +tsilgavimab,süstelahus,150mg +0/0 +150mg 1.5ml,AstraZeneca AB,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=70083a10-5cbf-41df-a2ba-3598e9a032fc,2026-03-14T16:10:53.691736
EE,Estonia,RAVIMIAMET,EXEMESTANE TEVA 25MG,L02BG06,eksemestaan,õhukese polümeerikattega tablett,25mg,Teva Pharma B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=f91d7e20-5df0-4f13-b777-176c768cbf9a,2026-03-14T16:10:53.691736
EE,Estonia,RAVIMIAMET,EXJADE,V03AC03,deferasiroks,dispergeeruv tablett,250mg,Novartis Europharm Limited,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=c223bfc5-c096-459f-9682-c1853f7203ea,2026-03-14T16:10:53.691736
EE,Estonia,RAVIMIAMET,EXJADE,V03AC03,deferasiroks,õhukese polümeerikattega tablett,180mg,Novartis Europharm Limited,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=4765358b-8eb9-4885-a05a-1d16f6560afa,2026-03-14T16:10:53.691736
EE,Estonia,RAVIMIAMET,EXPEXIN,R05CA03,guaifenesiin,siirup,200mg 15ml,WICK Pharma Zweigniederlassung der Procter & Gamble GmbH,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=e5c818e9-d4bd-4f41-9766-f93067addb33,2026-03-14T16:10:53.691736
EE,Estonia,RAVIMIAMET,EXTAVIA,L03AB08,beeta-1b-interferoon,süstelahuse pulber ja lahusti,250mcg 1ml,Novartis Europharm Limited,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=d6d46a5f-1ec6-4dc1-9306-1a392e13741c,2026-03-14T16:10:53.691736
EE,Estonia,RAVIMIAMET,EXVIERA,J05AP09,dasabuviir,õhukese polümeerikattega tablett,250mg,AbbVie Deutschland GmbH & Co. KG,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=10f47139-a965-40b9-a1c2-3fb3cdf0891d,2026-03-14T16:10:53.691736
EE,Estonia,RAVIMIAMET,FARINGODOL FORTE,A01AD82,koliinsalitsülaat,loseng,150mg,Perrigo Poland Sp. z o.o.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=6d4899f2-17e8-4f35-ad97-434939202ff0,2026-03-14T16:10:53.691736
EE,Estonia,RAVIMIAMET,FARPENTA,N05AH03,olansapiin,suus dispergeeruv tablett,15mg,Sanoswiss UAB,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=44770302-1d6d-4f36-bb6e-7445a3800e7b,2026-03-14T16:10:53.691736
EE,Estonia,RAVIMIAMET,FARPENTA,N05AH03,olansapiin,suus dispergeeruv tablett,5mg,Sanoswiss UAB,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=a66f5a09-5615-40dd-b331-b090fd46777b,2026-03-14T16:10:53.691736
EE,Estonia,RAVIMIAMET,FASENRA,R03DX10,benralizumab,süstelahus süstlis,30mg 1ml,Astrazeneca AB,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=99df0951-45c6-4873-9d1f-4e7f0ad38c0b,2026-03-14T16:10:53.691736
EE,Estonia,RAVIMIAMET,FASLODEX,L02BA03,fulvestrant,süstelahus,250mg 5ml,Astrazeneca AB,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=cfde332e-91da-45db-b2bc-f4f8df4e292c,2026-03-14T16:10:53.692736
EE,Estonia,RAVIMIAMET,FEBUXOSTAT ZENTIVA,M04AA03,febuksostaat,õhukese polümeerikattega tablett,120mg,Zentiva k.s.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=96319be6-e885-4270-a381-e0f3064ee566,2026-03-14T16:10:53.692736
EE,Estonia,RAVIMIAMET,FEBUXOSTAT ZENTIVA,M04AA03,febuksostaat,õhukese polümeerikattega tablett,80mg,Zentiva k.s.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=52ee6083-09ed-4b9d-8f92-fee78738657a,2026-03-14T16:10:53.692736
