country_code,country_name,source,medicine_name,active_substance,strength,package_size,barcode,atc_code,license_holder,license_number,suspension_status,status,suspension_date,shortage_start,estimated_end,scraped_at
TR,Turkey,TITCK,"OMNISCAN 0.5 MMOL/ML IV ENJEKSİYON İÇİN ÇÖZELTİ İÇEREN FLAKON, 15 ML",gadodiamid,,,8699688770514,V08CA03,OPAKİM TIBBİ ÜRÜNLER SAN. VE TİC. A.Ş.,98/5,3,suspended_article_22,2018-03-01 00:00:00,,,2026-03-13T15:43:03.615074
TR,Turkey,TITCK,"OMNISCAN 0.5 MMOL/ML IV ENJEKSİYON İÇİN ÇÖZELTİ İÇEREN FLAKON, 20 ML",gadodiamid,,,8699688770521,V08CA03,OPAKİM TIBBİ ÜRÜNLER SAN. VE TİC. A.Ş.,98/5,3,suspended_article_22,2018-03-01 00:00:00,,,2026-03-13T15:43:03.615074
TR,Turkey,TITCK,"ONBREZ BREEZHALER 150 MCG INHALER KAPSÜL, 30 KAPSÜL",indakaterol maleat,,,8699504550405,R03AC18,NOVARTİS SAĞLIK GIDA VE TARIM ÜRÜNLERİ SAN. VE TİC. A.Ş.,131/44,1,suspended_article_23,2025-03-27 00:00:00,,,2026-03-13T15:43:03.615074
TR,Turkey,TITCK,"ONBREZ BREEZHALER 150 MCG INHALER KAPSÜL, 60 KAPSÜL",indakaterol maleat,,,8699504550450,R03AC18,NOVARTİS SAĞLIK GIDA VE TARIM ÜRÜNLERİ SAN. VE TİC. A.Ş.,131/44,1,suspended_article_23,2025-03-27 00:00:00,,,2026-03-13T15:43:03.616075
TR,Turkey,TITCK,"ORCIPOL 500 MG/500 MG FILM TABLET, 20 ADET",ornidazol/siprofloksasin hci,,,8680199095067,J01RA12,WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,2014/502,3,suspended_article_22,2018-07-30 00:00:00,,,2026-03-13T15:43:03.616075
TR,Turkey,TITCK,"ORNIDONE 250 MG FILM TABLET, 20 ADET",ornidazol,,,8699772090108,P01AB03,TRIPHARMA İLAÇ SAN. VE TİC. A.Ş.,188/67,1,suspended_article_23,2024-06-14 00:00:00,,,2026-03-13T15:43:03.616075
TR,Turkey,TITCK,"ORNIDONE FORT 500 MG FILM TABLET, 10 ADET",ornidazole,,,8699772091884,P01AB03,TRIPHARMA İLAÇ SAN. VE TİC. A.Ş.,202/80,1,suspended_article_23,2024-06-12 00:00:00,,,2026-03-13T15:43:03.616075
TR,Turkey,TITCK,"ORNISASIN 500 MG/500 MG FILM TABLET, 10 ADET","siprofloksasin hidroklorür, ornidazol",,,8699293093312,J01RA12,GENVEON İLAÇ SAN. VE TİC. A.Ş.,2017/146,3,suspended_article_22,2018-07-30 00:00:00,,,2026-03-13T15:43:03.616590
TR,Turkey,TITCK,"ORNISASIN 500 MG/500 MG FILM TABLET, 20 ADET","siprofloksasin hidroklorür, ornidazol",,,8699293093329,J01RA12,GENVEON İLAÇ SAN. VE TİC. A.Ş.,2017/146,3,suspended_article_22,2018-07-30 00:00:00,,,2026-03-13T15:43:03.616590
TR,Turkey,TITCK,"OXALIDEM 100 MG IV INFUZYON ICIN LIYOFILIZE TOZ ICEREN FLAKON, 1 ADET",okzaliplatin,,,8699769790073,L01XA03,DEM İLAÇ SAN. VE TİC. A.Ş.,134/57,1,suspended_article_23,2025-01-20 00:00:00,,,2026-03-13T15:43:03.616590
TR,Turkey,TITCK,"OXALIDEM 50 MG IV INFUZYON ICIN LIYOFILIZE TOZ ICEREN FLAKON, 1 ADET",okzaliplatin,,,8699769790066,L01XA03,DEM İLAÇ SAN. VE TİC. A.Ş.,134/58,1,suspended_article_23,2025-01-20 00:00:00,,,2026-03-13T15:43:03.616590
TR,Turkey,TITCK,"PANTER KAPSÜL, 16 ADET",tetrasiklin hcl,,,8699549150011,J01AA07,AKDENİZ İLAÇ SAN. VE TİC. A.Ş.,111/45,1,suspended_article_23,2025-05-02 00:00:00,,,2026-03-13T15:43:03.616590
TR,Turkey,TITCK,"PANTER KAPSÜL, 8 ADET",tetrasiklin hcl,,,8699549150097,J01AA07,AKDENİZ İLAÇ SAN. VE TİC. A.Ş.,111/45,1,suspended_article_23,2025-05-02 00:00:00,,,2026-03-13T15:43:03.616590
TR,Turkey,TITCK,"PANTHERO NEOHALER 50 MIKROGRAM INHALER KAPSUL, 12 ADET",glikopironyum bromür,,,8699074550201,R03BB06,FARMANOVA SAĞLIK HİZMETLERİ LTD. ŞTİ.,2015/333,1,suspended_article_23,2024-12-11 00:00:00,,,2026-03-13T15:43:03.616590
TR,Turkey,TITCK,"PANTHERO NEOHALER 50 MIKROGRAM INHALER KAPSUL, 150 ADET",glikopironyum bromür,,,8699074550232,R03BB06,FARMANOVA SAĞLIK HİZMETLERİ LTD. ŞTİ.,2015/333,1,suspended_article_23,2024-12-11 00:00:00,,,2026-03-13T15:43:03.618109
TR,Turkey,TITCK,"PANTHERO NEOHALER 50 MIKROGRAM INHALER KAPSUL, 30 ADET",glikopironyum bromür,,,8699074550188,R03BB06,FARMANOVA SAĞLIK HİZMETLERİ LTD. ŞTİ.,2015/333,1,suspended_article_23,2024-12-11 00:00:00,,,2026-03-13T15:43:03.618109
TR,Turkey,TITCK,"PANTHERO NEOHALER 50 MIKROGRAM INHALER KAPSUL, 90 ADET",glikopironyum bromür,,,8699074550218,R03BB06,FARMANOVA SAĞLIK HİZMETLERİ LTD. ŞTİ.,2015/333,1,suspended_article_23,2024-12-11 00:00:00,,,2026-03-13T15:43:03.618109
TR,Turkey,TITCK,"PANTHERO NEOHALER 50 MIKROGRAM INHALER KAPSUL, 96 ADET",glikopironyum bromür,,,8699074550225,R03BB06,FARMANOVA SAĞLIK HİZMETLERİ LTD. ŞTİ.,2015/333,1,suspended_article_23,2024-12-11 00:00:00,,,2026-03-13T15:43:03.618109
TR,Turkey,TITCK,"PANTHERO NEOHALER 50 MIKROGRAM INHALER KAPSÜL, 6 ADET",glikopironyum bromür,,,8699074550195,R03BB06,FARMANOVA SAĞLIK HİZMETLERİ LTD. ŞTİ.,2015/333,1,suspended_article_23,2024-12-11 00:00:00,,,2026-03-13T15:43:03.618109
TR,Turkey,TITCK,"PARADYSE DISTAB 10 MG AĞIZDA DAĞILAN TABLET , 56 TABLET",aripiprazol,,,8699514080435,N05AX12,ABDİ İBRAHİM İLAÇ SAN. VE TİC. A.Ş.,254/26,1,suspended_article_23,2024-06-14 00:00:00,,,2026-03-13T15:43:03.619123
TR,Turkey,TITCK,"PARADYSE DISTAB 10 MG AĞIZDA DAĞILAN TABLET, 28 ADET",aripiprazol,,,8699514080428,N05AX12,ABDİ İBRAHİM İLAÇ SAN. VE TİC. A.Ş.,254/26,1,suspended_article_23,2024-06-14 00:00:00,,,2026-03-13T15:43:03.619123
TR,Turkey,TITCK,"PARADYSE DISTAB 10 MG AĞIZDA DAĞILAN TABLET, 84 ADET",aripiprazol,,,8699514080442,N05AX12,ABDİ İBRAHİM İLAÇ SAN. VE TİC. A.Ş.,254/26,1,suspended_article_23,2024-06-14 00:00:00,,,2026-03-13T15:43:03.619123
TR,Turkey,TITCK,"PARADYSE DISTAB 15 MG AĞIZDA DAĞILAN TABLET, 56 TABLET",aripiprazol,,,8699514080466,N05AX12,ABDİ İBRAHİM İLAÇ SAN. VE TİC. A.Ş.,254/27,1,suspended_article_23,2024-06-14 00:00:00,,,2026-03-13T15:43:03.619123
TR,Turkey,TITCK,"PARADYSE DISTAB 15 MG AĞIZDA DAĞILAN TABLET, 28 ADET",aripiprazol,,,8699514080459,N05AX12,ABDİ İBRAHİM İLAÇ SAN. VE TİC. A.Ş.,254/27,1,suspended_article_23,2024-06-14 00:00:00,,,2026-03-13T15:43:03.619123
TR,Turkey,TITCK,PARANOX 120+15 MG 10 SUPOZİTUAR,"parasetamol, phenorbarbital",,,8699809897038,N02BE51,SANOFİ SAĞLIK ÜRÜNLERİ LTD. ŞTİ.,213/42,3,suspended_article_22,2020-11-02 00:00:00,,,2026-03-13T15:43:03.619123
TR,Turkey,TITCK,"PASILOPRAM 20 MG FILM TABLET, 28 ADET",sitalopram hidrobromür,,,8699516097882,N06AB04,SANDOZ İLAÇ SAN. VE TİC. A.Ş.,212/40,1,suspended_article_23,2025-10-28 00:00:00,,,2026-03-13T15:43:03.619123
TR,Turkey,TITCK,"PASILOPRAM 40 MG FILM TABLET, 28 ADET",sitalopram hidrobromür,,,8699516097905,N06AB04,SANDOZ İLAÇ SAN. VE TİC. A.Ş.,211/61,1,suspended_article_23,2025-10-28 00:00:00,,,2026-03-13T15:43:03.620122
TR,Turkey,TITCK,"PATANOL % 0,1 STERİL GÖZ DAMLASI, ÇÖZELTİ, 5 ML",olopatadin hidroklorür,,,8699504612073,S01GX09,NOVARTİS SAĞLIK GIDA VE TARIM ÜRÜNLERİ SAN. VE TİC. A.Ş.,2017/756,1,suspended_article_23,2024-05-14 00:00:00,,,2026-03-13T15:43:03.620122
TR,Turkey,TITCK,"PEDIDORM SUPOZİTUVAR, 10 ADET","parasetamol, fenobarbital",,,8699549890023,N02BE71 ,AKDENİZ İLAÇ SAN. VE TİC. A.Ş.,108/5,1,suspended_article_23,2025-08-12 00:00:00,,,2026-03-13T15:43:03.620122
TR,Turkey,TITCK,"PENOKSIL 125 ŞURUP, 80 ML",fenoksimetil penisilin,,,8699549280206,J01CE02,AKDENİZ İLAÇ SAN. VE TİC. A.Ş.,113/94,1,suspended_article_23,2025-05-02 00:00:00,,,2026-03-13T15:43:03.620122
TR,Turkey,TITCK,"PENOKSIL 250 ŞURUP, 80 ML",fenoksimetil penisilin,,,8699549280213,J01CE02,AKDENİZ İLAÇ SAN. VE TİC. A.Ş.,116/43,1,suspended_article_23,2025-05-02 00:00:00,,,2026-03-13T15:43:03.620122
TR,Turkey,TITCK,PERİDİALİZ PERİTON DİALİZ ÇÖZELTİSİ,"dekstroz, elektrolitler",,,8699508670017,B05D,MENARİNİ SAĞLIK VE İLAÇ SAN. TİC. A.Ş.,141/47,1,suspended_article_23,2023-05-23 00:00:00,,,2026-03-13T15:43:03.620122
TR,Turkey,TITCK,PHOS-EX 250 MG 180 TABLET,calcium acetate anhydrous,,,8699751010011,V03AE07,SAY İLAÇ SAN.VE TİC.LTD.ŞTİ,100/41,1,suspended_article_23,2017-06-12 00:00:00,,,2026-03-13T15:43:03.620122
TR,Turkey,TITCK,"PIGUS 150 MG SERT JELATIN KAPSUL, 56 ADET",pregabalin,,,8699516153670,N03AX16,SANDOZ İLAÇ SAN. VE TİC. A.Ş.,241/3,1,suspended_article_23,2025-12-06 00:00:00,,,2026-03-13T15:43:03.621122
TR,Turkey,TITCK,"PIGUS 300 MG SERT JELATIN KAPSUL, 56 ADET",pregabalin,,,8699516153687,N03AX16,SANDOZ İLAÇ SAN. VE TİC. A.Ş.,241/4,1,suspended_article_23,2025-10-28 00:00:00,,,2026-03-13T15:43:03.621122
TR,Turkey,TITCK,"PIGUS 50 MG SERT JELATIN KAPSUL, 56 ADET",pregabalin,,,8699516153656,N03AX16,SANDOZ İLAÇ SAN. VE TİC. A.Ş.,242/69,1,suspended_article_23,2025-10-28 00:00:00,,,2026-03-13T15:43:03.621122
TR,Turkey,TITCK,"PIGUS 75 MG SERT JELATIN KAPSUL, 14 ADET",pregabalin,,,8699516153663,N03AX16,SANDOZ İLAÇ SAN. VE TİC. A.Ş.,241/2,1,suspended_article_23,2025-10-28 00:00:00,,,2026-03-13T15:43:03.621122
TR,Turkey,TITCK,"PIOGTAN 15 MG TABLET, 30 ADET",pioglitazon hcl,,,8699502013261,A10BG03,SANOFİ İLAÇ SAN. VE TİC. A.Ş.,211/37,1,suspended_article_23,2025-09-11 00:00:00,,,2026-03-13T15:43:03.621122
TR,Turkey,TITCK,"PIOGTAN 15 MG TABLET, 90 ADET",pioglitazon hcl,,,8699502013568,A10BG03,SANOFİ İLAÇ SAN. VE TİC. A.Ş.,211/37,1,suspended_article_23,2025-09-11 00:00:00,,,2026-03-13T15:43:03.621122
TR,Turkey,TITCK,"PIOGTAN 30 MG TABLET, 30 ADET",pioglitazon hcl,,,8699502013278,A10BG03,SANOFİ İLAÇ SAN. VE TİC. A.Ş.,214/85,1,suspended_article_23,2025-09-11 00:00:00,,,2026-03-13T15:43:03.622126
TR,Turkey,TITCK,"PIOGTAN 30 MG TABLET, 90 ADET",pioglitazon hcl,,,8699502013575,A10BG03,SANOFİ İLAÇ SAN. VE TİC. A.Ş.,214/85,1,suspended_article_23,2025-09-11 00:00:00,,,2026-03-13T15:43:03.622126
TR,Turkey,TITCK,"PIOGTAN 45 MG TABLET, 30 ADET",pioglitazon hcl,,,8699502013285,A10BG03,SANOFİ İLAÇ SAN. VE TİC. A.Ş.,211/32,1,suspended_article_23,2025-09-11 00:00:00,,,2026-03-13T15:43:03.622126
TR,Turkey,TITCK,"PIOGTAN 45 MG TABLET, 90 ADET",pioglitazon hcl,,,8699502013582,A10BG03,SANOFİ İLAÇ SAN. VE TİC. A.Ş.,211/32,1,suspended_article_23,2025-09-11 00:00:00,,,2026-03-13T15:43:03.622126
TR,Turkey,TITCK,"PIONDIA 15 MG FILM TABLET, 30 ADET",pioglitazon hcl,,,8699516012779,A10BG03,SANDOZ İLAÇ SAN. VE TİC. A.Ş.,215/63,1,suspended_article_23,2025-10-28 00:00:00,,,2026-03-13T15:43:03.622126
TR,Turkey,TITCK,"PIONDIA 15 MG FILM TABLET, 60 ADET",pioglitazon hcl,,,8699516012809,A10BG03,SANDOZ İLAÇ SAN. VE TİC. A.Ş.,215/63,1,suspended_article_23,2025-10-28 00:00:00,,,2026-03-13T15:43:03.622126
TR,Turkey,TITCK,"PIONDIA 15 MG FILM TABLET, 90 ADET",pioglitazon hcl,,,8699516012830,A10BG03,SANDOZ İLAÇ SAN. VE TİC. A.Ş.,215/63,1,suspended_article_23,2025-10-28 00:00:00,,,2026-03-13T15:43:03.622126
TR,Turkey,TITCK,"POLMOFEN 120 MG/5 ML PEDİATRİK SÜSPANSİYON, 100 ML",parasetamol,,,8699960580077,N02BE01,RECOFARMA İLAÇ VE HAMMADDELERİ SAN.VE TİC. LTD. ŞTİ.,232/97 ,1,suspended_article_23,2025-06-18 00:00:00,,,2026-03-13T15:43:03.623122
TR,Turkey,TITCK,"POTCIT 10 MEQ KONTROLLÜ SALIM TABLET ,100 ADET",potasyum sitrat,,,8699819030692,A12BA02,DİNÇSA İLAÇ SAN. VE TİC. A.Ş.,2014/799,3,suspended_article_22,2025-09-03 00:00:00,,,2026-03-13T15:43:03.623122
TR,Turkey,TITCK,"PREGNYL 1500 IU IM/SC ENJEKSİYON İÇİN LİYOFİLİZE TOZ İÇEREN FLAKON, 3 ADET",gonadotropin korionik,,,8699636261392,G03GA01,MERCK SHARP DOHME İLAÇLARI LTD. ŞTİ.,2014/210,1,suspended_article_23,2021-02-22 00:00:00,,,2026-03-13T15:43:03.623122
TR,Turkey,TITCK,"PREGNYL 5000 IU IM/SC ENJEKSIYON ICIN LIYOFILIZE TOZ ICEREN FLAKON, 1 ADET",gonadotropin korionik,,,8699636261408,G03GA01,MERCK SHARP DOHME İLAÇLARI LTD. ŞTİ.,2014/208,1,suspended_article_23,2021-02-22 00:00:00,,,2026-03-13T15:43:03.623122
TR,Turkey,TITCK,"PREGNYL 5000 IU IM/SC ENJEKSIYON ICIN LIYOFILIZE TOZ ICEREN FLAKON, 3 ADET",gonadotropin korionik,,,8699636261415,G03GA01,MERCK SHARP DOHME İLAÇLARI LTD. ŞTİ.,2014/208,1,suspended_article_23,2021-02-22 00:00:00,,,2026-03-13T15:43:03.623122
TR,Turkey,TITCK,"PRENT TABLET 200 MG, 30 ADET",asebutolol,,,8699546090259,C07AB04,BAYER TÜRK KİMYA SAN. LTD. ŞTİ.,154/32,1,suspended_article_23,2016-08-18 00:00:00,,,2026-03-13T15:43:03.623122
TR,Turkey,TITCK,"PRİMASEF 1000 MG IM/IV ENJEKSİYONLUK TOZ İÇEREN FLAKON, 1 ADET","sefoperazon sodyum, sulbaktam sodyum",,,8699541272902,J01DD62,GENSENTA İLAÇ SANAYİ VE TİC. A.Ş.,172/94,1,suspended_article_23,2024-07-26 00:00:00,,,2026-03-13T15:43:03.624121
TR,Turkey,TITCK,"PRİMASEF 500 MG IM/IV ENJEKSİYONLUK TOZ İÇEREN FLAKON, 1 ADET","sefoperazon sodyum, sulbaktam sodyum",,,8699541272803,J01DD62,GENSENTA İLAÇ SANAYİ VE TİC. A.Ş.,172/93,1,suspended_article_23,2024-07-26 00:00:00,,,2026-03-13T15:43:03.624121
TR,Turkey,TITCK,"PROFENID 100 MG IM ÇÖZELTİ İÇEREN AMPUL, 6 ADET",ketoprofen,,,8699809759152,M01AE03,SANOFİ SAĞLIK ÜRÜNLERİ LTD. ŞTİ.,230/51,1,suspended_article_23,2024-12-11 00:00:00,,,2026-03-13T15:43:03.624121
TR,Turkey,TITCK,"PROGIS 30 MG MİKROPELLET KAPSÜL, 14 ADET",lansoprazol,,,8699772160245,A02BC03,TRIPHARMA İLAÇ SAN. VE TİC. A.Ş.,194/23,1,suspended_article_23,2024-06-14 00:00:00,,,2026-03-13T15:43:03.624121
TR,Turkey,TITCK,"PROLUTON DEPOT 500 MG/2ML IM ENJEKSIYONLUK COZELTI ICEREN AMPUL, 1 ADET",hidroksiprogesteron kaproat,,,8699546750283,G03DA03,BAYER TÜRK KİMYA SAN. LTD. ŞTİ.,105/7,3,suspended_article_22,2024-08-29 00:00:00,,,2026-03-13T15:43:03.624121
TR,Turkey,TITCK,"PROLUTON DEPOT 500 MG/2ML IM ENJEKSIYONLUK COZELTI ICEREN AMPUL,100 ADET",hidroksiprogesteron kaproat,,,8699546750306,G03DA03,BAYER TÜRK KİMYA SAN. LTD. ŞTİ.,105/7,3,suspended_article_22,2024-08-29 00:00:00,,,2026-03-13T15:43:03.624121
TR,Turkey,TITCK,"PROLUTON DEPOT 500 MG/2ML IM ENJEKSIYONLUK COZELTI ICEREN AMPUL,50 ADET",hidroksiprogesteron kaproat,,,8699546750290,G03DA03,BAYER TÜRK KİMYA SAN. LTD. ŞTİ.,105/7,3,suspended_article_22,2024-08-29 00:00:00,,,2026-03-13T15:43:03.625121
TR,Turkey,TITCK,"PROSEK 20 MG ENTERİK KAPLI MİKROPELLET İÇEREN KAPSUL, 14 ADET",omeprazol,,,8699502160156,A02BC01,SANOFİ İLAÇ SAN. VE TİC. A.Ş.,216/81,1,suspended_article_23,2024-12-11 00:00:00,,,2026-03-13T15:43:03.625121
TR,Turkey,TITCK,"PYTEST 14C ÜRE NEFES TESTİ İÇİN KAPSÜL, 1 ADET",üre,,,8698923156007,V04CX ,ECZACIBAŞI MONROL NÜKLEER ÜRÜNLER SAN. VE TİC. A.Ş.,2015/924,1,suspended_article_23,2025-08-12 00:00:00,,,2026-03-13T15:43:03.625121
TR,Turkey,TITCK,"PYTEST 14C ÜRE NEFES TESTİ İÇİN KAPSÜL, 10 ADET",üre,,,8698923156014,V04CX ,ECZACIBAŞI MONROL NÜKLEER ÜRÜNLER SAN. VE TİC. A.Ş.,2015/924,1,suspended_article_23,2025-08-12 00:00:00,,,2026-03-13T15:43:03.625121
TR,Turkey,TITCK,"PYTEST 14C ÜRE NEFES TESTİ İÇİN KAPSÜL, 100 ADET",üre,,,8698923156021,V04CX ,ECZACIBAŞI MONROL NÜKLEER ÜRÜNLER SAN. VE TİC. A.Ş.,2015/924,1,suspended_article_23,2025-08-12 00:00:00,,,2026-03-13T15:43:03.626120
TR,Turkey,TITCK,"QUETAMIN 100 MG FILM TABLET,30 ADET",ketiapin fumarat,,,8680760091603,N05AH04,HUMANİS SAĞLIK A.Ş.,2016/519,1,suspended_article_23,2024-10-15 00:00:00,,,2026-03-13T15:43:03.626120
TR,Turkey,TITCK,"QUETAMIN 100 MG FILM TABLET,60 ADET",ketiapin fumarat,,,8680760091610,N05AH04,HUMANİS SAĞLIK A.Ş.,2016/519,1,suspended_article_23,2024-10-15 00:00:00,,,2026-03-13T15:43:03.626120
TR,Turkey,TITCK,"QUETAMIN 100 MG FILM TABLET,90 ADET",ketiapin fumarat,,,8680760091627,N05AH04,HUMANİS SAĞLIK A.Ş.,2016/519,1,suspended_article_23,2024-10-15 00:00:00,,,2026-03-13T15:43:03.626120
TR,Turkey,TITCK,"QUETAMIN 200 MG FILM TABLET,30 ADET",ketiapin fumarat,,,8680760091634,N05AH04,HUMANİS SAĞLIK A.Ş.,2016/420 ,1,suspended_article_23,2024-10-15 00:00:00,,,2026-03-13T15:43:03.626626
TR,Turkey,TITCK,"QUETAMIN 200 MG FILM TABLET,60 ADET",ketiapin fumarat,,,8680760091641,N05AH04,HUMANİS SAĞLIK A.Ş.,2016/420 ,1,suspended_article_23,2024-10-15 00:00:00,,,2026-03-13T15:43:03.626626
TR,Turkey,TITCK,"QUETAMIN 200 MG FILM TABLET,90 ADET",ketiapin fumarat,,,8680760091658,N05AH04,HUMANİS SAĞLIK A.Ş.,2016/420 ,1,suspended_article_23,2024-10-15 00:00:00,,,2026-03-13T15:43:03.626626
TR,Turkey,TITCK,"QUETAMIN 25 MG FILM TABLET,30 ADET",ketiapin fumarat,,,8680760091542,N05AH04,HUMANİS SAĞLIK A.Ş.,2016/423,1,suspended_article_23,2024-10-15 00:00:00,,,2026-03-13T15:43:03.626626
TR,Turkey,TITCK,"QUETAMIN 25 MG FILM TABLET,60 ADET",ketiapin fumarat,,,8680760091559,N05AH04,HUMANİS SAĞLIK A.Ş.,2016/423,1,suspended_article_23,2024-10-15 00:00:00,,,2026-03-13T15:43:03.626626
TR,Turkey,TITCK,"QUETAMIN 25 MG FILM TABLET,90 ADET",ketiapin fumarat,,,8680760091566,N05AH04,HUMANİS SAĞLIK A.Ş.,2016/423,1,suspended_article_23,2024-10-15 00:00:00,,,2026-03-13T15:43:03.626626
TR,Turkey,TITCK,"QUETAMIN 300 MG FILM TABLET, 90 ADET",ketiapin fumarat,,,8680760091689,N05AH04,HUMANİS SAĞLIK A.Ş.,2016/425,1,suspended_article_23,2024-10-15 00:00:00,,,2026-03-13T15:43:03.626626
TR,Turkey,TITCK,"QUETAMIN 300 MG FILM TABLET,30 ADET",ketiapin fumarat,,,8680760091665,N05AH04,HUMANİS SAĞLIK A.Ş.,2016/425,1,suspended_article_23,2024-10-15 00:00:00,,,2026-03-13T15:43:03.626626
TR,Turkey,TITCK,"QUETAMIN 300 MG FILM TABLET,60 ADET",ketiapin fumarat,,,8680760091672,N05AH04,HUMANİS SAĞLIK A.Ş.,2016/425,1,suspended_article_23,2024-10-15 00:00:00,,,2026-03-13T15:43:03.626626
TR,Turkey,TITCK,"RAPAMUNE 0.5 MG TABLET ,100 ADET",sirolimus,,,8681308015167,L04AA10,PFİZER PFE İLAÇLARI A.Ş.,2014/875,1,suspended_article_23,2024-11-07 00:00:00,,,2026-03-13T15:43:03.628133
TR,Turkey,TITCK,"RAPAMUNE 0.5 MG TABLET, 30 ADET",sirolimus,,,8681308015099,L04AA10,PFİZER PFE İLAÇLARI A.Ş.,2014/875,1,suspended_article_23,2024-11-07 00:00:00,,,2026-03-13T15:43:03.628133
TR,Turkey,TITCK,"RECOSIDE %0,25 MERHEM, 30 GR",tiyokolşikosid,,,8699543380018,M03BX05,ALİ RAİF İLAÇ SAN. A.Ş.,212/98,3,suspended_article_22,2021-10-04 00:00:00,,,2026-03-13T15:43:03.628133
TR,Turkey,TITCK,"REDEMUS %0.25 MERHEM (REDELAX), 30 GRAM",tiyokolşikozit,,,8698747370016,M03BX05,RDC İLAÇ ARAŞTIRMA VE GELİŞTİRME SAN. A.Ş.,2017/362,3,suspended_article_22,2021-10-04 00:00:00,,,2026-03-13T15:43:03.628133
TR,Turkey,TITCK,"REOX 12.5 MG TABLET, 14 ADET",rofekoksib,,,8699540015302,M01AH02,NOBEL İLAÇ SAN. VE TİC. A.Ş.,202/24,3,suspended_article_22,2004-12-07 00:00:00,,,2026-03-13T15:43:03.628133
TR,Turkey,TITCK,"REOX 12.5 MG TABLET, 28 ADET",rofekoksib,,,8699540015319,M01AH02,NOBEL İLAÇ SAN. VE TİC. A.Ş.,202/24,3,suspended_article_22,2004-12-07 00:00:00,,,2026-03-13T15:43:03.628133
TR,Turkey,TITCK,"REOX 25 MG FORT TABLET, 14 ADET",rofekoksib,,,8699540015326,M01AH02,NOBEL İLAÇ SAN. VE TİC. A.Ş.,202/25,3,suspended_article_22,2005-03-31 00:00:00,,,2026-03-13T15:43:03.628133
TR,Turkey,TITCK,"REOX 25 MG FORT TABLET, 28 ADET",rofekoksib,,,8699540015333,M01AH02,NOBEL İLAÇ SAN. VE TİC. A.Ş.,202/25,3,suspended_article_22,2005-03-31 00:00:00,,,2026-03-13T15:43:03.629144
TR,Turkey,TITCK,"RIFOCIN KULAK DAMLASI, 10 ML, %1",rifamisin sv aktif,,,8699809626683,S02AA12,SANOFİ SAĞLIK ÜRÜNLERİ LTD. ŞTİ.,197/74,1,suspended_article_23,2025-01-20 00:00:00,,,2026-03-13T15:43:03.629144
TR,Turkey,TITCK,"RIMOBOLAN 100MG/1 ML ENJEKSIYONLUK COZELTI ICEREN AMPUL, 1 ADET",metenolon enantat,,,8699546750016,A14AA04,BAYER TÜRK KİMYA SAN. LTD. ŞTİ.,105/24,1,suspended_article_23,2025-01-20 00:00:00,,,2026-03-13T15:43:03.629144
TR,Turkey,TITCK,"RIMOBOLAN 100MG/1 ML ENJEKSIYONLUK COZELTI ICEREN AMPUL, 100 ADET",metenolon enantat,,,8699546754984,A14AA04,BAYER TÜRK KİMYA SAN. LTD. ŞTİ.,105/24,1,suspended_article_23,2025-01-20 00:00:00,,,2026-03-13T15:43:03.629144
TR,Turkey,TITCK,"RIMOBOLAN 100MG/1 ML ENJEKSIYONLUK COZELTI ICEREN AMPUL, 50 ADET",metenolon enantat,,,8699546754991,A14AA04,BAYER TÜRK KİMYA SAN. LTD. ŞTİ.,105/24,1,suspended_article_23,2025-01-20 00:00:00,,,2026-03-13T15:43:03.629144
TR,Turkey,TITCK,"RINOSE %0,05 SUSPANSIYON ICEREN BURUN SPREYI, 18 G",mometasone,,,8699772540016,R01AD09,TRIPHARMA İLAÇ SAN. VE TİC. A.Ş.,227/87,1,suspended_article_23,2024-12-11 00:00:00,,,2026-03-13T15:43:03.629144
TR,Turkey,TITCK,"ROFEN DRAJE 200 MG, 25 ADET",ibuprofen,,,8699549120014,M01AE01,AKDENİZ İLAÇ SAN. VE TİC. A.Ş.,117/11,1,suspended_article_23,2025-05-02 00:00:00,,,2026-03-13T15:43:03.630143
TR,Turkey,TITCK,"ROKSOLIT 150 MG FİLM TABLET, 10 ADET",roksitromisin,,,8699502091368,J01FA06,ZENTİVA SAĞLIK ÜRÜNLERİ SAN. VE TİC. A.Ş.,213/89,1,suspended_article_23,2018-02-28 00:00:00,,,2026-03-13T15:43:03.630143
TR,Turkey,TITCK,"ROKSOLIT 300 MG FİLM TABLET, 7 ADET",roksitromisin,,,8699502091610,J01FA06,ZENTİVA SAĞLIK ÜRÜNLERİ SAN. VE TİC. A.Ş.,213/69,1,suspended_article_23,2018-02-28 00:00:00,,,2026-03-13T15:43:03.630143
TR,Turkey,TITCK,"ROLADOL 100 MG/2 ML AMPUL, 5 ADET",tramadol,,,8699565753807,N02AX02,ANGELİNİ İLAÇ SAN. VE TİC. A.Ş.,202/83,1,suspended_article_23,2024-05-14 00:00:00,,,2026-03-13T15:43:03.630143
TR,Turkey,TITCK,"ROLADOL 50 MG KAPSUL, 10 ADET",mefenamic acid,,,8699565153829,N02AX02,ANGELİNİ İLAÇ SAN. VE TİC. A.Ş.,204/36,1,suspended_article_23,2024-05-14 00:00:00,,,2026-03-13T15:43:03.630143
