country_code,country_name,source,medicine_name,active_substance,strength,package_size,atc_code,product_no,shortage_start,estimated_end,status,scraped_at
LV,Latvia,ZVA,"Lanzostad 30 mg gastro-resistant capsules, hard",Lansoprazolum,30 mg,14 pcs,A02BC03,05-0377-01,2024-06-04,2046-06-29,shortage,2026-03-12T15:53:47.319544
LV,Latvia,ZVA,"Lanzul 15 mg gastro-resistant capsules, hard",Lansoprazolum,15 mg,28 pcs,A02BC03,07-0040-08,2020-11-27,,shortage - end date unknown,2026-03-12T15:53:47.319544
LV,Latvia,ZVA,Larifans 2.5 mg/2 ml solution for injection,Acidum ribonucleinicum duplicatum,"2,5 mg/2 ml",1 pc,,04-0230-01,2022-03-01,,shortage - end date unknown,2026-03-12T15:53:47.319544
LV,Latvia,ZVA,"Latanoprost Actavis 50 micrograms/ml eye drops, solution",Latanoprostum,"125 µg/2,5 ml",1 pc,S01EE01,09-0227-01,2026-02-03,2026-05-11,shortage,2026-03-12T15:53:47.319544
LV,Latvia,ZVA,Ledaga,Chlormethinum,60 g,1 pc,,EU/1/16/1171/001,2025-12-09,,shortage - end date unknown,2026-03-12T15:53:47.319544
LV,Latvia,ZVA,Lenalidomide Grindeks 10 mg hard capsules,Lenalidomidum,10 mg,21 pcs,,19-0138-02,2026-03-10,,shortage - end date unknown,2026-03-12T15:53:47.319544
LV,Latvia,ZVA,Lenalidomide Grindeks 15 mg hard capsules,Lenalidomidum,15 mg,21 pcs,,19-0139-02,2026-03-10,,shortage - end date unknown,2026-03-12T15:53:47.319544
LV,Latvia,ZVA,Lenalidomide Grindeks 25 mg hard capsules,Lenalidomidum,25 mg,21 pcs,,19-0141-02,2026-03-10,,shortage - end date unknown,2026-03-12T15:53:47.319544
LV,Latvia,ZVA,Lenalidomide Grindeks 5 mg hard capsules,Lenalidomidum,5 mg,21 pcs,,19-0136-02,2026-03-10,,shortage - end date unknown,2026-03-12T15:53:47.319544
LV,Latvia,ZVA,Lenalidomide Zentiva 10 mg hard capsules,Lenalidomidum,10 mg,21 pcs,,18-0080-01,2023-11-23,,shortage - end date unknown,2026-03-12T15:53:47.319544
LV,Latvia,ZVA,Leptoprol 5 mg implant in pre-filled syringe,Leuprorelinum,5 mg,1 pc,L02AE02,14-0265-01,2022-03-24,,shortage - end date unknown,2026-03-12T15:53:47.319544
LV,Latvia,ZVA,Leqvio,Inclisiranum,"284 mg/1,5 ml",1 pc,C10AX16,EU/1/20/1494/001,2023-09-01,,shortage - end date unknown,2026-03-12T15:53:47.319544
LV,Latvia,ZVA,Leucovorin-Teva 10 mg/ml solution for injection,Calcii folinas,50 mg/5 ml,1 pc,,99-0863-01,2019-09-09,,shortage - end date unknown,2026-03-12T15:53:47.319544
LV,Latvia,ZVA,Levalox 500 mg film-coated tablets,Levofloxacinum,500 mg,7 pcs,,15-0090-03,2019-12-30,,shortage - end date unknown,2026-03-12T15:53:47.319544
LV,Latvia,ZVA,Levalox 500 mg film-coated tablets,Levofloxacinum,500 mg,10 pcs,,15-0090-04,2018-12-28,,shortage - end date unknown,2026-03-12T15:53:47.319544
LV,Latvia,ZVA,Levetiracetam ratiopharm,Levetiracetamum,30000 mg/300 ml,1 pc,N03AX14,EU/1/11/702/001,2024-04-02,,shortage - end date unknown,2026-03-12T15:53:47.319544
LV,Latvia,ZVA,Levetiracetam Teva,Levetiracetamum,250 mg,30 pcs,N03AX14,EU/1/11/701/001,2019-02-07,2030-04-01,shortage,2026-03-12T15:53:47.624051
LV,Latvia,ZVA,Levetiracetam Teva,Levetiracetamum,500 mg,30 pcs,N03AX14,EU/1/11/701/008,2020-01-30,2030-04-01,shortage,2026-03-12T15:53:47.624051
LV,Latvia,ZVA,Levetiracetam Teva,Levetiracetamum,1000 mg,30 pcs,N03AX14,EU/1/11/701/022,2020-04-21,2030-04-01,shortage,2026-03-12T15:53:47.624051
LV,Latvia,ZVA,Levitra,Vardenafilum,5 mg,2 pcs,G04BE09,EU/1/03/248/001,2019-08-02,,shortage - end date unknown,2026-03-12T15:53:47.624051
LV,Latvia,ZVA,Levitra,Vardenafilum,5 mg,4 pcs,G04BE09,EU/1/03/248/002,2019-08-02,,shortage - end date unknown,2026-03-12T15:53:47.624051
LV,Latvia,ZVA,Levitra,Vardenafilum,10 mg,2 pcs,G04BE09,EU/1/03/248/005,2019-01-17,,shortage - end date unknown,2026-03-12T15:53:47.624051
LV,Latvia,ZVA,Levitra,Vardenafilum,10 mg,4 pcs,G04BE09,EU/1/03/248/006,2019-08-02,,shortage - end date unknown,2026-03-12T15:53:47.624051
LV,Latvia,ZVA,Levitra,Vardenafilum,20 mg,4 pcs,G04BE09,EU/1/03/248/010,2019-08-02,,shortage - end date unknown,2026-03-12T15:53:47.625052
LV,Latvia,ZVA,Levodopa/Carbidopa/Entacapone Teva 100 mg/25 mg/200 mg film-coated tablets,"Levodopum, Carbidopum, Entacaponum",1 UD,100 pcs,N04BA03,14-0203-08,2026-01-27,2026-08-10,shortage,2026-03-12T15:53:47.625052
LV,Latvia,ZVA,Levodopa/Carbidopa/Entacapone Teva 50 mg/12.5 mg/200 mg film-coated tablets,"Levodopum, Carbidopum, Entacaponum",1 UD,100 pcs,N04BA03,14-0201-08,2026-01-01,2026-07-06,shortage,2026-03-12T15:53:47.625052
LV,Latvia,ZVA,Levodopa/Carbidopa/Entacapone Teva 75 mg/18.75 mg/200 mg film-coated tablets,"Levodopum, Carbidopum, Entacaponum",1 UD,100 pcs,N04BA03,14-0202-08,2026-03-09,2026-08-10,shortage,2026-03-12T15:53:47.625052
LV,Latvia,ZVA,Levomekols 7.5 mg/40 mg/g ziede,"Methyluracilum, Chloramphenicolum",100 g,1 pc,S01AA01,00-0633-02,2017-02-15,,shortage - end date unknown,2026-03-12T15:53:47.625052
LV,Latvia,ZVA,Levosert 20 micrograms/24 hours intrauterine delivery system,Levonorgestrelum,52 mg,1 pc,G02BA03,13-0032-01,2023-02-20,,shortage - end date unknown,2026-03-12T15:53:47.625052
LV,Latvia,ZVA,Levosimendan Kalceks 2.5 mg/ml concentrate for solution for infusion,Levosimendanum,"12,5 mg/5 ml",1 pc,C01CX08,22-0034-01,2024-11-04,,shortage - end date unknown,2026-03-12T15:53:47.625052
LV,Latvia,ZVA,Levothyroxine sodium Unifarma 100 micrograms tablets,Levothyroxinum natricum,100 µg,100 pcs,,23-0173-01,2026-03-06,2026-04-07,shortage,2026-03-12T15:53:47.625052
LV,Latvia,ZVA,Levothyroxine sodium Unifarma 50 micrograms tablets,Levothyroxinum natricum,50 µg,100 pcs,,23-0171-01,2026-03-06,2026-04-07,shortage,2026-03-12T15:53:47.625052
LV,Latvia,ZVA,Levothyroxine sodium Unifarma 75 micrograms tablets,Levothyroxinum natricum,75 µg,100 pcs,,23-0172-01,2026-03-06,2026-04-07,shortage,2026-03-12T15:53:47.626051
LV,Latvia,ZVA,Lexotanil 3 mg tablets,Bromazepamum,3 mg,30 pcs,N05BA08,I001481-01,2023-07-06,,shortage - end date unknown,2026-03-12T15:53:47.626051
LV,Latvia,ZVA,"Lifodrox 5 mg/ml eye drops, solution",Moxifloxacinum,25 mg/5 ml,1 pc,J01MA14,14-0010-01,2026-01-19,2026-04-06,shortage,2026-03-12T15:53:47.626051
LV,Latvia,ZVA,Lincocin 500 mg hard capsules,Lincomycinum,500 mg,24 pcs,,I000734-01,2020-09-30,,shortage - end date unknown,2026-03-12T15:53:47.626051
LV,Latvia,ZVA,Linola Urea 120 mg/g cream,Ureum,9 g/75 g,1 pc,D02AE01,00-1161-01,2022-11-01,,shortage - end date unknown,2026-03-12T15:53:47.626051
LV,Latvia,ZVA,Linola Urea 120 mg/g cream,Ureum,6 g/50 g,1 pc,D02AE01,00-1161-04,2021-10-20,,shortage - end date unknown,2026-03-12T15:53:47.626051
LV,Latvia,ZVA,Lixiana,Edoxabanum,60 mg,30 pcs,B01AF03,EU/1/15/993/019,2026-02-20,2026-05-11,shortage,2026-03-12T15:53:47.626051
LV,Latvia,ZVA,Lomac 20 mg capsules,Omeprazolum,20 mg,14 pcs,A02BC01,99-0459-02,2016-08-09,,shortage - end date unknown,2026-03-12T15:53:47.626051
LV,Latvia,ZVA,"Loperamide Stirol 2 mg capsules, hard",Loperamidi hydrochloridum,2 mg,12 pcs,,01-0086-01,2016-11-04,,shortage - end date unknown,2026-03-12T15:53:47.626051
LV,Latvia,ZVA,Lozap 50 mg film-coated tablets,Losartanum kalicum,50 mg,30 pcs,C09CA01,06-0092-04,2025-04-30,,leaving the market,2026-03-12T15:53:47.627057
LV,Latvia,ZVA,Lozap H 50 mg/12.5 mg film-coated tablets,"Losartanum kalicum, Hydrochlorothiazidum","50 mg/12,5 mg",30 pcs,C09CA01,09-0089-02,2025-07-02,,shortage - end date unknown,2026-03-12T15:53:47.627057
LV,Latvia,ZVA,Lunaldin 100 micrograms sublingual tablets,Fentanylum,100 µg,10 pcs,N02AB03,09-0096-01,2018-06-01,,shortage - end date unknown,2026-03-12T15:53:47.627057
LV,Latvia,ZVA,Lunaldin 200 micrograms sublingual tablets,Fentanylum,200 µg,10 pcs,N02AB03,09-0097-01,2018-10-31,,shortage - end date unknown,2026-03-12T15:53:47.627057
LV,Latvia,ZVA,Lunsumio,Mosunetuzumabum,1 mg/1 ml,1 pc,L01FX25,EU/1/22/1649/001,2026-01-05,2027-01-05,shortage,2026-03-12T15:53:47.627057
LV,Latvia,ZVA,Lusopress 20 mg tablets,Nitrendipinum,20 mg,28 pcs,,I000607-01,2020-02-19,,shortage - end date unknown,2026-03-12T15:53:47.627057
LV,Latvia,ZVA,Lyxumia,Lixisenatidum,20 µg,2 pcs,,EU/1/12/811/003,2022-02-10,,shortage - end date unknown,2026-03-12T15:53:47.627057
LV,Latvia,ZVA,Lyxumia,Lixisenatidum,1 UD,2 pcs,,EU/1/12/811/005,2022-02-10,,shortage - end date unknown,2026-03-12T15:53:47.627057
LV,Latvia,ZVA,Maalox 460 mg/400 mg/4.3 ml oral suspension,"Aluminii hydroxidum, Magnesii hydroxidum","4,3 ml",20 pcs,,10-0504-01,2025-02-11,2030-12-31,shortage,2026-03-12T15:53:47.627057
LV,Latvia,ZVA,Mabron 50 mg/ml solution for injection/infusion,Tramadoli hydrochloridum,100 mg/2 ml,5 pcs,N02AX02,02-0248-02,2024-07-15,,shortage - end date unknown,2026-03-12T15:53:47.627057
LV,Latvia,ZVA,Mabron SR 200 mg prolonged release tablets,Tramadoli hydrochloridum,200 mg,10 pcs,N02AX02,05-0502-02,2024-05-31,,shortage - end date unknown,2026-03-12T15:53:47.628051
LV,Latvia,ZVA,MabThera,Rituximabum,100 mg/10 ml,2 pcs,L01FA01,EU/1/98/067/001,2024-09-30,,shortage - end date unknown,2026-03-12T15:53:47.628051
LV,Latvia,ZVA,MabThera,Rituximabum,500 mg/50 ml,1 pc,L01FA01,EU/1/98/067/002,2024-04-09,,shortage - end date unknown,2026-03-12T15:53:47.628051
LV,Latvia,ZVA,Magnesium Diasporal 295.7 mg granules for oral solution,Magnesium,"295,7 mg/5 g",20 pcs,,10-0625-01,2024-08-27,,shortage - end date unknown,2026-03-12T15:53:47.628051
LV,Latvia,ZVA,Marixino,Memantini hydrochloridum,10 mg,56 pcs,,EU/1/13/820/006,2021-06-30,,shortage - end date unknown,2026-03-12T15:53:47.628051
LV,Latvia,ZVA,Matrifen 100 micrograms/hour transdermal patch,Fentanylum,11 mg,5 pcs,N02AB03,06-0208-01,2024-12-31,,shortage - end date unknown,2026-03-12T15:53:47.628051
LV,Latvia,ZVA,Matrifen 12 micrograms/hour transdermal patch,Fentanylum,"1,38 mg",5 pcs,N02AB03,06-0204-01,2025-02-28,,shortage - end date unknown,2026-03-12T15:53:47.628051
LV,Latvia,ZVA,Matrifen 25 micrograms/hour transdermal patch,Fentanylum,"2,75 mg",5 pcs,N02AB03,06-0205-01,2025-02-28,,shortage - end date unknown,2026-03-12T15:53:47.628051
LV,Latvia,ZVA,Matrifen 50 micrograms/hour transdermal patch,Fentanylum,"5,5 mg",5 pcs,N02AB03,06-0206-01,2025-02-28,,shortage - end date unknown,2026-03-12T15:53:47.628051
LV,Latvia,ZVA,Matrifen 75 micrograms/hour transdermal patch,Fentanylum,"8,25 mg",5 pcs,N02AB03,06-0207-01,2024-12-15,,shortage - end date unknown,2026-03-12T15:53:47.628051
LV,Latvia,ZVA,Maymetsi 50 mg/1000 mg film-coated tablets,"Sitagliptinum, Metformini hydrochloridum",50 mg/1000 mg,196 pcs,,20-0156-07,2024-05-09,,shortage - end date unknown,2026-03-12T15:53:47.628051
LV,Latvia,ZVA,Maymetsi 50 mg/850 mg film-coated tablets,"Sitagliptinum, Metformini hydrochloridum",50 mg/850 mg,196 pcs,,20-0155-07,2024-10-30,,shortage - end date unknown,2026-03-12T15:53:47.629048
LV,Latvia,ZVA,Mayzent,Siponimodum,"0,25 mg",120 pcs,L04AE03,EU/1/19/1414/002,2023-06-14,,shortage - end date unknown,2026-03-12T15:53:47.629048
LV,Latvia,ZVA,"Medikinet XL 5 mg prolonged release capsules, hard",Methylphenidati hydrochloridum,5 mg,30 pcs,,10-0448-02,2019-01-23,,shortage - end date unknown,2026-03-12T15:53:47.629048
LV,Latvia,ZVA,Medoclav 400 mg/57 mg/5 ml powder for oral suspension,"Amoxicillinum, Acidum clavulanicum",70 ml,1 pc,J01CA04,17-0050-01,2022-12-29,,shortage - end date unknown,2026-03-12T15:53:47.629048
LV,Latvia,ZVA,Medorisper 2 mg film-coated tablets,Risperidonum,2 mg,60 pcs,N05AX08,07-0207-05,2025-10-23,,shortage - end date unknown,2026-03-12T15:53:47.891928
LV,Latvia,ZVA,Medorisper 2 mg film-coated tablets,Risperidonum,2 mg,30 pcs,N05AX08,07-0207-03,2019-08-27,,shortage - end date unknown,2026-03-12T15:53:47.891928
LV,Latvia,ZVA,Medorisper 4 mg film-coated tablets,Risperidonum,4 mg,30 pcs,N05AX08,07-0209-03,2019-08-27,,shortage - end date unknown,2026-03-12T15:53:47.891928
LV,Latvia,ZVA,Meldonium Olpha 250 mg hard capsules,Meldonium dihydricum,250 mg,40 pcs,,10-0216-05,2017-10-02,,shortage - end date unknown,2026-03-12T15:53:47.892904
LV,Latvia,ZVA,Meriofert Set 75 IU powder and solvent for solution for injection,Menotropinum,75 IU,1 pc,,20-0152-01,2024-11-18,2026-05-31,shortage,2026-03-12T15:53:47.892904
LV,Latvia,ZVA,Meriofert Set 900 IU powder and solvent for solution for injection,Menotropinum,900 IU,1 pc,,23-0006-01,2025-12-16,2026-06-30,shortage,2026-03-12T15:53:47.892904
LV,Latvia,ZVA,Mesar Plus 20 mg/25 mg film-coated tablets,"Olmesartanum medoxomilum, Hydrochlorothiazidum",20 mg/25 mg,28 pcs,C09CA08,05-0632-02,2024-11-15,,shortage - end date unknown,2026-03-12T15:53:47.892904
LV,Latvia,ZVA,Metalyse,Tenecteplasum,40 mg/8 ml,1 pc,,EU/1/00/169/005,2022-09-01,,shortage - end date unknown,2026-03-12T15:53:47.892904
LV,Latvia,ZVA,Metfogamma 1000 mg film-coated tablets,Metformini hydrochloridum,1000 mg,120 pcs,A10BA02,07-0390-02,2025-02-15,,shortage - end date unknown,2026-03-12T15:53:47.892904
LV,Latvia,ZVA,Metfogamma 500 mg film-coated tablets,Metformini hydrochloridum,500 mg,120 pcs,A10BA02,02-0345-02,2025-09-11,,shortage - end date unknown,2026-03-12T15:53:47.892904
LV,Latvia,ZVA,Metforal 1000 mg film-coated tablets,Metformini hydrochloridum,1000 mg,120 pcs,A10BA02,05-0096-05,2020-11-12,,shortage - end date unknown,2026-03-12T15:53:47.892904
LV,Latvia,ZVA,Metforal 500 mg film-coated tablets,Metformini hydrochloridum,500 mg,120 pcs,A10BA02,00-1080-03,2025-09-12,,shortage - end date unknown,2026-03-12T15:53:47.892904
LV,Latvia,ZVA,Metforal 500 mg film-coated tablets,Metformini hydrochloridum,500 mg,30 pcs,A10BA02,00-1080-01,2025-09-12,,shortage - end date unknown,2026-03-12T15:53:47.892904
LV,Latvia,ZVA,Metforal 850 mg film-coated tablets,Metformini hydrochloridum,850 mg,30 pcs,A10BA02,00-1081-01,2025-09-12,,shortage - end date unknown,2026-03-12T15:53:47.892904
LV,Latvia,ZVA,Metforal 850 mg film-coated tablets,Metformini hydrochloridum,850 mg,120 pcs,A10BA02,00-1081-03,2025-09-12,,shortage - end date unknown,2026-03-12T15:53:47.892904
LV,Latvia,ZVA,Methyluracil Stada 100 mg/g ziede,Methyluracilum,"2,5 g/25 g",1 pc,,99-0994-02,2025-03-10,2028-12-31,shortage,2026-03-12T15:53:47.892904
LV,Latvia,ZVA,Metoprolol-ratiopharm 100 mg tablets,Metoprololi tartras,100 mg,30 pcs,C07AB02,99-0224-01,2026-03-11,2026-04-15,shortage,2026-03-12T15:53:47.892904
LV,Latvia,ZVA,Mexolan 15 mg tablets,Meloxicamum,15 mg,30 pcs,M01AC06,04-0403-02,2023-12-21,,shortage - end date unknown,2026-03-12T15:53:47.892904
LV,Latvia,ZVA,Midazolam B.Braun 5 mg/ml solution for injection/infusion,Midazolamum,"4,99844 mg/1 ml",10 pcs,N05CD08,07-0005-01,2026-01-12,2026-12-31,shortage,2026-03-12T15:53:47.892904
LV,Latvia,ZVA,Migard 2.5 mg film-coated tablets,Frovatriptanum,"2,5 mg",2 pcs,N02CC07,05-0053-09,2024-05-07,,shortage - end date unknown,2026-03-12T15:53:47.892904
LV,Latvia,ZVA,Mildronāts-Grindeks 250 mg hard capsules,Meldonium dihydricum,250 mg,20 pcs,,99-0180-01,2020-07-23,,shortage - end date unknown,2026-03-12T15:53:47.892904
LV,Latvia,ZVA,Mimpara,Cinacalcetum,60 mg,28 pcs,H05BX01,EU/1/04/292/006,2023-01-01,,shortage - end date unknown,2026-03-12T15:53:47.892904
LV,Latvia,ZVA,Mimpara,Cinacalcetum,30 mg,28 pcs,H05BX01,EU/1/04/292/002,2023-01-01,,shortage - end date unknown,2026-03-12T15:53:47.892904
LV,Latvia,ZVA,Mimpara,Cinacalcetum,90 mg,28 pcs,H05BX01,EU/1/04/292/010,2023-01-01,,shortage - end date unknown,2026-03-12T15:53:47.892904
LV,Latvia,ZVA,"Minirin 10 micrograms/dose nasal spray, solution",Desmopressini acetas,"0,25 mg/2,5 ml",1 pc,H01BA02,98-0040-01,2020-07-10,2026-06-01,shortage,2026-03-12T15:53:47.892904
LV,Latvia,ZVA,Mirapexin,Pramipexolum,"0,18 mg",30 pcs,N04BC05,EU/1/97/051/003,2025-01-01,,shortage - end date unknown,2026-03-12T15:53:47.892904
LV,Latvia,ZVA,Mircera,Methoxy-polyethylen-glycol-epoetinum beta,"30 µg/0,3 ml",1 pc,,EU/1/07/400/017,2017-08-02,,shortage - end date unknown,2026-03-12T15:53:47.892904
LV,Latvia,ZVA,Mirzaten 45 mg film-coated tablets,Mirtazapinum,45 mg,30 pcs,,04-0010-01,2017-03-27,,shortage - end date unknown,2026-03-12T15:53:47.892904
LV,Latvia,ZVA,Mirzaten 45 mg orodispersible tablets,Mirtazapinum,45 mg,30 pcs,,07-0014-01,2017-03-27,,shortage - end date unknown,2026-03-12T15:53:47.892904
LV,Latvia,ZVA,Moxilen 1 g powder for solution for injection/infusion,Amoxicillinum,1 g,10 pcs,J01CA04,04-0333-05,2022-12-29,,shortage - end date unknown,2026-03-12T15:53:47.892904
LV,Latvia,ZVA,Mycomax 150 mg hard capsules,Fluconazolum,150 mg,1 pc,J02AC01,01-0093-03,2025-10-09,,shortage - end date unknown,2026-03-12T15:53:47.892904
LV,Latvia,ZVA,Mycomax 150 mg hard capsules,Fluconazolum,150 mg,3 pcs,J02AC01,01-0093-04,2025-10-09,,shortage - end date unknown,2026-03-12T15:53:47.892904
LV,Latvia,ZVA,Mycomax 150 mg hard capsules,Fluconazolum,150 mg,3 pcs,J02AC01,01-0093-02,2025-10-09,,shortage - end date unknown,2026-03-12T15:53:47.892904
LV,Latvia,ZVA,Mycomax 150 mg hard capsules,Fluconazolum,150 mg,1 pc,J02AC01,01-0093-01,2025-10-09,,shortage - end date unknown,2026-03-12T15:53:47.892904
LV,Latvia,ZVA,Mycophenolate Mofetil Accord 500 mg film-coated tablets,Mycophenolas mofetil,500 mg,50 pcs,N01BX03,09-0185-01,2026-03-10,2026-06-25,shortage,2026-03-12T15:53:47.892904
LV,Latvia,ZVA,Mycosyst 150 mg hard capsules,Fluconazolum,150 mg,1 pc,J02AC01,01-0315-01,2017-06-28,,shortage - end date unknown,2026-03-12T15:53:47.896559
LV,Latvia,ZVA,Mycosyst 150 mg hard capsules,Fluconazolum,150 mg,2 pcs,J02AC01,01-0315-02,2019-08-21,,shortage - end date unknown,2026-03-12T15:53:47.896559
LV,Latvia,ZVA,Mydocalm 150 mg film-coated tablets,Tolperisoni hydrochloridum,150 mg,30 pcs,M03BX04,I000275-01,2025-09-24,,shortage - end date unknown,2026-03-12T15:53:47.896559
LV,Latvia,ZVA,Mydocalm 50 mg film-coated tablets,Tolperisoni hydrochloridum,50 mg,30 pcs,M03BX04,I000690-01,2025-10-10,,shortage - end date unknown,2026-03-12T15:53:47.896559
LV,Latvia,ZVA,Nalgesin 275 mg film-coated tablets,Naproxenum natricum,275 mg,10 pcs,M01AE02,12-0242-01,2019-12-30,,shortage - end date unknown,2026-03-12T15:53:47.896559
LV,Latvia,ZVA,"Nasonex 50 micrograms/dose nasal spray, suspension",Mometasoni furoas,50 µg/dose,140 pcs,D07AC13,I000735-01,2020-02-19,,shortage - end date unknown,2026-03-12T15:53:47.896559
LV,Latvia,ZVA,Natrii iodidum [131 I] Diagnostic Capsules,Natrii iodidum,1 UD,10 pcs,,04-0282-01,2022-04-01,,shortage - end date unknown,2026-03-12T15:53:47.896559
LV,Latvia,ZVA,Nealgin tablets,"Propyphenazonum, Coffeinum, Paracetamolum",1 UD,12 pcs,N02BE01,99-0650-01,2016-10-31,,shortage - end date unknown,2026-03-12T15:53:47.896559
LV,Latvia,ZVA,Nebilet tablets,Nebivololum,5 mg,28 pcs,C07AB12,I000622-01,2016-07-08,,shortage - end date unknown,2026-03-12T15:53:47.896559
LV,Latvia,ZVA,Nebivolol Orion 5 mg tablets,Nebivololum,5 mg,30 pcs,C07AB12,07-0383-01,2023-09-04,,shortage - end date unknown,2026-03-12T15:53:47.897575
LV,Latvia,ZVA,Neiratax 100 mg/100 mg/1 mg/20 mg/2 ml solution for injection,"Pyridoxini hydrochloridum, Thiamini hydrochloridum, Cyanocobalaminum, Lidocaini hydrochloridum",2 ml,5 pcs,B03BA01,17-0180-01,2022-09-15,,shortage - end date unknown,2026-03-12T15:53:47.897575
LV,Latvia,ZVA,Neo-angin cherry lozenges,"Alcohol 2,4-Dichlorobenzylicus, Amylmetacresolum, Levomentholum",1 UD,24 pcs,,11-0012-03,2019-11-19,,shortage - end date unknown,2026-03-12T15:53:47.897575
LV,Latvia,ZVA,Neo-angin salvia lozenges,"Alcohol 2,4-Dichlorobenzylicus, Amylmetacresolum, Levomentholum",1 UD,24 pcs,,11-0013-03,2019-11-19,,shortage - end date unknown,2026-03-12T15:53:47.897575
LV,Latvia,ZVA,Neulasta,Pegfilgrastimum,"6 mg/0,6 ml",1 pc,,EU/1/02/227/004,2021-07-01,,shortage - end date unknown,2026-03-12T15:53:47.897575
LV,Latvia,ZVA,Nevanac,Nepafenacum,9 mg/3 ml,1 pc,S01BC10,EU/1/07/433/002,2019-03-01,,shortage - end date unknown,2026-03-12T15:53:47.897575
LV,Latvia,ZVA,Nimotop 0.2 mg/ml solution for infusion,Nimodipinum,10 mg/50 ml,1 pc,,98-0164-05,2026-02-13,,shortage - end date unknown,2026-03-12T15:53:48.162926
LV,Latvia,ZVA,Nimotop 30 mg film-coated tablets,Nimodipinum,30 mg,100 pcs,,00-1164-01,2026-02-13,,shortage - end date unknown,2026-03-12T15:53:48.162926
LV,Latvia,ZVA,Nimotop S 30 mg film-coated tablets,Nimodipinum,30 mg,100 pcs,,I001147-01,2026-02-10,2026-05-25,shortage,2026-03-12T15:53:48.162926
LV,Latvia,ZVA,"Niontix 100% medicinal gas, liquefied",Dinitrogenii oxidum,27 l,12 pcs,,07-0339-08,2019-03-18,,shortage - end date unknown,2026-03-12T15:53:48.162926
LV,Latvia,ZVA,Nitrocine 1 mg/ml solution for infusion,Glyceroli trinitras,10 mg/10 ml,10 pcs,Z,00-0226-01,2024-11-30,,shortage - end date unknown,2026-03-12T15:53:48.162926
LV,Latvia,ZVA,Nitrocor 0.5 mg sublingual tablets,Glyceroli trinitras,"0,5 mg",40 pcs,Z,96-0531-03,2018-11-29,,shortage - end date unknown,2026-03-12T15:53:48.162926
LV,Latvia,ZVA,"Nitrospray 0.4 mg/dose sublingual spray, solution",Glyceroli trinitras,"0,4 mg/1 dose",200 pcs,Z,11-0434-01,2018-03-20,,shortage - end date unknown,2026-03-12T15:53:48.162926
LV,Latvia,ZVA,Nivestim,Filgrastimum,"300 µg/0,5 ml",5 pcs,L03AA02,EU/1/10/631/005,2025-12-01,,shortage - end date unknown,2026-03-12T15:53:48.163935
LV,Latvia,ZVA,Nivestim,Filgrastimum,"480 µg/0,5 ml",5 pcs,L03AA02,EU/1/10/631/008,2025-12-01,,shortage - end date unknown,2026-03-12T15:53:48.163935
LV,Latvia,ZVA,Nizoral 20 mg/g cream,Ketoconazolum,300 mg/15 g,1 pc,D01AC08,I000376-01,2025-04-01,,shortage - end date unknown,2026-03-12T15:53:48.163935
LV,Latvia,ZVA,Nolicin 400 mg film-coated tablets,Norfloxacinum,400 mg,20 pcs,J01MA06,I000514-01,2020-02-03,,shortage - end date unknown,2026-03-12T15:53:48.163935
LV,Latvia,ZVA,Noliprel Forte Arginine 5 mg/1.25 mg film-coated tablets,"Perindoprili argininum, Indapamidum","5 mg/1,25 mg",30 pcs,C09AA04,07-0016-04,2025-04-10,,shortage - end date unknown,2026-03-12T15:53:48.163935
LV,Latvia,ZVA,Nolpaza 20 mg gastro-resistant tablets,Pantoprazolum,20 mg,7 pcs,A02BC02,07-0256-01,2022-10-01,,shortage - end date unknown,2026-03-12T15:53:48.163935
LV,Latvia,ZVA,Nolpaza 40 mg powder for solution for injection,Pantoprazolum,40 mg,1 pc,A02BC02,14-0109-01,2019-07-01,,shortage - end date unknown,2026-03-12T15:53:48.163935
LV,Latvia,ZVA,Norepinephrine Kalceks 1 mg/ml concentrate for solution for infusion,Norepinephrinum,1 mg/1 ml,10 pcs,,20-0064-02,2024-02-28,,shortage - end date unknown,2026-03-12T15:53:48.163935
LV,Latvia,ZVA,Norvir,Ritonavirum,100 mg,30 pcs,J05AE03,EU/1/96/016/005,2020-07-01,,shortage - end date unknown,2026-03-12T15:53:48.163935
LV,Latvia,ZVA,Noxafil,Posaconazolum,100 mg,24 pcs,J02AC04,EU/1/05/320/002,2017-12-21,,shortage - end date unknown,2026-03-12T15:53:48.163935
LV,Latvia,ZVA,Nucala,Mepolizumabum,100 mg,1 pc,R03DX09,EU/1/15/1043/001,2023-12-05,,shortage - end date unknown,2026-03-12T15:53:48.164933
LV,Latvia,ZVA,NutropinAq,Somatropinum,10 mg/2 ml,1 pc,H01AC01,EU/1/00/164/003,2018-08-07,,shortage - end date unknown,2026-03-12T15:53:48.164933
LV,Latvia,ZVA,Nuwiq,Simoctocogum alfa,250 IU,1 pc,,EU/1/14/936/001,2025-10-06,2026-10-06,shortage,2026-03-12T15:53:48.164933
LV,Latvia,ZVA,Nuwiq,Simoctocogum alfa,2000 IU,1 pc,,EU/1/14/936/004,2020-06-25,,shortage - end date unknown,2026-03-12T15:53:48.164933
LV,Latvia,ZVA,Octagam 50 mg/ml solution for infusion,Immunoglobulinum humanum normale,10 g/200 ml,1 pc,,04-0293-04,2019-10-16,,shortage - end date unknown,2026-03-12T15:53:48.164933
